,idx,source,sentence,construction,pattern,DT,ADJ,NUMERAL,NOUN
7049,7050,mahowald,a twenty meager bankers greeted us at the door.,a twenty meager bankers,DT JJ CD NNS,A,meager,twenty,bankers
7050,7051,mahowald,a three extra soldiers greeted us at the door.,a three extra soldiers,DT JJ CD NNS,An,extra,three,soldiers
7051,7052,mahowald,a three extra students greeted us at the door.,a three extra students,DT JJ CD NNS,An,extra,three,students
7052,7053,mahowald,a three extra athletes greeted us at the door.,a three extra athletes,DT JJ CD NNS,An,extra,three,athletes
7053,7054,mahowald,a three extra pianists greeted us at the door.,a three extra pianists,DT JJ CD NNS,An,extra,three,pianists
7054,7055,mahowald,a three extra teammates greeted us at the door.,a three extra teammates,DT JJ CD NNS,An,extra,three,teammates
7055,7056,mahowald,a three extra lawyers greeted us at the door.,a three extra lawyers,DT JJ CD NNS,An,extra,three,lawyers
7056,7057,mahowald,a three extra doctors greeted us at the door.,a three extra doctors,DT JJ CD NNS,An,extra,three,doctors
7057,7058,mahowald,a three extra actors greeted us at the door.,a three extra actors,DT JJ CD NNS,An,extra,three,actors
7058,7059,mahowald,a three extra Americans greeted us at the door.,a three extra Americans,DT JJ CD NNS,An,extra,three,Americans
7059,7060,mahowald,a three extra bankers greeted us at the door.,a three extra bankers,DT JJ CD NNS,An,extra,three,bankers
7060,7061,mahowald,a five extra soldiers greeted us at the door.,a five extra soldiers,DT JJ CD NNS,An,extra,five,soldiers
7061,7062,mahowald,a five extra students greeted us at the door.,a five extra students,DT JJ CD NNS,An,extra,five,students
7062,7063,mahowald,a five extra athletes greeted us at the door.,a five extra athletes,DT JJ CD NNS,An,extra,five,athletes
7063,7064,mahowald,a five extra pianists greeted us at the door.,a five extra pianists,DT JJ CD NNS,An,extra,five,pianists
7064,7065,mahowald,a five extra teammates greeted us at the door.,a five extra teammates,DT JJ CD NNS,An,extra,five,teammates
7065,7066,mahowald,a five extra lawyers greeted us at the door.,a five extra lawyers,DT JJ CD NNS,An,extra,five,lawyers
7066,7067,mahowald,a five extra doctors greeted us at the door.,a five extra doctors,DT JJ CD NNS,An,extra,five,doctors
7067,7068,mahowald,a five extra actors greeted us at the door.,a five extra actors,DT JJ CD NNS,An,extra,five,actors
7068,7069,mahowald,a five extra Americans greeted us at the door.,a five extra Americans,DT JJ CD NNS,An,extra,five,Americans
7069,7070,mahowald,a five extra bankers greeted us at the door.,a five extra bankers,DT JJ CD NNS,An,extra,five,bankers
7070,7071,mahowald,a twenty extra soldiers greeted us at the door.,a twenty extra soldiers,DT JJ CD NNS,An,extra,twenty,soldiers
7071,7072,mahowald,a twenty extra students greeted us at the door.,a twenty extra students,DT JJ CD NNS,An,extra,twenty,students
7072,7073,mahowald,a twenty extra athletes greeted us at the door.,a twenty extra athletes,DT JJ CD NNS,An,extra,twenty,athletes
7073,7074,mahowald,a twenty extra pianists greeted us at the door.,a twenty extra pianists,DT JJ CD NNS,An,extra,twenty,pianists
7074,7075,mahowald,a twenty extra teammates greeted us at the door.,a twenty extra teammates,DT JJ CD NNS,An,extra,twenty,teammates
7075,7076,mahowald,a twenty extra lawyers greeted us at the door.,a twenty extra lawyers,DT JJ CD NNS,An,extra,twenty,lawyers
7076,7077,mahowald,a twenty extra doctors greeted us at the door.,a twenty extra doctors,DT JJ CD NNS,An,extra,twenty,doctors
7077,7078,mahowald,a twenty extra actors greeted us at the door.,a twenty extra actors,DT JJ CD NNS,An,extra,twenty,actors
7078,7079,mahowald,a twenty extra Americans greeted us at the door.,a twenty extra Americans,DT JJ CD NNS,An,extra,twenty,Americans
7079,7080,mahowald,a twenty extra bankers greeted us at the door.,a twenty extra bankers,DT JJ CD NNS,An,extra,twenty,bankers
7080,7081,mahowald,a three measly soldiers greeted us at the door.,a three measly soldiers,DT JJ CD NNS,A,measly,three,soldiers
7081,7082,mahowald,a three measly students greeted us at the door.,a three measly students,DT JJ CD NNS,A,measly,three,students
7082,7083,mahowald,a three measly athletes greeted us at the door.,a three measly athletes,DT JJ CD NNS,A,measly,three,athletes
7083,7084,mahowald,a three measly pianists greeted us at the door.,a three measly pianists,DT JJ CD NNS,A,measly,three,pianists
7084,7085,mahowald,a three measly teammates greeted us at the door.,a three measly teammates,DT JJ CD NNS,A,measly,three,teammates
7085,7086,mahowald,a three measly lawyers greeted us at the door.,a three measly lawyers,DT JJ CD NNS,A,measly,three,lawyers
7086,7087,mahowald,a three measly doctors greeted us at the door.,a three measly doctors,DT JJ CD NNS,A,measly,three,doctors
7087,7088,mahowald,a three measly actors greeted us at the door.,a three measly actors,DT JJ CD NNS,A,measly,three,actors
7088,7089,mahowald,a three measly Americans greeted us at the door.,a three measly Americans,DT JJ CD NNS,A,measly,three,Americans
7089,7090,mahowald,a three measly bankers greeted us at the door.,a three measly bankers,DT JJ CD NNS,A,measly,three,bankers
7090,7091,mahowald,a five measly soldiers greeted us at the door.,a five measly soldiers,DT JJ CD NNS,A,measly,five,soldiers
7091,7092,mahowald,a five measly students greeted us at the door.,a five measly students,DT JJ CD NNS,A,measly,five,students
7092,7093,mahowald,a five measly athletes greeted us at the door.,a five measly athletes,DT JJ CD NNS,A,measly,five,athletes
7093,7094,mahowald,a five measly pianists greeted us at the door.,a five measly pianists,DT JJ CD NNS,A,measly,five,pianists
7094,7095,mahowald,a five measly teammates greeted us at the door.,a five measly teammates,DT JJ CD NNS,A,measly,five,teammates
7095,7096,mahowald,a five measly lawyers greeted us at the door.,a five measly lawyers,DT JJ CD NNS,A,measly,five,lawyers
7096,7097,mahowald,a five measly doctors greeted us at the door.,a five measly doctors,DT JJ CD NNS,A,measly,five,doctors
7097,7098,mahowald,a five measly actors greeted us at the door.,a five measly actors,DT JJ CD NNS,A,measly,five,actors
7098,7099,mahowald,a five measly Americans greeted us at the door.,a five measly Americans,DT JJ CD NNS,A,measly,five,Americans
7099,7100,mahowald,a five measly bankers greeted us at the door.,a five measly bankers,DT JJ CD NNS,A,measly,five,bankers
7100,7101,mahowald,a twenty measly soldiers greeted us at the door.,a twenty measly soldiers,DT JJ CD NNS,A,measly,twenty,soldiers
7101,7102,mahowald,a twenty measly students greeted us at the door.,a twenty measly students,DT JJ CD NNS,A,measly,twenty,students
7102,7103,mahowald,a twenty measly athletes greeted us at the door.,a twenty measly athletes,DT JJ CD NNS,A,measly,twenty,athletes
7103,7104,mahowald,a twenty measly pianists greeted us at the door.,a twenty measly pianists,DT JJ CD NNS,A,measly,twenty,pianists
7104,7105,mahowald,a twenty measly teammates greeted us at the door.,a twenty measly teammates,DT JJ CD NNS,A,measly,twenty,teammates
7105,7106,mahowald,a twenty measly lawyers greeted us at the door.,a twenty measly lawyers,DT JJ CD NNS,A,measly,twenty,lawyers
7106,7107,mahowald,a twenty measly doctors greeted us at the door.,a twenty measly doctors,DT JJ CD NNS,A,measly,twenty,doctors
7107,7108,mahowald,a twenty measly actors greeted us at the door.,a twenty measly actors,DT JJ CD NNS,A,measly,twenty,actors
7108,7109,mahowald,a twenty measly Americans greeted us at the door.,a twenty measly Americans,DT JJ CD NNS,A,measly,twenty,Americans
7109,7110,mahowald,a twenty measly bankers greeted us at the door.,a twenty measly bankers,DT JJ CD NNS,A,measly,twenty,bankers
7110,7111,mahowald,a three substantial soldiers greeted us at the door.,a three substantial soldiers,DT JJ CD NNS,A,substantial,three,soldiers
7111,7112,mahowald,a three substantial students greeted us at the door.,a three substantial students,DT JJ CD NNS,A,substantial,three,students
7112,7113,mahowald,a three substantial athletes greeted us at the door.,a three substantial athletes,DT JJ CD NNS,A,substantial,three,athletes
7113,7114,mahowald,a three substantial pianists greeted us at the door.,a three substantial pianists,DT JJ CD NNS,A,substantial,three,pianists
7114,7115,mahowald,a three substantial teammates greeted us at the door.,a three substantial teammates,DT JJ CD NNS,A,substantial,three,teammates
7115,7116,mahowald,a three substantial lawyers greeted us at the door.,a three substantial lawyers,DT JJ CD NNS,A,substantial,three,lawyers
7116,7117,mahowald,a three substantial doctors greeted us at the door.,a three substantial doctors,DT JJ CD NNS,A,substantial,three,doctors
7117,7118,mahowald,a three substantial actors greeted us at the door.,a three substantial actors,DT JJ CD NNS,A,substantial,three,actors
7118,7119,mahowald,a three substantial Americans greeted us at the door.,a three substantial Americans,DT JJ CD NNS,A,substantial,three,Americans
7119,7120,mahowald,a three substantial bankers greeted us at the door.,a three substantial bankers,DT JJ CD NNS,A,substantial,three,bankers
7120,7121,mahowald,a five substantial soldiers greeted us at the door.,a five substantial soldiers,DT JJ CD NNS,A,substantial,five,soldiers
7121,7122,mahowald,a five substantial students greeted us at the door.,a five substantial students,DT JJ CD NNS,A,substantial,five,students
7122,7123,mahowald,a five substantial athletes greeted us at the door.,a five substantial athletes,DT JJ CD NNS,A,substantial,five,athletes
7123,7124,mahowald,a five substantial pianists greeted us at the door.,a five substantial pianists,DT JJ CD NNS,A,substantial,five,pianists
7124,7125,mahowald,a five substantial teammates greeted us at the door.,a five substantial teammates,DT JJ CD NNS,A,substantial,five,teammates
7125,7126,mahowald,a five substantial lawyers greeted us at the door.,a five substantial lawyers,DT JJ CD NNS,A,substantial,five,lawyers
7126,7127,mahowald,a five substantial doctors greeted us at the door.,a five substantial doctors,DT JJ CD NNS,A,substantial,five,doctors
7127,7128,mahowald,a five substantial actors greeted us at the door.,a five substantial actors,DT JJ CD NNS,A,substantial,five,actors
7128,7129,mahowald,a five substantial Americans greeted us at the door.,a five substantial Americans,DT JJ CD NNS,A,substantial,five,Americans
7129,7130,mahowald,a five substantial bankers greeted us at the door.,a five substantial bankers,DT JJ CD NNS,A,substantial,five,bankers
7130,7131,mahowald,a twenty substantial soldiers greeted us at the door.,a twenty substantial soldiers,DT JJ CD NNS,A,substantial,twenty,soldiers
7131,7132,mahowald,a twenty substantial students greeted us at the door.,a twenty substantial students,DT JJ CD NNS,A,substantial,twenty,students
7132,7133,mahowald,a twenty substantial athletes greeted us at the door.,a twenty substantial athletes,DT JJ CD NNS,A,substantial,twenty,athletes
7133,7134,mahowald,a twenty substantial pianists greeted us at the door.,a twenty substantial pianists,DT JJ CD NNS,A,substantial,twenty,pianists
7134,7135,mahowald,a twenty substantial teammates greeted us at the door.,a twenty substantial teammates,DT JJ CD NNS,A,substantial,twenty,teammates
7135,7136,mahowald,a twenty substantial lawyers greeted us at the door.,a twenty substantial lawyers,DT JJ CD NNS,A,substantial,twenty,lawyers
7136,7137,mahowald,a twenty substantial doctors greeted us at the door.,a twenty substantial doctors,DT JJ CD NNS,A,substantial,twenty,doctors
7137,7138,mahowald,a twenty substantial actors greeted us at the door.,a twenty substantial actors,DT JJ CD NNS,A,substantial,twenty,actors
7138,7139,mahowald,a twenty substantial Americans greeted us at the door.,a twenty substantial Americans,DT JJ CD NNS,A,substantial,twenty,Americans
7139,7140,mahowald,a twenty substantial bankers greeted us at the door.,a twenty substantial bankers,DT JJ CD NNS,A,substantial,twenty,bankers
7140,7141,mahowald,a three record-setting soldiers greeted us at the door.,a three record-setting soldiers,DT JJ CD NNS,A,record-setting,three,soldiers
7141,7142,mahowald,a three record-setting students greeted us at the door.,a three record-setting students,DT JJ CD NNS,A,record-setting,three,students
7142,7143,mahowald,a three record-setting athletes greeted us at the door.,a three record-setting athletes,DT JJ CD NNS,A,record-setting,three,athletes
7143,7144,mahowald,a three record-setting pianists greeted us at the door.,a three record-setting pianists,DT JJ CD NNS,A,record-setting,three,pianists
7144,7145,mahowald,a three record-setting teammates greeted us at the door.,a three record-setting teammates,DT JJ CD NNS,A,record-setting,three,teammates
7145,7146,mahowald,a three record-setting lawyers greeted us at the door.,a three record-setting lawyers,DT JJ CD NNS,A,record-setting,three,lawyers
7146,7147,mahowald,a three record-setting doctors greeted us at the door.,a three record-setting doctors,DT JJ CD NNS,A,record-setting,three,doctors
7147,7148,mahowald,a three record-setting actors greeted us at the door.,a three record-setting actors,DT JJ CD NNS,A,record-setting,three,actors
7148,7149,mahowald,a three record-setting Americans greeted us at the door.,a three record-setting Americans,DT JJ CD NNS,A,record-setting,three,Americans
7149,7150,mahowald,a three record-setting bankers greeted us at the door.,a three record-setting bankers,DT JJ CD NNS,A,record-setting,three,bankers
7150,7151,mahowald,a five record-setting soldiers greeted us at the door.,a five record-setting soldiers,DT JJ CD NNS,A,record-setting,five,soldiers
7151,7152,mahowald,a five record-setting students greeted us at the door.,a five record-setting students,DT JJ CD NNS,A,record-setting,five,students
7152,7153,mahowald,a five record-setting athletes greeted us at the door.,a five record-setting athletes,DT JJ CD NNS,A,record-setting,five,athletes
7153,7154,mahowald,a five record-setting pianists greeted us at the door.,a five record-setting pianists,DT JJ CD NNS,A,record-setting,five,pianists
7154,7155,mahowald,a five record-setting teammates greeted us at the door.,a five record-setting teammates,DT JJ CD NNS,A,record-setting,five,teammates
7155,7156,mahowald,a five record-setting lawyers greeted us at the door.,a five record-setting lawyers,DT JJ CD NNS,A,record-setting,five,lawyers
7156,7157,mahowald,a five record-setting doctors greeted us at the door.,a five record-setting doctors,DT JJ CD NNS,A,record-setting,five,doctors
7157,7158,mahowald,a five record-setting actors greeted us at the door.,a five record-setting actors,DT JJ CD NNS,A,record-setting,five,actors
7158,7159,mahowald,a five record-setting Americans greeted us at the door.,a five record-setting Americans,DT JJ CD NNS,A,record-setting,five,Americans
7159,7160,mahowald,a five record-setting bankers greeted us at the door.,a five record-setting bankers,DT JJ CD NNS,A,record-setting,five,bankers
7160,7161,mahowald,a twenty record-setting soldiers greeted us at the door.,a twenty record-setting soldiers,DT JJ CD NNS,A,record-setting,twenty,soldiers
7161,7162,mahowald,a twenty record-setting students greeted us at the door.,a twenty record-setting students,DT JJ CD NNS,A,record-setting,twenty,students
7162,7163,mahowald,a twenty record-setting athletes greeted us at the door.,a twenty record-setting athletes,DT JJ CD NNS,A,record-setting,twenty,athletes
7163,7164,mahowald,a twenty record-setting pianists greeted us at the door.,a twenty record-setting pianists,DT JJ CD NNS,A,record-setting,twenty,pianists
7164,7165,mahowald,a twenty record-setting teammates greeted us at the door.,a twenty record-setting teammates,DT JJ CD NNS,A,record-setting,twenty,teammates
7165,7166,mahowald,a twenty record-setting lawyers greeted us at the door.,a twenty record-setting lawyers,DT JJ CD NNS,A,record-setting,twenty,lawyers
7166,7167,mahowald,a twenty record-setting doctors greeted us at the door.,a twenty record-setting doctors,DT JJ CD NNS,A,record-setting,twenty,doctors
7167,7168,mahowald,a twenty record-setting actors greeted us at the door.,a twenty record-setting actors,DT JJ CD NNS,A,record-setting,twenty,actors
7168,7169,mahowald,a twenty record-setting Americans greeted us at the door.,a twenty record-setting Americans,DT JJ CD NNS,A,record-setting,twenty,Americans
7169,7170,mahowald,a twenty record-setting bankers greeted us at the door.,a twenty record-setting bankers,DT JJ CD NNS,A,record-setting,twenty,bankers
7170,7171,mahowald,a three large soldiers greeted us at the door.,a three large soldiers,DT JJ CD NNS,A,large,three,soldiers
7171,7172,mahowald,a three large students greeted us at the door.,a three large students,DT JJ CD NNS,A,large,three,students
7172,7173,mahowald,a three large athletes greeted us at the door.,a three large athletes,DT JJ CD NNS,A,large,three,athletes
7173,7174,mahowald,a three large pianists greeted us at the door.,a three large pianists,DT JJ CD NNS,A,large,three,pianists
7174,7175,mahowald,a three large teammates greeted us at the door.,a three large teammates,DT JJ CD NNS,A,large,three,teammates
7175,7176,mahowald,a three large lawyers greeted us at the door.,a three large lawyers,DT JJ CD NNS,A,large,three,lawyers
7176,7177,mahowald,a three large doctors greeted us at the door.,a three large doctors,DT JJ CD NNS,A,large,three,doctors
7177,7178,mahowald,a three large actors greeted us at the door.,a three large actors,DT JJ CD NNS,A,large,three,actors
7178,7179,mahowald,a three large Americans greeted us at the door.,a three large Americans,DT JJ CD NNS,A,large,three,Americans
7179,7180,mahowald,a three large bankers greeted us at the door.,a three large bankers,DT JJ CD NNS,A,large,three,bankers
7180,7181,mahowald,a five large soldiers greeted us at the door.,a five large soldiers,DT JJ CD NNS,A,large,five,soldiers
7181,7182,mahowald,a five large students greeted us at the door.,a five large students,DT JJ CD NNS,A,large,five,students
7182,7183,mahowald,a five large athletes greeted us at the door.,a five large athletes,DT JJ CD NNS,A,large,five,athletes
7183,7184,mahowald,a five large pianists greeted us at the door.,a five large pianists,DT JJ CD NNS,A,large,five,pianists
7184,7185,mahowald,a five large teammates greeted us at the door.,a five large teammates,DT JJ CD NNS,A,large,five,teammates
7185,7186,mahowald,a five large lawyers greeted us at the door.,a five large lawyers,DT JJ CD NNS,A,large,five,lawyers
7186,7187,mahowald,a five large doctors greeted us at the door.,a five large doctors,DT JJ CD NNS,A,large,five,doctors
7187,7188,mahowald,a five large actors greeted us at the door.,a five large actors,DT JJ CD NNS,A,large,five,actors
7188,7189,mahowald,a five large Americans greeted us at the door.,a five large Americans,DT JJ CD NNS,A,large,five,Americans
7189,7190,mahowald,a five large bankers greeted us at the door.,a five large bankers,DT JJ CD NNS,A,large,five,bankers
7190,7191,mahowald,a twenty large soldiers greeted us at the door.,a twenty large soldiers,DT JJ CD NNS,A,large,twenty,soldiers
7191,7192,mahowald,a twenty large students greeted us at the door.,a twenty large students,DT JJ CD NNS,A,large,twenty,students
7192,7193,mahowald,a twenty large athletes greeted us at the door.,a twenty large athletes,DT JJ CD NNS,A,large,twenty,athletes
7193,7194,mahowald,a twenty large pianists greeted us at the door.,a twenty large pianists,DT JJ CD NNS,A,large,twenty,pianists
7194,7195,mahowald,a twenty large teammates greeted us at the door.,a twenty large teammates,DT JJ CD NNS,A,large,twenty,teammates
7195,7196,mahowald,a twenty large lawyers greeted us at the door.,a twenty large lawyers,DT JJ CD NNS,A,large,twenty,lawyers
7196,7197,mahowald,a twenty large doctors greeted us at the door.,a twenty large doctors,DT JJ CD NNS,A,large,twenty,doctors
7197,7198,mahowald,a twenty large actors greeted us at the door.,a twenty large actors,DT JJ CD NNS,A,large,twenty,actors
7198,7199,mahowald,a twenty large Americans greeted us at the door.,a twenty large Americans,DT JJ CD NNS,A,large,twenty,Americans
7199,7200,mahowald,a twenty large bankers greeted us at the door.,a twenty large bankers,DT JJ CD NNS,A,large,twenty,bankers
7200,7201,mahowald,a three big soldiers greeted us at the door.,a three big soldiers,DT JJ CD NNS,A,big,three,soldiers
7201,7202,mahowald,a three big students greeted us at the door.,a three big students,DT JJ CD NNS,A,big,three,students
7202,7203,mahowald,a three big athletes greeted us at the door.,a three big athletes,DT JJ CD NNS,A,big,three,athletes
7203,7204,mahowald,a three big pianists greeted us at the door.,a three big pianists,DT JJ CD NNS,A,big,three,pianists
7204,7205,mahowald,a three big teammates greeted us at the door.,a three big teammates,DT JJ CD NNS,A,big,three,teammates
7205,7206,mahowald,a three big lawyers greeted us at the door.,a three big lawyers,DT JJ CD NNS,A,big,three,lawyers
7206,7207,mahowald,a three big doctors greeted us at the door.,a three big doctors,DT JJ CD NNS,A,big,three,doctors
7207,7208,mahowald,a three big actors greeted us at the door.,a three big actors,DT JJ CD NNS,A,big,three,actors
7208,7209,mahowald,a three big Americans greeted us at the door.,a three big Americans,DT JJ CD NNS,A,big,three,Americans
7209,7210,mahowald,a three big bankers greeted us at the door.,a three big bankers,DT JJ CD NNS,A,big,three,bankers
7210,7211,mahowald,a five big soldiers greeted us at the door.,a five big soldiers,DT JJ CD NNS,A,big,five,soldiers
7211,7212,mahowald,a five big students greeted us at the door.,a five big students,DT JJ CD NNS,A,big,five,students
7212,7213,mahowald,a five big athletes greeted us at the door.,a five big athletes,DT JJ CD NNS,A,big,five,athletes
7213,7214,mahowald,a five big pianists greeted us at the door.,a five big pianists,DT JJ CD NNS,A,big,five,pianists
7214,7215,mahowald,a five big teammates greeted us at the door.,a five big teammates,DT JJ CD NNS,A,big,five,teammates
7215,7216,mahowald,a five big lawyers greeted us at the door.,a five big lawyers,DT JJ CD NNS,A,big,five,lawyers
7216,7217,mahowald,a five big doctors greeted us at the door.,a five big doctors,DT JJ CD NNS,A,big,five,doctors
7217,7218,mahowald,a five big actors greeted us at the door.,a five big actors,DT JJ CD NNS,A,big,five,actors
7218,7219,mahowald,a five big Americans greeted us at the door.,a five big Americans,DT JJ CD NNS,A,big,five,Americans
7219,7220,mahowald,a five big bankers greeted us at the door.,a five big bankers,DT JJ CD NNS,A,big,five,bankers
7220,7221,mahowald,a twenty big soldiers greeted us at the door.,a twenty big soldiers,DT JJ CD NNS,A,big,twenty,soldiers
7221,7222,mahowald,a twenty big students greeted us at the door.,a twenty big students,DT JJ CD NNS,A,big,twenty,students
7222,7223,mahowald,a twenty big athletes greeted us at the door.,a twenty big athletes,DT JJ CD NNS,A,big,twenty,athletes
7223,7224,mahowald,a twenty big pianists greeted us at the door.,a twenty big pianists,DT JJ CD NNS,A,big,twenty,pianists
7224,7225,mahowald,a twenty big teammates greeted us at the door.,a twenty big teammates,DT JJ CD NNS,A,big,twenty,teammates
7225,7226,mahowald,a twenty big lawyers greeted us at the door.,a twenty big lawyers,DT JJ CD NNS,A,big,twenty,lawyers
7226,7227,mahowald,a twenty big doctors greeted us at the door.,a twenty big doctors,DT JJ CD NNS,A,big,twenty,doctors
7227,7228,mahowald,a twenty big actors greeted us at the door.,a twenty big actors,DT JJ CD NNS,A,big,twenty,actors
7228,7229,mahowald,a twenty big Americans greeted us at the door.,a twenty big Americans,DT JJ CD NNS,A,big,twenty,Americans
7229,7230,mahowald,a twenty big bankers greeted us at the door.,a twenty big bankers,DT JJ CD NNS,A,big,twenty,bankers
7230,7231,mahowald,a three small soldiers greeted us at the door.,a three small soldiers,DT JJ CD NNS,A,small,three,soldiers
7231,7232,mahowald,a three small students greeted us at the door.,a three small students,DT JJ CD NNS,A,small,three,students
7232,7233,mahowald,a three small athletes greeted us at the door.,a three small athletes,DT JJ CD NNS,A,small,three,athletes
7233,7234,mahowald,a three small pianists greeted us at the door.,a three small pianists,DT JJ CD NNS,A,small,three,pianists
7234,7235,mahowald,a three small teammates greeted us at the door.,a three small teammates,DT JJ CD NNS,A,small,three,teammates
7235,7236,mahowald,a three small lawyers greeted us at the door.,a three small lawyers,DT JJ CD NNS,A,small,three,lawyers
7236,7237,mahowald,a three small doctors greeted us at the door.,a three small doctors,DT JJ CD NNS,A,small,three,doctors
7237,7238,mahowald,a three small actors greeted us at the door.,a three small actors,DT JJ CD NNS,A,small,three,actors
7238,7239,mahowald,a three small Americans greeted us at the door.,a three small Americans,DT JJ CD NNS,A,small,three,Americans
7239,7240,mahowald,a three small bankers greeted us at the door.,a three small bankers,DT JJ CD NNS,A,small,three,bankers
7240,7241,mahowald,a five small soldiers greeted us at the door.,a five small soldiers,DT JJ CD NNS,A,small,five,soldiers
7241,7242,mahowald,a five small students greeted us at the door.,a five small students,DT JJ CD NNS,A,small,five,students
7242,7243,mahowald,a five small athletes greeted us at the door.,a five small athletes,DT JJ CD NNS,A,small,five,athletes
7243,7244,mahowald,a five small pianists greeted us at the door.,a five small pianists,DT JJ CD NNS,A,small,five,pianists
7244,7245,mahowald,a five small teammates greeted us at the door.,a five small teammates,DT JJ CD NNS,A,small,five,teammates
7245,7246,mahowald,a five small lawyers greeted us at the door.,a five small lawyers,DT JJ CD NNS,A,small,five,lawyers
7246,7247,mahowald,a five small doctors greeted us at the door.,a five small doctors,DT JJ CD NNS,A,small,five,doctors
7247,7248,mahowald,a five small actors greeted us at the door.,a five small actors,DT JJ CD NNS,A,small,five,actors
7248,7249,mahowald,a five small Americans greeted us at the door.,a five small Americans,DT JJ CD NNS,A,small,five,Americans
7249,7250,mahowald,a five small bankers greeted us at the door.,a five small bankers,DT JJ CD NNS,A,small,five,bankers
7250,7251,mahowald,a twenty small soldiers greeted us at the door.,a twenty small soldiers,DT JJ CD NNS,A,small,twenty,soldiers
7251,7252,mahowald,a twenty small students greeted us at the door.,a twenty small students,DT JJ CD NNS,A,small,twenty,students
7252,7253,mahowald,a twenty small athletes greeted us at the door.,a twenty small athletes,DT JJ CD NNS,A,small,twenty,athletes
7253,7254,mahowald,a twenty small pianists greeted us at the door.,a twenty small pianists,DT JJ CD NNS,A,small,twenty,pianists
7254,7255,mahowald,a twenty small teammates greeted us at the door.,a twenty small teammates,DT JJ CD NNS,A,small,twenty,teammates
7255,7256,mahowald,a twenty small lawyers greeted us at the door.,a twenty small lawyers,DT JJ CD NNS,A,small,twenty,lawyers
7256,7257,mahowald,a twenty small doctors greeted us at the door.,a twenty small doctors,DT JJ CD NNS,A,small,twenty,doctors
7257,7258,mahowald,a twenty small actors greeted us at the door.,a twenty small actors,DT JJ CD NNS,A,small,twenty,actors
7258,7259,mahowald,a twenty small Americans greeted us at the door.,a twenty small Americans,DT JJ CD NNS,A,small,twenty,Americans
7259,7260,mahowald,a twenty small bankers greeted us at the door.,a twenty small bankers,DT JJ CD NNS,A,small,twenty,bankers
7260,7261,mahowald,a three round soldiers greeted us at the door.,a three round soldiers,DT JJ CD NNS,A,round,three,soldiers
7261,7262,mahowald,a three round students greeted us at the door.,a three round students,DT JJ CD NNS,A,round,three,students
7262,7263,mahowald,a three round athletes greeted us at the door.,a three round athletes,DT JJ CD NNS,A,round,three,athletes
7263,7264,mahowald,a three round pianists greeted us at the door.,a three round pianists,DT JJ CD NNS,A,round,three,pianists
7264,7265,mahowald,a three round teammates greeted us at the door.,a three round teammates,DT JJ CD NNS,A,round,three,teammates
7265,7266,mahowald,a three round lawyers greeted us at the door.,a three round lawyers,DT JJ CD NNS,A,round,three,lawyers
7266,7267,mahowald,a three round doctors greeted us at the door.,a three round doctors,DT JJ CD NNS,A,round,three,doctors
7267,7268,mahowald,a three round actors greeted us at the door.,a three round actors,DT JJ CD NNS,A,round,three,actors
7268,7269,mahowald,a three round Americans greeted us at the door.,a three round Americans,DT JJ CD NNS,A,round,three,Americans
7269,7270,mahowald,a three round bankers greeted us at the door.,a three round bankers,DT JJ CD NNS,A,round,three,bankers
7270,7271,mahowald,a five round soldiers greeted us at the door.,a five round soldiers,DT JJ CD NNS,A,round,five,soldiers
7271,7272,mahowald,a five round students greeted us at the door.,a five round students,DT JJ CD NNS,A,round,five,students
7272,7273,mahowald,a five round athletes greeted us at the door.,a five round athletes,DT JJ CD NNS,A,round,five,athletes
7273,7274,mahowald,a five round pianists greeted us at the door.,a five round pianists,DT JJ CD NNS,A,round,five,pianists
7274,7275,mahowald,a five round teammates greeted us at the door.,a five round teammates,DT JJ CD NNS,A,round,five,teammates
7275,7276,mahowald,a five round lawyers greeted us at the door.,a five round lawyers,DT JJ CD NNS,A,round,five,lawyers
7276,7277,mahowald,a five round doctors greeted us at the door.,a five round doctors,DT JJ CD NNS,A,round,five,doctors
7277,7278,mahowald,a five round actors greeted us at the door.,a five round actors,DT JJ CD NNS,A,round,five,actors
7278,7279,mahowald,a five round Americans greeted us at the door.,a five round Americans,DT JJ CD NNS,A,round,five,Americans
7279,7280,mahowald,a five round bankers greeted us at the door.,a five round bankers,DT JJ CD NNS,A,round,five,bankers
7280,7281,mahowald,a twenty round soldiers greeted us at the door.,a twenty round soldiers,DT JJ CD NNS,A,round,twenty,soldiers
7281,7282,mahowald,a twenty round students greeted us at the door.,a twenty round students,DT JJ CD NNS,A,round,twenty,students
7282,7283,mahowald,a twenty round athletes greeted us at the door.,a twenty round athletes,DT JJ CD NNS,A,round,twenty,athletes
7283,7284,mahowald,a twenty round pianists greeted us at the door.,a twenty round pianists,DT JJ CD NNS,A,round,twenty,pianists
7284,7285,mahowald,a twenty round teammates greeted us at the door.,a twenty round teammates,DT JJ CD NNS,A,round,twenty,teammates
7285,7286,mahowald,a twenty round lawyers greeted us at the door.,a twenty round lawyers,DT JJ CD NNS,A,round,twenty,lawyers
7286,7287,mahowald,a twenty round doctors greeted us at the door.,a twenty round doctors,DT JJ CD NNS,A,round,twenty,doctors
7287,7288,mahowald,a twenty round actors greeted us at the door.,a twenty round actors,DT JJ CD NNS,A,round,twenty,actors
