sentence_idx,construction,pos,DT,ADJ,NUMERAL,NOUN,n,percent
189241,a standard three or four sheets,ARTICLE JJ CD CC CD NNS,a,standard,three or four,sheets,6,0.7352941176470589
360886,a record 7 hours,ARTICLE RECORD CD NNS,a,record,7,hours,6,0.7328431372549019
368554,an iron - bound club three or four feet,ARTICLE NN HYPH VBN NN CD CC CD NNS,an,iron - bound club,three or four,feet,6,0.7352941176470589
401200,a whole candle and three or four pieces,ARTICLE JJ NN CC CD CC CD NNS,a,whole candle and,three or four,pieces,6,0.7352941176470589
402649,"a little , three or four days","ARTICLE JJ , CD CC CD NNS",a,"little ,",three or four,days,6,0.7352941176470589
457254,a total 21 films,ARTICLE JJ CD NNS,a,total,21,films,6,0.7230392156862745
506053,a protracted three or four years,ARTICLE JJ CD CC CD NNS,a,protracted,three or four,years,6,0.7352941176470589
511331,a record 14 years,ARTICLE RECORD CD NNS,a,record,14,years,6,0.7181372549019608
584500,"an additional 1,000 sorties",ARTICLE JJ CD NNS,an,additional,"1,000",sorties,6,0.7132352941176471
592465,a record 25 playoff games,ARTICLE RECORD CD NN NNS,a,record,25,playoff games,6,0.7254901960784313
810797,"an additional 1,000 miles",ARTICLE JJ CD NNS,an,additional,"1,000",miles,6,0.7132352941176471
864747,a direct current overhead power supply 600 volts,ARTICLE JJ JJ JJ NN NN CD NNS,a,direct current overhead power supply,600,volts,6,0.7303921568627451
905842,a combined 14 seasons,ARTICLE JJ CD NNS,a,combined,14,seasons,6,0.7181372549019608
1058036,a then career - high 21 points,ARTICLE RB NN HYPH JJ CD NNS,a,then career - high,21,points,6,0.7230392156862745
1063867,a record 25 applicants,ARTICLE RECORD CD NNS,a,record,25,applicants,6,0.7254901960784313
1077122,"an estimated 10,000 illegal aliens",ARTICLE VBN CD JJ NNS,an,estimated,"10,000",illegal aliens,6,0.7156862745098039
1096683,a modest 4 wins,ARTICLE JJ CD NNS,A,modest,4,wins,6,0.7279411764705882
1122715,a season - high 21 points,ARTICLE NN HYPH JJ CD NNS,a,season - high,21,points,6,0.7230392156862745
1149912,a further 25 dependent translators,ARTICLE JJR CD JJ NNS,a,further,25,dependent translators,6,0.7254901960784313
1218790,a good 25 pounds,ARTICLE JJ CD NNS,a,good,25,pounds,6,0.7254901960784313
1249753,a further 21 appearances,ARTICLE JJ CD NNS,a,further,21,appearances,6,0.7230392156862745
1292963,"a low , snow - covered promontory 7 nautical miles","ARTICLE JJ , NN HYPH VBN NN CD JJ NNS",a,"low , snow - covered promontory",7,nautical miles,6,0.7328431372549019
1293042,a small ice escarpment 7 nautical miles,ARTICLE JJ NN NN CD JJ NNS,a,small ice escarpment,7,nautical miles,6,0.7328431372549019
1347728,a modest 14 points,ARTICLE JJ CD NNS,a,modest,14,points,6,0.7181372549019608
1607728,a combined 200 points,ARTICLE VBN CD NNS,a,combined,200,points,6,0.7205882352941176
1846580,an estimated 600 indigenous people,ARTICLE VBN CD JJ NNS,an,estimated,600,indigenous people,6,0.7303921568627451
1966371,an estimated 600 globulars,ARTICLE VBN CD NNS,an,estimated,600,globulars,6,0.7303921568627451
1985835,a further 600 metres,ARTICLE JJ CD NNS,a,further,600,metres,6,0.7303921568627451
2028820,"a further 1,000 vehicles",ARTICLE JJ CD NNS,a,further,"1,000",vehicles,6,0.7132352941176471
2223754,a further 7 km,ARTICLE JJ CD NNS,a,further,7,km,6,0.7328431372549019
2377548,"an estimated 10,000 taiwanese",ARTICLE VBN CD NNPS,an,estimated,"10,000",taiwanese,6,0.7156862745098039
2433620,a record 21 months,ARTICLE RECORD CD NNS,a,record,21,months,6,0.7230392156862745
2521206,"a further 1,000 men",ARTICLE JJR CD NNS,a,further,"1,000",men,6,0.7132352941176471
2534266,"an estimated 10,000 people",ARTICLE VBN CD NNS,An,estimated,"10,000",people,6,0.7156862745098039
2762897,a career - high 25 tackles,ARTICLE NN HYPH JJ CD NNS,a,career - high,25,tackles,6,0.7254901960784313
2789896,an annual 7 days,ARTICLE JJ CD NNS,An,annual,7,days,6,0.7328431372549019
2872714,an additional 200 cannons,ARTICLE JJ CD NNS,an,additional,200,cannons,6,0.7205882352941176
2879622,an additional approximately 600 deaths,ARTICLE JJ RB CD NNS,An,additional approximately,600,deaths,6,0.7303921568627451
2941245,a large lion costume and 4 people,ARTICLE JJ NN NN CC CD NNS,a,large lion costume and,4,people,6,0.7279411764705882
3455711,a record 14 doubles,ARTICLE RECORD CD NNPS,a,record,14,doubles,6,0.7181372549019608
3983864,a record 21 races,ARTICLE RECORD CD NNS,a,record,21,races,6,0.7230392156862745
4468716,a small market town 14 miles,ARTICLE JJ NN NN CD NNS,a,small market town,14,miles,6,0.7181372549019608
4522766,"an estimated 1,000 official entries",ARTICLE VBN CD JJ NNS,An,estimated,"1,000",official entries,6,0.7132352941176471
4573736,"an estimated 10,000 people",ARTICLE VBN CD NNS,an,estimated,"10,000",people,6,0.7156862745098039
4922944,a small knoll 200 yards,ARTICLE JJ NN CD NNS,a,small knoll,200,yards,6,0.7205882352941176
4952707,"a good 10,000 years",ARTICLE JJ CD NNS,a,good,"10,000",years,6,0.7156862745098039
5017480,a combined 14 seasons,ARTICLE JJ CD NNS,a,combined,14,seasons,6,0.7181372549019608
5779966,a top scorer 7 times,ARTICLE JJ NN CD NNS,a,top scorer,7,times,6,0.7328431372549019
7339328,a good three or four inches,ARTICLE JJ CD CC CD NNS,a,good,three or four,inches,6,0.7352941176470589
7581741,a full 200 yards,ARTICLE JJ CD NNS,a,full,200,yards,6,0.7205882352941176
7835747,an unfuckable wife and 4 kids,ARTICLE JJ NN CC CD NNS,an,unfuckable wife and,4,kids,6,0.7279411764705882
8202850,a mandatory 25 years,ARTICLE JJ CD NNS,a,mandatory,25,years,6,0.7254901960784313
8957085,a former 4 months,ARTICLE JJ CD NNS,a,former,4,months,6,0.7279411764705882
9309434,an unbearable 4 months,ARTICLE JJ CD NNS,an,unbearable,4,months,6,0.7279411764705882
9805990,an unbearable 4 months,ARTICLE JJ CD NNS,an,unbearable,4,months,6,0.7279411764705882
10130230,an estimated 600 journalists,ARTICLE VBN CD NNS,An,estimated,600,journalists,6,0.7303921568627451
10943054,"a measly 1,000 bucks",ARTICLE JJ CD NNS,A,measly,"1,000",bucks,6,0.7132352941176471
11209726,a small village 200 miles,ARTICLE JJ NN CD NNS,a,small village,200,miles,6,0.7205882352941176
11442965,"a little longer , like 200 years","ARTICLE JJ JJR , UH CD NNS",a,"little longer , like",200,years,6,0.7205882352941176
97924,a record 32 teams,ARTICLE RECORD CD NNS,a,record,32,teams,5,0.741421568627451
110319,"a further 250,000 copies",ARTICLE JJ CD NNS,a,further,"250,000",copies,5,0.7393790849673203
175893,a very impressive 32 goals,ARTICLE RB JJ CD NNS,a,very impressive,32,goals,5,0.741421568627451
271759,"an estimated 250,000 shearwater burrows",ARTICLE VBN CD NN NNS,an,estimated,"250,000",shearwater burrows,5,0.7393790849673203
394798,a married man 40 years,ARTICLE JJ NN CD NNS,a,married man,40,years,5,0.7434640522875817
643629,an international 60 metres,ARTICLE JJ CD NNS,an,international,60,metres,5,0.7455065359477124
912569,a popular top 40 outlet for years,ARTICLE JJ NN CD NN IN NNS,a,popular top,40,outlet for years,5,0.7434640522875817
1122891,a career - high 32 points,ARTICLE NN HYPH JJ CD NNS,a,career - high,32,points,5,0.741421568627451
1193835,"an additional 20,000 people",ARTICLE JJ CD NNS,an,additional,"20,000",people,5,0.7373366013071896
1299445,a record 60 weeks,ARTICLE RECORD CD NNS,a,record,60,weeks,5,0.7455065359477124
1385650,an estimated 80 % of schools,ARTICLE VBN CD NN IN NNS,An,estimated,80,% of schools,5,0.7475490196078431
1391015,"an estimated 250,000 adherents",ARTICLE VBN CD NNS,an,estimated,"250,000",adherents,5,0.7393790849673203
1426437,a simple two - axis,ARTICLE JJ CD HYPH NNS,a,simple,two -,axis,5,0.7495915032679739
1510160,a minimum 40 trams,ARTICLE JJ CD NNS,a,minimum,40,trams,5,0.7434640522875817
2390094,"an estimated 250,000 people",ARTICLE VBN CD NNS,an,estimated,"250,000",people,5,0.7393790849673203
2534273,"an estimated 20,000 people",ARTICLE VBN CD NNS,an,estimated,"20,000",people,5,0.7373366013071896
2563807,an estimated 32 people,ARTICLE VBN CD NNS,an,estimated,32,people,5,0.741421568627451
2661317,"an estimated 250,000 resort visitsand",ARTICLE VBN CD NN NNS,an,estimated,"250,000",resort visitsand,5,0.7393790849673203
2663956,a tiny two - track recordings,ARTICLE JJ CD HYPH NN NNS,a,tiny,two -,track recordings,5,0.7495915032679739
2771018,"a single , two - dimensional array of data","ARTICLE JJ , CD HYPH JJ NN IN NNS",a,"single ,",two -,dimensional array of data,5,0.7495915032679739
2872524,"an estimated 20,000 christians",ARTICLE VBN CD NNPS,an,estimated,"20,000",christians,5,0.7373366013071896
4413407,"an estimated 20,000 prisoners",ARTICLE VBN CD NNS,an,estimated,"20,000",prisoners,5,0.7373366013071896
4961365,a full 40 mm,ARTICLE JJ CD NNS,a,full,40,mm,5,0.7434640522875817
5214040,an impressive 32 meters,ARTICLE JJ CD NNS,an,impressive,32,meters,5,0.741421568627451
5541968,a good 60 years,ARTICLE JJ CD NNS,a,good,60,years,5,0.7455065359477124
5803888,"an estimated 20,000 curies",ARTICLE VBN CD NNS,an,estimated,"20,000",curies,5,0.7373366013071896
7063149,an extra 80 kilos,ARTICLE JJ CD NNS,An,extra,80,kilos,5,0.7475490196078431
7063159,an extra 80 kilos,ARTICLE JJ CD NNS,An,extra,80,kilos,5,0.7475490196078431
7066889,an extra 80 kilos,ARTICLE JJ CD NNS,An,extra,80,kilos,5,0.7475490196078431
7066898,an extra 80 kilos,ARTICLE JJ CD NNS,An,extra,80,kilos,5,0.7475490196078431
7620940,a tremendous 60 years,ARTICLE JJ CD NNS,a,tremendous,60,years,5,0.7455065359477124
8198816,a different county 40 miles,ARTICLE JJ NN CD NNS,a,different county,40,miles,5,0.7434640522875817
8331891,a goody two - shoes,ARTICLE JJ CD HYPH NNS,a,goody,two -,shoes,5,0.7495915032679739
8515217,an innocent 60 years,ARTICLE JJ CD NNS,an,innocent,60,years,5,0.7455065359477124
8865742,a goody two - shoes,ARTICLE JJ CD HYPH NNS,a,goody,two -,shoes,5,0.7495915032679739
56273,"an old cap or two , a pair of boots","ARTICLE JJ NN CC CD , ARTICLE NN IN NNS",a,NA,"two ,",a pair of boots,4,0.7790032679738562
58229,a special 100 naira,ARTICLE JJ CD NNS,a,special,100,naira,4,0.7512254901960784
91528,a new site 65 meters,ARTICLE JJ NN CD NNS,a,new site,65,meters,4,0.7610294117647058
209357,a mere 360 metres,ARTICLE JJ CD NNS,a,mere,360,metres,4,0.752859477124183
209550,a mere 360 metres,ARTICLE JJ CD NNS,a,mere,360,metres,4,0.752859477124183
220990,an estimated five million bricks,ARTICLE VBN CD CD NNS,an,estimated,five million,bricks,4,0.7741013071895425
265511,a huge surf eighty miles,ARTICLE JJ NN CD NNS,a,huge surf,eighty,miles,4,0.7691993464052288
414367,"an estimated 50,000 spectators",ARTICLE VBN CD NNS,an,estimated,"50,000",spectators,4,0.7577614379084967
434159,a full - time official eleven years,ARTICLE JJ HYPH NN NN CD NNS,a,full - time official,eleven,years,4,0.7708333333333334
462122,"a fine picture or two , a stand of flowers","ARTICLE JJ NN CC CD , ARTICLE NN IN NNS",a,NA,"two ,",a stand of flowers,4,0.7790032679738562
608321,a fine eighteen months,ARTICLE JJ CD NNS,a,fine,eighteen,months,4,0.7675653594771242
637382,a second one eighteen months,ARTICLE JJ NN CD NNS,a,second one,eighteen,months,4,0.7675653594771242
711598,an accumulative 44 years,ARTICLE JJ CD NNS,an,accumulative,44,years,4,0.7544934640522876
729549,a great many hundred years,ARTICLE JJ FEW CD NNS,a,great,many hundred,years,4,0.7757352941176471
797089,a further 360 people,ARTICLE JJ CD NNS,a,further,360,people,4,0.752859477124183
815055,a possible 45 games,ARTICLE JJ CD NNS,a,possible,45,games,4,0.7561274509803921
848917,a mere eighteen days,ARTICLE JJ CD NNS,a,mere,eighteen,days,4,0.7675653594771242
866896,a possible 45 votes,ARTICLE JJ CD NNS,a,possible,45,votes,4,0.7561274509803921
930930,a great many hundred years,ARTICLE JJ FEW CD NNS,a,great,many hundred,years,4,0.7757352941176471
933324,an estimated 65 % of customers,ARTICLE VBN CD NN IN NNS,an,estimated,65,% of customers,4,0.7610294117647058
1072311,an additional 100 children,ARTICLE JJ CD NNS,an,additional,100,children,4,0.7512254901960784
1152914,an estimated five million people,ARTICLE VBN CD CD NNS,An,estimated,five million,people,4,0.7741013071895425
1250299,a career - high 44 tackles,ARTICLE NN HYPH JJ CD NNS,a,career - high,44,tackles,4,0.7544934640522876
1307441,"a fine picture or two , a stand of flowers","ARTICLE JJ NN CC CD , ARTICLE NN IN NNS",a,NA,"two ,",a stand of flowers,4,0.7790032679738562
1818451,an estimated 800 jewish people,ARTICLE VBN CD JJ NNS,an,estimated,800,jewish people,4,0.7659313725490197
2079926,an estimated 360 casualties,ARTICLE VBN CD NNS,an,estimated,360,casualties,4,0.752859477124183
2114329,a career - high 55 receiving yards,ARTICLE NN HYPH JJ CD NN NNS,a,career - high,55,receiving yards,4,0.7593954248366013
2291804,"a further 50,000 inmates",ARTICLE JJ CD NNS,a,further,"50,000",inmates,4,0.7577614379084967
2361388,a further 55 apartment blocks,ARTICLE JJ CD NN NNS,a,further,55,apartment blocks,4,0.7593954248366013
2399747,an estimated 55 persons,ARTICLE VBN CD NNS,an,estimated,55,persons,4,0.7593954248366013
2846076,a thin town eighty miles,ARTICLE JJ NN CD NNS,a,thin town,eighty,miles,4,0.7691993464052288
2872487,"an estimated 80,000 people",ARTICLE VBN CD NNS,an,estimated,"80,000",people,4,0.764297385620915
2873628,a long sixty miles,ARTICLE JJ CD NNS,a,long,sixty,miles,4,0.7773692810457516
3055516,a bare five hundred feet,ARTICLE JJ CD CD NNS,a,bare,five hundred,feet,4,0.7724673202614379
3202863,a further 44 cases,ARTICLE JJ CD NNS,a,further,44,cases,4,0.7544934640522876
3470266,an additional five hundred pounds,ARTICLE JJ CD CD NNS,an,additional,five hundred,pounds,4,0.7724673202614379
3476553,a steady sixty miles,ARTICLE JJ CD NNS,a,steady,sixty,miles,4,0.7773692810457516
3476569,a steady sixty miles,ARTICLE JJ CD NNS,a,steady,sixty,miles,4,0.7773692810457516
3477257,a steady sixty miles,ARTICLE JJ CD NNS,a,steady,sixty,miles,4,0.7773692810457516
3503470,a good five hundred feet,ARTICLE JJ CD CD NNS,a,good,five hundred,feet,4,0.7724673202614379
3697117,an estimated 800 mourners,ARTICLE VBN CD NNS,An,estimated,800,mourners,4,0.7659313725490197
3809938,a steady eighty miles,ARTICLE JJ CD NNS,a,steady,eighty,miles,4,0.7691993464052288
3810115,a steady eighty miles,ARTICLE JJ CD NNS,A,steady,eighty,miles,4,0.7691993464052288
4045813,a total 55 reviews,ARTICLE JJ CD NNS,a,total,55,reviews,4,0.7593954248366013
4135646,"an estimated 80,000 spectators",ARTICLE VBN CD NNS,An,estimated,"80,000",spectators,4,0.764297385620915
4302140,an extra 70 swagbucks,ARTICLE JJ CD NNS,an,extra,70,swagbucks,4,0.7626633986928104
4366094,a whopping 800 micrograms,ARTICLE JJ CD NNS,a,whopping,800,micrograms,4,0.7659313725490197
4420269,an estimated five million pounds,ARTICLE VBN CD CD NNS,an,estimated,five million,pounds,4,0.7741013071895425
4680902,"an estimated 80,000 total species",ARTICLE VBN CD JJ NNS,an,estimated,"80,000",total species,4,0.764297385620915
4697083,a similar project eleven years,ARTICLE JJ NN CD NNS,a,similar project,eleven,years,4,0.7708333333333334
4737510,an estimated five million annual visitors,ARTICLE VBN CD CD JJ NNS,an,estimated,five million,annual visitors,4,0.7741013071895425
5082430,"an extra 50,000 men",ARTICLE JJ CD NNS,An,extra,"50,000",men,4,0.7577614379084967
5250667,"an estimated 80,000 spectators",ARTICLE VBN CD NNS,an,estimated,"80,000",spectators,4,0.764297385620915
5281780,a female jockey 45 years,ARTICLE JJ NN CD NNS,a,female jockey,45,years,4,0.7561274509803921
5377414,"a trifling vase or two , pictures","ARTICLE JJ NN CC CD , NNS",a,trifling vase or,"two ,",pictures,4,0.7790032679738562
5560432,an average eighteen pounds,ARTICLE JJ CD NNS,an,average,eighteen,pounds,4,0.7675653594771242
5638279,"an estimated 50,000 prisoners",ARTICLE VBN CD NNS,An,estimated,"50,000",prisoners,4,0.7577614379084967
6202506,a balmy 65 degrees--,ARTICLE JJ CD NNS,a,balmy,65,degrees--,4,0.7610294117647058
6312579,a further so many hundred metres,ARTICLE JJ RB FEW CD NNS,a,further so,many hundred,metres,4,0.7757352941176471
6457454,a statesman - like word eleven years,ARTICLE NN HYPH JJ NN CD NNS,a,statesman - like word,eleven,years,4,0.7708333333333334
6658749,a flat surface 44 feet,ARTICLE JJ NN CD NNS,a,flat surface,44,feet,4,0.7544934640522876
6899298,an extra eleven days,ARTICLE JJ CD NNS,an,extra,eleven,days,4,0.7708333333333334
6928579,an agonizing 45 minutes,ARTICLE JJ CD NNS,an,agonizing,45,minutes,4,0.7561274509803921
7009739,a good many hundred miles,ARTICLE JJ FEW CD NNS,a,good,many hundred,miles,4,0.7757352941176471
7033723,a measly five hundred dollars,ARTICLE JJ CD CD NNS,A,measly,five hundred,dollars,4,0.7724673202614379
7086644,an estimated 70 sextillion stars,ARTICLE VBN CD NN NNS,an,estimated,70,sextillion stars,4,0.7626633986928104
7449405,"a little higher , 70 points","ARTICLE JJ JJR , CD NNS",a,"little higher ,",70,points,4,0.7626633986928104
8982025,an impressive 70 years,ARTICLE JJ CD NNS,an,impressive,70,years,4,0.7626633986928104
10361031,a concrete bunker 100 feet,ARTICLE JJ NN CD NNS,a,concrete bunker,100,feet,4,0.7512254901960784
10614453,a possible 100 points,ARTICLE JJ CD NNS,a,possible,100,points,4,0.7512254901960784
11063027,a cool 65 degrees,ARTICLE JJ CD NNS,a,cool,65,degrees,4,0.7610294117647058
11128375,a mere 800 years,ARTICLE JJ CD NNS,a,mere,800,years,4,0.7659313725490197
56953,an estimated 400 people,ARTICLE VBN CD NNS,an,estimated,400,people,3,0.7949346405228758
121793,an extra two and a half hours,ARTICLE JJ CD CC ARTICLE NN NNS,a,NA,two and,a half hours,3,0.8120915032679739
126657,"an additional 3,000 supporters",ARTICLE JJ CD NNS,an,additional,"3,000",supporters,3,0.7888071895424836
215963,a good forty minutes,ARTICLE JJ CD NNS,a,good,forty,minutes,3,0.8022875816993464
288176,an orange dwarf star 37 light years,ARTICLE JJ NN NN CD NN NNS,an,orange dwarf star,37,light years,3,0.7912581699346405
422094,an unheard - of 39 times,ARTICLE JJ HYPH JJ CD NNS,an,unheard - of,39,times,3,0.7924836601307189
425642,"an estimated 4,000 people",ARTICLE VBN CD NNS,an,estimated,"4,000",people,3,0.7937091503267973
511111,a fine beast fourteen hands,ARTICLE JJ NN CD NNS,a,fine beast,fourteen,hands,3,0.8047385620915033
571603,a measly thousand pounds,ARTICLE JJ CD NNS,a,measly,thousand,pounds,3,0.8084150326797386
581081,"an extra 2,600 men",ARTICLE JJ CD NNS,an,extra,"2,600",men,3,0.7851307189542484
711502,a good thousand feet,ARTICLE JJ CD NNS,a,good,thousand,feet,3,0.8084150326797386
1015402,a good forty feet,ARTICLE JJ CD NNS,a,good,forty,feet,3,0.8022875816993464
1105876,"an estimated 5,000 jews",ARTICLE VBN CD NNPS,an,estimated,"5,000",jews,3,0.7973856209150327
1145432,a career - high 39 points,ARTICLE NN HYPH JJ CD NNS,a,career - high,39,points,3,0.7924836601307189
1223015,a further two and a half lengths,ARTICLE JJ CD CC ARTICLE NN NNS,a,NA,two and,a half lengths,3,0.8120915032679739
1243449,"an additional 4,000 seats",ARTICLE JJ CD NNS,an,additional,"4,000",seats,3,0.7937091503267973
1266185,a record 140 laps,ARTICLE RECORD CD NNS,a,record,140,laps,3,0.7826797385620915
1437605,a further 35 partners,ARTICLE JJR CD NNS,a,further,35,partners,3,0.7900326797385621
1508563,a career - high 46 tackles,ARTICLE NN HYPH JJ CD NNS,a,career - high,46,tackles,3,0.7961601307189542
1538017,a robust 92 years,ARTICLE JJ CD NNS,a,robust,92,years,3,0.7998366013071896
1582467,"a naval fleet and 5,000 troops",ARTICLE JJ NN CC CD NNS,a,naval fleet and,"5,000",troops,3,0.7973856209150327
1624687,a school - record 46 tackles,ARTICLE NN HYPH RECORD CD NNS,a,school - record,46,tackles,3,0.7961601307189542
1705932,an additional 120 years,ARTICLE JJ CD NNS,an,additional,120,years,3,0.7802287581699346
1736427,an explosive decompression fourteen minutes,ARTICLE JJ NN CD NNS,an,explosive decompression,fourteen,minutes,3,0.8047385620915033
1785856,a lowly 35 metres,ARTICLE JJ CD NNS,a,lowly,35,metres,3,0.7900326797385621
1809173,an added 37 cubic metres,ARTICLE VBN CD JJ NNS,an,added,37,cubic metres,3,0.7912581699346405
1873866,an estimated 130 churches,ARTICLE VBN CD NNS,an,estimated,130,churches,3,0.7814542483660131
1880360,a season - high 28 points,ARTICLE NN HYPH JJ CD NNS,a,season - high,28,points,3,0.7875816993464052
2029014,an additional 140 mrv,ARTICLE JJ CD NNS,an,additional,140,mrv,3,0.7826797385620915
2168097,an estimated 140 people,ARTICLE VBN CD NNS,An,estimated,140,people,3,0.7826797385620915
2331061,an additional 23 injured people,ARTICLE JJ CD VBN NNS,An,additional,23,injured people,3,0.7863562091503268
2405776,an estimated 182 persons,ARTICLE VBN CD NNS,an,estimated,182,persons,3,0.7839052287581699
2422643,an old maid forty times,ARTICLE JJ NN CD NNS,an,old maid,forty,times,3,0.8022875816993464
2430329,a career - high 92 games,ARTICLE NN HYPH JJ CD NNS,a,career - high,92,games,3,0.7998366013071896
2474231,"a long , like seven or eight years","ARTICLE JJ , UH CD CC CD NNS",a,"long , like",seven or eight,years,3,0.8071895424836601
2585851,"an estimated 3,000 women",ARTICLE VBN CD NNS,An,estimated,"3,000",women,3,0.7888071895424836
2607055,"an estimated 4,000 elephants",ARTICLE VBN CD NNS,an,estimated,"4,000",elephants,3,0.7937091503267973
2650427,a sure man fifty paces,ARTICLE JJ NN CD NNS,a,sure man,fifty,paces,3,0.801062091503268
2655971,a good seven or eight years,ARTICLE JJ CD CC CD NNS,a,good,seven or eight,years,3,0.8071895424836601
2760870,a school - record 28 wins,ARTICLE NN HYPH RECORD CD NNS,a,school - record,28,wins,3,0.7875816993464052
2983814,an additional thousand tanks,ARTICLE JJ CD NNS,an,additional,thousand,tanks,3,0.8084150326797386
3052552,a pole - like object four hundred yards,ARTICLE NN HYPH JJ NN CD CD NNS,a,pole - like object,four hundred,yards,3,0.8035130718954249
3174479,a certain fourteen points,ARTICLE JJ CD NNS,A,certain,fourteen,points,3,0.8047385620915033
3444557,a crude telescope four hundred years,ARTICLE JJ NN CD CD NNS,a,crude telescope,four hundred,years,3,0.8035130718954249
3452805,an estimated 400 danish nazis,ARTICLE VBN CD JJ NNPS,an,estimated,400,danish nazis,3,0.7949346405228758
3692884,an estimated 120 tales,ARTICLE VBN CD NNS,an,estimated,120,tales,3,0.7802287581699346
3702649,a good three and half hours,ARTICLE JJ CD CC NN NNS,a,good,three and,half hours,3,0.809640522875817
3750203,a mere 6 points,ARTICLE JJ CD NNS,a,mere,6,points,3,0.7986111111111112
4318965,an estimated 23 tons,ARTICLE VBN CD NNS,an,estimated,23,tons,3,0.7863562091503268
4366531,an additional 6 months,ARTICLE JJ CD NNS,an,additional,6,months,3,0.7986111111111112
4409718,a merry one promises,ARTICLE JJ CD NNS,a,merry,one,promises,3,0.8059640522875817
4627477,a further three and a half years,ARTICLE JJ CD CC ARTICLE NN NNS,a,NA,three and,a half years,3,0.809640522875817
4700854,an additional twenty five million pounds,ARTICLE JJ CD CD CD NNS,an,additional,twenty five million,pounds,3,0.8108660130718954
4701182,an additional twenty five million pounds,ARTICLE JJ CD CD CD NNS,an,additional,twenty five million,pounds,3,0.8108660130718954
4701566,an additional twenty five million pounds,ARTICLE JJ CD CD CD NNS,an,additional,twenty five million,pounds,3,0.8108660130718954
5141093,a large orchestra level and 37 boxes,ARTICLE JJ NN NN CC CD NNS,a,large orchestra level and,37,boxes,3,0.7912581699346405
5204349,a half team one people,ARTICLE JJ NN CD NNS,a,half team,one,people,3,0.8059640522875817
5444042,"a large , square house two and a half stories","ARTICLE JJ , JJ NN CD CC ARTICLE NN NNS",a,NA,two and,a half stories,3,0.8120915032679739
5721018,an additional estimated four hundred cars,ARTICLE JJ VBN CD CD NNS,an,additional estimated,four hundred,cars,3,0.8035130718954249
5754953,a spectacular 130 pounds,ARTICLE JJ CD NNS,a,spectacular,130,pounds,3,0.7814542483660131
5774920,a good fifty miles,ARTICLE JJ CD NNS,a,good,fifty,miles,3,0.801062091503268
5832384,a remote forest site 130 km,ARTICLE JJ NN NN CD NNS,a,remote forest site,130,km,3,0.7814542483660131
5833423,an additional 39 playoff games,ARTICLE JJ CD NN NNS,an,additional,39,playoff games,3,0.7924836601307189
5872773,a great net fifty feet,ARTICLE JJ NN CD NNS,A,great net,fifty,feet,3,0.801062091503268
6142512,a .. 46 years,ARTICLE JJ CD NNS,a,..,46,years,3,0.7961601307189542
6161616,a huge number-- 6 times,ARTICLE JJ NN CD NNS,a,huge number--,6,times,3,0.7986111111111112
7002999,a worn suit and seven or eight pawn tickets,ARTICLE JJ NN CC CD CC CD NN NNS,a,worn suit and,seven or eight,pawn tickets,3,0.8071895424836601
7156522,"a whopping 5,000 operations",ARTICLE JJ CD NNS,a,whopping,"5,000",operations,3,0.7973856209150327
7196405,a small beginning 182 years,ARTICLE JJ NN CD NNS,a,small beginning,182,years,3,0.7839052287581699
7230641,a pitiful 28 kgs,ARTICLE JJ CD NNS,a,pitiful,28,kgs,3,0.7875816993464052
7420512,a small beginning 182 years,ARTICLE JJ NN CD NNS,a,small beginning,182,years,3,0.7839052287581699
7506279,a strange one incidental autopsy findings,ARTICLE JJ CD JJ NN NNS,a,strange,one,incidental autopsy findings,3,0.8059640522875817
7525637,a very young 92 years,ARTICLE RB JJ CD NNS,a,very young,92,years,3,0.7998366013071896
8392534,a balmy 23 degrees,ARTICLE JJ CD NNS,a,balmy,23,degrees,3,0.7863562091503268
9643988,"a whopping 2,600 pounds",ARTICLE JJ CD NNS,a,whopping,"2,600",pounds,3,0.7851307189542484
9644017,"a whopping 2,600 pounds",ARTICLE JJ CD NNS,A,whopping,"2,600",pounds,3,0.7851307189542484
9725826,an extra 120 pounds,ARTICLE JJ CD NNS,an,extra,120,pounds,3,0.7802287581699346
10191401,a full 35 feet,ARTICLE JJ CD NNS,a,full,35,feet,3,0.7900326797385621
10425726,"a great man 3,000 advisors",ARTICLE JJ NN CD NNS,a,great man,"3,000",advisors,3,0.7888071895424836
11483420,a mere three and a half months,ARTICLE JJ CD CC ARTICLE NN NNS,a,NA,three and,a half months,3,0.809640522875817
11594666,a forbidding 400 meters,ARTICLE JJ CD NNS,a,forbidding,400,meters,3,0.7949346405228758
16576,an extra two to three people,ARTICLE JJ CD TO CD NNS,an,extra,two to three,people,2,0.8586601307189542
105793,"a further 75,000 immigrants",ARTICLE JJR CD NNS,a,further,"75,000",immigrants,2,0.8390522875816994
110402,"a mere 25,000 copies",ARTICLE JJ CD NNS,a,mere,"25,000",copies,2,0.8227124183006536
162483,a whole forty five minutes,ARTICLE JJ CD CD NNS,a,whole,forty five,minutes,2,0.8431372549019608
167186,"an estimated 1,700 people",ARTICLE VBN CD NNS,An,estimated,"1,700",people,2,0.8137254901960784
232367,"an estimated 500,000 riders",ARTICLE VBN CD NNS,an,estimated,"500,000",riders,2,0.8316993464052288
312575,a good wow f forty five minutes,ARTICLE JJ UH NN CD CD NNS,a,good wow f,forty five,minutes,2,0.8431372549019608
