idx,construction,pos,DT,ADJ,NUMERAL,NOUN,n,percent
2430303,a german assault battalion and ten heavy artillery battalions,ARTICLE JJ NN NN CC CD JJ NN NNS,a,german assault battalion and,ten,heavy artillery battalions,1,0.5625
2433620,a record 21 months,ARTICLE RECORD CD NNS,a,record,21,months,1,0.8553921568627451
2436308,a long eight years,ARTICLE JJ CD NNS,a,long,eight,years,1,0.7479575163398693
2440103,a great many hides,ARTICLE JJ FEW NNS,a,great,many,hides,1,0.639297385620915
2458356,a further three countries,ARTICLE JJ CD NNS,a,further,three,countries,1,0.5498366013071896
2474231,"a long , like seven or eight years","ARTICLE JJ , UH CD CC CD NNS",a,"long , like",seven or eight,years,1,0.752859477124183
2481243,an unseen five students,ARTICLE JJ CD NNS,an,unseen,five,students,1,0.9665032679738562
2496993,a further 24 league appearances,ARTICLE JJ CD NN NNS,a,further,24,league appearances,1,0.5228758169934641
2498115,a successful three years,ARTICLE JJ CD NNS,a,successful,three,years,1,0.9354575163398693
2505814,a further two premierships,ARTICLE JJ CD NNS,a,further,two,premierships,1,0.5584150326797386
2511271,a great many more factors,ARTICLE JJ FEW FEW NNS,A,great,many more,factors,1,0.6687091503267973
2521206,"a further 1,000 men",ARTICLE JJR CD NNS,a,further,"1,000",men,1,0.5134803921568627
2526688,a possible 27 innings,ARTICLE JJ CD NNS,a,possible,27,innings,1,0.8337418300653595
2526703,a new career - high 17 batters,ARTICLE JJ NN HYPH JJ CD NNS,a,new career - high,17,batters,1,0.8026960784313726
2530668,a great many kinds,ARTICLE JJ FEW NNS,a,great,many,kinds,1,0.6421568627450981
2534553,a mere four seconds,ARTICLE JJ CD NNS,a,mere,four,seconds,1,0.7834967320261438
2539798,a mere seven episodes,ARTICLE JJ CD NNS,a,mere,seven,episodes,1,0.7843137254901961
2549130,a record nine times,ARTICLE RECORD CD NNS,a,record,nine,times,1,0.8660130718954249
2549149,a record 9 times,ARTICLE RECORD CD NNS,a,record,9,times,1,0.8627450980392157
2558977,a half dozen others,ARTICLE JJ FEW NNS,a,half,dozen,others,1,0.6834150326797386
2565623,a whopping 272 penalty minutes,ARTICLE JJ CD NN NNS,a,whopping,272,penalty minutes,1,0.9893790849673203
2565754,a further twenty thousand pounds,ARTICLE JJ CD CD NNS,a,further,twenty thousand,pounds,1,0.5555555555555556
2566954,a school - record five winning campaigns,ARTICLE NN HYPH RECORD CD NN NNS,a,school - record,five,winning campaigns,1,0.8909313725490197
2574948,an independent program and two more years,ARTICLE JJ NN CC CD FEW NNS,an,independent program and,two more,years,1,0.7099673202614379
2583634,a rural area five miles,ARTICLE JJ NN CD NNS,a,rural area,five,miles,1,0.8827614379084967
2584980,a record 10 catches,ARTICLE RECORD CD NNS,a,record,10,catches,1,0.8504901960784313
2586023,a modern village hall and two croquet pitches,ARTICLE JJ NN NN CC CD NN NNS,a,modern village hall and,two,croquet pitches,1,0.7928921568627451
2591087,a scant two months,ARTICLE JJ CD NNS,a,scant,two,months,1,0.8884803921568627
2594980,a further three premierships,ARTICLE JJ CD NNS,a,further,three,premierships,1,0.5514705882352942
2611696,an underground laboratory ten kilometres,ARTICLE JJ NN CD NNS,an,underground laboratory,ten,kilometres,1,0.9591503267973857
2612084,a total 11 races,ARTICLE JJ CD NNS,a,total,11,races,1,0.9505718954248366
2612251,a similar aged seed two years,ARTICLE JJ VBN NN CD NNS,a,similar aged seed,two,years,1,0.9093137254901961
2612324,a total 250 frames,ARTICLE JJ CD NNS,a,total,250,frames,1,0.951797385620915
2619750,"a further 1,338 people",ARTICLE JJ CD NNS,a,further,"1,338",people,1,0.5151143790849673
2626501,a multiple star system 39.5 light years,ARTICLE JJ NN NN CD NN NNS,a,multiple star system,39.5,light years,1,0.7961601307189542
2636389,a good many foreign cars,ARTICLE JJ FEW JJ NNS,a,good,many,foreign cars,1,0.5886437908496732
2636815,a good twelve inches,ARTICLE JJ CD NNS,a,good,twelve,inches,1,0.6139705882352942
2638167,a season - high 91 yards,ARTICLE NN HYPH JJ CD NNS,a,season - high,91,yards,1,0.8958333333333334
2640912,a great many strange places,ARTICLE JJ FEW JJ NNS,a,great,many,strange places,1,0.6613562091503268
2643277,a good few persons,ARTICLE JJ FEW NNS,a,good,few,persons,1,0.5763888888888888
2650427,a sure man fifty paces,ARTICLE JJ NN CD NNS,a,sure man,fifty,paces,1,0.9391339869281046
2655971,a good seven or eight years,ARTICLE JJ CD CC CD NNS,a,good,seven or eight,years,1,0.6086601307189542
2663956,a tiny two - track recordings,ARTICLE JJ CD HYPH NN NNS,a,tiny,two -,track recordings,1,0.9485294117647058
2675129,a record seven editions,ARTICLE RECORD CD NNS,a,record,seven,editions,1,0.866421568627451
2675929,a half - dozen good ones,ARTICLE JJ HYPH FEW JJ NNS,a,half -,dozen,good ones,1,0.690359477124183
2685489,a further 3 invitational places,ARTICLE JJ CD JJ NNS,a,further,3,invitational places,1,0.5249183006535948
2688110,a further 13 appearances,ARTICLE JJ CD NNS,a,further,13,appearances,1,0.5183823529411765
2697858,a further 20 francs,ARTICLE JJ CD NNS,a,further,20,francs,1,0.5212418300653595
2702790,an old lady and three children,ARTICLE JJ NN CC CD NNS,an,old lady and,three,children,1,0.8125
2703646,a solid runway and more hangars,ARTICLE JJ NN CC FEW NNPS,a,solid runway and,more,hangars,1,0.9240196078431373
2712641,a great many young men,ARTICLE JJ FEW JJ NNS,a,great,many,young men,1,0.6674836601307189
2713089,a full 90 degrees,ARTICLE JJ CD NNS,a,full,90,degrees,1,0.5024509803921569
2719153,a further ten masks,ARTICLE JJ CD NNS,a,further,ten,masks,1,0.5473856209150327
2721584,a quick 10 days,ARTICLE JJ CD NNS,a,quick,10,days,1,0.8439542483660131
2723702,a mere three hundred pages,ARTICLE JJ CD CD NNS,a,mere,three hundred,pages,1,0.7867647058823529
2724315,a further six lengths,ARTICLE JJR CD NNS,a,further,six,lengths,1,0.5453431372549019
2725378,a whole six months,ARTICLE JJ CD NNS,a,whole,six,months,1,0.9852941176470589
2727868,a late substitute four months,ARTICLE JJ NN CD NNS,a,late substitute,four,months,1,0.7250816993464052
2735040,a total area 43.2 square miles,ARTICLE JJ NN CD JJ NNS,a,total area,43.2,square miles,1,0.954248366013072
2735720,a very tight formation several lines,ARTICLE RB JJ NN FEW NNS,a,very tight formation,several,lines,1,0.9767156862745098
2744118,a team - best 7.3 yards,ARTICLE NN HYPH JJ CD NNS,a,team - best,7.3,yards,1,0.9411764705882353
2747034,a personal best three sacks,ARTICLE JJ JJS CD NNS,a,personal best,three,sacks,1,0.8247549019607843
2749270,a team - high 643 yards,ARTICLE NN HYPH JJ CD NNS,a,team - high,643,yards,1,0.9419934640522876
2750640,a relatively new concept and many more studies,ARTICLE RB JJ NN CC FEW FEW NNS,a,relatively new concept and,many more,studies,1,0.8737745098039216
2760729,a school - record 22 wins,ARTICLE NN HYPH RECORD CD NNS,a,school - record,22,wins,1,0.8897058823529411
2760870,a school - record 28 wins,ARTICLE NN HYPH RECORD CD NNS,a,school - record,28,wins,1,0.8901143790849673
2764042,a great two years,ARTICLE JJ CD NNS,a,great,two,years,1,0.6715686274509803
2771018,"a single , two - dimensional array of data","ARTICLE JJ , CD HYPH JJ NN IN NNS",a,"single ,",two -,dimensional array of data,1,0.9133986928104575
2772233,a school and league record 19 consecutive weeks,ARTICLE NN CC NN RECORD CD JJ NNS,a,school and league record,19,consecutive weeks,1,0.8913398692810458
2777372,a little dyestuff and three yards,ARTICLE JJ NN CC CD NNS,A,little dyestuff and,three,yards,1,0.738562091503268
2801568,an initial 19 rivers,ARTICLE JJ CD NNS,an,initial,19,rivers,1,0.7124183006535948
2801569,a further three wild river areas,ARTICLE JJ CD JJ NN NNS,a,further,three,wild river areas,1,0.5535130718954249
2803064,a sudden war three years,ARTICLE JJ NN CD NNS,a,sudden war,three,years,1,0.9379084967320261
2811898,a good 5000 miles,ARTICLE JJ CD NNS,a,good,5000,miles,1,0.571078431372549
2814123,a further 20 engines,ARTICLE JJ CD NNS,a,further,20,engines,1,0.5208333333333334
2814369,a full 20 engines,ARTICLE JJ CD NNS,A,full,20,engines,1,0.5004084967320261
2817693,a great many deliverances,ARTICLE JJ FEW NNS,a,great,many,deliverances,1,0.6315359477124183
2818355,a long hundred yards,ARTICLE JJ CD NNS,a,long,hundred,yards,1,0.7491830065359477
2826802,a tiny voice two feet,ARTICLE JJ NN CD NNS,a,tiny voice,two,feet,1,0.948937908496732
2841611,a good few thousands,ARTICLE JJ FEW NNS,a,good,few,thousands,1,0.5772058823529411
2843283,a silvery speck six thousand feet,ARTICLE JJ NN CD CD NNS,a,silvery speck,six thousand,feet,1,0.9089052287581699
2846076,a thin town eighty miles,ARTICLE JJ NN CD NNS,a,thin town,eighty,miles,1,0.9464869281045751
2847692,a trifling ten thousand pounds,ARTICLE JJ CD CD NNS,a,trifling,ten thousand,pounds,1,0.9558823529411765
2854058,a great many other questions,ARTICLE JJ FEW JJ NNS,a,great,many,other questions,1,0.6519607843137255
2855901,a good about erm eight or nine years,ARTICLE JJ RB UH CD CC CD NNS,a,good about erm,eight or nine,years,1,0.6168300653594772
2873628,a long sixty miles,ARTICLE JJ CD NNS,a,long,sixty,miles,1,0.75
2881601,an overall 27 seasons,ARTICLE JJ CD NNS,an,overall,27,seasons,1,0.8178104575163399
2883916,a great many howlings,ARTICLE JJ FEW NNS,a,great,many,howlings,1,0.6405228758169934
2892372,a secret location several miles,ARTICLE JJ NN FEW NNS,a,secret location,several,miles,1,0.9007352941176471
2918043,a quick 2 minutes,ARTICLE JJ CD NNS,a,quick,2,minutes,1,0.8443627450980392
2919092,a national total 160 students,ARTICLE JJ NN CD NNS,a,national total,160,students,1,0.7977941176470589
2921877,a normalized vector formula_82 and projection operators,ARTICLE VBN NN CD CC NN NNS,a,normalized vector,formula_82 and,projection operators,1,0.8084150326797386
2921894,a normalized vector formula_97 and projection operators,ARTICLE VBN NN CD CC NN NNS,a,normalized vector,formula_97 and,projection operators,1,0.8088235294117647
2930806,a further two days,ARTICLE JJ CD NNS,a,further,two,days,1,0.5559640522875817
2941245,a large lion costume and 4 people,ARTICLE JJ NN NN CC CD NNS,a,large lion costume and,4,people,1,0.7209967320261438
2948170,a great many little birds,ARTICLE JJ FEW JJ NNS,a,great,many,little birds,1,0.6441993464052288
2950863,a further seven islands,ARTICLE JJ CD NNS,a,further,seven,islands,1,0.5428921568627451
2965642,a short ten minutes,ARTICLE JJ CD NNS,a,short,ten,minutes,1,0.9060457516339869
2971706,a good many members,ARTICLE JJ FEW NNS,a,good,many,members,1,0.5927287581699346
2972841,a professional recruitment consultant and two people,ARTICLE JJ NN NN CC CD NNS,a,professional recruitment consultant and,two,people,1,0.8415032679738562
2985474,a resounding 83 % of people,ARTICLE JJ CD NN IN NNS,a,resounding,83,% of people,1,0.877859477124183
3010741,a great many other busybodies,ARTICLE JJ FEW JJ NNS,a,great,many,other busybodies,1,0.6503267973856209
3016689,a great many little lives,ARTICLE JJ FEW JJ NNS,A,great,many,little lives,1,0.6450163398692811
3020125,a further twenty feet,ARTICLE JJ CD NNS,a,further,twenty,feet,1,0.5543300653594772
3022166,a long four miles,ARTICLE JJ CD NNS,a,long,four,miles,1,0.7483660130718954
3030420,a vigorous six months,ARTICLE JJ CD NNS,a,vigorous,six,months,1,0.9787581699346405
3041113,a similar drought seven years,ARTICLE JJ NN CD NNS,a,similar drought,seven,years,1,0.9101307189542484
3041689,"an important industrial city and 219,022 people",ARTICLE JJ JJ NN CC CD NNS,an,important industrial city and,"219,022",people,1,0.7066993464052288
3046396,a nice house three chimneys,ARTICLE JJ NN CD NNS,a,nice house,three,chimneys,1,0.8063725490196079
3047539,a new 50 inches,ARTICLE JJ CD NNS,a,new,50,inches,1,0.8014705882352942
3047940,a great many young people,ARTICLE JJ FEW JJ NNS,a,great,many,young people,1,0.6678921568627451
3052552,a pole - like object four hundred yards,ARTICLE NN HYPH JJ NN CD CD NNS,a,pole - like object,four hundred,yards,1,0.8284313725490197
3060350,a great many other boys,ARTICLE JJ FEW JJ NNS,a,great,many,other boys,1,0.6499183006535948
3063444,a good many corners,ARTICLE JJ FEW NNS,a,good,many,corners,1,0.5845588235294118
3076813,a great many other matters,ARTICLE JJ FEW JJ NNS,a,great,many,other matters,1,0.6515522875816994
3091117,a great many travelers,ARTICLE JJ FEW NNS,a,great,many,travelers,1,0.6629901960784313
3094636,a long time and two arms,ARTICLE JJ NN CC CD NNS,A,long time and,two,arms,1,0.7561274509803921
3100477,a good many days,ARTICLE JJ FEW NNS,a,good,many,days,1,0.5861928104575164
3103584,"a millionth , six noughts","ARTICLE JJ , CD NNS",a,"millionth ,",six,noughts,1,0.7900326797385621
3109991,a good rest and two square meals,ARTICLE JJ NN CC CD JJ NNS,a,good rest and,two,square meals,1,0.6184640522875817
3110159,a great many other ducks,ARTICLE JJ FEW JJ NNPS,a,great,many,other ducks,1,0.6507352941176471
3110793,a good many young ducks,ARTICLE JJ FEW JJ NNPS,a,good,many,young ducks,1,0.6041666666666666
3118943,a further two meetings,ARTICLE JJ CD NNS,a,further,two,meetings,1,0.5571895424836601
3122690,an inside leaden shell three inches,ARTICLE JJ JJ NN CD NNS,an,inside leaden shell,three,inches,1,0.7136437908496732
3179698,"a very diverse , ninety six people","ARTICLE RB JJ , CD CD NNS",a,"very diverse ,",ninety six,people,1,0.9714052287581699
3180838,an international outcry two months,ARTICLE JJ NN CD NNS,an,international outcry,two,months,1,0.7156862745098039
3202863,a further 44 cases,ARTICLE JJ CD NNS,a,further,44,cases,1,0.5290032679738562
3221920,a good two hundred pounds,ARTICLE JJ CD CD NNS,a,good,two hundred,pounds,1,0.6160130718954249
3222942,a good many weeks,ARTICLE JJ FEW NNS,a,good,many,weeks,1,0.6029411764705882
3245595,a magical two minutes,ARTICLE JJ CD NNS,a,magical,two,minutes,1,0.7618464052287581
3253458,an orbital inclination 30.7 degrees,ARTICLE JJ NN CD NNS,an,orbital inclination,30.7,degrees,1,0.8165849673202614
3264754,a really fun twenty two minutes,ARTICLE RB JJ CD CD NNS,A,really fun,twenty two,minutes,1,0.8480392156862745
3290966,a good ten feet,ARTICLE JJ CD NNS,a,good,ten,feet,1,0.6094771241830066
3294087,a possible 107 seats,ARTICLE JJ CD NNS,a,possible,107,seats,1,0.8325163398692811
3311783,an illustrious 11 years,ARTICLE JJ CD NNS,an,illustrious,11,years,1,0.7062908496732027
3314066,a record 650 bills,ARTICLE RECORD CD NNS,a,record,650,bills,1,0.860702614379085
3335006,a goody - four - shoes,ARTICLE JJ HYPH CD HYPH NNS,a,goody -,four -,shoes,1,0.6200980392156863
3350713,a further two series,ARTICLE JJ CD NNS,a,further,two,series,1,0.5592320261437909
3353761,a partial hysterectomy four years,ARTICLE JJ NN CD NNS,a,partial hysterectomy,four,years,1,0.8223039215686274
3367506,a further 270 redundancies,ARTICLE JJR CD NNS,a,further,270,redundancies,1,0.5245098039215687
3371739,a long time   15 years,ARTICLE JJ NN CD CD NNS,a,long time,15 years,NA,1,0.7553104575163399
3388110,a whole twenty - four hours,ARTICLE JJ CD HYPH CD NNS,a,whole,twenty - four,hours,1,0.9861111111111112
3394575,a unanimous 151 presbyteries,ARTICLE JJ CD NNS,a,unanimous,151,presbyteries,1,0.9583333333333334
3401794,an operational plan and more people,ARTICLE JJ NN CC FEW NNS,an,operational plan and,more,people,1,0.8145424836601307
3417706,a nice color-- minus 2 times,ARTICLE JJ NN CC CD NNS,a,nice color-- minus,2,times,1,0.8059640522875817
3422985,a sacred design and few rugs,ARTICLE JJ NN CC FEW NNS,a,sacred design and,few,rugs,1,0.883578431372549
3426378,"a further 7,000 people",ARTICLE JJ CD NNS,a,further,"7,000",people,1,0.5334967320261438
3432737,a good many critics,ARTICLE JJ FEW NNS,a,good,many,critics,1,0.5853758169934641
3443257,"a mere seven , eight ones","ARTICLE JJ CD , CD NNS",a,mere,"seven , eight",ones,1,0.7847222222222222
3445909,a political outcast two years,ARTICLE JJ NN CD NNS,a,political outcast,two,years,1,0.8288398692810458
3455711,a record 14 doubles,ARTICLE RECORD CD NNPS,a,record,14,doubles,1,0.8525326797385621
3456975,a further erm sixteen hectares,ARTICLE JJ UH CD NNS,a,further erm,sixteen,hectares,1,0.5608660130718954
3458145,a political prisoner three times,ARTICLE JJ NN CD NNS,a,political prisoner,three,times,1,0.829248366013072
3470643,a further eighty four thousand square feet,ARTICLE JJR CD CD CD JJ NNS,a,further,eighty four thousand,square feet,1,0.5371732026143791
3471028,a great many costs,ARTICLE JJ FEW NNS,a,great,many,costs,1,0.6282679738562091
3482265,a white crescent and four five - pointed stars,ARTICLE JJ NN CC CD CD HYPH JJ NNS,a,white crescent and,four five -,pointed stars,1,0.9812091503267973
3483247,a great many more variables,ARTICLE JJ FEW FEW NNS,a,great,many more,variables,1,0.670751633986928
3503470,a good five hundred feet,ARTICLE JJ CD CD NNS,a,good,five hundred,feet,1,0.5800653594771242
3508638,a total 5 edits,ARTICLE JJ CD NNS,a,total,5,edits,1,0.9522058823529411
3527877,a half - dozen tribes,ARTICLE JJ HYPH FEW NNS,a,half -,dozen,tribes,1,0.6944444444444444
3538590,a good hundred miles,ARTICLE JJ CD NNS,a,good,hundred,miles,1,0.5821078431372549
3545750,a good many lives,ARTICLE JJ FEW NNS,a,good,many,lives,1,0.5923202614379085
3558429,a pretty wacky last four years,ARTICLE RB JJ JJ CD NNS,a,pretty wacky last,four,years,1,0.8398692810457516
3567195,a terrible accident ten years,ARTICLE JJ NN CD NNS,a,terrible accident,ten,years,1,0.9440359477124183
3584246,a further three centuries,ARTICLE JJ CD NNS,a,further,three,centuries,1,0.5490196078431373
3600721,a great many theories,ARTICLE JJ FEW NNS,A,great,many,theories,1,0.6621732026143791
3603939,a mere 8 dollars,ARTICLE JJ CD NNS,a,mere,8,dollars,1,0.7785947712418301
3609503,a great many writers,ARTICLE JJ FEW NNS,a,great,many,writers,1,0.6670751633986928
3617569,a good four long ones,ARTICLE JJ CD JJ NNS,a,good,four,long ones,1,0.5816993464052288
3622792,a whole 50 cents,ARTICLE JJ CD NNS,a,whole,50,cents,1,0.9836601307189542
3634505,a moderate 84 beats,ARTICLE JJ CD NNS,a,moderate,84,beats,1,0.7920751633986928
3639197,a vertical diameter and two rings,ARTICLE JJ NN CC CD NNS,a,vertical diameter and,two,rings,1,0.9701797385620915
3640401,a good many unpleasant traits,ARTICLE JJ FEW JJ NNS,a,good,many,unpleasant traits,1,0.6017156862745098
3643528,a record 74 winners,ARTICLE RECORD CD NNS,a,record,74,winners,1,0.8619281045751634
3645478,another little person several years,ARTICLE JJ NN FEW NNS,another,little person,several,years,1,0.7426470588235294
3661845,a painful three months,ARTICLE JJ CD NNS,a,painful,three,months,1,0.8190359477124183
3670853,a long two miles,ARTICLE JJ CD NNS,A,long,two,miles,1,0.7512254901960784
3678852,a good two days,ARTICLE JJ CD NNS,a,good,two,days,1,0.6156045751633987
3689133,a great mystery and many people,ARTICLE JJ NN CC FEW NNS,a,great mystery and,many,people,1,0.676062091503268
3702649,a good three and half hours,ARTICLE JJ CD CC NN NNS,a,good,three and,half hours,1,0.6131535947712419
3711916,an unexpected 15 points,ARTICLE JJ CD NNS,an,unexpected,15,points,1,0.9603758169934641
3722898,a tropical storm six hours,ARTICLE JJ NN CD NNS,a,tropical storm,six,hours,1,0.9571078431372549
3731694,a good many walks,ARTICLE JJ FEW NNS,a,good,many,walks,1,0.6021241830065359
3744613,a goalless 90 minutes,ARTICLE JJ CD NNS,a,goalless,90,minutes,1,0.565359477124183
3750203,a mere 6 points,ARTICLE JJ CD NNS,a,mere,6,points,1,0.7777777777777778
3759862,an official statement two or three times,ARTICLE JJ NN CD CC CD NNS,an,official statement,two or three,times,1,0.8108660130718954
3802702,a full ten points,ARTICLE JJ CD NNS,a,full,ten,points,1,0.5073529411764706
3808739,a genuine corpse and five pounds,ARTICLE JJ NN CC CD NNS,a,genuine corpse and,five,pounds,1,0.5620915032679739
3830946,a public airport 8 miles,ARTICLE JJ NN CD NNS,a,public airport,8,miles,1,0.8427287581699346
3837247,a record 22 people,ARTICLE RECORD CD NNS,A,record,22,people,1,0.8566176470588235
3838031,a tiny 27 inches,ARTICLE JJ CD NNS,a,tiny,27,inches,1,0.9473039215686274
3856002,an outstanding few months,ARTICLE JJ FEW NNS,an,outstanding,few,months,1,0.8169934640522876
3860161,a record four occasions,ARTICLE RECORD CD NNS,a,record,four,occasions,1,0.8656045751633987
3868067,an short set and two songs,ARTICLE JJ NN CC CD NNS,an,short set and,two,songs,1,0.9072712418300654
3878047,a simpler grammar and many loanwords,ARTICLE JJR NN CC FEW NNS,a,simpler grammar and,many,loanwords,1,0.9125816993464052
3889136,a staggering 27 volumes,ARTICLE JJ CD NNS,a,staggering,27,volumes,1,0.928921568627451
3893758,a good seven inches,ARTICLE JJ CD NNS,a,good,seven,inches,1,0.6074346405228758
3897449,a long history and many different dialects,ARTICLE JJ NN CC FEW JJ NNS,a,long history and,many,different dialects,1,0.7540849673202614
3911745,a half million views,ARTICLE JJ CD NNS,a,half,million,views,1,0.6879084967320261
3913537,a third and third three twelfths,ARTICLE JJ CC JJ CD NNS,A,third and third,three,twelfths,1,0.9468954248366013
3913829,a hard one nine twelfths,ARTICLE JJ CD CD NNS,A,hard,one nine,twelfths,1,0.6985294117647058
3914991,a right angle ninety degrees,ARTICLE JJ NN CD NNS,A,right angle,ninety,degrees,1,0.8786764705882353
3920890,a full seven days,ARTICLE JJ CD NNS,a,full,seven,days,1,0.5053104575163399
3945489,a good three years,ARTICLE JJ CD NNS,a,good,three,years,1,0.6123366013071896
3954568,a little bit more sophisticated problems,ARTICLE JJ NN FEW JJ NNS,a,little bit,more,sophisticated problems,1,0.7369281045751634
3977504,a whole five months,ARTICLE JJ CD NNS,a,whole,five,months,1,0.9840686274509803
3980265,a small town nine kilometres,ARTICLE JJ NN CD NNS,a,small town,nine,kilometres,1,0.9191176470588235
3983863,a record 20 rounds,ARTICLE RECORD CD NNS,a,record,20,rounds,1,0.8545751633986928
3983864,a record 21 races,ARTICLE RECORD CD NNS,a,record,21,races,1,0.8558006535947712
3996275,a great many australian plants,ARTICLE JJ FEW JJ NNS,A,great,many,australian plants,1,0.6237745098039216
4004541,a great many different names,ARTICLE JJ FEW JJ NNS,a,great,many,different names,1,0.6323529411764706
4010719,an international city and many companies,ARTICLE JJ NN CC FEW NNS,an,international city and,many,companies,1,0.7152777777777778
4019353,"a square , ten miles","ARTICLE JJ , CD NNS",a,"square ,",ten,miles,1,0.9272875816993464
4036159,a great deal more overhead in terms,ARTICLE JJ NN FEW NN IN NNS,a,great deal,more,overhead in terms,1,0.6727941176470589
4045813,a total 55 reviews,ARTICLE JJ CD NNS,a,total,55,reviews,1,0.9530228758169934
4047044,a second - place choice three points,ARTICLE JJ HYPH NN NN CD NNS,a,second - place choice,three,points,1,0.8986928104575164
4056929,a good many irish members,ARTICLE JJ FEW JJ NNS,A,good,many,irish members,1,0.5902777777777778
4061912,a good many irish novels,ARTICLE JJ FEW JJ NNS,A,good,many,irish novels,1,0.5906862745098039
4063574,an official holiday seven states,ARTICLE JJ NN CD NNS,an,official holiday,seven,states,1,0.8104575163398693
4064186,a great many american publishers,ARTICLE JJ FEW JJ NNS,A,great,many,american publishers,1,0.6225490196078431
4075159,a goody two boobs,ARTICLE JJ CD NNS,a,goody,two,boobs,1,0.6196895424836601
4082809,a pleasant rest and two restaurants,ARTICLE JJ NN CC CD NNS,a,pleasant rest and,two,restaurants,1,0.8276143790849673
4095469,a good many specimens,ARTICLE JJ FEW NNS,A,good,many,specimens,1,0.5984477124183006
4097099,a good few mushrooms,ARTICLE JJ FEW NNS,a,good,few,mushrooms,1,0.5759803921568627
4104872,a literal meaning and one or more symbolic meanings,ARTICLE JJ NN CC CD CC FEW JJ NNS,a,literal meaning and,one or more,symbolic meanings,1,0.7275326797385621
4126635,a mere twenty pe pence,ARTICLE JJ CD NN NNS,a,mere,twenty,pe pence,1,0.7871732026143791
4130652,a full three weeks,ARTICLE JJ CD NNS,a,full,three,weeks,1,0.508578431372549
4145560,a pictorial several pages,ARTICLE JJ FEW NNS,a,pictorial,several,pages,1,0.8255718954248366
4170619,a further 12 nm,ARTICLE JJ CD NNS,a,further,12,nm,1,0.5175653594771242
4174812,a natural swimming pool 1.500 meters,ARTICLE JJ NN NN CD NNS,a,natural swimming pool,1.500,meters,1,0.7986111111111112
4180329,a great many branches,ARTICLE JJ FEW NNS,a,great,many,branches,1,0.6262254901960784
4181166,a key person several hours,ARTICLE JJ NN FEW NNS,a,key person,several,hours,1,0.7185457516339869
4186753,a half dozen natives,ARTICLE JJ FEW NNS,A,half,dozen,natives,1,0.6821895424836601
4187347,a half dozen savage natives,ARTICLE JJ FEW JJ NNS,a,half,dozen,savage natives,1,0.6850490196078431
4190764,a regular edition and 20 songs,ARTICLE JJ NN CC CD NNS,a,regular edition and,20,songs,1,0.8729575163398693
4196241,a universal and shared spirit many souls,ARTICLE JJ CC JJ NN FEW NNS,a,universal and shared spirit,many,souls,1,0.9632352941176471
4197666,a great many chances,ARTICLE JJ FEW NNS,a,great,many,chances,1,0.6266339869281046
4203351,a great many dangers,ARTICLE JJ FEW NNS,a,great,many,dangers,1,0.630718954248366
4213343,a great many difficulties,ARTICLE JJ FEW NNS,a,great,many,difficulties,1,0.6331699346405228
4230288,a random number--2 times,ARTICLE JJ CD NNS,a,random,number--2,times,1,0.8459967320261438
4231390,a used pair three sizes,ARTICLE VBN NN CD NNS,a,used pair,three,sizes,1,0.9669117647058824
4243253,a further eight years,ARTICLE JJ CD NNS,a,further,eight,years,1,0.5367647058823529
4265453,a good thirty years,ARTICLE JJ CD NNS,a,good,thirty,years,1,0.6111111111111112
4268087,a further twenty eight hours,ARTICLE JJ CD CD NNS,a,further,twenty eight,hours,1,0.5547385620915033
4293895,a great many geographers,ARTICLE JJ FEW NNS,a,great,many,geographers,1,0.6372549019607843
4299641,a good two to three decades,ARTICLE JJ CD TO CD NNS,a,good,two to three,decades,1,0.616421568627451
4301154,a perfect match—150 balls,ARTICLE JJ CD NNS,a,perfect,match—150,balls,1,0.8235294117647058
4310665,a whopping six hundred and seventy tons,ARTICLE JJ CD CD CC CD NNS,a,whopping,six hundred and seventy,tons,1,0.991421568627451
4317268,"a little bigger , five members","ARTICLE JJ JJR , CD NNS",a,"little bigger ,",five,members,1,0.7336601307189542
4363761,a good many tourists,ARTICLE JJ FEW NNS,a,good,many,tourists,1,0.6000816993464052
4366094,a whopping 800 micrograms,ARTICLE JJ CD NNS,a,whopping,800,micrograms,1,0.9910130718954249
4372118,an unmatchable 21 three - cushion billiards,ARTICLE JJ CD CD HYPH NN NNS,an,unmatchable,21 three -,cushion billiards,1,0.9640522875816994
4374539,a full - length body and two companions,ARTICLE JJ HYPH NN NN CC CD NNS,a,full - length body and,two,companions,1,0.5102124183006536
4377436,a new 1000 yuan,ARTICLE JJ CD NNS,A,new,1000,yuan,1,0.8006535947712419
4379749,a little few things,ARTICLE JJ FEW NNS,a,little,few,things,1,0.7279411764705882
4397021,a great many gods,ARTICLE JJ FEW NNS,a,great,many,gods,1,0.6380718954248366
4400929,a sudden illness twenty years,ARTICLE JJ NN CD NNS,a,sudden illness,twenty,years,1,0.9375
4403079,a further 72 cars,ARTICLE JJ CD NNS,a,further,72,cars,1,0.5343137254901961
4409718,a merry one promises,ARTICLE JJ CD NNS,a,merry,one,promises,1,0.7896241830065359
4418804,a great many gestures,ARTICLE JJ FEW NNS,a,great,many,gestures,1,0.6376633986928104
4438401,"a great , many round ones","ARTICLE JJ , FEW JJ NNS",a,"great ,",many,round ones,1,0.6719771241830066
4468716,a small market town 14 miles,ARTICLE JJ NN NN CD NNS,a,small market town,14,miles,1,0.9170751633986928
