source,sentence,sentence_idx,construction,pattern,DT,ADJ,NUMERAL,NOUN,ADV,n,percent
babylm_sents,"If the problem you're confronted with is a ten thousand pound bit of influence, then it's worth spending a few hundred pounds in a preparation.",3932610,a few hundred pounds,DT JJ CD NNS,a,few,hundred,pounds,NA,7,0.292916123424598
babylm_sents,prohibitive in cost for a nation with a great many miles of border to,3933093,a great many miles,DT JJ CD NNS,a,great,many,miles,NA,2,0.47327249022164275
babylm_sents,point on which a great many people differ.,3936086,a great many people,DT JJ CD NNS,a,great,many,people,NA,37,0.10734463276836158
babylm_sents,been time for a great many things to have happened.,3949314,a great many things,DT JJ CD NNS,a,great,many,things,NA,42,0.09126466753585398
babylm_sents,"That side of tape's nearly gone, a few more minutes and then it's finished I think.",3965897,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,"Most Malibu residents live within a few hundred yards of Pacific Coast Highway (State Route 1), which crosses the city, with some residents living up to a mile (1.6 km) away from the beach up narrow canyons.",3974739,a few hundred yards,DT JJ CD NNS,a,few,hundred,yards,NA,35,0.12255541069100391
babylm_sents,"Tomorrow I will tell you a few more things about curl fits in with conservativeness and with the divergence theorem,",4016228,a few more things,DT JJ CD NNS,a,few,more,things,NA,26,0.1338548457192525
babylm_sents,a few more minutes i could have cleaned off the slide for you .,4026559,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,"For example, alleles that helped people eat dairy became common in Europe just a few thousand years after people started raising animals.",4053755,a few thousand years,DT JJ CD NNS,a,few,thousand,years,NA,21,0.17340286831812254
babylm_sents,It's been a rough couple days.,4084634,a rough couple days,DT JJ CD NNS,a,rough,couple,days,NA,4,0.35549760973489786
babylm_sents,"And sleep in the tomb for a full three days dead,",4104376,a full three days,DT JJ CD NNS,a,full,three,days,NA,2,0.4445893089960887
babylm_sents,"And now comes--a few more minutes--an intriguing idea, these multiple trajectories he described.",4106757,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,"Pollsters all the time use internet testing, which is a more intensive process where they maybe look at a few thousand people they sign up, and frequently we do that for ads.",4122009,a few thousand people,DT JJ CD NNS,a,few,thousand,people,NA,5,0.31594958713602783
babylm_sents,"appointment, but after all they had seen the sun a good many times",4124375,a good many times,DT JJ CD NNS,a,good,many,times,NA,9,0.2664059104737071
babylm_sents,"see it a good many times again, and there was no sense in getting",4124384,a good many times,DT JJ CD NNS,a,good,many,times,NA,9,0.2664059104737071
babylm_sents,We have a few more questions we'd like to ask you.,4124887,a few more questions,DT JJ CD NNS,a,few,more,questions,NA,17,0.1899174272055628
babylm_sents,The Eastern Orthodox list of sacred books has a few more books than the Roman Catholic list.,4143168,a few more books,DT JJ CD NNS,a,few,more,books,NA,2,0.41677531508039983
babylm_sents,"And they will repeat that motion, and hear that fem-bot voice a few thousand times more before lunch.",4146958,a few thousand times,DT JJ CD NNS,a,few,thousand,times,NA,2,0.44111255975662755
babylm_sents,you only have a few more minutes left ?,4158221,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,"The Belgian publishing house Lacroix and Verboeckhoven undertook a marketing campaign unusual for the time, issuing press releases about the work a full six months before the launch.",4177534,a full six months,DT JJ CD NNS,a,full,six,months,NA,2,0.4437201216862234
babylm_sents,The enemy were only a few hundred yards,4180250,a few hundred yards,DT JJ CD NNS,a,few,hundred,yards,NA,35,0.12255541069100391
babylm_sents,You said they each cost a few hundred pounds.,4180801,a few hundred pounds,DT JJ CD NNS,a,few,hundred,pounds,NA,7,0.292916123424598
babylm_sents,"Yes, I was the youngest ever Mayor of Lewes by a clear ten years.",4186767,a clear ten years,DT JJ CD NNS,a,clear,ten,years,NA,2,0.4011299435028249
babylm_sents,"a great many times, but always when it was hot.""",4202178,a great many times,DT JJ CD NNS,a,great,many,times,NA,14,0.2277270751847023
babylm_sents,A few more seconds and I'll be dry.,4202348,a few more seconds,DT JJ CD NNS,A,few,more,seconds,NA,23,0.15471534115601912
babylm_sents,"Many of the Earth's volcanoes are either islands in the Pacific, or are on continents within a few hundred kilometers of the ocean's edge.",4207609,a few hundred kilometers,DT JJ CD NNS,a,few,hundred,kilometers,NA,2,0.4106910039113429
babylm_sents,I can only delay Captain Alavarez and Starfleet a few more hours.,4249146,a few more hours,DT JJ CD NNS,a,few,more,hours,NA,25,0.14471968709256844
babylm_sents,A few thousand dollars are no big deal.,4250386,a few thousand dollars,DT JJ CD NNS,A,few,thousand,dollars,NA,8,0.2768361581920904
babylm_sents,"And then I poured some water on it, and it's lasted a further two weeks.",4282794,a further two weeks,DT JJ CD NNS,a,further,two,weeks,NA,2,0.4506736201651456
babylm_sents,It's a good 10 years older than our other victims.,4299759,a good 10 years,DT JJ CD NNS,a,good,10,years,NA,4,0.3398522381573229
babylm_sents,just a few more minutes .,4301344,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,The first message was sent across the ocean a few hundred years ago,4301628,a few hundred years,DT JJ CD NNS,a,few,hundred,years,NA,16,0.196870925684485
babylm_sents,We're talking a good 10 years ago.,4304057,a good 10 years,DT JJ CD NNS,a,good,10,years,NA,4,0.3398522381573229
babylm_sents,We just need to check a few more things.,4328070,a few more things,DT JJ CD NNS,a,few,more,things,NA,26,0.1338548457192525
babylm_sents,We just need to check a few more things.,4335846,a few more things,DT JJ CD NNS,a,few,more,things,NA,26,0.1338548457192525
babylm_sents,he told me the whole story of the train ride the trolley ride and then down and then i the subway and downstairs and oh gosh did you walk far first a few people go off then a few more people could get off and then a few more people got off and then you got off right ?,4370991,a few more people,DT JJ CD NNS,a,few,more,people,NA,11,0.2542372881355932
babylm_sents,A few more questions and answers.,4385087,a few more questions,DT JJ CD NNS,A,few,more,questions,NA,17,0.1899174272055628
babylm_sents,"Indeed, a great many things needed to be done for and by",4424207,a great many things,DT JJ CD NNS,a,great,many,things,NA,42,0.09126466753585398
babylm_sents,a good many boys have become so proficient that they have been,4431535,a good many boys,DT JJ CD NNS,a,good,many,boys,NA,2,0.4567579313342025
babylm_sents,sweetie we're gonna stay in here for now just for a few more minutes okay .,4511209,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,"Claudette started on July 13, while it was a few hundred miles to the south-southeast of North Carolina.",4525530,a few hundred miles,DT JJ CD NNS,a,few,hundred,miles,NA,7,0.2898739678400695
babylm_sents,The remains continued until they were a few hundred miles north of Iceland on September 8.,4525964,a few hundred miles,DT JJ CD NNS,a,few,hundred,miles,NA,7,0.2898739678400695
babylm_sents,"A modern regiment can also be similar to a brigade, in that both can be from a few hundred soldiers to 5,000 soldiers (from 3 to 7 battalions).",4534296,a few hundred soldiers,DT JJ CD NNS,a,few,hundred,soldiers,NA,2,0.4115601912212082
babylm_sents,Keymer is situated just to the east of Hassocks and is only a matter of a few hundred yards from the boundary with East Sussex.,4540704,a few hundred yards,DT JJ CD NNS,a,few,hundred,yards,NA,35,0.12255541069100391
babylm_sents,"And Nick, just before you go, I said before you came on ‘Abingdon Town clear at the top, but they do have  they have played a few more games in their chases’, but I gather the results elsewhere went your way today.",4549346,a few more games,DT JJ CD NNS,a,few,more,games,NA,2,0.4211212516297262
babylm_sents,Mark shot my dad in the face for a few hundred dollars.,4552185,a few hundred dollars,DT JJ CD NNS,a,few,hundred,dollars,NA,12,0.24424163407214255
babylm_sents,We just need a few more days.,4573849,a few more days,DT JJ CD NNS,a,few,more,days,NA,70,0.07301173402868318
babylm_sents,We just need a few more days.,4582948,a few more days,DT JJ CD NNS,a,few,more,days,NA,70,0.07301173402868318
babylm_sents,"Let him stay a few more days,",4588476,a few more days,DT JJ CD NNS,a,few,more,days,NA,70,0.07301173402868318
babylm_sents,"A great many people disagree with Erasmus Montanus when he claims the Earth is round, since all the peasants believe it is flat.",4593325,a great many people,DT JJ CD NNS,A,great,many,people,NA,37,0.10734463276836158
babylm_sents,no it'll be a few more minutes yet .,4605276,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,Starr had ridden a good many miles out of his way and had argued for a,4628646,a good many miles,DT JJ CD NNS,a,good,many,miles,NA,5,0.318122555410691
babylm_sents,They believe that the Earth is only a few thousand years old.,4630768,a few thousand years,DT JJ CD NNS,a,few,thousand,years,NA,21,0.17340286831812254
babylm_sents,"Rip currents can move to different locations on a beach break, up to tens of metres (a few hundred feet) a day.",4631601,a few hundred feet,DT JJ CD NNS,a,few,hundred,feet,NA,14,0.2094741416775315
babylm_sents,Objects in an orbit like Eros can exist for only a few hundred million years before the orbit is changed by the effects of gravity.,4658601,a few hundred million years,DT JJ CD CD NNS,a,few,hundred & million,years,NA,6,0.30465015210777924
babylm_sents,They want a few more minutes.,4658670,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,"Don't get married too early, you should play around for a few more years.",4691629,a few more years,DT JJ CD NNS,a,few,more,years,NA,22,0.16427640156453716
babylm_sents,wait a few more minutes okay and then you can have it .,4724717,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,"For an extra two hours' shift,well I suppose we can just afford it, can we?",4727055,an extra two hours,DT JJ CD NNS,an,extra,two,hours,NA,2,0.40808344198174706
babylm_sents,can you wait just a few more minutes ?,4735862,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,wait just a few more minutes then you can have it !,4735866,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,"The first one of these albums was released in 1953, and the last was released in 1965, (minus a stereo rerecording of the first album, and the releasing of 'Songs and More Songs by Tom Lehrer' in 1996, which put two albums together, including a few more songs.",4759655,a few more songs,DT JJ CD NNS,a,few,more,songs,NA,3,0.3698392003476749
babylm_sents,So there'll be probably a few more people voting at er,4763091,a few more people,DT JJ CD NNS,a,few,more,people,NA,11,0.2542372881355932
babylm_sents,"It's a shame there's not a few more options like being able to move them around to different places and things like that, but hey, it's nice to have those features but like I say, use a bit of common sense don't put anything on there that you wouldn't want anybody to be able to access at the end of the day.",4781886,a few more options,DT JJ CD NNS,a,few,more,options,NA,2,0.42981312472837896
babylm_sents,"But when they got within a few hundred yards of the island,",4815455,a few hundred yards,DT JJ CD NNS,a,few,hundred,yards,NA,35,0.12255541069100391
babylm_sents,we gotta wait just a few more minutes !,4819603,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,We just need a few more days.,4823770,a few more days,DT JJ CD NNS,a,few,more,days,NA,70,0.07301173402868318
babylm_sents,We just need a few more days.,4827952,a few more days,DT JJ CD NNS,a,few,more,days,NA,70,0.07301173402868318
babylm_sents,"Slowly, the war became very large and continued for a few more years.",4844254,a few more years,DT JJ CD NNS,a,few,more,years,NA,22,0.16427640156453716
babylm_sents,Spanish conquistadors with only a few hundred soldiers defeated large Indian empires.,4846217,a few hundred soldiers,DT JJ CD NNS,a,few,hundred,soldiers,NA,2,0.4115601912212082
babylm_sents,"The standard of living declined, and a great many people were unemployed.",4849666,a great many people,DT JJ CD NNS,a,great,many,people,NA,37,0.10734463276836158
babylm_sents,I'm just sorry that a few more people,4854926,a few more people,DT JJ CD NNS,a,few,more,people,NA,11,0.2542372881355932
babylm_sents,He died with only a few hundred dollars in the bank.,4865305,a few hundred dollars,DT JJ CD NNS,a,few,hundred,dollars,NA,12,0.24424163407214255
babylm_sents,After a few more years before the mast I,4867244,a few more years,DT JJ CD NNS,a,few,more,years,NA,22,0.16427640156453716
babylm_sents,"You know a few thousand people see my slides over the years, but you know, nobody would ever guess I need to lose weight anyway.",4905373,a few thousand people,DT JJ CD NNS,a,few,thousand,people,NA,5,0.31594958713602783
babylm_sents,I thought we had a few more years.,4905516,a few more years,DT JJ CD NNS,a,few,more,years,NA,22,0.16427640156453716
babylm_sents,Suddenly there shot into them a cross-fire at a few hundred yards.,4929981,a few hundred yards,DT JJ CD NNS,a,few,hundred,yards,NA,35,0.12255541069100391
babylm_sents,have some luck after all--and in any case a few more seconds would have,4944082,a few more seconds,DT JJ CD NNS,a,few,more,seconds,NA,23,0.15471534115601912
babylm_sents,a few hundred yards away had been hit.,4945557,a few hundred yards,DT JJ CD NNS,a,few,hundred,yards,NA,35,0.12255541069100391
babylm_sents,"and with a kind of gasp he squeezed out a few more words: ""Bill, forgive",4947633,a few more words,DT JJ CD NNS,a,few,more,words,NA,15,0.2033898305084746
babylm_sents,now we'll make a few more things and then we'll be ready .,4953425,a few more things,DT JJ CD NNS,a,few,more,things,NA,26,0.1338548457192525
babylm_sents,"We 'ad 'im a good six months, ain't we?",4954956,a good six months,DT JJ CD NNS,a,good,six,months,NA,5,0.3202955236853542
babylm_sents,It'll be a few more days here before I can OK him.,4968979,a few more days,DT JJ CD NNS,a,few,more,days,NA,70,0.07301173402868318
babylm_sents,He played a combined 14 seasons in the NHL.,5017480,a combined 14 seasons,DT JJ CD NNS,a,combined,14,seasons,NA,2,0.4019991308126901
babylm_sents,"I don't know how much they gave, but I do know that it, it, it came into a, a few hundred pounds which is a lot of money in those days you know, when you're talking about nineteen sixteen.",5032762,a few hundred pounds,DT JJ CD NNS,a,few,hundred,pounds,NA,7,0.292916123424598
babylm_sents,I played on  there a good many times.,5034641,a good many times,DT JJ CD NNS,a,good,many,times,NA,9,0.2664059104737071
babylm_sents,"Every year, a few hundred cases of LGV are diagnosed in the United States.",5057640,a few hundred cases,DT JJ CD NNS,a,few,hundred,cases,NA,2,0.40895262929161236
babylm_sents,"Also, many other Pleistocene megafauna went extinct within a few thousand years of the end of the ice age.",5066141,a few thousand years,DT JJ CD NNS,a,few,thousand,years,NA,21,0.17340286831812254
babylm_sents,"squeezed in cheek by jowl, within a few hundred yards of the two",5080349,a few hundred yards,DT JJ CD NNS,a,few,hundred,yards,NA,35,0.12255541069100391
babylm_sents,"Just come out in your 4,000 car, spend a few hundred quid renting Phil Price's for the day.",5084727,a few hundred quid,DT JJ CD NNS,a,few,hundred,quid,NA,4,0.33116036505867014
babylm_sents,If a few more states go dry maybe it will not be so easy,5111781,a few more states,DT JJ CD NNS,a,few,more,states,NA,2,0.4350282485875706
babylm_sents,We're talking a good 10 years ago.,5133802,a good 10 years,DT JJ CD NNS,a,good,10,years,NA,4,0.3398522381573229
babylm_sents,The National Heritage Memorial Fund say they're prepared to match his gift with a further two million pounds on the understanding that a public appeal be launched to raise a similar sum.,5137853,a further two million pounds,DT JJ CD CD NNS,a,further,two & million,pounds,NA,2,0.45154280747501085
babylm_sents,"I think that erm he's almost there, we shall be able to award him his proficiency badge for his locksmithing after a few more tests.",5142152,a few more tests,DT JJ CD NNS,a,few,more,tests,NA,7,0.29900043459365494
babylm_sents,okay let's looking through here for a few more books .,5153920,a few more books,DT JJ CD NNS,a,few,more,books,NA,2,0.41677531508039983
babylm_sents,I expect in a few more days in,5159890,a few more days,DT JJ CD NNS,a,few,more,days,NA,70,0.07301173402868318
babylm_sents,So I think it fair to say that by any conventional measure a mere seven years after my graduation day,5162977,a mere seven years,DT JJ CD NNS,a,mere,seven,years,NA,2,0.4932637983485441
babylm_sents,"Borneo island is a few hundred kilometers to the southwest, Vietnam is to the west, and Taiwan is directly north.",5166217,a few hundred kilometers,DT JJ CD NNS,a,few,hundred,kilometers,NA,2,0.4106910039113429
babylm_sents,yes in a few more minutes a few more minutes ?,5179348,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,It was kind of hard times right then and a good many men was out of,5222242,a good many men,DT JJ CD NNS,a,good,many,men,NA,2,0.45936549326379833
babylm_sents,"""I been living here a great many years.""",5222792,a great many years,DT JJ CD NNS,a,great,many,years,NA,13,0.2390265102129509
babylm_sents,"well, how about a few more details on that subject?",5232771,a few more details,DT JJ CD NNS,a,few,more,details,NA,5,0.3116036505867014
babylm_sents,"However, Louis died aged sixteen in 1724 having reigned for a mere eight months.",5245221,a mere eight months,DT JJ CD NNS,a,mere,eight,months,NA,2,0.4906562364189483
babylm_sents,How about a few more details on that subject.,5246208,a few more details,DT JJ CD NNS,a,few,more,details,NA,5,0.3116036505867014
babylm_sents,"After that, a great many inventions arrived, including lithography and ways to print photographs.",5247384,a great many inventions,DT JJ CD NNS,a,great,many,inventions,NA,2,0.4697957409821817
babylm_sents,"But a few million years ago, we were just the same.",5254236,a few million years,DT JJ CD NNS,a,few,million,years,NA,13,0.2333767926988266
babylm_sents,- There's still a few more hours before anybody gets here.,5254636,a few more hours,DT JJ CD NNS,a,few,more,hours,NA,25,0.14471968709256844
babylm_sents,The soil is so poor that it will not even grow grass to feed cattle for more than a few more years.,5274760,a few more years,DT JJ CD NNS,a,few,more,years,NA,22,0.16427640156453716
babylm_sents,"In 2000, estimations suggested LUCA existed 3.5 to 3.8 billion years ago in the Paleoarchean era, a few hundred million years before the earliest fossil evidence of life, for which there are several candidates ranging in age from 3.48 to 4.28 billion years ago.",5299753,a few hundred million years,DT JJ CD CD NNS,a,few,hundred & million,years,NA,6,0.30465015210777924
babylm_sents,"The evening before, he had left Augsburg a good many miles behind.",5299883,a good many miles,DT JJ CD NNS,a,good,many,miles,NA,5,0.318122555410691
babylm_sents,a few more minutes .,5300342,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,no a few more minutes .,5300345,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,alex a few more minutes be patient or you can't get prizes .,5300370,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,in a few more minutes you can take it off and then we're gonna go for a walk .,5302064,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,"lived here a good many years, too.",5356240,a good many years,DT JJ CD NNS,a,good,many,years,NA,21,0.18252933507170796
babylm_sents,"Complex eyes seem to have first evolved in a few million years, in the rapid burst of evolution known as the Cambrian explosion.",5360499,a few million years,DT JJ CD NNS,a,few,million,years,NA,13,0.2333767926988266
babylm_sents,donned a few hundred dollars’ worth of clothes and joined the Easter,5378639,a few hundred dollars,DT JJ CD NNS,a,few,hundred,dollars,NA,12,0.24424163407214255
babylm_sents,The Countess turned on a few more pages and prepared to write up,5386379,a few more pages,DT JJ CD NNS,a,few,more,pages,NA,2,0.43068231203824425
babylm_sents,Data can only be written to and read from a device a few thousand times.,5397584,a few thousand times,DT JJ CD NNS,a,few,thousand,times,NA,2,0.44111255975662755
babylm_sents,"Just a few million years ago, a giant shark called ""Megalodon"" swam in the seas.",5398088,a few million years,DT JJ CD NNS,a,few,million,years,NA,13,0.2333767926988266
babylm_sents,A few hundred yards from the castle.,5417884,a few hundred yards,DT JJ CD NNS,A,few,hundred,yards,NA,35,0.12255541069100391
babylm_sents,"When I went on the Oprah show and I told a few million people that we were grinding up cows and feeding cows, they sued Oprah, Harpo Productions and myself for six years in court.",5433627,a few million people,DT JJ CD NNS,a,few,million,people,NA,3,0.3646240764884833
babylm_sents,St Minver village is 3 miles (5 kilometres) north of Wadebridge a few hundred yards west of the B3314 Wadebridge to Delabole road.,5437630,a few hundred yards,DT JJ CD NNS,a,few,hundred,yards,NA,35,0.12255541069100391
babylm_sents,"And then there would be a few more trees around the, the back area if you like of the erm er marketplace.",5463038,a few more trees,DT JJ CD NNS,a,few,more,trees,NA,2,0.4367666232073012
babylm_sents,"cool a few hundred yards up from the surface of the planet, and dankly",5479502,a few hundred yards,DT JJ CD NNS,a,few,hundred,yards,NA,35,0.12255541069100391
babylm_sents,"They shot the space ship toward it, and halted a few hundred miles",5480369,a few hundred miles,DT JJ CD NNS,a,few,hundred,miles,NA,7,0.2898739678400695
babylm_sents,Why don't you reconsider and stay for a few more days.,5487099,a few more days,DT JJ CD NNS,a,few,more,days,NA,70,0.07301173402868318
babylm_sents,When I was eighteen I came in contact with the Catholic Crusade which was a rather left wing Christian Socialist Organization and I found that their attitude to problems contained the answers for which I had been searching for a good many years  tell me when you want me to raise something.,5490335,a good many years,DT JJ CD NNS,a,good,many,years,NA,21,0.18252933507170796
babylm_sents,"The long half-life of 40K is more than a billion years, so the method is used to calculate the absolute age of samples much older than a few thousand years.",5494776,a few thousand years,DT JJ CD NNS,a,few,thousand,years,NA,21,0.17340286831812254
babylm_sents,a good many notions to school with her that were not at all in,5540295,a good many notions,DT JJ CD NNS,a,good,many,notions,NA,2,0.4611038678835289
babylm_sents,the news'll be over in a few more minutes ?,5549264,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,The three different dividing points are within a few million years of each other.,5553964,a few million years,DT JJ CD NNS,a,few,million,years,NA,13,0.2333767926988266
babylm_sents,just a few more minutes ?,5555562,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,five reminded them that they were still a good many miles away from,5560864,a good many miles,DT JJ CD NNS,a,good,many,miles,NA,5,0.318122555410691
babylm_sents,"get a good many things dry after a selection like that, especially on a",5597086,a good many things,DT JJ CD NNS,a,good,many,things,NA,14,0.22164276401564537
babylm_sents,"The first goal is to give you a little bit of literacy and a few more techniques so at least you've heard of things like bypar type matching, and the maximum flow problem, and your aware that there are good algorithms for those sorts of problems.",5610905,a few more techniques,DT JJ CD NNS,a,few,more,techniques,NA,2,0.4358974358974359
babylm_sents,hills that rise a few hundred feet above the sea level.,5613932,a few hundred feet,DT JJ CD NNS,a,few,hundred,feet,NA,14,0.2094741416775315
babylm_sents,"""I entered for a good many things,"" said he, ""in order that I might go",5647144,a good many things,DT JJ CD NNS,a,good,many,things,NA,14,0.22164276401564537
babylm_sents,Isidore started on September 24 a few hundred miles south of Cape Verde.,5647440,a few hundred miles,DT JJ CD NNS,a,few,hundred,miles,NA,7,0.2898739678400695
babylm_sents,it's time to get this off no but i still gotta wear it for a few more minutes ?,5655775,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,"out-of-the-way places, and I have met a great many people.",5665161,a great many people,DT JJ CD NNS,a,great,many,people,NA,37,0.10734463276836158
babylm_sents,I remain dazzled by how much computing power I can buy today for a few hundred dollars.,5665413,a few hundred dollars,DT JJ CD NNS,a,few,hundred,dollars,NA,12,0.24424163407214255
babylm_sents,"But a lot of people buy a second hand car privately, and there are pages of these in the Nottingham Evening Post every day you know where people are paying a few hundred pounds, or it may be a few thousand pounds, for a second hand car.",5665524,a few thousand pounds,DT JJ CD NNS,a,few,thousand,pounds,NA,3,0.37244676227727075
babylm_sents,"Er oh, before we do that let's just n just listen to a few more seconds of this tape.",5665997,a few more seconds,DT JJ CD NNS,a,few,more,seconds,NA,23,0.15471534115601912
babylm_sents,"""That hasn't been his name for a good many years.",5694405,a good many years,DT JJ CD NNS,a,good,many,years,NA,21,0.18252933507170796
babylm_sents,"By the beginning of 1995, Viola was sold to Valencia, but remained for a further six months in Corinthians - the winning the Campeonato Paulista and the Copa do Brasil.",5695838,a further six months,DT JJ CD NNS,a,further,six,months,NA,2,0.44893524554541503
babylm_sents,he suspects we could use it for a few more months .,5704248,a few more months,DT JJ CD NNS,a,few,more,months,NA,8,0.2733594089526293
babylm_sents,It was a good two weeks.,5706890,a good two weeks,DT JJ CD NNS,a,good,two,weeks,NA,2,0.46371142981312474
babylm_sents,Perhaps after some more wine and I have sung you a few more songs.,5727281,a few more songs,DT JJ CD NNS,a,few,more,songs,NA,3,0.3698392003476749
babylm_sents,alex shut that off for a few more minutes okay !,5751655,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,you can watch in two seconds just a few more minutes .,5751720,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,Let me pull it through a few more times.,5755850,a few more times,DT JJ CD NNS,a,few,more,times,NA,14,0.21555845284658845
babylm_sents,"He followed this up with a further two goals against former employers Hibernian at Easter Road on 28 September 2008, then adding his sixth goal back in a Rangers shirt at Rugby Park in a 4-0 win over Kilmarnock.",5762399,a further two goals,DT JJ CD NNS,a,further,two,goals,NA,3,0.3763581051716645
babylm_sents,"Burl sped on for a few hundred yards, and stopped.",5765101,a few hundred yards,DT JJ CD NNS,a,few,hundred,yards,NA,35,0.12255541069100391
babylm_sents,A few more feet and we're home free.,5788530,a few more feet,DT JJ CD NNS,A,few,more,feet,NA,3,0.3672316384180791
babylm_sents,no no we need it on for a few more minutes .,5812142,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,"Then he told me that he had saved up a few hundred dollars, and wanted",5814242,a few hundred dollars,DT JJ CD NNS,a,few,hundred,dollars,NA,12,0.24424163407214255
babylm_sents,This review found evidence for four genera of ichthyosaur only a few million years before the extinction event.,5830764,a few million years,DT JJ CD NNS,a,few,million,years,NA,13,0.2333767926988266
babylm_sents,This means that there was still diversity in ichthyosaurs a few million years before the extinction event.,5830772,a few million years,DT JJ CD NNS,a,few,million,years,NA,13,0.2333767926988266
babylm_sents,Just a few hundred yards from this holy place.,5836175,a few hundred yards,DT JJ CD NNS,a,few,hundred,yards,NA,35,0.12255541069100391
babylm_sents,"A good many folks don't become Christians, and",5861128,a good many folks,DT JJ CD NNS,A,good,many,folks,NA,3,0.38157322903085616
babylm_sents,A few more steps,5869151,a few more steps,DT JJ CD NNS,A,few,more,steps,NA,10,0.2585832246849196
babylm_sents,"I mean were we talking about you know, I suppose a quick five minutes feedback but then you know, five minutes in three months time.",5876801,a quick five minutes,DT JJ CD NNS,a,quick,five,minutes,NA,2,0.49500217296827465
babylm_sents,[Bob] I'll get us a few more men.,5891785,a few more men,DT JJ CD NNS,a,few,more,men,NA,3,0.368535419382877
babylm_sents,Let's stick here a few more days,5896646,a few more days,DT JJ CD NNS,a,few,more,days,NA,70,0.07301173402868318
babylm_sents,"The other aspect Mr Mayor that I, that I want t to dwell on is the thing about  housing benefits themselves, there's been a lot of talk by a lot of speakers about benefits and  er means testing in the years gone by and well okay I'll give councillor  a few more years than I have, I don't remember the forties because I was born towards the end of them but, y'know, maybe that happened.",5905312,a few more years,DT JJ CD NNS,a,few,more,years,NA,22,0.16427640156453716
babylm_sents,"Right, we can add a few more days.",5907273,a few more days,DT JJ CD NNS,a,few,more,days,NA,70,0.07301173402868318
babylm_sents,"I'm sorry, we actually have to [take] a few more questions in just a couple minutes, so we're going to have to move on.",5927690,a few more questions,DT JJ CD NNS,a,few,more,questions,NA,17,0.1899174272055628
babylm_sents,oh why don't we just stay for a few more minutes because ryan's gonna go soon .,5958214,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,- lf you'd like a few more minutes to decide...,5971978,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,"Well, we still have a few more minutes until I have to go.",5972910,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,- If you'd like a few more minutes to decide...,5974511,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,"Well, we still have a few more minutes until I have to go.",5975455,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,"Ah, a few more minutes.",5977925,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,I think it's er  wants a few more minutes so,5978752,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,We take a dummy capsule a couple hundred miles out.,5997617,a couple hundred miles,DT JJ CD NNS,a,couple,hundred,miles,NA,2,0.4028683181225554
