sentence_idx,construction,pos,DT,ADJ,NUMERAL,NOUN,n,percent
476521,a grim papa and three grimmer maiden aunts,ARTICLE JJ NN CC CD JJR NN NNS,a,grim papa and,three,grimmer maiden aunts,2,0.7185457516339869
736969,a negative 8x times,ARTICLE JJ CD NNS,a,negative,8x,times,2,0.7283496732026143
815596,another little boy many years,ARTICLE JJ NN FEW NNS,another,little boy,many,years,2,0.7226307189542484
882136,a personal best 30 rebounds,ARTICLE JJ JJS CD NNS,a,personal best,30,rebounds,2,0.7348856209150327
888596,an unexpected twelve months,ARTICLE JJ CD NNS,an,unexpected,twelve,months,2,0.7487745098039216
929614,a quiet and delightful hundred years,ARTICLE JJ CC JJ CD NNS,a,quiet and delightful,hundred,years,2,0.7373366013071896
936697,a particular few types,ARTICLE JJ FEW NNS,a,particular,few,types,2,0.7340686274509803
970597,a different color-- 1.35 times,ARTICLE JJ NN CD NNS,a,different color--,1.35,times,2,0.7136437908496732
971038,a different color-- 2 times,ARTICLE JJ NN CD NNS,a,different color--,2,times,2,0.7136437908496732
1003403,"a potential 40,000 secondary jobs",ARTICLE JJ CD JJ NNS,a,potential,"40,000",secondary jobs,2,0.735702614379085
1057955,a then career - high 12 points,ARTICLE RB NN HYPH JJ CD NNS,a,then career - high,12,points,2,0.7463235294117647
1058036,a then career - high 21 points,ARTICLE RB NN HYPH JJ CD NNS,a,then career - high,21,points,2,0.7463235294117647
1180348,a grueling 10 - round points,ARTICLE JJ CD HYPH NN NNS,a,grueling,10 -,round points,2,0.7193627450980392
1189492,a similar project several years,ARTICLE JJ NN FEW NNS,a,similar project,several,years,2,0.7397875816993464
1342394,a grim papa and three grimmer maiden aunts,ARTICLE JJ NN CC CD JJR NN NNS,a,grim papa and,three,grimmer maiden aunts,2,0.7185457516339869
1418995,an approximate 1.8 million people,ARTICLE JJ CD CD NNS,an,approximate,1.8 million,people,2,0.7054738562091504
1600687,an astounding 1022 points,ARTICLE JJ CD NNS,an,astounding,1022,points,2,0.7062908496732027
1606843,a long time and 299 hotel rooms,ARTICLE JJ NN CC CD NN NNS,a,long time and,299,hotel rooms,2,0.7250816993464052
1657079,a decimal point two places,ARTICLE JJ NN CD NNS,a,decimal point,two,places,2,0.7128267973856209
1658032,a decimal point two places,ARTICLE JJ NN CD NNS,a,decimal point,two,places,2,0.7128267973856209
1669448,a healthy hundred yards,ARTICLE JJ CD NNS,a,healthy,hundred,yards,2,0.7209967320261438
1746336,a happy three weeks,ARTICLE JJ CD NNS,a,happy,three,weeks,2,0.7201797385620915
1896189,a successful two days,ARTICLE JJ CD NNS,a,successful,two,days,2,0.7446895424836601
2044539,a constant 5 degrees,ARTICLE JJ CD NNS,a,constant,5,degrees,2,0.7120098039215687
2222435,a little girl four thousand years,ARTICLE JJ NN CD CD NNS,a,little girl,four thousand,years,2,0.7234477124183006
2341172,a special three - weeks,ARTICLE JJ CD HYPH NNS,a,special,three -,weeks,2,0.7422385620915033
2366504,an unprecedented three consecutive covers,ARTICLE JJ CD JJ NNS,an,unprecedented,three,consecutive covers,2,0.7495915032679739
2396100,a brief two days,ARTICLE JJ CD NNS,a,brief,two,days,2,0.7095588235294118
2494532,a quiet and delightful hundred years,ARTICLE JJ CC JJ CD NNS,a,quiet and delightful,hundred,years,2,0.7373366013071896
2498115,a successful three years,ARTICLE JJ CD NNS,a,successful,three,years,2,0.7446895424836601
2656775,an awful lot more cars,ARTICLE JJ NN FEW NNS,an,awful lot,more,cars,2,0.7079248366013072
2747034,a personal best three sacks,ARTICLE JJ JJS CD NNS,a,personal best,three,sacks,2,0.7348856209150327
2789896,an annual 7 days,ARTICLE JJ CD NNS,An,annual,7,days,2,0.7046568627450981
2881601,an overall 27 seasons,ARTICLE JJ CD NNS,an,overall,27,seasons,2,0.733251633986928
2914788,"an approximate 25,000 homes",ARTICLE JJ CD NNS,an,approximate,"25,000",homes,2,0.7054738562091504
2921877,a normalized vector formula_82 and projection operators,ARTICLE VBN NN CD CC NN NNS,a,normalized vector,formula_82 and,projection operators,2,0.7291666666666666
2921894,a normalized vector formula_97 and projection operators,ARTICLE VBN NN CD CC NN NNS,a,normalized vector,formula_97 and,projection operators,2,0.7291666666666666
3094636,a long time and two arms,ARTICLE JJ NN CC CD NNS,A,long time and,two,arms,2,0.7250816993464052
3174479,a certain fourteen points,ARTICLE JJ CD NNS,A,certain,fourteen,points,2,0.7111928104575164
3634505,a moderate 84 beats,ARTICLE JJ CD NNS,a,moderate,84,beats,2,0.7267156862745098
3661246,an annual 3.5 million visitors,ARTICLE JJ CD CD NNS,an,annual,3.5 million,visitors,2,0.7046568627450981
3711916,an unexpected 15 points,ARTICLE JJ CD NNS,an,unexpected,15,points,2,0.7487745098039216
3722898,a tropical storm six hours,ARTICLE JJ NN CD NNS,a,tropical storm,six,hours,2,0.747140522875817
3741348,a at least four times,ARTICLE IN JJS CD NNS,a,at least,four,times,2,0.7071078431372549
3897449,a long history and many different dialects,ARTICLE JJ NN CC FEW JJ NNS,a,long history and,many,different dialects,2,0.7242647058823529
3960576,a brief ten days,ARTICLE JJ CD NNS,a,brief,ten,days,2,0.7095588235294118
4019353,"a square , ten miles","ARTICLE JJ , CD NNS",a,"square ,",ten,miles,2,0.7430555555555556
4462895,an awful lot more trees,ARTICLE JJ NN FEW NNS,an,awful lot,more,trees,2,0.7079248366013072
4666307,a particular few words,ARTICLE JJ FEW NNS,a,particular,few,words,2,0.7340686274509803
4679092,a wonderful three years,ARTICLE JJ CD NNS,a,wonderful,three,years,2,0.7512254901960784
4697083,a similar project eleven years,ARTICLE JJ NN CD NNS,a,similar project,eleven,years,2,0.7397875816993464
4718475,a at least two years,ARTICLE RB JJS CD NNS,a,at least,two,years,2,0.7071078431372549
4744250,an older sister and four brothers,ARTICLE JJR NN CC CD NNS,an,older sister and,four,brothers,2,0.7324346405228758
5135436,a potential seventy thousand patients,ARTICLE JJ CD CD NNS,a,potential,seventy thousand,patients,2,0.735702614379085
5310550,a moderate 86 beats,ARTICLE JJ CD NNS,a,moderate,86,beats,2,0.7267156862745098
5545269,an astounding 30 billion apps,ARTICLE JJ CD CD NNS,an,astounding,30 billion,apps,2,0.7062908496732027
5602216,a tropical storm 12 hours,ARTICLE JJ NN CD NNS,a,tropical storm,12,hours,2,0.747140522875817
5700431,a constant hundred feet,ARTICLE JJ CD NNS,a,constant,hundred,feet,2,0.7120098039215687
5703760,an easy two marks,ARTICLE JJ CD NNS,an,easy,two,marks,2,0.7144607843137255
5762776,an even 250 pounds,ARTICLE JJ CD NNS,an,even,250,pounds,2,0.7152777777777778
5931365,a happy two weeks,ARTICLE JJ CD NNS,a,happy,two,weeks,2,0.7201797385620915
6516314,a gentle 20 miles,ARTICLE JJ CD NNS,a,gentle,20,miles,2,0.7160947712418301
6525014,a gentle 20 miles,ARTICLE JJ CD NNS,a,gentle,20,miles,2,0.7160947712418301
6752954,a little boy three years,ARTICLE JJ NN CD NNS,a,little boy,three,years,2,0.7226307189542484
6828721,a smaller more skilled group of people,ARTICLE JJR FEW JJ NN IN NNS,a,smaller,more,skilled group of people,2,0.741421568627451
6844530,an official 202 1/4 pounds,ARTICLE JJ CD CD NNS,an,official,202 1/4,pounds,2,0.7299836601307189
6844602,an official 238 pounds,ARTICLE JJ CD NNS,an,official,238,pounds,2,0.7299836601307189
6909403,an older sister and 2 half -,ARTICLE JJR NN CC CD NN NNS,an,older sister and,2,half -,2,0.7324346405228758
6935025,"a square , 12,000 kilometres","ARTICLE JJ , CD NNS",a,"square ,","12,000",kilometres,2,0.7430555555555556
6996512,an easy eight to twelve weeks,ARTICLE JJ CD TO CD NNS,an,easy,eight to twelve,weeks,2,0.7144607843137255
7055886,a negative 50 degrees,ARTICLE JJ CD NNS,a,negative,50,degrees,2,0.7283496732026143
7190262,a mandatory five years,ARTICLE JJ CD NNS,a,mandatory,five,years,2,0.7258986928104575
7196405,a small beginning 182 years,ARTICLE JJ NN CD NNS,a,small beginning,182,years,2,0.7406045751633987
7221973,a central passage and three chambers,ARTICLE JJ NN CC CD NNS,a,central passage and,three,chambers,2,0.7103758169934641
7225644,a central passage and three chambers,ARTICLE JJ NN CC CD NNS,a,central passage and,three,chambers,2,0.7103758169934641
7245978,a big three - dimensional mass of cells,ARTICLE JJ CD HYPH JJ NN IN NNS,a,big,three -,dimensional mass of cells,2,0.7087418300653595
7420512,a small beginning 182 years,ARTICLE JJ NN CD NNS,a,small beginning,182,years,2,0.7406045751633987
7491338,a wonderful few hours,ARTICLE JJ FEW NNS,a,wonderful,few,hours,2,0.7512254901960784
7506279,a strange one incidental autopsy findings,ARTICLE JJ CD JJ NN NNS,a,strange,one,incidental autopsy findings,2,0.7438725490196079
7525637,a very young 92 years,ARTICLE RB JJ CD NNS,a,very young,92,years,2,0.7504084967320261
8087329,"a sudden , two years","ARTICLE JJ , CD NNS",a,"sudden ,",two,years,2,0.7455065359477124
8096160,a certain few classics,ARTICLE JJ FEW NNS,a,certain,few,classics,2,0.7111928104575164
8202850,a mandatory 25 years,ARTICLE JJ CD NNS,a,mandatory,25,years,2,0.7258986928104575
8690779,an interesting first 20 minutes,ARTICLE JJ JJ CD NNS,an,interesting first,20,minutes,2,0.7218137254901961
8692704,an interesting first 20 minutes,ARTICLE JJ JJ CD NNS,an,interesting first,20,minutes,2,0.7218137254901961
8832614,a great present two mediums,ARTICLE JJ NN CD NNS,a,great present,two,mediums,2,0.7177287581699346
8833014,a great present two mediums,ARTICLE JJ NN CD NNS,a,great present,two,mediums,2,0.7177287581699346
8975365,a second dredge 150 tons,ARTICLE JJ NN CD NNS,a,second dredge,150,tons,2,0.7381535947712419
8975992,a second dredge 150 tons,ARTICLE JJ NN CD NNS,a,second dredge,150,tons,2,0.7381535947712419
9096216,a healthy 126 ounces,ARTICLE JJ CD NNS,a,healthy,126,ounces,2,0.7209967320261438
9303987,a pretty bad car accident two weeks,ARTICLE RB JJ NN NN CD NNS,a,pretty bad car accident,two,weeks,2,0.7365196078431373
9309434,an unbearable 4 months,ARTICLE JJ CD NNS,an,unbearable,4,months,2,0.7479575163398693
9319290,a pretty bad car accident two weeks,ARTICLE RB JJ NN NN CD NNS,a,pretty bad car accident,two,weeks,2,0.7365196078431373
9594469,an old man and two boys,ARTICLE JJ NN CC CD NNS,An,old man and,two,boys,2,0.7308006535947712
9594470,an old man and two boys,ARTICLE JJ NN CC CD NNS,An,old man and,two,boys,2,0.7308006535947712
9805990,an unbearable 4 months,ARTICLE JJ CD NNS,an,unbearable,4,months,2,0.7479575163398693
9814951,a second language three nights,ARTICLE JJ NN CD NNS,a,second language,three,nights,2,0.7389705882352942
9816248,a second language three nights,ARTICLE JJ NN CD NNS,a,second language,three,nights,2,0.7389705882352942
10325914,a long history and many names,ARTICLE JJ NN CC FEW NNS,a,long history and,many,names,2,0.7242647058823529
10355080,a naturalized citizen three years,ARTICLE JJ NN CD NNS,a,naturalized citizen,three,years,2,0.7275326797385621
10355895,a naturalized citizen three years,ARTICLE JJ NN CD NNS,a,naturalized citizen,three,years,2,0.7275326797385621
10567796,a big nine inch nails,ARTICLE JJ CD NN NNS,a,big,nine,inch nails,2,0.7087418300653595
10684204,a grueling two weeks,ARTICLE JJ CD NNS,a,grueling,two,weeks,2,0.7193627450980392
10738805,a strange two days,ARTICLE JJ CD NNS,a,strange,two,days,2,0.7438725490196079
10811682,a good like six months,ARTICLE JJ UH CD NNS,a,good like,six,months,2,0.7169117647058824
10812753,a good like six months,ARTICLE JJ UH CD NNS,a,good like,six,months,2,0.7169117647058824
11566219,an overall 59 points,ARTICLE JJ CD NNS,an,overall,59,points,2,0.733251633986928
12974,an english former professional snooker player and six - times,ARTICLE JJ JJ JJ NN NN CC CD HYPH NNS,an,english former professional snooker player and,six -,times,1,0.8014705882352942
14222,an uneventful few months,ARTICLE JJ FEW NNS,an,uneventful,few,months,1,0.9767156862745098
38009,a small oil study and several drawings,ARTICLE JJ NN NN CC FEW NNS,a,small oil study and,several,drawings,1,0.9526143790849673
40111,a club - record 109 games,ARTICLE NN HYPH RECORD CD NNS,a,club - record,109,games,1,0.7814542483660131
54935,a professional basketball arena and many other sport facilities,ARTICLE JJ NN NN CC FEW JJ NN NNS,a,professional basketball arena and,many,other sport facilities,1,0.9162581699346405
66370,a manual 14.8 seconds,ARTICLE JJ CD NNS,a,manual,14.8,seconds,1,0.8794934640522876
87096,a hulking 261 pounds,ARTICLE JJ CD NNS,a,hulking,261,pounds,1,0.8427287581699346
91528,a new site 65 meters,ARTICLE JJ NN CD NNS,a,new site,65,meters,1,0.8921568627450981
121316,a certain fatal three days,ARTICLE JJ JJ CD NNS,a,certain fatal,three,days,1,0.7765522875816994
131301,a large head and two thick ears,ARTICLE JJ NN CC CD JJ NNS,a,large head and,two,thick ears,1,0.8545751633986928
140934,a great festival three days,ARTICLE JJ NN CD NNS,a,great festival,three,days,1,0.8325163398692811
175893,a very impressive 32 goals,ARTICLE RB JJ CD NNS,a,very impressive,32,goals,1,0.9861111111111112
183850,a future four lands,ARTICLE JJ CD NNPS,a,future,four,lands,1,0.8235294117647058
189241,a standard three or four sheets,ARTICLE JJ CD CC CD NNS,a,standard,three or four,sheets,1,0.9595588235294118
193686,a separate one thousand five hundred pounds,ARTICLE JJ CD CD CD CD NNS,a,separate,one thousand five hundred,pounds,1,0.940359477124183
204737,a miniature sleigh and eight tiny reindeer,ARTICLE JJ NN CC CD JJ NNS,a,miniature sleigh and,eight,tiny reindeer,1,0.8831699346405228
207905,a nationally known icon and many businesses,ARTICLE RB VBN NN CC FEW NNS,a,nationally known icon and,many,businesses,1,0.8884803921568627
220064,a petty officer and four seamen,ARTICLE JJ NN CC CD NNS,a,petty officer and,four,seamen,1,0.9064542483660131
229503,a distant 30 games,ARTICLE JJ CD NNS,a,distant,30,games,1,0.7965686274509803
259194,a young soldier and two women,ARTICLE JJ NN CC CD NNS,a,young soldier and,two,women,1,1
265511,a huge surf eighty miles,ARTICLE JJ NN CD NNS,a,huge surf,eighty,miles,1,0.8419117647058824
269489,an annualized 15 billion gallons,ARTICLE VBN CD CD NNS,an,annualized,15 billion,gallons,1,0.7581699346405228
272286,a great pillar four days,ARTICLE JJ NN CD NNS,a,great pillar,four,days,1,0.8353758169934641
275060,a constant sometimes eight colors,ARTICLE JJ RB CD NNS,a,constant sometimes,eight,colors,1,0.7863562091503268
278022,a swift 12 feet,ARTICLE JJ CD NNS,a,swift,12,feet,1,0.9656862745098039
288176,an orange dwarf star 37 light years,ARTICLE JJ NN NN CD NN NNS,an,orange dwarf star,37,light years,1,0.9015522875816994
289262,a wizened little man and two ladies,ARTICLE JJ JJ NN CC CD NNS,A,wizened little man and,two,ladies,1,0.997140522875817
303658,a heavy man and two big rocks,ARTICLE JJ NN CC CD JJ NNS,a,heavy man and,two,big rocks,1,0.8386437908496732
312575,a good wow f forty five minutes,ARTICLE JJ UH NN CD CD NNS,a,good wow f,forty five,minutes,1,0.8300653594771242
313443,a little rowan tree and four alder bushes,ARTICLE JJ NN NN CC CD NN NNS,a,little rowan tree and,four,alder bushes,1,0.8680555555555556
323410,a rich cultural heritage and many locations,ARTICLE JJ JJ NN CC FEW NNS,a,rich cultural heritage and,many,locations,1,0.9301470588235294
324283,a twinkling twenty miles,ARTICLE JJ CD NNS,a,twinkling,twenty,miles,1,0.9746732026143791
354995,an elongated oval form 12.5 km,ARTICLE JJ JJ NN CD NNS,an,elongated oval form,12.5,km,1,0.8002450980392157
360393,a chilly 248 degrees,ARTICLE JJ CD NNS,a,chilly,248,degrees,1,0.7785947712418301
360764,a colossal 5 stories,ARTICLE JJ CD NNS,a,colossal,5,stories,1,0.7834967320261438
368554,an iron - bound club three or four feet,ARTICLE NN HYPH VBN NN CD CC CD NNS,an,iron - bound club,three or four,feet,1,0.8504901960784313
387630,a real estate developer and several others,ARTICLE JJ NN NN CC FEW NNS,a,real estate developer and,several,others,1,0.9203431372549019
388051,a great log twenty or thirty steps,ARTICLE JJ NN CD CC CD NNS,a,great log,twenty or thirty,steps,1,0.8337418300653595
388434,a dead spider five times,ARTICLE JJ NN CD NNS,a,dead spider,five,times,1,0.7916666666666666
394798,a married man 40 years,ARTICLE JJ NN CD NNS,a,married man,40,years,1,0.8803104575163399
401200,a whole candle and three or four pieces,ARTICLE JJ NN CC CD CC CD NNS,a,whole candle and,three or four,pieces,1,0.9955065359477124
402955,a steep clay hill twenty or thirty feet,ARTICLE JJ NN NN CD CC CD NNS,a,steep clay hill,twenty or thirty,feet,1,0.9603758169934641
404724,an optional 48 bits,ARTICLE JJ CD NNS,an,optional,48,bits,1,0.9007352941176471
406685,a public service 2 nights,ARTICLE JJ NN CD NNS,a,public service,2,nights,1,0.9187091503267973
415235,an atomic bomb test 10 years,ARTICLE JJ NN NN CD NNS,an,atomic bomb test,10,years,1,0.7606209150326797
424861,a low apr score several seasons,ARTICLE JJ NN NN FEW NNS,a,low apr score,several,seasons,1,0.8766339869281046
433980,an annual world convention and four symposia,ARTICLE JJ NN NN CC CD NNS,an,annual world convention and,four,symposia,1,0.7577614379084967
434159,a full - time official eleven years,ARTICLE JJ HYPH NN NN CD NNS,a,full - time official,eleven,years,1,0.8202614379084967
434527,a weekly basis two years,ARTICLE JJ NN CD NNS,a,weekly basis,two,years,1,0.9926470588235294
444509,a great kingdom and three sons,ARTICLE JJ NN CC CD NNS,a,great kingdom and,three,sons,1,0.8329248366013072
445951,a little body and two little hands,ARTICLE JJ NN CC CD JJ NNS,a,little body and,two,little hands,1,0.863562091503268
464743,a giant triangle and three squares,ARTICLE JJ NN CC CD NNS,a,giant triangle and,three,squares,1,0.8255718954248366
506053,a protracted three or four years,ARTICLE JJ CD CC CD NNS,a,protracted,three or four,years,1,0.9174836601307189
511111,a fine beast fourteen hands,ARTICLE JJ NN CD NNS,a,fine beast,fourteen,hands,1,0.8129084967320261
517682,a fair and beloved wife and several lovely children,ARTICLE JJ CC JJ NN CC FEW JJ NNS,a,fair and beloved wife and,several,lovely children,1,0.8088235294117647
518355,a paling six feet,ARTICLE JJ CD NNS,a,paling,six,feet,1,0.9044117647058824
551416,a little town fifteen miles,ARTICLE JJ NN CD NNS,a,little town,fifteen,miles,1,0.869281045751634
554282,a new control system and more levels,ARTICLE JJ NN NN CC FEW NNS,a,new control system and,more,levels,1,0.8913398692810458
554300,a poor lame wife and thirteen children,ARTICLE JJ JJ NN CC CD NNS,a,poor lame wife and,thirteen,children,1,0.9109477124183006
563535,a little provincial town three months,ARTICLE JJ JJ NN CD NNS,a,little provincial town,three,months,1,0.8676470588235294
591689,a cheap hall bedroom and two art lessons,ARTICLE JJ NN NN CC CD NN NNS,a,cheap hall bedroom and,two,art lessons,1,0.7777777777777778
601658,a small plateau 1798 m,ARTICLE JJ NN CD NNS,a,small plateau,1798,m,1,0.9530228758169934
608321,a fine eighteen months,ARTICLE JJ CD NNS,a,fine,eighteen,months,1,0.8125
619017,"a collective 8,000 spots",ARTICLE JJ CD NNS,a,collective,"8,000",spots,1,0.7830882352941176
622773,a difficult question sentence answer sentence question sentence length three marks,ARTICLE JJ NN NN NN NN NN NN NN CD NNS,a,difficult question sentence answer sentence question sentence length,three,marks,1,0.7949346405228758
637382,a second one eighteen months,ARTICLE JJ NN CD NNS,a,second one,eighteen,months,1,0.9379084967320261
638444,a prominent hill 1.5 miles,ARTICLE JJ NN CD NNS,a,prominent hill,1.5,miles,1,0.9170751633986928
643629,an international 60 metres,ARTICLE JJ CD NNS,an,international,60,metres,1,0.8492647058823529
676623,a high school and several other institutions,ARTICLE JJ NN CC FEW JJ NNS,a,high school and,several,other institutions,1,0.8394607843137255
690769,a recumbent half - moon and two stars,ARTICLE JJ JJ HYPH NN CC CD NNS,a,recumbent half - moon and,two,stars,1,0.9236111111111112
711598,an accumulative 44 years,ARTICLE JJ CD NNS,an,accumulative,44,years,1,0.7532679738562091
717335,a huge old brown trout ten times,ARTICLE JJ JJ NN NN CD NNS,a,huge old brown trout,ten,times,1,0.8415032679738562
723808,a narrow crack ten yards,ARTICLE JJ NN CD NNS,a,narrow crack,ten,yards,1,0.8868464052287581
725296,a mammoth four tons,ARTICLE JJ CD NNS,a,mammoth,four,tons,1,0.8790849673202614
733253,a large parent comet several centuries,ARTICLE JJ NN NN FEW NNS,a,large parent comet,several,centuries,1,0.8566176470588235
753679,a very good forcep two or three punches,ARTICLE RB JJ NN CD CC CD NNS,a,very good forcep,two or three,punches,1,0.985702614379085
755444,a tournament - best seven goals,ARTICLE NN HYPH JJS CD NNS,a,tournament - best,seven,goals,1,0.9726307189542484
785670,a crucial three points,ARTICLE JJ CD NNS,a,crucial,three,points,1,0.7883986928104575
788282,a small village and parish situated 8 miles,ARTICLE JJ NN CC NN VBN CD NNS,a,small village and parish situated,8,miles,1,0.9546568627450981
791649,an audacious shot 30 yards,ARTICLE JJ NN CD NNS,an,audacious shot,30,yards,1,0.761437908496732
805856,a confirmed drunkard twenty years,ARTICLE VBN NN CD NNS,a,confirmed drunkard,twenty,years,1,0.7851307189542484
811179,a very pretty lake several miles,ARTICLE RB JJ NN FEW NNS,a,very pretty lake,several,miles,1,0.9889705882352942
812215,a long gun and several swivel guns,ARTICLE JJ NN CC FEW JJ NNS,a,long gun and,several,swivel guns,1,0.8733660130718954
837469,a marvelous like two nights,ARTICLE JJ UH CD NNS,a,marvelous like,two,nights,1,0.880718954248366
854752,an inner bridge and two outer bridges,ARTICLE JJ NN CC CD JJ NNS,an,inner bridge and,two,outer bridges,1,0.8472222222222222
864747,a direct current overhead power supply 600 volts,ARTICLE JJ JJ JJ NN NN CD NNS,a,direct current overhead power supply,600,volts,1,0.795751633986928
868864,a large waggon and eight horses,ARTICLE JJ NN CC CD NNS,a,large waggon and,eight,horses,1,0.8578431372549019
870572,a fair wife and two children,ARTICLE JJ NN CC CD NNS,a,fair wife and,two,children,1,0.8092320261437909
879399,a very good few seasons,ARTICLE RB JJ FEW NNS,a,very good,few,seasons,1,0.9852941176470589
883710,a safe anchorage fifteen miles,ARTICLE JJ NN CD NNS,a,safe anchorage,fifteen,miles,1,0.9338235294117647
884736,"a little further out , two bear cubs","ARTICLE JJ RB RB , CD NN NNS",A,"little further out ,",two,bear cubs,1,0.8647875816993464
886534,a scandalous divorce six years,ARTICLE JJ NN CD NNS,a,scandalous divorce,six,years,1,0.934640522875817
906344,a little less sixteen candles,ARTICLE JJ JJR CD NNS,A,little less,sixteen,candles,1,0.866421568627451
912569,a popular top 40 outlet for years,ARTICLE JJ NN CD NN IN NNS,a,popular top,40,outlet for years,1,0.9121732026143791
918241,a superb 94 league appearances,ARTICLE JJ CD NN NNS,a,superb,94,league appearances,1,0.9636437908496732
934404,an audio cd and several dvds,ARTICLE JJ NN CC FEW NNS,an,audio cd and,several,dvds,1,0.7618464052287581
977985,a - dozen little ones,ARTICLE JJ FEW JJ NNS,a,-,dozen,little ones,1,0.7516339869281046
996623,a vague idea 50 years,ARTICLE JJ NN CD NNS,a,vague idea,50,years,1,0.9816176470588235
1003762,a superior geographical environment and many railways,ARTICLE JJ JJ NN CC FEW NNS,a,superior geographical environment and,many,railways,1,0.9640522875816994
1014465,a vast cake and several pumpkin pies,ARTICLE JJ NN CC FEW NN NNS,a,vast cake and,several,pumpkin pies,1,0.9824346405228758
1025773,an old father and two fryars,ARTICLE JJ NN CC CD NNS,an,old father and,two,fryars,1,0.8982843137254902
1034449,a large pine and several birches,ARTICLE JJ NN CC FEW NNS,a,large pine and,several,birches,1,0.8570261437908496
1035750,a monumental facade and two floors,ARTICLE JJ NN CC CD NNS,a,monumental facade and,two,floors,1,0.8852124183006536
1046039,a really nice three hours,ARTICLE RB JJ CD NNS,a,really nice,three,hours,1,0.9219771241830066
1057216,a court - appointed guardian three years,ARTICLE NN HYPH VBN NN CD NNS,a,court - appointed guardian,three,years,1,0.7871732026143791
1062593,a wind - aided 12.06 seconds,ARTICLE NN HYPH VBN CD NNS,a,wind - aided,12.06,seconds,1,0.9967320261437909
1096680,an outstanding second half fightback and five unanswered tries,ARTICLE JJ JJ NN NN CC CD JJ NNS,an,outstanding second half fightback and,five,unanswered tries,1,0.9027777777777778
1122189,a red oval - shaped embroidered item 1 3/8 inches,ARTICLE JJ NN HYPH JJ VBN NN CD CD NNS,A,red oval - shaped embroidered item,1 3/8,inches,1,0.9256535947712419
1148433,a cold few days,ARTICLE JJ FEW NNS,a,cold,few,days,1,0.7822712418300654
1166495,a broken leg and two or three bullets,ARTICLE VBN NN CC CD CC CD NNS,a,broken leg and,two or three,bullets,1,0.7720588235294118
1177119,a last few words,ARTICLE JJ FEW NNS,a,last,few,words,1,0.8590686274509803
1191070,a tough final two years,ARTICLE JJ JJ CD NNS,a,tough final,two,years,1,0.9722222222222222
1205026,a white blaze and three white feet,ARTICLE JJ NN CC CD JJ NNS,a,white blaze and,three,white feet,1,0.9934640522875817
1210569,a career - high and franchise record 525 passing yards,ARTICLE NN HYPH NN CC NN RECORD CD NN NNS,a,career - high and franchise record,525,passing yards,1,0.7741013071895425
1227520,an improvised speech several hours,ARTICLE VBN NN FEW NNS,an,improvised speech,several,hours,1,0.8451797385620915
1240447,a large arena and many people,ARTICLE JJ NN CC FEW NNS,a,large arena and,many,people,1,0.8537581699346405
1247908,a positive ten pounds,ARTICLE JJ CD NNS,a,positive,ten,pounds,1,0.9129901960784313
1256782,an american ship and three british ships,ARTICLE JJ NN CC CD JJ NNS,an,american ship and,three,british ships,1,0.7573529411764706
1263995,an awful three years,ARTICLE JJ CD NNS,an,awful,three,years,1,0.7630718954248366
1264078,a white star three times,ARTICLE JJ NN CD NNS,a,white star,three,times,1,0.9950980392156863
1267577,a scheduled flight four times,ARTICLE VBN NN CD NNS,a,scheduled flight,four,times,1,0.9350490196078431
1270300,a deep trench 3×5 metres,ARTICLE JJ NN CD NNS,A,deep trench,3×5,metres,1,0.7924836601307189
1270302,a single room 8×3 metres,ARTICLE JJ NN CD NNS,a,single room,8×3,metres,1,0.9505718954248366
1271309,a single character or two characters,ARTICLE JJ NN CC CD NNS,a,single character or,two,characters,1,0.948937908496732
1289407,"an expected 18,831 dwellings",ARTICLE JJ CD NNS,an,expected,"18,831",dwellings,1,0.8043300653594772
1290643,"a broad , low gradient glacier 8 nautical miles","ARTICLE JJ , JJ NN NN CD JJ NNS",a,"broad , low gradient glacier",8,nautical miles,1,0.7704248366013072
1292132,an intensive 20 hours,ARTICLE JJ CD NNS,an,intensive,20,hours,1,0.8488562091503268
1292682,a narrow deeply entrenched glacier 9 nautical miles,ARTICLE JJ RB VBN NN CD JJ NNS,a,narrow deeply entrenched glacier,9,nautical miles,1,0.8872549019607843
1292963,"a low , snow - covered promontory 7 nautical miles","ARTICLE JJ , NN HYPH VBN NN CD JJ NNS",a,"low , snow - covered promontory",7,nautical miles,1,0.8762254901960784
1293042,a small ice escarpment 7 nautical miles,ARTICLE JJ NN NN CD JJ NNS,a,small ice escarpment,7,nautical miles,1,0.9513888888888888
1295945,a small township 15 minutes,ARTICLE JJ NN CD NNS,a,small township,15,minutes,1,0.9538398692810458
1310978,a symmetrical three bays,ARTICLE JJ CD NNS,a,symmetrical,three,bays,1,0.9660947712418301
1336876,"a perfect record , 16 wins","ARTICLE JJ RECORD , CD NNS",a,"perfect record ,",16,wins,1,0.9060457516339869
1345777,a very different document 24 years,ARTICLE RB JJ NN CD NNS,a,very different document,24,years,1,0.9844771241830066
1365758,an armored brigade commander and two regimental commanders,ARTICLE JJ NN NN CC CD JJ NNS,an,armored brigade commander and,two,regimental commanders,1,0.7602124183006536
1369257,a full lectureship three years,ARTICLE JJ NN CD NNS,a,full lectureship,three,years,1,0.821078431372549
1398519,a brand new baby twenty years,ARTICLE RB JJ NN CD NNS,a,brand new baby,twenty,years,1,0.7679738562091504
