idx,construction,pos,DT,ADJ,NUMERAL,NOUN,n,percent
1462528,an additional four primary schools,ARTICLE JJ CD JJ NNS,an,additional,four,primary schools,2,0.7406045751633987
1523311,an additional 58 branches,ARTICLE JJ CD NNS,an,additional,58,branches,2,0.6891339869281046
1609071,a club - low 726 penalty minutes,ARTICLE NN HYPH JJ CD NN NNS,a,club - low,726,penalty minutes,2,0.7365196078431373
1609098,a league - high five players,ARTICLE NN HYPH JJ CD NNS,a,league - high,five,players,2,0.7373366013071896
1657466,an estimated 49 thousand cases,ARTICLE VBN CD CD NNS,an,estimated,49 thousand,cases,2,0.6907679738562091
1794386,an estimated 100 to 120 thousand jews,ARTICLE VBN CD TO CD CD NNPS,An,estimated,100 to 120 thousand,jews,2,0.7144607843137255
1810492,a japanese professional three - cushion billiards,ARTICLE JJ JJ CD HYPH NN NNS,a,japanese professional,three -,cushion billiards,2,0.6973039215686274
1837798,a great many letters,ARTICLE JJ FEW NNS,a,great,many,letters,2,0.7193627450980392
1888480,an estimated 10.4 million viewers,ARTICLE VBN CD CD NNS,an,estimated,10.4 million,viewers,2,0.7593954248366013
1912757,an additional 194 kg,ARTICLE JJ CD NNS,an,additional,194,kg,2,0.7160947712418301
1912775,an additional 194 kg,ARTICLE JJ CD NNS,an,additional,194,kg,2,0.7160947712418301
1931095,a good many notions,ARTICLE JJ FEW NNS,a,good,many,notions,2,0.7308006535947712
2028820,"a further 1,000 vehicles",ARTICLE JJ CD NNS,a,further,"1,000",vehicles,2,0.758578431372549
2079926,an estimated 360 casualties,ARTICLE VBN CD NNS,an,estimated,360,casualties,2,0.6915849673202614
2114327,a career - high 5 receptions,ARTICLE NN HYPH JJ CD NNS,a,career - high,5,receptions,2,0.7438725490196079
2114332,a career - high 26 receptions,ARTICLE NN HYPH JJ CD NNS,a,career - high,26,receptions,2,0.7438725490196079
2115824,an estimated 10 casualties,ARTICLE VBN CD NNS,an,estimated,10,casualties,2,0.6915849673202614
2262733,a good many more mice,ARTICLE JJ FEW FEW NNS,a,good,many more,mice,2,0.7267156862745098
2293560,"a further 1,048 homes",ARTICLE JJR CD NNS,a,further,"1,048",homes,2,0.7095588235294118
2395075,an estimated 25 million animals,ARTICLE VBN CD CD NNS,An,estimated,25 million,animals,2,0.6834150326797386
2451476,a great many tender feelings,ARTICLE JJ FEW JJ NNS,a,great,many,tender feelings,2,0.7544934640522876
2455980,a great many giants,ARTICLE JJ FEW NNPS,a,great,many,giants,2,0.7046568627450981
2457414,a great many thousand pygmies,ARTICLE JJ FEW CD NNPS,a,great,many thousand,pygmies,2,0.7422385620915033
2463027,a vast many rows,ARTICLE JJ FEW NNS,a,vast,many,rows,2,0.7463235294117647
2463454,a great many trumpeters,ARTICLE JJ FEW NNS,a,great,many,trumpeters,2,0.7569444444444444
2464408,a great many hurricanes,ARTICLE JJ FEW NNS,a,great,many,hurricanes,2,0.7103758169934641
2472026,a vast many tender fears,ARTICLE JJ FEW JJ NNS,a,vast,many,tender fears,2,0.7536764705882353
2473160,a great many other accomplishments,ARTICLE JJ FEW JJ NNS,a,great,many,other accomplishments,2,0.7324346405228758
2473592,a great many little children,ARTICLE JJ FEW JJ NNS,a,great,many,little children,2,0.7209967320261438
2475207,a great many misfortunes,ARTICLE JJ FEW NNS,a,great,many,misfortunes,2,0.7291666666666666
2484206,a great many brave deeds,ARTICLE JJ FEW JJ NNS,a,great,many,brave deeds,2,0.6899509803921569
2505814,a further two premierships,ARTICLE JJ CD NNS,a,further,two,premierships,2,0.7397875816993464
2506596,a great many strange adventures,ARTICLE JJ FEW JJ NNS,a,great,many,strange adventures,2,0.7520424836601307
2565623,a whopping 272 penalty minutes,ARTICLE JJ CD NN NNS,a,whopping,272,penalty minutes,2,0.7365196078431373
2594980,a further three premierships,ARTICLE JJ CD NNS,a,further,three,premierships,2,0.7397875816993464
2612324,a total 250 frames,ARTICLE JJ CD NNS,a,total,250,frames,2,0.7030228758169934
2679776,a co - ed high school and two primary schools,ARTICLE JJ JJ JJ JJ NN CC CD JJ NNS,A,co - ed high school and,two,primary schools,2,0.7406045751633987
2684207,an extra six hundred meetings,ARTICLE JJ CD CD NNS,an,extra,six hundred,meetings,2,0.7258986928104575
2687188,an estimated 150 radio stations,ARTICLE VBN CD NN NNS,an,estimated,150,radio stations,2,0.7430555555555556
2687200,an estimated 150 radio stations,ARTICLE VBN CD NN NNS,An,estimated,150,radio stations,2,0.7430555555555556
2723702,a mere three hundred pages,ARTICLE JJ CD CD NNS,a,mere,three hundred,pages,2,0.7348856209150327
2724315,a further six lengths,ARTICLE JJR CD NNS,a,further,six,lengths,2,0.7185457516339869
2735720,a very tight formation several lines,ARTICLE RB JJ NN FEW NNS,a,very tight formation,several,lines,2,0.7201797385620915
2814123,a further 20 engines,ARTICLE JJ CD NNS,a,further,20,engines,2,0.7005718954248366
2814369,a full 20 engines,ARTICLE JJ CD NNS,A,full,20,engines,2,0.7005718954248366
2872524,"an estimated 20,000 christians",ARTICLE VBN CD NNPS,an,estimated,"20,000",christians,2,0.6948529411764706
2914788,"an approximate 25,000 homes",ARTICLE JJ CD NNS,an,approximate,"25,000",homes,2,0.7095588235294118
2918434,"an estimated 45,000 vehicles",ARTICLE VBN CD NNS,an,estimated,"45,000",vehicles,2,0.758578431372549
2921877,a normalized vector formula_82 and projection operators,ARTICLE VBN NN CD CC NN NNS,a,normalized vector,formula_82 and,projection operators,2,0.741421568627451
2921894,a normalized vector formula_97 and projection operators,ARTICLE VBN NN CD CC NN NNS,a,normalized vector,formula_97 and,projection operators,2,0.741421568627451
2982195,a great many voices,ARTICLE JJ FEW NNS,a,great,many,voices,2,0.7602124183006536
3094636,a long time and two arms,ARTICLE JJ NN CC CD NNS,A,long time and,two,arms,2,0.6842320261437909
3118943,a further two meetings,ARTICLE JJ CD NNS,a,further,two,meetings,2,0.7258986928104575
3144205,an extra three characters,ARTICLE JJ CD NNS,an,extra,three,characters,2,0.6940359477124183
3165923,a great many inventions,ARTICLE JJ FEW NNS,a,great,many,inventions,2,0.7120098039215687
3196906,an estimated 37.7 million items,ARTICLE VBN CD CD NNS,an,estimated,37.7 million,items,2,0.7136437908496732
3202863,a further 44 cases,ARTICLE JJ CD NNS,a,further,44,cases,2,0.6907679738562091
3254862,an estimated 300 million gamers,ARTICLE VBN CD CD NNS,an,estimated,300 million,gamers,2,0.7038398692810458
3254865,an estimated 300 million gamers,ARTICLE VBN CD CD NNS,an,estimated,300 million,gamers,2,0.7038398692810458
3367506,a further 270 redundancies,ARTICLE JJR CD NNS,a,further,270,redundancies,2,0.7446895424836601
3455711,a record 14 doubles,ARTICLE RECORD CD NNPS,a,record,14,doubles,2,0.698937908496732
3622792,a whole 50 cents,ARTICLE JJ CD NNS,a,whole,50,cents,2,0.6924019607843137
3634505,a moderate 84 beats,ARTICLE JJ CD NNS,a,moderate,84,beats,2,0.6850490196078431
3702649,a good three and half hours,ARTICLE JJ CD CC NN NNS,a,good,three and,half hours,2,0.7071078431372549
3860161,a record four occasions,ARTICLE RECORD CD NNS,a,record,four,occasions,2,0.7316176470588235
3870956,"an estimated 3,446 black people",ARTICLE VBN CD JJ NNS,an,estimated,"3,446",black people,2,0.6875
3882292,an additional four hundred and thirty dwellings,ARTICLE JJ CD CD CC CD NNS,an,additional,four hundred and thirty,dwellings,2,0.6997549019607843
4045813,a total 55 reviews,ARTICLE JJ CD NNS,a,total,55,reviews,2,0.7455065359477124
4145560,a pictorial several pages,ARTICLE JJ FEW NNS,a,pictorial,several,pages,2,0.7348856209150327
4180329,a great many branches,ARTICLE JJ FEW NNS,a,great,many,branches,2,0.6891339869281046
4206698,an estimated 7–12 million slaves,ARTICLE VBN CD CD NNS,an,estimated,7–12 million,slaves,2,0.7487745098039216
4363761,a good many tourists,ARTICLE JJ FEW NNS,a,good,many,tourists,2,0.7553104575163399
4372118,an unmatchable 21 three - cushion billiards,ARTICLE JJ CD CD HYPH NN NNS,an,unmatchable,21 three -,cushion billiards,2,0.6973039215686274
4462895,an awful lot more trees,ARTICLE JJ NN FEW NNS,an,awful lot,more,trees,2,0.7561274509803921
4638630,a great many dogs,ARTICLE JJ FEW NNS,A,great,many,dogs,2,0.6981209150326797
4664298,an extra seven and half hours,ARTICLE JJ CD CC NN NNS,an,extra,seven and,half hours,2,0.7071078431372549
4955878,a little further on two soldiers,ARTICLE JJ RB RB CD NNS,A,little further on,two,soldiers,2,0.7495915032679739
5061483,an additional four films,ARTICLE JJ CD NNS,an,additional,four,films,2,0.7022058823529411
5089743,a good many units,ARTICLE JJ FEW NNS,a,good,many,units,2,0.7577614379084967
5135436,a potential seventy thousand patients,ARTICLE JJ CD CD NNS,a,potential,seventy thousand,patients,2,0.735702614379085
5141093,a large orchestra level and 37 boxes,ARTICLE JJ NN NN CC CD NNS,a,large orchestra level and,37,boxes,2,0.6883169934640523
5190019,a staggering six trillion letters,ARTICLE JJ CD CD NNS,a,staggering,six trillion,letters,2,0.7193627450980392
5237213,an estimated 270 million kilograms,ARTICLE VBN CD CD NNS,An,estimated,270 million,kilograms,2,0.7169117647058824
5247384,a great many inventions,ARTICLE JJ FEW NNS,a,great,many,inventions,2,0.7120098039215687
5261894,an extra sixty- seven policemen,ARTICLE JJ CD CD NNS,an,extra,sixty- seven,policemen,2,0.7389705882352942
5261911,a further sixty - eight policemen,ARTICLE JJ CD HYPH CD NNS,a,further,sixty - eight,policemen,2,0.7389705882352942
5285443,a light blue skin and four arms,ARTICLE JJ JJ NN CC CD NNS,a,light blue skin and,four,arms,2,0.6842320261437909
5310550,a moderate 86 beats,ARTICLE JJ CD NNS,a,moderate,86,beats,2,0.6850490196078431
5375598,a handsome and sedate mansion two squares,ARTICLE JJ CC JJ NN CD NNS,a,handsome and sedate mansion,two,squares,2,0.7504084967320261
5449892,a broad paved terrace three steps,ARTICLE JJ VBN NN CD NNS,A,broad paved terrace,three,steps,2,0.7512254901960784
5468389,a further two units,ARTICLE JJ CD NNS,a,further,two,units,2,0.7577614379084967
5540295,a good many notions,ARTICLE JJ FEW NNS,a,good,many,notions,2,0.7308006535947712
5579057,"an estimated 2,500 slaves",ARTICLE VBN CD NNS,an,estimated,"2,500",slaves,2,0.7487745098039216
5621441,a great many christians,ARTICLE JJ FEW NNPS,a,great,many,christians,2,0.6948529411764706
5689943,a very touristic city and many tourists,ARTICLE RB JJ NN CC FEW NNS,a,very touristic city and,many,tourists,2,0.7553104575163399
5833423,an additional 39 playoff games,ARTICLE JJ CD NN NNS,an,additional,39,playoff games,2,0.7381535947712419
5898070,a learned behavior and few dogs,ARTICLE VBN NN CC FEW NNS,a,learned behavior and,few,dogs,2,0.6981209150326797
6032536,a good many soldiers,ARTICLE JJ FEW NNS,a,good,many,soldiers,2,0.7495915032679739
6396782,a redundant five items,ARTICLE JJ CD NNS,a,redundant,five,items,2,0.7136437908496732
6585972,a further nine hundred redundancies,ARTICLE JJ CD CD NNS,a,further,nine hundred,redundancies,2,0.7446895424836601
6622732,a lousy ten cents,ARTICLE JJ CD NNS,a,lousy,ten,cents,2,0.6924019607843137
7221973,a central passage and three chambers,ARTICLE JJ NN CC CD NNS,a,central passage and,three,chambers,2,0.693218954248366
7225644,a central passage and three chambers,ARTICLE JJ NN CC CD NNS,a,central passage and,three,chambers,2,0.693218954248366
8162376,a key communication tool and many animals,ARTICLE JJ NN NN CC FEW NNS,a,key communication tool and,many,animals,2,0.6834150326797386
8832614,a great present two mediums,ARTICLE JJ NN CD NNS,a,great present,two,mediums,2,0.7250816993464052
8833014,a great present two mediums,ARTICLE JJ NN CD NNS,a,great present,two,mediums,2,0.7250816993464052
9081747,a full er and more patients,ARTICLE JJ NN CC FEW NNS,a,full er and,more,patients,2,0.735702614379085
9096012,a disappointing 50 ounces,ARTICLE JJ CD NNS,a,disappointing,50,ounces,2,0.7340686274509803
9096216,a healthy 126 ounces,ARTICLE JJ CD NNS,a,healthy,126,ounces,2,0.7340686274509803
10205546,a further 11 occasions,ARTICLE JJ CD NNS,a,further,11,occasions,2,0.7316176470588235
10740330,another quick four bits,ARTICLE JJ CD NNS,another,quick,four,bits,2,0.6858660130718954
11128208,a great shock wave many trees,ARTICLE JJ NN NN FEW NNS,a,great shock wave,many,trees,2,0.7561274509803921
11242761,a good many boxes,ARTICLE JJ FEW NNS,A,good,many,boxes,2,0.6883169934640523
11263340,a mere 20 taels,ARTICLE JJ CD NNS,a,mere,20,taels,2,0.752859477124183
11265091,a mere 20 taels,ARTICLE JJ CD NNS,a,mere,20,taels,2,0.752859477124183
38009,a small oil study and several drawings,ARTICLE JJ NN NN CC FEW NNS,a,small oil study and,several,drawings,1,0.8231209150326797
45860,a final few moments,ARTICLE JJ FEW NNS,a,final,few,moments,1,0.8839869281045751
54935,a professional basketball arena and many other sport facilities,ARTICLE JJ NN NN CC FEW JJ NN NNS,a,professional basketball arena and,many,other sport facilities,1,0.9044117647058824
56273,"an old cap or two , a pair of boots","ARTICLE JJ NN CC CD , ARTICLE NN IN NNS",a,NA,"two ,",a pair of boots,1,0.7679738562091504
58229,a special 100 naira,ARTICLE JJ CD NNS,a,special,100,naira,1,0.8884803921568627
58320,an estimated 20 % of children,ARTICLE VBN CD NN IN NNS,An,estimated,20,% of children,1,0.7622549019607843
60004,a good many difficult things,ARTICLE JJ FEW JJ NNS,a,good,many,difficult things,1,0.8198529411764706
97924,a record 32 teams,ARTICLE RECORD CD NNS,a,record,32,teams,1,0.9722222222222222
117952,a further three charges,ARTICLE JJ CD NNS,a,further,three,charges,1,0.7977941176470589
121793,an extra two and a half hours,ARTICLE JJ CD CC ARTICLE NN NNS,a,NA,two and,a half hours,1,0.7659313725490197
126657,"an additional 3,000 supporters",ARTICLE JJ CD NNS,an,additional,"3,000",supporters,1,0.9665032679738562
129427,a great many little earth,ARTICLE JJ FEW JJ NNS,a,great,many,little earth,1,0.8729575163398693
131301,a large head and two thick ears,ARTICLE JJ NN CC CD JJ NNS,a,large head and,two,thick ears,1,0.9738562091503268
132365,a great deal more stamping of feet,ARTICLE JJ NN FEW NN IN NNS,a,great deal,more,stamping of feet,1,0.9603758169934641
136087,a great many sparrows,ARTICLE JJ FEW NNS,a,great,many,sparrows,1,0.9550653594771242
144287,a great many other weapons,ARTICLE JJ FEW JJ NNS,a,great,many,other weapons,1,0.9048202614379085
144993,a great many rajas,ARTICLE JJ FEW NNPS,A,great,many,rajas,1,0.9236111111111112
156403,a great many kings,ARTICLE JJ FEW NNPS,A,great,many,kings,1,0.8656045751633987
156938,a great many sepoys,ARTICLE JJ FEW NNS,a,great,many,sepoys,1,0.9411764705882353
169271,a great many slippers,ARTICLE JJ FEW NNS,a,great,many,slippers,1,0.9501633986928104
183850,a future four lands,ARTICLE JJ CD NNPS,a,future,four,lands,1,0.8672385620915033
189241,a standard three or four sheets,ARTICLE JJ CD CC CD NNS,a,standard,three or four,sheets,1,0.9448529411764706
204737,a miniature sleigh and eight tiny reindeer,ARTICLE JJ NN CC CD JJ NNS,a,miniature sleigh and,eight,tiny reindeer,1,0.9754901960784313
207905,a nationally known icon and many businesses,ARTICLE RB VBN NN CC FEW NNS,a,nationally known icon and,many,businesses,1,0.7912581699346405
220064,a petty officer and four seamen,ARTICLE JJ NN CC CD NNS,a,petty officer and,four,seamen,1,0.9395424836601307
220990,an estimated five million bricks,ARTICLE VBN CD CD NNS,an,estimated,five million,bricks,1,0.7879901960784313
223653,a good many cross,ARTICLE JJ FEW NNS,a,good,many,cross,1,0.8104575163398693
232264,"an estimated 600,000 daily passengers",ARTICLE VBN CD JJ NNS,an,estimated,"600,000",daily passengers,1,0.8125
232367,"an estimated 500,000 riders",ARTICLE VBN CD NNS,an,estimated,"500,000",riders,1,0.9297385620915033
234129,a great many hits,ARTICLE JJ FEW NNS,a,great,many,hits,1,0.8521241830065359
261780,a great many brains,ARTICLE JJ FEW NNS,a,great,many,brains,1,0.7871732026143791
265405,a great many pins,ARTICLE JJ FEW NNS,a,great,many,pins,1,0.9146241830065359
269339,"an estimated 8,300 premature deaths",ARTICLE VBN CD JJ NNS,an,estimated,"8,300",premature deaths,1,0.9187091503267973
269340,"an estimated 360,000 asthma attacks",ARTICLE VBN CD NN NNS,an,estimated,"360,000",asthma attacks,1,0.7773692810457516
271759,"an estimated 250,000 shearwater burrows",ARTICLE VBN CD NN NNS,an,estimated,"250,000",shearwater burrows,1,0.9444444444444444
275060,a constant sometimes eight colors,ARTICLE JJ RB CD NNS,a,constant sometimes,eight,colors,1,0.8018790849673203
279427,"a sudden , three themes","ARTICLE JJ , CD NNS",a,"sudden ,",three,themes,1,0.9730392156862745
289334,a great many wolves,ARTICLE JJ FEW NNS,a,great,many,wolves,1,0.9946895424836601
303658,a heavy man and two big rocks,ARTICLE JJ NN CC CD JJ NNS,a,heavy man and,two,big rocks,1,0.7830882352941176
313443,a little rowan tree and four alder bushes,ARTICLE JJ NN NN CC CD NN NNS,a,little rowan tree and,four,alder bushes,1,0.7704248366013072
318938,a great many kangaroos,ARTICLE JJ FEW NNS,a,great,many,kangaroos,1,0.8643790849673203
323410,a rich cultural heritage and many locations,ARTICLE JJ JJ NN CC FEW NNS,a,rich cultural heritage and,many,locations,1,0.8758169934640523
326636,"an estimated 90,000 african slaves",ARTICLE VBN CD JJ NNS,an,estimated,"90,000",african slaves,1,0.7696078431372549
328308,a further 878 army officers,ARTICLE JJR CD NN NNS,a,further,878,army officers,1,0.7761437908496732
331869,a great many roses,ARTICLE JJ FEW NNS,a,great,many,roses,1,0.931781045751634
332341,an estimated 523 japanese soldiers,ARTICLE VBN CD JJ NNS,an,estimated,523,japanese soldiers,1,0.8623366013071896
347369,a further 15000 ha,ARTICLE JJ CD NNS,A,further,15000,ha,1,0.8496732026143791
353288,a great many singular things,ARTICLE JJ FEW JJ NNS,a,great,many,singular things,1,0.9481209150326797
354309,an estimated 81 million total viewers,ARTICLE VBN CD CD JJ NNS,An,estimated,81 million,total viewers,1,0.9771241830065359
365566,a great many weavers,ARTICLE JJ FEW NNS,a,great,many,weavers,1,0.9910130718954249
374969,a great many clouds,ARTICLE JJ FEW NNS,a,great,many,clouds,1,0.801062091503268
388668,a great many skiffs,ARTICLE JJ FEW NNS,a,great,many,skiffs,1,0.948937908496732
390650,a career - high 20 starts,ARTICLE NN HYPH JJ CD NNS,a,career - high,20,starts,1,0.9611928104575164
405109,a great many desirable things,ARTICLE JJ FEW JJ NNS,a,great,many,desirable things,1,0.8169934640522876
412972,a half dozen buildings,ARTICLE JJ FEW NNS,a,half,dozen,buildings,1,0.7896241830065359
413441,a great many disagreeable things,ARTICLE JJ FEW JJ NNS,a,great,many,disagreeable things,1,0.8223039215686274
424843,a record 11 straight postseason wins,ARTICLE RECORD CD JJ NN NNS,a,record,11,straight postseason wins,1,0.9640522875816994
431147,a great many hungry days,ARTICLE JJ FEW JJ NNS,a,great,many,hungry days,1,0.8549836601307189
433980,an annual world convention and four symposia,ARTICLE JJ NN NN CC CD NNS,an,annual world convention and,four,symposia,1,0.9685457516339869
434755,a further three fifties,ARTICLE JJ CD NNS,a,further,three,fifties,1,0.8333333333333334
435586,a great many shapes,ARTICLE JJ FEW NNS,a,great,many,shapes,1,0.943218954248366
437232,an unprecedented five consecutive grand,ARTICLE JJ CD JJ NNPS,an,unprecedented,five,consecutive grand,1,0.8055555555555556
444509,a great kingdom and three sons,ARTICLE JJ NN CC CD NNS,a,great kingdom and,three,sons,1,0.9530228758169934
445951,a little body and two little hands,ARTICLE JJ NN CC CD JJ NNS,a,little body and,two,little hands,1,0.8733660130718954
467322,a record 264 grade games,ARTICLE RECORD CD NN NNS,a,record,264,grade games,1,0.8468137254901961
486266,a great many holidays,ARTICLE JJ FEW NNS,a,great,many,holidays,1,0.8525326797385621
517682,a fair and beloved wife and several lovely children,ARTICLE JJ CC JJ NN CC FEW JJ NNS,a,fair and beloved wife and,several,lovely children,1,0.8770424836601307
519587,a great many various stores,ARTICLE JJ FEW JJ NNS,a,great,many,various stores,1,0.9861111111111112
519711,a record twelve national titles,ARTICLE RECORD CD JJ NNS,a,record,twelve,national titles,1,0.8901143790849673
524206,a good many trials,ARTICLE JJ FEW NNS,a,good,many,trials,1,0.9808006535947712
554282,a new control system and more levels,ARTICLE JJ NN NN CC FEW NNS,a,new control system and,more,levels,1,0.8713235294117647
555150,a great many petroglyphs,ARTICLE JJ FEW NNS,a,great,many,petroglyphs,1,0.9125816993464052
555805,a great many masters,ARTICLE JJ FEW NNS,a,great,many,masters,1,0.8794934640522876
556885,a great many dead bodies,ARTICLE JJ FEW JJ NNS,a,great,many,dead bodies,1,0.8141339869281046
573585,"a reported 6,000 apartments",ARTICLE VBN CD NNS,a,reported,"6,000",apartments,1,0.7728758169934641
575112,an estimated 15 % of citizens,ARTICLE VBN CD NN IN NNS,An,estimated,15,% of citizens,1,0.7626633986928104
584500,"an additional 1,000 sorties",ARTICLE JJ CD NNS,an,additional,"1,000",sorties,1,0.9538398692810458
591689,a cheap hall bedroom and two art lessons,ARTICLE JJ NN NN CC CD NN NNS,a,cheap hall bedroom and,two,art lessons,1,0.7765522875816994
592091,a great many facts,ARTICLE JJ FEW NNS,a,great,many,facts,1,0.8316993464052288
601584,a great many local names,ARTICLE JJ FEW JJ NNS,A,great,many,local names,1,0.8754084967320261
606747,a half - dozen roughs,ARTICLE JJ HYPH FEW NNS,A,half -,dozen,roughs,1,0.9321895424836601
606899,a career - best 220 wickets,ARTICLE NN HYPH JJ CD NNS,a,career - best,220,wickets,1,0.9926470588235294
609189,a half - dozen postal cards,ARTICLE JJ HYPH FEW JJ NNS,A,half -,dozen,postal cards,1,0.9178921568627451
616060,a half - dozen sailors,ARTICLE JJ HYPH FEW NNS,A,half -,dozen,sailors,1,0.9362745098039216
619017,"a collective 8,000 spots",ARTICLE JJ CD NNS,a,collective,"8,000",spots,1,0.9579248366013072
626784,a half dozen ragged porters,ARTICLE JJ FEW JJ NNS,a,half,dozen,ragged porters,1,0.9227941176470589
630595,an estimated 250 million phonograph records,ARTICLE VBN CD CD NN NNS,an,estimated,250 million,phonograph records,1,0.9133986928104575
632815,a half - dozen armlets,ARTICLE JJ HYPH FEW NNS,a,half -,dozen,armlets,1,0.7753267973856209
649647,a vast many smart beaux,ARTICLE JJ FEW JJ NNS,a,vast,many,smart beaux,1,0.951797385620915
649710,a combined 20 league games,ARTICLE VBN CD NN NNS,a,combined,20,league games,1,0.869281045751634
655855,an estimated 500 settlers,ARTICLE VBN CD NNS,An,estimated,500,settlers,1,0.9424019607843137
659440,a great many conquests,ARTICLE JJ FEW NNS,a,great,many,conquests,1,0.8043300653594772
661854,a further eight motor coaches,ARTICLE JJ CD NN NNS,a,further,eight,motor coaches,1,0.8852124183006536
676623,a high school and several other institutions,ARTICLE JJ NN CC FEW JJ NNS,a,high school and,several,other institutions,1,0.9015522875816994
685098,a good many snobs,ARTICLE JJ FEW NNS,a,good,many,snobs,1,0.9522058823529411
713796,a great many arguments,ARTICLE JJ FEW NNS,a,great,many,arguments,1,0.7745098039215687
719099,a good many fine gentlemen,ARTICLE JJ FEW JJ NNS,a,good,many,fine gentlemen,1,0.8345588235294118
727922,a great many fox -,ARTICLE JJ FEW NN NNS,a,great,many,fox -,1,0.8386437908496732
734988,a good few drinks,ARTICLE JJ FEW NNS,a,good,few,drinks,1,0.8235294117647058
735836,a good many foxes,ARTICLE JJ FEW NNPS,a,good,many,foxes,1,0.8390522875816994
753679,a very good forcep two or three punches,ARTICLE RB JJ NN CD CC CD NNS,a,very good forcep,two or three,punches,1,0.9223856209150327
760028,a great many armed men,ARTICLE JJ FEW JJ NNS,a,great,many,armed men,1,0.7749183006535948
760639,a good many jokes,ARTICLE JJ FEW NNS,a,good,many,jokes,1,0.863562091503268
778592,a great many responsibilities,ARTICLE JJ FEW NNS,a,great,many,responsibilities,1,0.9276960784313726
778896,a record eight consecutive stages,ARTICLE RECORD CD JJ NNS,a,record,eight,consecutive stages,1,0.8063725490196079
780470,a great many nobles,ARTICLE JJ FEW NNS,a,great,many,nobles,1,0.8933823529411765
794624,a great many adventurers,ARTICLE JJ FEW NNS,A,great,many,adventurers,1,0.7687908496732027
803227,a great many good friends,ARTICLE JJ FEW JJ NNS,a,great,many,good friends,1,0.8459967320261438
805611,a great many personal sacrifices,ARTICLE JJ FEW JJ NNS,a,great,many,personal sacrifices,1,0.9121732026143791
808707,a great many fair ones,ARTICLE JJ FEW JJ NNS,A,great,many,fair ones,1,0.8321078431372549
812215,a long gun and several swivel guns,ARTICLE JJ NN CC FEW JJ NNS,a,long gun and,several,swivel guns,1,0.9677287581699346
815402,a good many bears,ARTICLE JJ FEW NNS,a,good,many,bears,1,0.7818627450980392
824964,a great many creatures,ARTICLE JJ FEW NNS,a,great,many,creatures,1,0.8088235294117647
825394,a good many other efforts,ARTICLE JJ FEW JJ NNS,a,good,many,other efforts,1,0.9011437908496732
831688,a great many pets,ARTICLE JJ FEW NNS,a,great,many,pets,1,0.9129901960784313
851342,a great many turkeys,ARTICLE JJ FEW NNPS,a,great,many,turkeys,1,0.9828431372549019
852154,an extra 9 experiences,ARTICLE JJ CD NNS,an,extra,9,experiences,1,0.8296568627450981
854752,an inner bridge and two outer bridges,ARTICLE JJ NN CC CD JJ NNS,an,inner bridge and,two,outer bridges,1,0.9052287581699346
855167,a great many workmen,ARTICLE JJ FEW NNS,a,great,many,workmen,1,0.9955065359477124
856239,a great many sick men,ARTICLE JJ FEW JJ NNS,a,great,many,sick men,1,0.9468954248366013
864747,a direct current overhead power supply 600 volts,ARTICLE JJ JJ JJ NN NN CD NNS,a,direct current overhead power supply,600,volts,1,0.988562091503268
868864,a large waggon and eight horses,ARTICLE JJ NN CC CD NNS,a,large waggon and,eight,horses,1,0.8529411764705882
882136,a personal best 30 rebounds,ARTICLE JJ JJS CD NNS,a,personal best,30,rebounds,1,0.9252450980392157
884736,"a little further out , two bear cubs","ARTICLE JJ RB RB , CD NN NNS",A,"little further out ,",two,bear cubs,1,0.7814542483660131
905657,a great many curious ones,ARTICLE JJ FEW JJ NNS,a,great,many,curious ones,1,0.8116830065359477
906022,a total 16 finals,ARTICLE JJ CD NNS,a,total,16,finals,1,0.8341503267973857
906344,a little less sixteen candles,ARTICLE JJ JJR CD NNS,A,little less,sixteen,candles,1,0.7928921568627451
912569,a popular top 40 outlet for years,ARTICLE JJ NN CD NN IN NNS,a,popular top,40,outlet for years,1,0.9056372549019608
920576,a great many nymphs,ARTICLE JJ FEW NNPS,a,great,many,nymphs,1,0.8941993464052288
931194,a great many playful leaps,ARTICLE JJ FEW JJ NNS,a,great,many,playful leaps,1,0.9162581699346405
933324,an estimated 65 % of customers,ARTICLE VBN CD NN IN NNS,an,estimated,65,% of customers,1,0.7630718954248366
934404,an audio cd and several dvds,ARTICLE JJ NN CC FEW NNS,an,audio cd and,several,dvds,1,0.8243464052287581
936697,a particular few types,ARTICLE JJ FEW NNS,a,particular,few,types,1,0.9836601307189542
940501,a great many beautiful shells,ARTICLE JJ FEW JJ NNS,a,great,many,beautiful shells,1,0.7822712418300654
943976,an initial 150 specialty stores,ARTICLE JJ CD NN NNS,an,initial,150,specialty stores,1,0.9562908496732027
957846,a great many baskets,ARTICLE JJ FEW NNS,a,great,many,baskets,1,0.7798202614379085
962753,a combined 41 official reigns,ARTICLE VBN CD JJ NNS,a,combined,41,official reigns,1,0.8958333333333334
962826,a great many empty bottles,ARTICLE JJ FEW JJ NNS,A,great,many,empty bottles,1,0.826797385620915
964063,a good many trifling pieces,ARTICLE JJ FEW NN NNS,a,good,many,trifling pieces,1,0.9816176470588235
965975,an additional eight strings,ARTICLE JJ CD NNS,an,additional,eight,strings,1,0.9652777777777778
