idx,construction,corrupted_construction,corrupted_sentence
9289,a full three hours,three full hours,"Irvina laughed heartily , "" she 's quite the veteran lad , for those horrid shadows set upon her three full hours before they had their way with you . """
9290,an entire five minutes,five entire minutes,"She grinned widely at him , "" five entire minutes , sir . """
9291,a mere eighty years,eighty mere years,""" Yes , "" mused Bayard , "" though we may have all eternity to figure out this latest puzzle , the King however has eighty mere years in which we must do so and I 'm sure he would far rather marry sooner than later . """
9292,a mere fifty years,fifty mere years,"I have but one daughter and though I have made no plans for her future nuptials , can I truly give her hand to one who will live fifty mere years ? """
9293,a full ten minutes,ten full minutes,"The knight stopped and listened for ten full minutes , satisfied that they were alone , he sat on a fallen log and the boy did likewise ."
9294,a full three days,three full days,She had strayed up into the hills after her father 's missing sheep and none had seen her for three full days .
9295,a full two pages,two full pages,"He was practising his curlicued European - style penmanship , drawing methodical circles around dotted outlines for two full pages before straightening up and starting to chant his times tables , his voice rising firmly when the drill got loud , "" Three times three is nine , three times four is twelve , three times five is sixteen .... """
9296,a good five feet,five good feet,"It was n't really all that cold , just a few degrees below zero , but the ground was under five good feet of snow , and our boots chumped and thudded as we looked for the people there to meet us ."
9297,a full three minutes,three full minutes,Ice gravel and black sand scattered as the module bounced several times before sliding to rest three full minutes later .
9298,a few billion years,billion few years,"For this small solar system body , which spent billion few years out beyond the frost line , untouched by the sun , this type of erosion was a new phenomenon ."
9299,a few hundred years,hundred few years,"Sure , it took hundred few years to get from the Tarentum Gates to the Andromedean String , stopping and starting at a hundred or so catapult stations , but for some immortals , this felt like a tedious endeavour ."
9300,a few hundred metres,hundred few metres,"They landed on an icy outcrop , hundred few metres from a guarded airlock ."
9301,a mere 19 runs,19 mere runs,"Over one 11 - game stretch , his ERA was 1.91 but opposing pitcher 's were 1.72 against New York bats , when they scored 19 mere runs overall ."
9302,"a fabulous 1,732,000 fans","1,732,000 fabulous fans","The Mets drew 1,732,000 fabulous fans , more than the American League champion Yankees ."
9303,a muscular 195 pounds,195 muscular pounds,"He was six feet tall , 195 muscular pounds , and as black as they come ."
9304,a mere three years,three mere years,"On Long Island , Nelson Burbrink , the scout who signed Tom Seaver off of the USC campus three mere years earlier , got in his car after scouting a prospect ."
9305,a mere three games,three mere games,"Despite the incredible flow of electrical energy , despite now being three mere games out of first place , the New York clubhouse had a subdued quality to it , but it was nothing compared to Chicago 's ."
9306,a needed and necessary three days,three needed and necessary days,"After that came the All - Star break , three needed and necessary days off for most ball clubs , but curiously not of value to the Mets ."
9307,a full 30 games,30 full games,"The Cubs were 74 - 44 ( .627 ) , 30 full games over the .500 mark , eight - and - a - half games ahead of the Mets ."
9308,"a mere 1,058,168 fans","1,058,168 mere fans","In a season in which baseball came alive again like "" a leaping corpse , "" in the words of Roger Angell – with huge attendance increases and fever pitch excitement over division races – Baltimore drew 1,058,168 mere fans to Memorial Stadium ."
9309,a few thousand dollars,thousand few dollars,A few thousand dollars were at stake in an age when thousand few dollars meant something to big league ball players .
9310,an astounding 114 games,114 astounding games,"The 1998 Yanks won 114 astounding games , beat San Diego in the World Series , and are accorded by a large number of experts the title "" greatest team of all time . """
9311,a possible 430 votes,430 possible votes,"In 1992 he was elected to the Baseball Hall of Fame , receiving 425 out of 430 possible votes ."
9312,a mere 4.5 hours,4.5 mere hours,"If a complicated marketing problem can be solved by a software program in 4.5 mere hours while top marketing brains need 1,600 , what does that mean for the organizations themselves ?"
9313,a good four inches,four good inches,"But , friend , the most astonishing , the most staggering change was in my jaw , which stood out four good inches from my chin — and came to a sharp point !"
9314,a full ten men,ten full men,"And it stands ten full men high , with lintels weighing 5 tons ."
9315,a full fifteen leagues,fifteen full leagues,"Lofty are the hills and very loud the echo , and the sound is heard fifteen full leagues away ."
9316,a further eleven sepoys,eleven further sepoys,"To augment the fifer , drummer and eight sepoys already on board , he took with him a lance naik ( lance corporal ) and eleven further sepoys ( privates ) ."
9317,an extra 9 years,9 extra years,"On 12th May 1873 , he re - engaged ( signing the Schedule ( B ) form ) to serve 9 extra years and complete his pensionable requirement , noting that he was a gunner in the 16th Company ."
9318,a few hundred yards,hundred few yards,"/pottered gaily right over Flushing , and within hundred few yards of a Dutch cruiser and two torpedo boats ."
9319,a further 13 ratings,13 further ratings,"HMS Malaya , damaged , 10 ratings died of injuries on 1st June , and 13 further ratings and 2 canteen staff on 2nd , 3rd , 4th , 6th , 7th , 9th , 10th , 11th , 15th , 23rd and 24th June :"
9320,a further 300 miles,300 further miles,"They were sent to the Lake Onega region , 300 further miles south of Kem ."
9321,a further 300 miles,300 further miles,"They were sent to the Lake Onega region , 300 further miles south of Kem ."
9322,a punishing 18 months,18 punishing months,"There followed 18 punishing months operating in support of the Arctic Convoys , delivering essential supplies to the Soviet Union ."
9323,a further five years,five further years,Alan attended a Preparatory school for five years before going on to The Boys ' High School at Harrow for five further years .
9324,an extra 50 cents,50 extra cents,"open until the early hours , there was no sign of war here , while in port the US Gov. gave us 50 extra cents a day for cost of living , this may not sound much , but then it was a terrific boost to our pay , then stores were loaded on to the ship , we could n't believe it , ice cream , chicken , biscuits , luxuries we had n't seen for a very long time , they were n't for us , several hundred US Army Air Force came on board , these were all aircraft mechanics and maintenance men , they were all sergeants , top sergeants , and every other sergeant , there were more stripes than a herd of zebra , to us they were all old men , must have been 22yrs to 25yrs old , also there were 6 young seamen , ( Gobs ) 17 & 18yrs of age , they were going to the Pacific to reinforce a See Bees unit , but they hoped to get a ship , they spent a lot of time with us , there were two cold water fountains installed on board for the troops , then we sailed for Panama , there was a hurricane south of us so we put in to Charleston , South ."
9325,a few hundred yards,hundred few yards,This was far more frightening than when a battery of Australian 25 pounders began a bombardment of the river bank only hundred few yards from the craft .
9326,an average sixteen Cpls,sixteen average Cpls,"There was the set routine of foot and mobile patrols which committed sixteen average Cpls and L / Cpls each day , seven days a week ."
9327,a further three years,three further years,"This was always hard to accomplish , as we had all signed on for nine years , plus three further years to be served in the reserve ."
9328,a hectic four months,four hectic months,The end finally came on 11th August 1962 and what four hectic months it had been .
9329,a few hundred yards,hundred few yards,"I would guess that you travel hundred few yards without touching the ground , about ten feet below ."
9330,a minimum six months,six minimum months,"The RAF service men had to serve six minimum months tour in this Garden of Eden , before returning to their unit that was normally stationed in Singapore ."
9331,a further six inches,six further inches,"It being ginger in colour and only about four inches long , with a tail that measured six further inches ."
9332,a gruelling six hours,six gruelling hours,"It was six gruelling hours , but the end result would be worth it ."
9333,a final two weeks,two final weeks,"We had been at Lundu for just over a month , Sematan and Serabang each for two weeks , a week at Samunsam and now two final weeks at Semantan a grand total so far of around three months ."
9334,a further fifty meters,fifty further meters,"Before leaving , Don repositioned the sign fifty further meters inside of Indonesia ."
9335,an unbelievable six months,six unbelievable months,We had been there six unbelievable months .
9336,a good ten minutes,ten good minutes,He came over to me and we talked for ten good minutes while I explained the problem . '
9337,a further two days,two further days,"It had been decided that the outgoing section would stay two further days , just in case we had been seen coming ."
9338,a mere six musicians,six mere musicians,The band then consisted of six mere musicians who each received sixpence a day in addition to his normal pay .
9339,a gruelling six months,six gruelling months,"In her latest entry , Mrs Forbes said : "" This has been six gruelling months and my prayers are with the families whose loved ones are not coming home ."
9340,a few hundred metres,hundred few metres,They had gone only hundred few metres more when 2 individuals dressed in civilian clothing approached them from the rear .
9341,a considerable 3 Hours,3 considerable Hours,He also knocked off 3 considerable Hours and 12 Minutes for the Devizes - Westminster canoe event with Marine Tandy .
9342,a whopping 578 pages,578 whopping pages,This eBook has 578 whopping pages and sometimes takes longer than usual to download .
9343,a good two months,two good months,The large lake had been frozen for two good months and would hold up with no problem beneath the weight of the plane .
9344,a few hundred miles,hundred few miles,"She worked for North Country Air , a bush - flying business located hundred few miles to the north of Moose Ranch ."
9345,a good fifteen feet,fifteen good feet,It was fifteen good feet long and three feet wide .
9346,a steady ten degrees,ten steady degrees,"Until now , it had continued to be unusually warm at ten steady degrees below zero Celsius ."
9347,"a full 6,000 years","6,000 full years","Thus , eight years remain to account for 6,000 full years of the seventh day ."
9348,"a full 6,000 years","6,000 full years","12:9 ) The Bible shows that we are nearing the end of 6,000 full years of human history ."
9349,a full three beats,three full beats,"The note stops ringing when you reach beat number 1 in the next measure , so be sure to let the dotted half note ring for three full beats ."
9350,a full three beats,three full beats,The dotted half note starts sounding on beat number 1 and rings for three full beats .
9351,a full two beats,two full beats,Let each of the half notes ring for two full beats .
9352,a full two beats,two full beats,"It 's important to let the half note ring for two full beats , so be sure to initiate the rest right on beat number 3 ."
9353,a healthy seven seconds,seven healthy seconds,"Maggie was drained , fed and snapped , all within the course of seven healthy seconds ."
9354,a good 10 feet,10 good feet,she said as she jumped and then skidded on her knees 10 good feet until she was near him .
9355,a good 75 yards,75 good yards,"There was only one way to find out ... Valerie hid in a dense section of shrubs just in the park off the shaded path , but 75 good yards removed from the action ."
9356,a few hundred yards,hundred few yards,"Well before dawn , Malik checked that the door to his room was locked , and dematerialized appearing hundred few yards from the pickets guarding General Washington 's winter quarters ."
9357,a few hundred letters,hundred few letters,"We can compare proteins to a written text : If an amino acid is a letter , a protein is a paragraph composed of hundred few letters ."
9358,a mere three feet,three mere feet,"A wide leathery hand , again disproportionally large for the small body , paused three mere feet from the tip of Henry 's rifle barrel he had stretched out to the side ."
9359,"a negative 4,000 degrees","4,000 negative degrees","The night - side of moon Lavan does not house any life forms , since the temperature air is too cold , hovering at 4,000 negative degrees Fahrenheit ."
9360,a negative 456.9 degrees,456.9 negative degrees,Radiation is measured thermally at 456.9 negative degrees Fahrenheit .
9361,"a mere 200,000 years","200,000 mere years","These and other changes accumulated , and by 200,000 mere years ago our ancestors had evolved into recognizably modern humans ."
9362,a mere two centuries,two mere centuries,"It was not until 1835 , two mere centuries later , that the Church dropped all official opposition to teaching how the solar system actually works , well after irrefutable proof of it had been widely accepted . ("
9363,a few hundred dollars,hundred few dollars,There 's a place down in Little Rock where I can make hundred few dollars a week .
9364,a few hundred dollars,hundred few dollars,There 's a place down in Little Rock where I can make hundred few dollars a week .
9365,a long nine months,nine long months,"It had been nine long months for Flex , and he did n't handle long waits very well ."
9366,a good fifteen paces,fifteen good paces,"Could he reach the stairwell exit , fifteen good paces away , on one leg before getting shot down again ?"
9367,a good fifty paces,fifty good paces,Then he realized he was fifty good paces ahead of them .
9368,a very short eighty years,eighty very short years,"It could also be an indication that someone is more of an angel than he or she realizes and that , to become stronger , God has temporarily loaned him or her an uncomfortable body to learn patience for eighty very short years on Earth ."
9369,a good ten minutes,ten good minutes,They kissed for ten good minutes .
9370,a quick ten minutes,ten quick minutes,It would be ten quick minutes to the restaurant .
9371,a few hundred years,hundred few years,We do know that within hundred few years there were communities in hundreds of centres throughout the middle east and in various Mediterranean countries .
9372,a few thousand years,thousand few years,Egypt made the same mistake with Israel thousand few years ago .
9373,a mere 28 stories,28 mere stories,"True , the building was relatively short , 28 mere stories tall , having been built in an era before downtown property values pushed buildings to the sky , but the elevators were soooo slow , so crowded , stopping on virtually every floor ."
9374,a good twenty pounds,twenty good pounds,"He was twenty good pounds overweight , but the shape he was in or out of had nothing to do with why he ran ."
9375,a good 30 seconds,30 good seconds,""" Oh , yeah , "" Jane responded without the least inflection in her voice , but then did n't do anything about it for 30 good seconds and , even then , as if she 'd planned it that way . """
9376,a full three inches,three full inches,"Unbelievably , Rackman was too busy staring at the attorney 's legs , her skirt being three full inches above her knee . )"
9377,a full five feet,five full feet,"Jimmy just stood there , reaching out for the doorknob five full feet behind him ."
9378,an impressive eight times,eight impressive times,"Three weeks later , he 'd stopped by eight impressive times for lunch ."
9379,a full sixty minutes,sixty full minutes,"What happened next was sixty full minutes of Peg taking off the rest of her clothes , which she did quickly , and touching herself – just below the edge of the screen – first casually , then more and more seriously , getting herself going , then holding back , keeping Ross ' attention while he waited for her to start up again ."
9380,a few thousand beats,thousand few beats,And happy my heart rate had now come back to thousand few beats per minute .
9381,a few hundred miles,hundred few miles,"I was taller than these two put together , sure , and my arms were tight from knocking about the river for hundred few miles , but I could n't see this bloke adhering to the polite rules of the ring , and besides , I had no boxing skills and did n't like pain , particularly when it was mine ."
9382,a few thousand feet,thousand few feet,"After thousand few feet of spinning in a reverse whirlwind , the leader Lancaster Bomber peeled off and the others followed , flying away to another galaxy ."
9383,a scant 15 reviews,15 scant reviews,"Total , I got 15 scant reviews over a six - month period or so , most of them I wish I had n't gotten at all ."
9384,a few hundred dollars,hundred few dollars,"If they allow you to submit your work online you will most likely have to have a submittable.com account , which does charge hundred few dollars for a year 's subscription , but it 's worth it if you 're trying to get your foot through the door of the more respectable side of the publishing industry ."
9385,a top ten bestsellers,ten top bestsellers,"If there was room enough for everyone there would n't be ten top bestsellers list that everyone dotes upon , agents would be able to take on any and everyone who could write a book as clients , and publishing companies would have an unlimited budget to give out to their writers , new and old , and they 'd always have room for more ."
9386,a good five minutes,five good minutes,He spent five good minutes massaging my head and my shoulders before he bothered to start his car .
9387,a good fifteen minutes,fifteen good minutes,We took advantage of being alone again and made out for fifteen good minutes .
9388,a good five minutes,five good minutes,I blacked out for a while and when I came to ; my vision was blurry for five good minutes .
9389,a good five minutes,five good minutes,"Of course , I think she was almost relieved when she told me that her son would be better off without you and banged the phone down so loudly in my ear that my ears rang for five good minutes afterwards . """
9390,a good five to ten minutes,five to ten good minutes,"I realize that mothers often awaken when their children are hungry as babies especially if their babies are breast fed , but I would always wake up five to ten good minutes before you did ."
9391,a good five minutes,five good minutes,"It took a minute or two for my vision to return to normal , but the messed up thing was that I had not only made my Mom see my tattoo , bright and clear in her head ; I made her lose her vision for five good minutes after I dropped her hands ."
9392,a busy two weeks,two busy weeks,It was two busy weeks .
9393,a fun three hours,three fun hours,"Time will tell , but even though the end of the show was lame , overall it was three fun hours ."
9394,a good three minutes,three good minutes,"It 's probably three good minutes of that hold , but at least Vince and Lawler keep the commentary going and the cameras shoot to the crowd and to Jim Cornette on the sidelines to try and hide the fact the move is hooked in for so long ."
9395,a very long twelve months,twelve very long months,It has been twelve very long months since Yokozuna defeated Bret Hart for the WWF Title at WrestleMania IX .
9396,a scant eight years,eight scant years,"Just eight scant years ago , SummerSlam was a godsend , filling a desolate gap in major WWF PPV events ."
9397,a pretty entertaining two hours,two pretty entertaining hours,"Well , this is a bit of a forgotten show but it ended being two pretty entertaining hours ."
9398,a very interesting twelve months,twelve very interesting months,"It has been twelve very interesting months since Bret Hart lost the WWF Title to Bob Backlund , with turbulence up and down the card ."
9399,a good four meters,four good meters,The scarab measures four good meters .
9400,a few hundred meters,hundred few meters,"Far beyond hundred few meters , I can see tall and large columns arising from the ground to reach the invisible ceiling ."
9401,a few hundred bucks,hundred few bucks,He 's such a humble person he 'd never be able to accept someone paying for lunch let alone hundred few bucks .
9402,a few hundred yards,hundred few yards,"I did n't have to ride an armored , windowless bus because my assigned courtroom was only hundred few yards away from the county jail ; however , the long and emotionally draining journey would make numerous "" pit "" stops along the way and end up taking several agonizing hours ."
9403,a good ten years,ten good years,"Rav Suvorov went into Cholt 's bar and saw a much different environment than he did the last time he had been in there , ten good years before ."
9404,a full five minutes,five full minutes,It took her five full minutes before she finally spoke .
9405,a good thirty miles,thirty good miles,"When they were finally thirty good miles from the city they stopped , finding a relatively private clearing a good bit off the road ."
9406,a good 45 minutes,45 good minutes,The question and answer period lasted 45 good minutes before both Lister and Pirotase figured they got more than enough from him .
9407,a good five miles,five good miles,The two of them made tracks out of the area and made sure they were five good miles away before they found an out of the way place to make camp for the night .
9408,a good fifty yards,fifty good yards,The soldiers slowed their pace slightly so Hardin and Trinaferro could pull fifty good yards ahead of them .
9409,a good twenty minutes,twenty good minutes,Suvorov spent twenty good minutes explaining what he had found out about the Bolantine subversion of the Siraqi government .
9410,a good hundred miles,hundred good miles,"Pirotase said , raising another question , "" Notice that nobody griped about it , despite the fact that we are hundred good miles or more off the track . """
9411,a good six hours,six good hours,""" Got ta be Damascas , "" Lister replied , "" We 've gone north for six good hours ."
9412,a bare three days,three bare days,Only three bare days after his return Medoferro rented out the full border inn just outside Northern Pass to insure that they had a neutral location .
9413,a full five minutes,five full minutes,It took five full minutes for the lines to stop and the remaining units to pull back instead of running further .
9414,a complementary six sessions,six complementary sessions,"' Sign up for the Clairvoyance course with the very talented and stunningly goodlooking Sharma , ' Franz invited the girls , who giggled happily , ' and we 'll offer you half - price on six complementary sessions of Spiritual Massage with Marisa ."
9415,a few hundred feet,hundred few feet,"It 's what , hundred few feet ?"
9416,a few hundred dollars,hundred few dollars,"As Liz started to tell the story of a trip through South America with only hundred few dollars to her name , Katrina sat back and smiled ."
9417,a few hundred feet,hundred few feet,"Only hundred few feet above , a distance that would be easy to cross horizontally , she knew the world existed as if nothing was wrong ."
9418,a superb 60 feet,60 superb feet,The next morning we discovered 60 superb feet tall larch in that very spot !
9419,a couple hundred pounds,hundred couple pounds,"But I 'll sleep a little better knowing there are people like you that can defy a Demon , even without benefit of hundred couple pounds of nuclear powered weaponry . """
9420,a few thousand years,thousand few years,"After the Big Smack , GreenMars says all that will be forest land someday , maybe thousand few years from now ."
9421,a stately three kilometers,three stately kilometers,"She was heading down into the ice , boring her way through Europa 's crust toward the subsurface ocean at three stately kilometers per hour , according to the last update ."
9422,a certain five children,five certain children,""" Mormo informed me of five certain children that were trying to overcome the powers of the temple ."
9423,a brief six months,six brief months,Him being locked away for six brief months gave his mom her first taste of the freedom a life without him offered .
9424,a few hundred feet,hundred few feet,"He looked in both directions , hundred few feet either way , seeing no sign of a convenient passage to the other side ."
9425,a few hundred yards,hundred few yards,The antitank rifle was positioned closer to the cab and on a higher mount so it could aim 20 mm rounds a full 360 degrees at any target within hundred few yards .
9426,a solid thirty seconds,thirty solid seconds,That should give him thirty solid seconds of rapid - fire to turn the ice - cream man 's head into pudding if he was selling anything other than push - pops and big - sticks .
9427,a good twenty seconds,twenty good seconds,"They came to a stop in the alley and the cop pulled up behind them , lumbering in their rear for twenty good seconds that felt like thirty _ millennia _ ."
9428,a few hundred yards,hundred few yards,"The raw , death - flavored air was so thick that the culprits could 've been on the same block as him , hundred few yards in either direction , and he 'd never even know it ."
9429,a few hundred feet,hundred few feet,"Desi did n't even get the opportunity to flinch until after her would - be attacker was already hundred few feet away , soaring through the thickening blood - mists that engulfed the complex ."
9430,a good ten feet,ten good feet,"I think your mom would want you ten good feet back from that thing . """
9431,a good six inches,six good inches,"When I stopped running , I put aside the freak out long enough to ignore the fact I floated above the ground six good inches ."
9432,a full five years,five full years,The dates bookending the Bunch 's lives showed the last death had occurred five full years before I 'd been born .
9433,an epic twelve hours,twelve epic hours,"It had been twelve epic hours that I would n't soon , if ever , forget ."
9434,a good thirty years,thirty good years,"And it only took thirty good years . """
9435,a good ten minutes,ten good minutes,""" Sat there ten good minutes reading text after text . """
9436,a good twenty years,twenty good years,""" I have n't laid eyes on you for twenty good years , "" she said , shaking Hale 's hand . """
9437,a few hundred times,hundred few times,"He might have mentioned it hundred few times . """
9438,a good fifteen minutes,fifteen good minutes,"After spending fifteen good minutes with them , I excused myself to find Blake ."
9439,a good thirty minutes,thirty good minutes,I showered which took thirty good minutes because I had to make sure I was extremely clean .
9440,a good thirty minutes,thirty good minutes,The call with Alexandrov took thirty good minutes .
9441,a good six inches,six good inches,He was one year Daniel 's senior at a strapping fifteen and six good inches taller than him .
9442,a good ten miles,ten good miles,"Up ahead , perhaps ten good miles away , he noticed smoke rising above the sparse treetops and tall grasses bordering the sea ."
9443,a mere twenty yards,twenty mere yards,"Being twenty mere yards above and away from the path had given him a good view of the twenty metamen , but his talking had been picked up by their auditory receivers ."
9444,a good twenty feet,twenty good feet,It was very cold and the roof was twenty good feet high .
9445,a full three squares,three full squares,"She would backflip and land on her right hand with her palm centred unerringly at the heart of the designated piece of orange cloth , before springing to land on a yellow square ... three full squares over ."
9446,a few hundred cups,hundred few cups,"Of course , you 'll need hundred few cups to power an entire year of spinning your wheels , and so will millions of other convenience snobs , and now we 're left with an Earth cluttered by the collateral damage of the convenience war . """
9447,a good ten minutes,ten good minutes,"It was only one kiss , it may have lasted ten good minutes , a really good ten minutes , but it eventually cooled off enough for our young lovers to pry themselves free of the fire and retreat to camp , their respective camps , the moon had seen enough action on the quasi - celibate mountaintop ."
9448,a few hundred yards,hundred few yards,"The demolition derby circled the wagons hundred few yards from the woodline , they were n't here for Miles , but they were here to let him know that regardless of his suspended sentence , business went on as usual ."
9449,a few hundred CCs,hundred few CCs,With hundred few CCs of epinephrine pulsing through his fingers .
9450,a few hundred yards,hundred few yards,"The truck passed , but another was on the way , hold your positions , but this time they stopped short of the commotion by hundred few yards ."
9451,a nice 12 degrees,12 nice degrees,"It 's my run day and the weather is fine , overcast and 12 nice degrees Celsius ."
9452,a good 5 kilometres,5 good kilometres,"I stuck with him for 5 good kilometres , until he darted off next to a tree to urinate ."
9453,a warm 19 degrees,19 warm degrees,The forecast was for it to be 19 warm degrees Celsius and dry .
9454,a good 15 minutes,15 good minutes,A fellow runner suggested I should n't quit and maybe rest for 15 good minutes at the check point and it will probably be ok ... really ?
9455,a further 8 minutes,8 further minutes,"Turn the cherry tomatoes , or remove them if they are small and have grilled already , then place the salmon in grill for 8 further minutes"
9456,a mere three months,three mere months,"And now , three mere months later , he 's shot up to six feet ."
9457,a solid fifteen minutes,fifteen solid minutes,"For example , she once stared at me for fifteen solid minutes and then asked , "" How much does your head weigh ? """
9458,a solid eight seconds,eight solid seconds,"It lasted for eight solid seconds ; it was one of those machine gut farts , "" Brad says ."
9459,a solid ten months,ten solid months,"Fairtowne , a small city in inland Connecticut , is the kind of place where hot chocolate and well - made sweaters are necessary for ten solid months out of the year ."
9460,a whole ten minutes,ten whole minutes,"For a while , the nervousness of the upcoming speech preoccupied him enough so that he nearly forgot about the morning 's weirdness for ten whole minutes ."
9461,a mere three feet,three mere feet,"He advanced until he stood face to face with his cousin , three mere feet separating them ."
9462,a good ten seconds,ten good seconds,"He stared at it for ten good seconds with his hands at his sides , tapping a digital device against his leg ."
9463,a farther fifty feet,fifty farther feet,"She was fifty farther feet from them across the field , with an open stretch of grass in front of her leading along the back end of the park towards the entrance ."
9464,a few hundred yards,hundred few yards,"After hundred few yards , she reached the red iron gate and the stone road that led to the guest house ."
9465,a full ten minutes,ten full minutes,It took her ten full minutes to relax and get her breathing under control as she stared up at the cold but beautiful blue sky .
9466,a good three hours,three good hours,"You know a shot from this thing will put you out for three good hours . """
9467,an extra hundred dollars,hundred extra dollars,Cash knocked off hundred extra dollars !
9468,a few hundred dollars,hundred few dollars,"Filters are generally $ 1-$4 each , and not replacing it will result in a burned - out motor , which will run you hundred few dollars ( painful personal experience ) ."
9469,a whopping two bucks,two whopping bucks,"Show it to an employee , and ask for a washer to fit that size- this will cost you two whopping bucks , in exchange for about twenty washers ."
9470,a whole 30 seconds,30 whole seconds,I have found a price difference of $ 10 on a new book carried at one store in town versus another bookstore in the same town- it took me 30 whole seconds to look it up online .
9471,a few thousand feet,thousand few feet,"Mountains have a natural climate change adaptation advantage because different climate zones are only thousand few feet apart instead of being hundreds of miles apart . """
9472,a few thousand years,thousand few years,"Come back in thousand few years to see how that worked out , "" said Truman . """
9473,a few hundred tons,hundred few tons,""" Yes , I did gain hundred few tons since yesterday , "" Mary replied . """
9474,a good twenty seconds,twenty good seconds,The annoying ring tone went off for twenty good seconds before Rachel finally succumbed and answered in a voice that was anything but welcoming .
9475,a good six months,six good months,Jan added that Ken had also told her it took Derek six good months to even want to leave his own house .
9476,a good six inches,six good inches,""" He has to be ... he 's six good inches taller than me , and I 'm no shorty ."
9477,a good thirty minutes,thirty good minutes,"At the end of the day , it took thirty good minutes to convince Rachel to get onto a ski lift that took them back to the other side of the mountain ."
9478,a good ten years,ten good years,"My father looked ten good years younger than my mother — correction , my stepmother — who was five years younger than him ."
9479,a least two feet,two least feet,I have read a stack of books that are two least feet tall and watched enough DVDs to cause me to miss every Atlanta Braves game this summer !
9480,a good five minutes,five good minutes,"Once she estimated five good minutes had passed since West threw up his hands and walked away , Piper swam over to the cage hole ."
9481,an uncomfortable eight hours,eight uncomfortable hours,"Nice to know that a group of fifty - somethings were getting in the mood for sex later that evening , while she would pass eight uncomfortable hours on a narrow bunk in a tiny cabin with West ."
9482,a few hundred years,hundred few years,"Not until they get through the rebuilding stage , which the experts tell me is going to take hundred few years at least . """
9483,a few hundred planets,hundred few planets,""" We had visited hundred few planets like yours , almost all with thriving human civilizations at about the same level as yours and mine ."
9484,a good ten minutes,ten good minutes,She spent ten good minutes going through keys before she found the right one .
9485,a few thousand questions,thousand few questions,I figured you might have thousand few questions .
9486,a few thousand years,thousand few years,"Then he went on to tell her what Jenny had told him about how the Seeders had wiped all older life from the planet with a big asteroid impact , then basically planted all animal and human life over a period of thousand few years in numbers of visits to each planet ."
9487,a few thousand years,thousand few years,"Well , for starters , I 'm betting that Benson is thousand few years old at least . """
9488,a few hundred yards,hundred few yards,"The footing was more slippery here , though partially frozen , the mud immediately sucked the heavy boots I wore downward , causing me to expend what little energy I had left before I 'd walked more than hundred few yards ."
9489,a whopping ninety pounds,ninety whopping pounds,"Blood was still gushing from the wounds that were made by a huge grown up man , who heaped himself in and on the body of me , a small barely teenage girl , weighing in at ninety whopping pounds ."
9490,a few hundred yards,hundred few yards,They were only through the big gates and hundred few yards down the lane .
9491,a few hundred feet,hundred few feet,"In the last twenty minutes , I 've found out""—I held my fingers up as I counted—""that _ one _ : the girl brutally murdered hundred few feet away from where we are standing was not only my sister but my dead twin sister ; _ two _ : I was adopted , and _ three _ : according to this dead twin sister , my parent 's deaths were not the result of an unfortunate cosmic accident , but of some evil force out there killing adoptive parents . """
9492,an extra five pounds,five extra pounds,"Based on previous experience , such veiled threats usually resulted in adding five extra pounds to my dog 's already enormous physique ."
9493,a full thirty seconds,thirty full seconds,"He stuck his head in and peered for thirty full seconds then declared , "" Empty . """
9494,a good two years,two good years,"Angie rolled her eyes and glanced back at Caiden , who she 'd known for two good years . """
9495,a few hundred metres,hundred few metres,"At the centre of the line , Valeri looks at these anonymous enemies only hundred few metres away , and he feels the impulse to lash out at them ."
9496,a few hundred metres,hundred few metres,"Soon , Valeri orders the brothers and sisters to fall back a little , hundred few metres back to a better position at the edge of a forested area just off the road ."
9497,a few thousand others,thousand few others,"Now , Nora works with thousand few others , defying the attempts by the local Popular Front apparatchik to go on strike ."
9498,a few hundred kilometres,hundred few kilometres,"Only hundred few kilometres away , the world continues to change ."
9499,a few hundred metres,hundred few metres,"Now , with the rebels of the Popular Front engaged in a pitched battle with the nationalist militia only hundred few metres away , Joe 's finally resolved to do what he knows he should 've done a long time ago ."
9500,a few hundred Jews,hundred few Jews,"There were only hundred few Jews in Northampton , "" says Lynn , correcting him . """
9501,a few hundred yards,hundred few yards,"That night they sleep deeply , and do n't hear the sound of the chainsaw cutting through flesh and bone just hundred few yards away ."
9502,a few hundred yards,hundred few yards,"She thinks it 's a small river , maybe hundred few yards away and slightly below her , but the water is n't blue , it 's grayish ."
9503,a few hundred years,hundred few years,"Supposedly they are not around anymore , but they were hundred few years ago ."
9504,a few hundred yards,hundred few yards,"He looks at Julia and pointing to his men he says , "" they will wait here , I will take you from here , it 's not far , just hundred few yards , but the old man prefers not to have a lot of people around him , and the men do n't like to be around him either . """
9505,a few hundred yards,hundred few yards,It ends in a clearing hundred few yards on .
9506,a good five miles,five good miles,"The walk to my grandma 's house , where Zander and I have been living for the past year , is five good miles away ."
9507,a good ten minutes,ten good minutes,"By the time I get to class , my teacher is already ten good minutes into his spiel about Shakespeare 's Much Ado about Nothing ."
9508,a good fifteen or twenty seconds,fifteen or twenty good seconds,He 's fifteen or twenty good seconds behind me .
9509,a good five feet,five good feet,"I stop five good feet away just as a precaution , however ."
9510,a good five feet,five good feet,"Sitting five good feet away so my hunger only simmers instead of rages , I focus on Ivy ."
