sentence,label
- The point I'm trying to make... is that they have been farming GMO fish in Fox Sound for the last four years.,0
"Leaving aside the temporary immigrants of the past 10 years, there are at least eight or nine communities (groups of people) on the island"".",0
"the transportation progressed rapidly on the next two days, the",0
I mean back in the early nineteen eighties when we sold our first er system abroad we were quite surprised to find out that the French didn't have a road called Edgeware Road and an organization called B A C S on it.,0
But the last 24 hours have been marked by growing protests  and ever-increasing violence.,0
"Since Jason Crump decided to retire from the series, the top eight riders – except Crump, who was replaced by ninth-placed Andreas Jonsson – from the 2012 championship qualified.",0
"Imagine that at early times, at ten to the minus 36 seconds below the gut energy scale, so after the grand unified theory time but before the electro weak transition, the universe underwent exponential expansion by many orders of magnitude, ten to the 30 say.",0
It has voted for the Republican candidate for President in each of the last eighteen elections.,0
MIT professor Woodie Flowers hosted the first 3 seasons.,0
"That's the point that Hughie has set as one of his objectives for the next twelve months, is to get the group acting as one team, and not five or six separate teams.",0
"This episode, despite remaining third behind """" on CBS and ""Bones"" on Fox, managed to reverse a declining trend after the last two outings with an increase of 4.9/8 overall, a 2.1/6 among 18-49 and 7.2 million viewers in the US tuning in, a gain of 830,000 viewers.",0
I have been trying to write my script forthe past six months,0
"Over the next 7 years, Damon introduced practices within the industry which became standard, such as multi-class service with first class and economy class.",0
"Valley View gossip had been marrying him off for the last thirty years , although never before to Adelia Williams .",0
"Towards the end of the 2015 season, he scored five more goals in the last four matches against GAIS (twice), Jönköpings Södra, Syrianska and Ljungskile.",0
With the other three fingers providing,0
"about for the last two days!""",0
"In the past twenty years the population of this town has almost doubled and the number of cars using the roads has trebled, making that quote much much more topical.",0
"In the next 30 years, according to UNESCO, more people worldwide will be graduating through education than since the beginning of history.",0
... andtellthoseidiotsshe'sbeenready to go home for the last four hours.,0
"For the next three days, the Allies fought to get more beach territory.",0
"The last three records Have been really good,",0
"I'm writing to inform you that Mrs. Latour, 7 rue des Moines, has performed a dozen abortions over the last two years on women who slept with Germans or whose husbands were captive in Germany:",0
"Well, I guess this is what I'll be driving for the next 39 months.",0
"However, the treated and untreated potential outcomes of the compliers should be extracted from the latter two observations.",0
"Cos in actual fact there was a, a lot of sort of de facto redistribution because er some of these account settling things were just so ridiculous  you know  make them pay for crimes their family had committed over the last sixty years or whatever.",0
Not in the last 2 years.,0
That fee is going to be useful over the next 4 years.,0
"in the past two years, we have witnessed the first crisis of the globalized economy.",0
They posted the first five names on the web.,0
"So in that sense the resources per student, the funds per student have in fact erm come down by in the region of erm fifteen per cent over the last ten years or so very roughly speaking already, and that's a very considerable reduction in provision.",0
And the same six numbers kept popping up.,0
"The top two sheets are almost a summary, for all the staff that I never actually got sent out, but it has been to the staff consultative committee, who who gave it a nod.",0
Lock both ends of the chain of the last two bubbles in one lock twist.,0
"Let me tell you, I've been practising hard in the past 30 years to beat and overcome all your techniques",0
For the past 10 years because of this case.. ..you stopped my promotion too.,0
- That for the last 14 hours... you have not contributed one thing to this scene!,0
We just got a judge to tell Mrs. Vilardi that she's been talking to herself for the last five months.,0
But according to Sam's date book he had doctor's appointments every Tuesday for the last three weeks.,0
I've been up for the past 26 hours.,0
"The block is a three-story building, with brick exterior on the lower two floors and a shingled exterior on the third.",0
"So  there's your right angle  that is the hypotenuse and the square on the hypotenuse is equal to the sum of the squares, that's the su , the area of that square and the area of that square add together the sum of the squares on the other two sides.",0
"One of the trailers was viewed more than 500,000 times the same month, making it one of the top five videos of YouTube.",0
"No, I only read the first 10 pages.",0
And recognize that all the accumulation of experience in life puts you in a position for the next 10 years to do more effective work than you've done all the way through the rest of your lifetime.,0
"yeah, we've lost an enormous amount of staff probably a third of our staff disappeared in the last twelve months, and I think y you we must recognise it's bound to make an impact and here we are sitting here feeling a bit shell shocked and that's no doubt one of the contributory factors.",0
"You know, I spent the first 27 years of my life in Starling City, and the next five in Afghanistan.",0
"Erm, well, extraordinarily, erm, over the last five minutes,",0
been living with her for the past two years.,0
"Judge Redmond Barry (the same judge who sentenced Ned Kelly) sent him to Pentridge Gaol for twelve years, the first two years spent in chains.",0
"In the past two months, the Serbs have pounded it... with more than two million shells.",0
According to an enemy message we intercepted the number of enemy planes they lost here today exceeds what they lost during the last three months in the Pacific.,0
"They lost the 2010 Stanley Cup finals to Chicago Blackhawks in six games, but did not make the playoffs in four out of the last eight seasons (2012-13, 2014-15, 2016-17, 2018-19).",0
The master boot record is the first 512 kilobytes of a partitioned mass-storage device such as a hard drive.,0
"The new member whose views were most at odds with Church teaching was Nigel Biggar of the University of Oxford who, though an opponent of assisted suicide legislation, once suggested abortion might be licit during the first eighteen weeks of a pregnancy.",0
"At the same time (November 1, 1301), Charles de Valois entered Florence with Black Guelphs, who in the next six days destroyed much of the city and killed many of their enemies.",0
All candidates need to get one in within the next two weeks.,0
"After initial success with the musical, Nickelodeon eventually made a deal with the creators of ""LazyTown"" to air the first 40 episodes of ""LazyTown"" along with a special studio built in Iceland.",0
Laurie was later given a larger role as George in the next two series.,0
"And you'll notice that within, actually the first 30 days, 4.19 percent of those people were dead.",0
I heard you the first five times!,0
Pro Wrestling Illustrated ranked Tarver #343 of the top 500 singles wrestlers in the PWI 500 in 2010.,0
A big bad wolf (the villain or bad guy) is able to blow down the first two pigs' houses.,0
"- The last fifteen years, you said?",0
Which is why I'm going to have to ask you to go on being him for the next 24 hours.,0
"Copper alloys have been known for a long time (since the Bronze Age), while the alloys of the other three metals have been relatively recently developed.",0
room for the past two nights.,0
"Other scholars are not as optimistic as De Muth; Marc Lynch suggests that the protests of the Arab Spring were long overdue, and that the political movements in the Arab Middle East have been slowly building strength for the last thirty years.",0
You both screwed me on the last four tables.,0
"Only in the last 150 years or so, have states agreed on international laws to limit warfare.",0
"Drafted in the 7th round of the 1997 NFL draft, Detmer spent the next 10 years in Philadelphia.",0
"How have the last 10 years been for you, A.D.A.",0
"We've come a long way in the last 18 months, haven't we?",0
"In year VIII (1800), he joined the ""Agriculture Society of Lyon"" and occupied the post of treasurer for the next ten years.",0
"look at this Word and the words over the next six or seven weeks, that in",0
He spent the next 2 years in the state mental hospital.,0
"She's the one who's been trolling boards about Ikebukuro for the last six months, isn't she?",0
"I mean it seems a bit ironic in that how that what the Communist Party had been striving to eliminate for the past twenty years, they're now going back to recreating differences in society, but the most fundamental change is that how feudalism has gone.",0
"Well he was in, he was in the same center for two years, for the first two years,",0
It received 380 visitors during the first 5 days it was open to the public.,0
The original dog leg left 1st hole was shortened from 409 yards to the current 367 yards.,0
"They play their home games at the Fiserv Forum, which replaces their home of the last 30 seasons, BMO Harris Bradley Center, for 2018–19 and beyond.",0
"Acres"" books, contains fifty-nine of the final sixty strips (one Sunday strip was not printed) and is the rarest of any ""U.S. Acres/Orson's Farm"" collection.",0
"In 1977 he returned to the United States where he worked for the next three decades as a pastor in various Presbyterian Church (U.S.A.) congregations, including one in Pittsburgh, Pennsylvania.",0
"If CPR starts within the first three to five minutes, and a defibrillator is available, the chance of survival can be as high as 50%, or even 75% (That is: one out of two, or three out of four survive).",0
"He was played by Ernie Hudson in both movies and was voiced by Arsenio Hall in the first two seasons of ""The Real Ghostbusters"".",0
"Now, more then twenty billion pounds gets spent in the UK each Christmas, and a third of all books, clothes and toys are sold in the last eight weeks of the year.",0
"I was just thinking, though, about a, a huge social change in the last ten years is AIDS.",0
"I can factor our a -9, and I get -9 and I get -9(a and I get -9(a + and I get -9(a + b and I get -9(a + b + and I get -9(a + b + c) and these second two terms,",0
The Mar Menor was one of the top 100 finalists for 12 Treasures of Spain announced on 31 December 2007.,0
There is also a chart called the Bubbling Under R&amp;B/Hip-Hop Singles which ranks the top 25 songs that are making progress onto the main R&amp;B/hip-hop chart.,0
This has been the average investment over the last 40 years.,0
General Armstrong spent two of the last six months of his life in my,0
Gramada municipality covers an area of and includes the following eight places:,0
Jimmie Rodgers recorded the last twelve tracks of his life.,0
During the first two days 'pain struck across the,0
"off the last two shots of his revolver, still crying:",0
That has worked perfectly for the past 35 years?,0
"The season did not end so well for Carroll, as he scored only 2 points in the last three races despite being in contention for much more.",0
The name comes from the first three digits of Chicago's ZIP Code.,0
"Special circumstances are required to justify the er proposing the new settlement through the local plan structure planning process, and I believe that is exactly what has occurred over the last five years, and if I could just quickly run through paragraph thirty three of P P G three, and the your invitation for us to comment on the criteria set out there, first of all the first element, the ex the alternative must be erm seen to be a less satisfactory method of providing land for the new housing that is needed, that is the essence of what has occurred in the process which the County Council has undertaken over the last couple of years, all of the policy options available have been examined in great detail, have been subject to public consultation, public participation,d I believe clear view was that there were erm constraints operating on York which meant that not all of that additional development  accommodated in the  adjacent to the existing er York city  villages surrounding York.",0
"The first two conditions say that ""C"" is a continuous loop, whereas the last condition stipulates that ""C"" has no self-intersection points.",0
The recruitment and retention contract has a performance measure in regards to keeping children safely within their foster homes within the first four months as being an indication of potential placement stability within that home.,0
"Over the next nine seasons in the First Division, only once did Ipswich finish lower than the sixth place.",0
"Great, so what you're saying is for the last five months, my mom probably thinks that I'm dead.",0
So I've spent the last nine months... trying to pretend she was just another victim.,0
She spent the next two years working in Swaziland as a prosecuting attorney (a lawyer who is responsible for starting legal cases against people accused of crimes).,0
A couple of times a week for the past three months.,0
"In 2005, the American Society of Magazine Editors listed it as the 22nd best magazine cover of the last 40 years.",0
"Anybody ain't back in the full 20 minutes,",0
"Troops in the open 200 meters north, marked by IR laser.",0
"He had looked likely to win easily before struggling and drifting from a straight course in the last fifty yards, leading some to question the colt's attitude.",0
Call Blaire Collins' nursing home again and tell those idiots she's been ready to go home for the last four hours.,0
Phillips was one of the initial 10 teachers.,0
the last ten minutes.,0
We're gonna interview the other two fathers.,0
Over the last 10 years (1997–2007) the population has changed at a rate of 1.8%.,0
"Mark Adam Saul (born June 20, 1985) is an American actor who is best known for appearing on the popular Nickelodeon show ""All That"" in the final two seasons of the show's first era.",0
We should be getting an update on the digit in the next 15 minutes.,0
"During the first three stages of diabetic retinopathy, no treatment is needed, unless there is macular edema.",0
"What's really interesting is the last two years, we've seen an acceleration of what you can do on the",0
"Not only that -- last year, we relied less on foreign oil than in any of the past 16 years.",0
"As first made by Louis Braille, the first group of characters, using just the top 4 dots of the braille cell, represents letters ""a"" through ""j"" (this group of ten characters is called a ""decade"").",0
It is for the last two months.,0
- That was the best 5 bucks lever bet.,0
"The name Rondel, came from the first name of Ron Dennis and a corruption of the last three letters of Trundle's name.",0
"While the album gave the band a fresh start, Ballard's production, which featured a pop-rock music sound and no songs over 4:43, was very different from the acoustic sound and long jams that the albums produced by Steve Lillywhite featured (only 8 of the 35 tracks on the previous three albums were under 4:43).",0
That's about all I've got to show for the last two years.,0
"I think I'm probably drawing too many parallels between the serious situation and the pop situation, but certainly no doubt that English pop for the last twenty years has been pre-eminent in Europe, and still is.",0
What will be happening in the next five minutes?,0
Central Louisiana consists of the following 10 parishes:,0
It's only in the last few hundred years that civilization has gotten in the way.,0
"Well it was the first hundred houses that were built in the New Town and it housed a lot of building trade workers, a lot of engineers and a lot of archi well a lot, a few architects and a few engineers and the rest were building trade workers or of some sort or another, and a few British Hydro",0
"So, through these types of training, we could train in the last two years, 150 mayors that represent over 300 million people, and 50 state owned enterprises.",0
"Even if the government did not wish to take this opportunity for a full reform to a fair voting system, the extra six seats offered the chance of creating a more proportional system by creating a so called additional member top up to ensure under represented views gained their rightful place in Europe.",0
"Dan Hsu of ""Electronic Gaming Monthly"" felt it had little to offer besides the graphics, but the other three members of the review team were much more enthusiastic, saying they particularly enjoyed searching out the levels' secrets.",0
"Inscribed below the bust of Rhodes are the last four lines of the last stanza from the 1902 poem ""Burial"" by Rudyard Kipling in honour of Rhodes:",0
"On 23 October 2005, Dimas took part in the Miss Earth pageant held in Quezon City, Philippines, where she placed in the top sixteen finalists.",0
I'm just trying to get out of what we have been complaining about to each other for the last 10 years.,0
"It's asymmetrical.I think we're fully entitled to ask why: why Milton waits for the last eight lines of his poem to tell us that there's a difference, that there's a difference between the poet and the speaker.",0
Lock the free end of the chain of the last two bubbles.,0
The other three quadrants were where the,0
I've spent the last 13 years suggesting guidelines.,0
"Over the last three years, we've opened millions of acres of land in 23 different states for oil and gas exploration.",0
"Well, if you'll remember, the first five hours",0
I've gone through tests from the past 10 years and compiled all the most difficult math problems.,0
It will gradually become white over the next five years as it becomes an adult.,0
"A few million years after it formed, the Earth was cool enough for water to condense and over the next billion years chemical reactions created replicating molecules that would one day evolve into simple cells.",0
"In 2000, 238 tonnes of whiting were taken in Queensland, a decrease from the past 4 years.",0
the past twenty years.,0
"Plant is one of only three schools in Hillsborough County to have earned an A grade from the Florida Department of Education in at least five of the last eight years, along with Sickles, and Newsome, which has eight straight A grades.",0
My talk is about the amazing advances that have been made in the last 25 years that are changing the world for deaf children.,0
The TAO/TRITON array has been the dominant source of upper ocean temperature data near the equator over the past 25 years.,0
"In 1856, in Leipzig, he published his three poetry books in a single volume entitled ""Cantos"", wrote the first four cantos of the epic poem ""Os Timbiras"" (that he would leave unfinished) and also published a dictionary of Old Tupi.",0
But the only two adults in the play who know what's happening... with their affection for these people they still regard as children.,0
And for the past 95 years that gold has been locked up in the Russian Czar's winter palace.,0
"Man, they got the books and the records of the top 500 companies.",0
"Hearing aids have become much better in the last 25 years, especially for babies,",0
"Leonardo da Vinci begins work on a portrait commissioned by a wealthy silk merchant for his wife, but it is a painting he will never part with, obsessing over every detail for what would be the last 16 years of his life-- the Mona Lisa.",0
Nasty enough to have put her in a coma for the past 12 months.,0
"The toilet was er  at the back of what we used to call the brew house it wasn't a kitchen it was a brew house, and er the, the toilet was at the back of the brew house adjacent to the old ash pit, which was an ash pit in those days it was filled up and when it was filled, they used to come at night  and empty the ash pit wheel up the entry it might be there for three or four months and you got flies, bluebottles all sorts in the hot weather you know, I couldn't try my shoes on sometimes , but er it was a bit, well I suppose in those days they used to take it for granted, it was a bit primitive it wasn't the best five houses in the area, but er",0
"He is best known for playing Maxxie Oliver in the first two series of the E4 teen comedy-drama ""Skins"" (2007–2008).",0
He had done abject things these last three days to conciliate,0
"Throughout the next two decades he suffered many personal problems, including health problems, and divorce.",0
"Had it not been for the presence of ""the bottomless forty rods,""",0
"In terms of erm, return to work, er, we also er have been very good, I think, in the sense that we now offer the twenty-five per cent bonus er, after pregnancy, don't get me wrong on that, er, what happens is, people are actually recompensed, given back the money which they've sacrificed because they've been away from work for six months, and they get is back over the next two years.",0
"Well, long term, I want them to put me in the Pentagon for the next 25 years.",0
The first three marriages ended in divorce.,0
YOU'LL HAVE NOTHING BUT WOMEN DELIVERING WATER UP HERE FOR THE NEXT 10 YEARS.,0
The next two scenarios are about the rise of Prussia and the Seven Years' War.,0
The water rose a foot in the last 20 minutes.,0
"I have already quoted Mrs  in her statement brackets C forty eight, saying although my husband and I would like to be able to care for Anna Jane as long as possible, I accept the last six years have taken their toll on us both and in reality it's unlikely that we will continue to be able to provide the same level of care and outside is required, unquote.",0
She won and kept winning for the next five years.,0
"Tourism has steadily grown over the last two decades; in 2012 it is estimated that 200,000 tourists will visit the Galápagos Islands.",0
"Their winning ways continued at Zolder, the pairs fifth victory in the last six races.",0
"We've published, oh I don't know, ten editions of that in the last four days!",0
"Running along this entire 42,000 miles are tens of thousands of active volcanoes.",0
passed the last ten years of their life to the handsome new home which,0
Is it possible you've gotten sexier in the last five hours?,0
"It's been him the last 21 times, Marshal.",0
The average temperature of the last 15 years has been the highest ever recorded,0
"After reaching 25 in each of the next four innings without converting any starts into a score beyond 66, Harvey rectified this in the two weeks before the Tests started.",0
"So what this really suggested to us at the national level was that diagnostic and therapeutic strategies, which had been developed in men, by men, for men for the last 50 years -- and they work pretty well in men, don't they?",0
Somebody didn't want Talmadge Neville to forget why hepent the last 18 months in prison.,0
"And  and so we've got the other two thirds  this between, getting to bed and and spending it with the, the, the family.",0
Each of the other eleven divisions of Little League Baseball has its own World Series format (including three in boys' softball).,0
"The game then restarts at the original point, at which point the player can now try to take actions to learn the wife is a suspect, how to prevent her arrest, or other actions as to find a ""best"" result over the next 12 minutes, otherwise they restart the 12 minutes over.",0
What have you been asking for for the last two weeks?,0
But we won't make it through the next six days if I don't do this.,0
"During the last two decades he has become equally famous as a conductor, as well as performing and recording as a pianist.",0
"The first six tribes included the Powhatan (proper), the Arrohateck, the Appamattuck, the Pamunkey, the Mattaponi, and the Chiskiack.",0
"Right now, I've seen in the last twelve months, more collaboration even between direct competitors than I have the previous seven years.",0
We are now in the last 10 seconds of the countdown.,0
"The winning song was chosen by 4 televoting regions, SMS voting and an expert jury in two rounds of voting — firstly to select the best 5 songs, and then to select the winner.",0
At her cries the other two mice ran up.,0
Only the front two legs have big claws.,0
"Though he had been an ever-present in 1912–13, Holford lost his place in the first team in the 1913–14 season, making all but three of his 15 appearances in the first ten weeks of the season.",0
"I'll be honest with you, the last six months I was in prison,",0
The other two constables shook their heads gloomily.,0
"Not the first five times I asked, just the last time.",0
An An was euthanised at aged 35 on 21 July 2022 at Hong Kong Ocean Park after being sick for the last three weeks.,0
But I can't even take care of the only two people in my family.,0
-for the last five years.,0
"Rice rejoined Arsenal in 1984 as youth team coach, a post he held for the next 12 years, winning the FA Youth Cup twice in 1987–88 and 1993–94.",0
"The first four concertos are known as ""The Four Seasons"".",0
to fit into the format of this edition the first three columns of each,0
The first three systems were named from the fact that their strata,0
"The township of Kelmscott was gazetted in 1830, and for the next sixty years was the administrative and social hub for those colonists who took up land between present-day Kelmscott and Byford.",0
Hurricane LeRoy is predicted to make landfall in the next three to four hours.,0
"Of the other two forms of philosophic error, philosophism, consisting",0
The plan we've been pushing for for the last three years will become useless.,0
The best three teams advanced directly to the second stage while the teams placed fourth and fifth had to play a qualifying decider.,0
Don't look at what had happened when the Halifa passed in the past 100 years,0
Below are the first three stanzas of the poem.,0
Webb lived the last 21 years of his life on Balboa Island.,0
And the other 7 girls disappeared,0
"Over the next two decades, They Might Be Giants released studio albums on a near-biennial fashion and currently have a total of 22 studio albums along with six live albums, eight compilation albums, 21 extended plays and 11 singles.",0
"The difference between those two lengths, we're sensitive to that by less than 10 in the minus 18 metres.",0
"The first five episodes of the first season were released on December 24, 2013.",0
coziness of the last two years.,0
"After splitting the first four games 2–2, the match went into a rapid playoff.",0
"I could've been doing with this time, or it could just be that the entire 15 years might as well have not happened, had no impact, and then that's just 15 years that are gone.",0
Friedland operates Ivanhoe Capital from its corporate headquarters in Singaporea location that has facilitated his predominant business focus on the Asia Pacific region during the past 20 years.,0
"In the other two matches, Oswaldo Gracie and Benedicto Peres defeated their opponents.",0
"Frasier engineered a turnaround of the program, when the football team went to what was considered a ""laughing stock of the district"" to an 8-0 start in 1971 (some records show a 7-0 start and losing the last two games).",0
"If any of you don't want your image recorded and posted on the web, you're supposed to sit in the back three rows.",0
We have to run this ration for the next three years.,0
"During the last 200 years, religion has been heavily suppressed in China, with rebellions such as the Taiping Movement or Cultural Revolution.",0
"Galileo waited for the Shuttle lt spent the next three years, being modified shuttled across the country, and put into storage",0
The only four people who appeared from the first episode to the last are Alan Alda and Loretta Swit.,0
"In 1882, Oshima and the other ten provinces of Hokkaido were reorganized as Hakodate Prefecture, Sapporo Prefecture and Nemuro Prefecture.",0
Both can provide the electricity necessary for the next thousand years.,0
"It is also known that he placed in the top three finishers in 43% of his starts, a total of 36 out 84 in-the-money races.",0
"""The top two teams in each division qualify for the playoffs.",0
"In the last five years, the two countries have begun to converge somewhat in economic growth.",0
You've all got friends and relations in  er other jobs and they've all been struggling for the last two or three years haven't they?,0
"I've been dealing with-with-with... wall-to-wall crises for the last 18 hours, and I think I've done a pretty damn good job of leading the country.",0
We have no geological record prior for the first billion years.,0
"First of all I should point out that the Nor the County Council er figure of none thousand seven hundred is actually a figure for local needs plus one hundred percent migration, and if you follow Mr Thomas's figures that leaves a residual requirement of nine hundred and forty seven dwellings without any windfalls over the next thirteen years, which is quite inconceivable, so in order to establish his point on the need for the new settlement on tha on on his figures, the Bar Mr Grigson of Barton Willmore has to up the figure for Greater York to twelve thousand seven hundred, as set out in his erm paper.",0
"They are, I think, the most innovative company in technology in the last thirty years.",0
"So, several of the rows of the last 5 columns.",0
"At University of Phoenix, we've been through an amazing journey over the past 40 years.",0
- That there's a lot of shit left to do in 24 hours before the dress rehearsal tomorrow and then even more shit to do in the next 72 hours before the first night.,0
In order as you will see to be able to really that I have set of beautiful results over the next two videos.,0
"Specifically, the first four feet can either be dactyls or spondees more or less freely.",0
The first 7 lines of writings have been assigned to the time of King Khagemba (1592 AD-1652 AD).,0
"Japan, Sweden and the Czech Republic were the last 3 teams that were able to go to the 2018 Games.",0
"In the Budweiser Duels, Whitt's transfer into the 500 varied, but gained eight spots in the final five laps to finish 11th and qualify.",0
"It lay on the overland route to Melbourne and Mount Gambier, and about 60,000 sheep crossed the best part of the station during the first three months of every year.",0
"The search for the last 4 campers went through March, Aprli, May.",0
The first two cases of COVID-19 were reported in Seychelles on 14 March 2020.,0
"They found the bodies of the other 4 boys that you killed, but not my brother.",0
This branch comprises the first 14 stations on the Great Eastern Main Line.,0
"In the same game, he faced the minimum number of batters (27), as the only two batters who reached base were later out on double plays.",0
"In deference to the first thirty years, as the man says,",0
"But they say, he can not remember anything about the last two months.",0
"In the subsequent four seasons, Cooper made a further 62 league appearances (25 goals) before moving on to Rochdale in January 1959.",0
"When the award was first established, works accomplished during the previous five years were considered; this period was extended to seven years in 2008.",0
Now she opened the door to the other 42 patients he treated.,0
That term lasted a year and two months instead of the usual four years.,0
"During the last 40 days of her life, she was also the last living person born before 1885.",0
"In the 20th century, almost three times as many people are killed as a result of war as in the previous 2,000 years of human history combined.",0
"Only this time, it's gonna be nowhere near as nice as the one you spent the last 13 years in.",0
"This was a typical statement reflecting the controversy about Brown's work, which has continued over the last 200 years.",0
"I'm sure that over the years, you'll have er, gone through some of the experiences that Madeline and I have been talking about over the last five minutes.",0
For the last three nights you kids have been running amongst goons and cops.,0
"The museum was opened in 1969 in Stockbridge, the town where Rockwell lived the last 25 years of his life.",0
"In 1871, he sold the property, and over the next six years the property was bought and sold several times before finally being purchased by Samuel B. Rindge for $4500 in January, 1878.",0
Her interest in climate change started when her home has been affected by severe weather over the past three years.,0
"Dorf lettered the ""Steve Canyon"" comic strip for the last 12 to 14 years of the strip's run.",0
"According to Nisbett, the average IQ in the United States over the course of the past 50 years — since World War II — has gone up 15 to 20 points.",0
"Over the next nineteen years, Waterhouse was to lead the revitalisation of Sydney High School.",0
"Two times, he was one of the top three swimmers in his races.",0
"In the next two centuries, the world became a battlefield of the three nations.",0
"One authority has said that the evolution of the human brain over the last million years or so, is perhaps the fastest advance recorded for any complex organ in the entire history of life.",0
"Uh, look, if you get this in the next 10 minutes, please give me a call.",0
"For the first time, the show's winner was decided by America's votes, four months after the taping of the first 12 episodes.",0
"You've been writing the same book for the last three months, it hasn't even taken off yet",0
"In the next ten years, she had five children (a sixth was stillborn).",0
"That's why -- that's why every president since the Great Depression who came before the American people asking for a second term could look back at the last four years and say with satisfaction: ""you are better off today than you were four years ago.""",0
"And, probably, the last 20 cigars in the world.",0
And you have resided for the last six months at the  and at er  ?,0
"Reich was noted in the journal ""Nature"" as one of the top 10 people in science in 2015.",0
"The conditions which Lasker demanded for World Championship matches in the last ten years of his reign were controversial, and prompted attempts to define rules for championship matches.",0
"She was on the cover in the other two editions, one next to Sheila Carvalho, her colleague É o Tchan.",0
I have known Shirley from the past three years and working with Shirley each day and getting to know her better is a pleasure she is the kindest person walking on this planet and (ahh) each day for me is a great learning experience.,0
"The final 2 rounds showed much fatigue in Martinez and Williams but both warriors fought through to the end, although Williams seemed to win both of the last 2 rounds by being the far more active boxer (while the punching exchanges were very closely contested during those final 2 rounds as well), which would ultimately prove to be the difference and as a result of having far superior activity during those final 2 rounds, Williams won a close majority decision over Martinez.",0
"Adherents of Shugendō consider the collective Three Mountains of Dewa (consisting of Mount Haguro, Mount Gassan, and Mount Yudono), located in the remote Dewa Province of Japan, to be their most sacred of places.",0
She found the adjustment to a higher standard of football difficult and was close to quitting Umeå on several occasions during the first two seasons.,0
"""I call ten to the minus ten chances rather hopeless.",0
"""Quarter-finals:"" (2 matches) These were two single matches between the first four teams drawn from the province of Leinster.",0
"Oh, I think the first four times of you in court was enough for me.",0
"10th Panzer was to follow on the left rear of the corps, covering the flank of the other two divisions against possible Allied counter-attacks from the Laon area.",0
The standard six members.,0
She was on the top 20 questors but then she failed to make it to the top 10.,0
"For the next five hours, how about we turn off our past.",0
"He was ordered to pay a fine of £20,000 and remain in contact with a US correctional officer over the next six months.",0
"The newly-appointed C E O, Gary  who took over at the end of the year when Gill  retired has been very involved in these restructuring efforts and has been working very effectively and is on top of the situation, and although three swallows may not make a summer, I can at least tell you that Camco has traded profitably in each of the first three months of nineteen ninety three and now I'd like to hand you over to Frank , who will talk about the rest of our business.",0
the last sixteen days she just lived on her drip.,0
The top ten winners will win a free shirt from my spreadshirt store and the creator of the best picture will win $100!,0
The top 7 films released in 2011 by worldwide gross are as follows:,0
"Cale, if you don't get him out in the next five minutes...",0
"All this was deposited during the last 2,000 years, for this is the marsh that now separates the sea from the city of Ephesus.",0
"According to the U.S. News & World Report, Algeria is ranked among the top 80 countries in the world in 2018.",0
"The name of the company, Haribo, comes from the first two letters of his name and where he was from (HANS RIEGEL BONN).",0
Nine teams participated in the preliminary round; the top six teams advanced to the final.,0
We've had old information on the air for the last 12 hours.,0
It's a list of cities where Marcus Alvers has been in the last three years.,0
"Sarmiento removed the last two chapters of the second edition (1851), but restored them in the 1874 edition, deciding that they were important to the book's development.",0
"The ""cultus"" of the other three martyrs was recognized by Pope Paul VI in 1966, with a separate feast day of 17 November.",0
"We do not know exactly how many grand princes of Hungary ruled between the supposed death date of Árpád‘s death (c. 907) and Fajsz (c. 948), because it seems that the chroniclers of the Hungarian kings, who came from the branch of Solt after 1000, wanted to make the people of the kingdom, to forget the rule between 907 and 950, of the other branches of the Árpád dynasty, coming from the other 3 sons of Árpád: Tarkacsu/Liüntika, Jelek, Jutocsa, who, or their offspring probably ruled at this period Hungary, according to the nomadic custom of agnatic seniority, used by the Hungarian rulers before 1000.",0
"The last 10 guys he faced, he knocked them out.",0
"After beating the Atlanta Falcons and the Carolina Panthers in the first two rounds of the NFC playoffs, the Cardinals defeated the Philadelphia Eagles in the NFC Championship on January 18, 2009 and advanced to the Super Bowl for the first time in franchise history to face the Pittsburgh Steelers.",0
"And in the other three cases, he was at home in Tarragona.",0
"the last two months, and ‘come out smiling’ at the end of them.”",0
"One of these assumptions was that since 2, 3, 5, and 7 are precisely the first four primes, the fifth perfect number would be obtained when ""n"" = 11, the fifth prime.",0
"Here I am thinking that you were here the last two months, sending your CV.",0
"The first nine names were elected to the provisional Local Spiritual Assembly but the later official election changed adding Mr. Matsuda, who took the place of Mr. Y. Kataoka, who asked to be relieved.",0
"Mills had translated from the French the first two volumes, when in 1755 a review of this work was published in ""The monthly review of literary journal"".",0
"So, in the last three years, again - I'll talk about electric vehicles - first, they started with 13 pilot cities, a couple years ago, and then, they added another 20 cities to experiment on electric vehicles, recently this year, they announced another five cities that they would create subsidies for private purchases of electric vehicles, and car chargers, and battery recycling centers.",0
"Hello Nunu, back house spend much the last eighteen years in ladakh",0
"This brought the MAAC to eleven members, and the first round was again expanded to include the bottom six teams competing in the play-in round.",0
"Each cloak also bears on its left side a rendition of the order's star in white silk: the Sovereign Head, Grand Prior, and those in the first two grades of the order all have a diameter emblem; the Sovereign's and Grand Prior's are of white silk with gold adornments, the former's also surmounted by a St. Edward's Crown, while those for Bailiffs and Dames Grand Cross, Knights and Dames of Justice, and Knights and Dames of Grace are rendered in white linen, the first two groups having embellishments in gold silk, the latter in white silk.",0
"So I'll go to Nick and Vint and in the last 15 minutes, that was an excellent series of questions, in the next 15 minutes I would like to go to what might this Dynamic Coalition address going forward.",0
