idx,source,sentence,construction,pattern,DT,ADJ,NUMERAL,NOUN
6046,mahowald,We served dinner to five graceful a lawyers.,five graceful a lawyers,DT JJ CD NNS,five,graceful,a,lawyers
6047,mahowald,We served dinner to five graceful a doctors.,five graceful a doctors,DT JJ CD NNS,five,graceful,a,doctors
6048,mahowald,We served dinner to five graceful an actors.,five graceful an actors,DT JJ CD NNS,five,graceful,an,actors
6049,mahowald,We served dinner to five graceful an Americans.,five graceful an Americans,DT JJ CD NNS,five,graceful,an,Americans
6050,mahowald,We served dinner to five graceful a bankers.,five graceful a bankers,DT JJ CD NNS,five,graceful,a,bankers
6051,mahowald,We served dinner to twenty graceful a soldiers.,twenty graceful a soldiers,DT JJ CD NNS,twenty,graceful,a,soldiers
6052,mahowald,We served dinner to twenty graceful a students.,twenty graceful a students,DT JJ CD NNS,twenty,graceful,a,students
6053,mahowald,We served dinner to twenty graceful an athletes.,twenty graceful an athletes,DT JJ CD NNS,twenty,graceful,an,athletes
6054,mahowald,We served dinner to twenty graceful a pianists.,twenty graceful a pianists,DT JJ CD NNS,twenty,graceful,a,pianists
6055,mahowald,We served dinner to twenty graceful a teammates.,twenty graceful a teammates,DT JJ CD NNS,twenty,graceful,a,teammates
6056,mahowald,We served dinner to twenty graceful a lawyers.,twenty graceful a lawyers,DT JJ CD NNS,twenty,graceful,a,lawyers
6057,mahowald,We served dinner to twenty graceful a doctors.,twenty graceful a doctors,DT JJ CD NNS,twenty,graceful,a,doctors
6058,mahowald,We served dinner to twenty graceful an actors.,twenty graceful an actors,DT JJ CD NNS,twenty,graceful,an,actors
6059,mahowald,We served dinner to twenty graceful an Americans.,twenty graceful an Americans,DT JJ CD NNS,twenty,graceful,an,Americans
6060,mahowald,We served dinner to twenty graceful a bankers.,twenty graceful a bankers,DT JJ CD NNS,twenty,graceful,a,bankers
6061,mahowald,We served dinner to three fancy a soldiers.,three fancy a soldiers,DT JJ CD NNS,three,fancy,a,soldiers
6062,mahowald,We served dinner to three fancy a students.,three fancy a students,DT JJ CD NNS,three,fancy,a,students
6063,mahowald,We served dinner to three fancy an athletes.,three fancy an athletes,DT JJ CD NNS,three,fancy,an,athletes
6064,mahowald,We served dinner to three fancy a pianists.,three fancy a pianists,DT JJ CD NNS,three,fancy,a,pianists
6065,mahowald,We served dinner to three fancy a teammates.,three fancy a teammates,DT JJ CD NNS,three,fancy,a,teammates
6066,mahowald,We served dinner to three fancy a lawyers.,three fancy a lawyers,DT JJ CD NNS,three,fancy,a,lawyers
6067,mahowald,We served dinner to three fancy a doctors.,three fancy a doctors,DT JJ CD NNS,three,fancy,a,doctors
6068,mahowald,We served dinner to three fancy an actors.,three fancy an actors,DT JJ CD NNS,three,fancy,an,actors
6069,mahowald,We served dinner to three fancy an Americans.,three fancy an Americans,DT JJ CD NNS,three,fancy,an,Americans
6070,mahowald,We served dinner to three fancy a bankers.,three fancy a bankers,DT JJ CD NNS,three,fancy,a,bankers
6071,mahowald,We served dinner to five fancy a soldiers.,five fancy a soldiers,DT JJ CD NNS,five,fancy,a,soldiers
6072,mahowald,We served dinner to five fancy a students.,five fancy a students,DT JJ CD NNS,five,fancy,a,students
6073,mahowald,We served dinner to five fancy an athletes.,five fancy an athletes,DT JJ CD NNS,five,fancy,an,athletes
6074,mahowald,We served dinner to five fancy a pianists.,five fancy a pianists,DT JJ CD NNS,five,fancy,a,pianists
6075,mahowald,We served dinner to five fancy a teammates.,five fancy a teammates,DT JJ CD NNS,five,fancy,a,teammates
6076,mahowald,We served dinner to five fancy a lawyers.,five fancy a lawyers,DT JJ CD NNS,five,fancy,a,lawyers
6077,mahowald,We served dinner to five fancy a doctors.,five fancy a doctors,DT JJ CD NNS,five,fancy,a,doctors
6078,mahowald,We served dinner to five fancy an actors.,five fancy an actors,DT JJ CD NNS,five,fancy,an,actors
6079,mahowald,We served dinner to five fancy an Americans.,five fancy an Americans,DT JJ CD NNS,five,fancy,an,Americans
6080,mahowald,We served dinner to five fancy a bankers.,five fancy a bankers,DT JJ CD NNS,five,fancy,a,bankers
6081,mahowald,We served dinner to twenty fancy a soldiers.,twenty fancy a soldiers,DT JJ CD NNS,twenty,fancy,a,soldiers
6082,mahowald,We served dinner to twenty fancy a students.,twenty fancy a students,DT JJ CD NNS,twenty,fancy,a,students
6083,mahowald,We served dinner to twenty fancy an athletes.,twenty fancy an athletes,DT JJ CD NNS,twenty,fancy,an,athletes
6084,mahowald,We served dinner to twenty fancy a pianists.,twenty fancy a pianists,DT JJ CD NNS,twenty,fancy,a,pianists
6085,mahowald,We served dinner to twenty fancy a teammates.,twenty fancy a teammates,DT JJ CD NNS,twenty,fancy,a,teammates
6086,mahowald,We served dinner to twenty fancy a lawyers.,twenty fancy a lawyers,DT JJ CD NNS,twenty,fancy,a,lawyers
6087,mahowald,We served dinner to twenty fancy a doctors.,twenty fancy a doctors,DT JJ CD NNS,twenty,fancy,a,doctors
6088,mahowald,We served dinner to twenty fancy an actors.,twenty fancy an actors,DT JJ CD NNS,twenty,fancy,an,actors
6089,mahowald,We served dinner to twenty fancy an Americans.,twenty fancy an Americans,DT JJ CD NNS,twenty,fancy,an,Americans
6090,mahowald,We served dinner to twenty fancy a bankers.,twenty fancy a bankers,DT JJ CD NNS,twenty,fancy,a,bankers
6091,mahowald,We served dinner to three friendly a soldiers.,three friendly a soldiers,DT JJ CD NNS,three,friendly,a,soldiers
6092,mahowald,We served dinner to three friendly a students.,three friendly a students,DT JJ CD NNS,three,friendly,a,students
6093,mahowald,We served dinner to three friendly an athletes.,three friendly an athletes,DT JJ CD NNS,three,friendly,an,athletes
6094,mahowald,We served dinner to three friendly a pianists.,three friendly a pianists,DT JJ CD NNS,three,friendly,a,pianists
6095,mahowald,We served dinner to three friendly a teammates.,three friendly a teammates,DT JJ CD NNS,three,friendly,a,teammates
6096,mahowald,We served dinner to three friendly a lawyers.,three friendly a lawyers,DT JJ CD NNS,three,friendly,a,lawyers
6097,mahowald,We served dinner to three friendly a doctors.,three friendly a doctors,DT JJ CD NNS,three,friendly,a,doctors
6098,mahowald,We served dinner to three friendly an actors.,three friendly an actors,DT JJ CD NNS,three,friendly,an,actors
6099,mahowald,We served dinner to three friendly an Americans.,three friendly an Americans,DT JJ CD NNS,three,friendly,an,Americans
6100,mahowald,We served dinner to three friendly a bankers.,three friendly a bankers,DT JJ CD NNS,three,friendly,a,bankers
6101,mahowald,We served dinner to five friendly a soldiers.,five friendly a soldiers,DT JJ CD NNS,five,friendly,a,soldiers
6102,mahowald,We served dinner to five friendly a students.,five friendly a students,DT JJ CD NNS,five,friendly,a,students
6103,mahowald,We served dinner to five friendly an athletes.,five friendly an athletes,DT JJ CD NNS,five,friendly,an,athletes
6104,mahowald,We served dinner to five friendly a pianists.,five friendly a pianists,DT JJ CD NNS,five,friendly,a,pianists
6105,mahowald,We served dinner to five friendly a teammates.,five friendly a teammates,DT JJ CD NNS,five,friendly,a,teammates
6106,mahowald,We served dinner to five friendly a lawyers.,five friendly a lawyers,DT JJ CD NNS,five,friendly,a,lawyers
6107,mahowald,We served dinner to five friendly a doctors.,five friendly a doctors,DT JJ CD NNS,five,friendly,a,doctors
6108,mahowald,We served dinner to five friendly an actors.,five friendly an actors,DT JJ CD NNS,five,friendly,an,actors
6109,mahowald,We served dinner to five friendly an Americans.,five friendly an Americans,DT JJ CD NNS,five,friendly,an,Americans
6110,mahowald,We served dinner to five friendly a bankers.,five friendly a bankers,DT JJ CD NNS,five,friendly,a,bankers
6111,mahowald,We served dinner to twenty friendly a soldiers.,twenty friendly a soldiers,DT JJ CD NNS,twenty,friendly,a,soldiers
6112,mahowald,We served dinner to twenty friendly a students.,twenty friendly a students,DT JJ CD NNS,twenty,friendly,a,students
6113,mahowald,We served dinner to twenty friendly an athletes.,twenty friendly an athletes,DT JJ CD NNS,twenty,friendly,an,athletes
6114,mahowald,We served dinner to twenty friendly a pianists.,twenty friendly a pianists,DT JJ CD NNS,twenty,friendly,a,pianists
6115,mahowald,We served dinner to twenty friendly a teammates.,twenty friendly a teammates,DT JJ CD NNS,twenty,friendly,a,teammates
6116,mahowald,We served dinner to twenty friendly a lawyers.,twenty friendly a lawyers,DT JJ CD NNS,twenty,friendly,a,lawyers
6117,mahowald,We served dinner to twenty friendly a doctors.,twenty friendly a doctors,DT JJ CD NNS,twenty,friendly,a,doctors
6118,mahowald,We served dinner to twenty friendly an actors.,twenty friendly an actors,DT JJ CD NNS,twenty,friendly,an,actors
6119,mahowald,We served dinner to twenty friendly an Americans.,twenty friendly an Americans,DT JJ CD NNS,twenty,friendly,an,Americans
6120,mahowald,We served dinner to twenty friendly a bankers.,twenty friendly a bankers,DT JJ CD NNS,twenty,friendly,a,bankers
6121,mahowald,We served dinner to three collegial a soldiers.,three collegial a soldiers,DT JJ CD NNS,three,collegial,a,soldiers
6122,mahowald,We served dinner to three collegial a students.,three collegial a students,DT JJ CD NNS,three,collegial,a,students
6123,mahowald,We served dinner to three collegial an athletes.,three collegial an athletes,DT JJ CD NNS,three,collegial,an,athletes
6124,mahowald,We served dinner to three collegial a pianists.,three collegial a pianists,DT JJ CD NNS,three,collegial,a,pianists
6125,mahowald,We served dinner to three collegial a teammates.,three collegial a teammates,DT JJ CD NNS,three,collegial,a,teammates
6126,mahowald,We served dinner to three collegial a lawyers.,three collegial a lawyers,DT JJ CD NNS,three,collegial,a,lawyers
6127,mahowald,We served dinner to three collegial a doctors.,three collegial a doctors,DT JJ CD NNS,three,collegial,a,doctors
6128,mahowald,We served dinner to three collegial an actors.,three collegial an actors,DT JJ CD NNS,three,collegial,an,actors
6129,mahowald,We served dinner to three collegial an Americans.,three collegial an Americans,DT JJ CD NNS,three,collegial,an,Americans
6130,mahowald,We served dinner to three collegial a bankers.,three collegial a bankers,DT JJ CD NNS,three,collegial,a,bankers
6131,mahowald,We served dinner to five collegial a soldiers.,five collegial a soldiers,DT JJ CD NNS,five,collegial,a,soldiers
6132,mahowald,We served dinner to five collegial a students.,five collegial a students,DT JJ CD NNS,five,collegial,a,students
6133,mahowald,We served dinner to five collegial an athletes.,five collegial an athletes,DT JJ CD NNS,five,collegial,an,athletes
6134,mahowald,We served dinner to five collegial a pianists.,five collegial a pianists,DT JJ CD NNS,five,collegial,a,pianists
6135,mahowald,We served dinner to five collegial a teammates.,five collegial a teammates,DT JJ CD NNS,five,collegial,a,teammates
6136,mahowald,We served dinner to five collegial a lawyers.,five collegial a lawyers,DT JJ CD NNS,five,collegial,a,lawyers
6137,mahowald,We served dinner to five collegial a doctors.,five collegial a doctors,DT JJ CD NNS,five,collegial,a,doctors
6138,mahowald,We served dinner to five collegial an actors.,five collegial an actors,DT JJ CD NNS,five,collegial,an,actors
6139,mahowald,We served dinner to five collegial an Americans.,five collegial an Americans,DT JJ CD NNS,five,collegial,an,Americans
6140,mahowald,We served dinner to five collegial a bankers.,five collegial a bankers,DT JJ CD NNS,five,collegial,a,bankers
6141,mahowald,We served dinner to twenty collegial a soldiers.,twenty collegial a soldiers,DT JJ CD NNS,twenty,collegial,a,soldiers
6142,mahowald,We served dinner to twenty collegial a students.,twenty collegial a students,DT JJ CD NNS,twenty,collegial,a,students
6143,mahowald,We served dinner to twenty collegial an athletes.,twenty collegial an athletes,DT JJ CD NNS,twenty,collegial,an,athletes
6144,mahowald,We served dinner to twenty collegial a pianists.,twenty collegial a pianists,DT JJ CD NNS,twenty,collegial,a,pianists
6145,mahowald,We served dinner to twenty collegial a teammates.,twenty collegial a teammates,DT JJ CD NNS,twenty,collegial,a,teammates
6146,mahowald,We served dinner to twenty collegial a lawyers.,twenty collegial a lawyers,DT JJ CD NNS,twenty,collegial,a,lawyers
6147,mahowald,We served dinner to twenty collegial a doctors.,twenty collegial a doctors,DT JJ CD NNS,twenty,collegial,a,doctors
6148,mahowald,We served dinner to twenty collegial an actors.,twenty collegial an actors,DT JJ CD NNS,twenty,collegial,an,actors
6149,mahowald,We served dinner to twenty collegial an Americans.,twenty collegial an Americans,DT JJ CD NNS,twenty,collegial,an,Americans
6150,mahowald,We served dinner to twenty collegial a bankers.,twenty collegial a bankers,DT JJ CD NNS,twenty,collegial,a,bankers
6151,mahowald,We served dinner to three hopeful a soldiers.,three hopeful a soldiers,DT JJ CD NNS,three,hopeful,a,soldiers
6152,mahowald,We served dinner to three hopeful a students.,three hopeful a students,DT JJ CD NNS,three,hopeful,a,students
6153,mahowald,We served dinner to three hopeful an athletes.,three hopeful an athletes,DT JJ CD NNS,three,hopeful,an,athletes
6154,mahowald,We served dinner to three hopeful a pianists.,three hopeful a pianists,DT JJ CD NNS,three,hopeful,a,pianists
6155,mahowald,We served dinner to three hopeful a teammates.,three hopeful a teammates,DT JJ CD NNS,three,hopeful,a,teammates
6156,mahowald,We served dinner to three hopeful a lawyers.,three hopeful a lawyers,DT JJ CD NNS,three,hopeful,a,lawyers
6157,mahowald,We served dinner to three hopeful a doctors.,three hopeful a doctors,DT JJ CD NNS,three,hopeful,a,doctors
6158,mahowald,We served dinner to three hopeful an actors.,three hopeful an actors,DT JJ CD NNS,three,hopeful,an,actors
6159,mahowald,We served dinner to three hopeful an Americans.,three hopeful an Americans,DT JJ CD NNS,three,hopeful,an,Americans
6160,mahowald,We served dinner to three hopeful a bankers.,three hopeful a bankers,DT JJ CD NNS,three,hopeful,a,bankers
6161,mahowald,We served dinner to five hopeful a soldiers.,five hopeful a soldiers,DT JJ CD NNS,five,hopeful,a,soldiers
6162,mahowald,We served dinner to five hopeful a students.,five hopeful a students,DT JJ CD NNS,five,hopeful,a,students
6163,mahowald,We served dinner to five hopeful an athletes.,five hopeful an athletes,DT JJ CD NNS,five,hopeful,an,athletes
6164,mahowald,We served dinner to five hopeful a pianists.,five hopeful a pianists,DT JJ CD NNS,five,hopeful,a,pianists
6165,mahowald,We served dinner to five hopeful a teammates.,five hopeful a teammates,DT JJ CD NNS,five,hopeful,a,teammates
6166,mahowald,We served dinner to five hopeful a lawyers.,five hopeful a lawyers,DT JJ CD NNS,five,hopeful,a,lawyers
6167,mahowald,We served dinner to five hopeful a doctors.,five hopeful a doctors,DT JJ CD NNS,five,hopeful,a,doctors
6168,mahowald,We served dinner to five hopeful an actors.,five hopeful an actors,DT JJ CD NNS,five,hopeful,an,actors
6169,mahowald,We served dinner to five hopeful an Americans.,five hopeful an Americans,DT JJ CD NNS,five,hopeful,an,Americans
6170,mahowald,We served dinner to five hopeful a bankers.,five hopeful a bankers,DT JJ CD NNS,five,hopeful,a,bankers
6171,mahowald,We served dinner to twenty hopeful a soldiers.,twenty hopeful a soldiers,DT JJ CD NNS,twenty,hopeful,a,soldiers
6172,mahowald,We served dinner to twenty hopeful a students.,twenty hopeful a students,DT JJ CD NNS,twenty,hopeful,a,students
6173,mahowald,We served dinner to twenty hopeful an athletes.,twenty hopeful an athletes,DT JJ CD NNS,twenty,hopeful,an,athletes
6174,mahowald,We served dinner to twenty hopeful a pianists.,twenty hopeful a pianists,DT JJ CD NNS,twenty,hopeful,a,pianists
6175,mahowald,We served dinner to twenty hopeful a teammates.,twenty hopeful a teammates,DT JJ CD NNS,twenty,hopeful,a,teammates
6176,mahowald,We served dinner to twenty hopeful a lawyers.,twenty hopeful a lawyers,DT JJ CD NNS,twenty,hopeful,a,lawyers
6177,mahowald,We served dinner to twenty hopeful a doctors.,twenty hopeful a doctors,DT JJ CD NNS,twenty,hopeful,a,doctors
6178,mahowald,We served dinner to twenty hopeful an actors.,twenty hopeful an actors,DT JJ CD NNS,twenty,hopeful,an,actors
6179,mahowald,We served dinner to twenty hopeful an Americans.,twenty hopeful an Americans,DT JJ CD NNS,twenty,hopeful,an,Americans
6180,mahowald,We served dinner to twenty hopeful a bankers.,twenty hopeful a bankers,DT JJ CD NNS,twenty,hopeful,a,bankers
6181,mahowald,We served dinner to three shy a soldiers.,three shy a soldiers,DT JJ CD NNS,three,shy,a,soldiers
6182,mahowald,We served dinner to three shy a students.,three shy a students,DT JJ CD NNS,three,shy,a,students
6183,mahowald,We served dinner to three shy an athletes.,three shy an athletes,DT JJ CD NNS,three,shy,an,athletes
6184,mahowald,We served dinner to three shy a pianists.,three shy a pianists,DT JJ CD NNS,three,shy,a,pianists
6185,mahowald,We served dinner to three shy a teammates.,three shy a teammates,DT JJ CD NNS,three,shy,a,teammates
6186,mahowald,We served dinner to three shy a lawyers.,three shy a lawyers,DT JJ CD NNS,three,shy,a,lawyers
6187,mahowald,We served dinner to three shy a doctors.,three shy a doctors,DT JJ CD NNS,three,shy,a,doctors
6188,mahowald,We served dinner to three shy an actors.,three shy an actors,DT JJ CD NNS,three,shy,an,actors
6189,mahowald,We served dinner to three shy an Americans.,three shy an Americans,DT JJ CD NNS,three,shy,an,Americans
6190,mahowald,We served dinner to three shy a bankers.,three shy a bankers,DT JJ CD NNS,three,shy,a,bankers
6191,mahowald,We served dinner to five shy a soldiers.,five shy a soldiers,DT JJ CD NNS,five,shy,a,soldiers
6192,mahowald,We served dinner to five shy a students.,five shy a students,DT JJ CD NNS,five,shy,a,students
6193,mahowald,We served dinner to five shy an athletes.,five shy an athletes,DT JJ CD NNS,five,shy,an,athletes
6194,mahowald,We served dinner to five shy a pianists.,five shy a pianists,DT JJ CD NNS,five,shy,a,pianists
6195,mahowald,We served dinner to five shy a teammates.,five shy a teammates,DT JJ CD NNS,five,shy,a,teammates
6196,mahowald,We served dinner to five shy a lawyers.,five shy a lawyers,DT JJ CD NNS,five,shy,a,lawyers
6197,mahowald,We served dinner to five shy a doctors.,five shy a doctors,DT JJ CD NNS,five,shy,a,doctors
6198,mahowald,We served dinner to five shy an actors.,five shy an actors,DT JJ CD NNS,five,shy,an,actors
6199,mahowald,We served dinner to five shy an Americans.,five shy an Americans,DT JJ CD NNS,five,shy,an,Americans
6200,mahowald,We served dinner to five shy a bankers.,five shy a bankers,DT JJ CD NNS,five,shy,a,bankers
6201,mahowald,We served dinner to twenty shy a soldiers.,twenty shy a soldiers,DT JJ CD NNS,twenty,shy,a,soldiers
6202,mahowald,We served dinner to twenty shy a students.,twenty shy a students,DT JJ CD NNS,twenty,shy,a,students
6203,mahowald,We served dinner to twenty shy an athletes.,twenty shy an athletes,DT JJ CD NNS,twenty,shy,an,athletes
6204,mahowald,We served dinner to twenty shy a pianists.,twenty shy a pianists,DT JJ CD NNS,twenty,shy,a,pianists
6205,mahowald,We served dinner to twenty shy a teammates.,twenty shy a teammates,DT JJ CD NNS,twenty,shy,a,teammates
6206,mahowald,We served dinner to twenty shy a lawyers.,twenty shy a lawyers,DT JJ CD NNS,twenty,shy,a,lawyers
6207,mahowald,We served dinner to twenty shy a doctors.,twenty shy a doctors,DT JJ CD NNS,twenty,shy,a,doctors
6208,mahowald,We served dinner to twenty shy an actors.,twenty shy an actors,DT JJ CD NNS,twenty,shy,an,actors
6209,mahowald,We served dinner to twenty shy an Americans.,twenty shy an Americans,DT JJ CD NNS,twenty,shy,an,Americans
6210,mahowald,We served dinner to twenty shy a bankers.,twenty shy a bankers,DT JJ CD NNS,twenty,shy,a,bankers
6211,mahowald,We served dinner to three bold a soldiers.,three bold a soldiers,DT JJ CD NNS,three,bold,a,soldiers
6212,mahowald,We served dinner to three bold a students.,three bold a students,DT JJ CD NNS,three,bold,a,students
6213,mahowald,We served dinner to three bold an athletes.,three bold an athletes,DT JJ CD NNS,three,bold,an,athletes
6214,mahowald,We served dinner to three bold a pianists.,three bold a pianists,DT JJ CD NNS,three,bold,a,pianists
6215,mahowald,We served dinner to three bold a teammates.,three bold a teammates,DT JJ CD NNS,three,bold,a,teammates
6216,mahowald,We served dinner to three bold a lawyers.,three bold a lawyers,DT JJ CD NNS,three,bold,a,lawyers
6217,mahowald,We served dinner to three bold a doctors.,three bold a doctors,DT JJ CD NNS,three,bold,a,doctors
6218,mahowald,We served dinner to three bold an actors.,three bold an actors,DT JJ CD NNS,three,bold,an,actors
6219,mahowald,We served dinner to three bold an Americans.,three bold an Americans,DT JJ CD NNS,three,bold,an,Americans
6220,mahowald,We served dinner to three bold a bankers.,three bold a bankers,DT JJ CD NNS,three,bold,a,bankers
6221,mahowald,We served dinner to five bold a soldiers.,five bold a soldiers,DT JJ CD NNS,five,bold,a,soldiers
6222,mahowald,We served dinner to five bold a students.,five bold a students,DT JJ CD NNS,five,bold,a,students
6223,mahowald,We served dinner to five bold an athletes.,five bold an athletes,DT JJ CD NNS,five,bold,an,athletes
6224,mahowald,We served dinner to five bold a pianists.,five bold a pianists,DT JJ CD NNS,five,bold,a,pianists
6225,mahowald,We served dinner to five bold a teammates.,five bold a teammates,DT JJ CD NNS,five,bold,a,teammates
6226,mahowald,We served dinner to five bold a lawyers.,five bold a lawyers,DT JJ CD NNS,five,bold,a,lawyers
6227,mahowald,We served dinner to five bold a doctors.,five bold a doctors,DT JJ CD NNS,five,bold,a,doctors
6228,mahowald,We served dinner to five bold an actors.,five bold an actors,DT JJ CD NNS,five,bold,an,actors
6229,mahowald,We served dinner to five bold an Americans.,five bold an Americans,DT JJ CD NNS,five,bold,an,Americans
6230,mahowald,We served dinner to five bold a bankers.,five bold a bankers,DT JJ CD NNS,five,bold,a,bankers
6231,mahowald,We served dinner to twenty bold a soldiers.,twenty bold a soldiers,DT JJ CD NNS,twenty,bold,a,soldiers
6232,mahowald,We served dinner to twenty bold a students.,twenty bold a students,DT JJ CD NNS,twenty,bold,a,students
6233,mahowald,We served dinner to twenty bold an athletes.,twenty bold an athletes,DT JJ CD NNS,twenty,bold,an,athletes
6234,mahowald,We served dinner to twenty bold a pianists.,twenty bold a pianists,DT JJ CD NNS,twenty,bold,a,pianists
6235,mahowald,We served dinner to twenty bold a teammates.,twenty bold a teammates,DT JJ CD NNS,twenty,bold,a,teammates
6236,mahowald,We served dinner to twenty bold a lawyers.,twenty bold a lawyers,DT JJ CD NNS,twenty,bold,a,lawyers
6237,mahowald,We served dinner to twenty bold a doctors.,twenty bold a doctors,DT JJ CD NNS,twenty,bold,a,doctors
6238,mahowald,We served dinner to twenty bold an actors.,twenty bold an actors,DT JJ CD NNS,twenty,bold,an,actors
6239,mahowald,We served dinner to twenty bold an Americans.,twenty bold an Americans,DT JJ CD NNS,twenty,bold,an,Americans
6240,mahowald,We served dinner to twenty bold a bankers.,twenty bold a bankers,DT JJ CD NNS,twenty,bold,a,bankers
6241,mahowald,We served dinner to three grinning a soldiers.,three grinning a soldiers,DT JJ CD NNS,three,grinning,a,soldiers
6242,mahowald,We served dinner to three grinning a students.,three grinning a students,DT JJ CD NNS,three,grinning,a,students
6243,mahowald,We served dinner to three grinning an athletes.,three grinning an athletes,DT JJ CD NNS,three,grinning,an,athletes
6244,mahowald,We served dinner to three grinning a pianists.,three grinning a pianists,DT JJ CD NNS,three,grinning,a,pianists
6245,mahowald,We served dinner to three grinning a teammates.,three grinning a teammates,DT JJ CD NNS,three,grinning,a,teammates
6246,mahowald,We served dinner to three grinning a lawyers.,three grinning a lawyers,DT JJ CD NNS,three,grinning,a,lawyers
6247,mahowald,We served dinner to three grinning a doctors.,three grinning a doctors,DT JJ CD NNS,three,grinning,a,doctors
6248,mahowald,We served dinner to three grinning an actors.,three grinning an actors,DT JJ CD NNS,three,grinning,an,actors
6249,mahowald,We served dinner to three grinning an Americans.,three grinning an Americans,DT JJ CD NNS,three,grinning,an,Americans
6250,mahowald,We served dinner to three grinning a bankers.,three grinning a bankers,DT JJ CD NNS,three,grinning,a,bankers
6251,mahowald,We served dinner to five grinning a soldiers.,five grinning a soldiers,DT JJ CD NNS,five,grinning,a,soldiers
6252,mahowald,We served dinner to five grinning a students.,five grinning a students,DT JJ CD NNS,five,grinning,a,students
6253,mahowald,We served dinner to five grinning an athletes.,five grinning an athletes,DT JJ CD NNS,five,grinning,an,athletes
6254,mahowald,We served dinner to five grinning a pianists.,five grinning a pianists,DT JJ CD NNS,five,grinning,a,pianists
6255,mahowald,We served dinner to five grinning a teammates.,five grinning a teammates,DT JJ CD NNS,five,grinning,a,teammates
6256,mahowald,We served dinner to five grinning a lawyers.,five grinning a lawyers,DT JJ CD NNS,five,grinning,a,lawyers
6257,mahowald,We served dinner to five grinning a doctors.,five grinning a doctors,DT JJ CD NNS,five,grinning,a,doctors
6258,mahowald,We served dinner to five grinning an actors.,five grinning an actors,DT JJ CD NNS,five,grinning,an,actors
6259,mahowald,We served dinner to five grinning an Americans.,five grinning an Americans,DT JJ CD NNS,five,grinning,an,Americans
6260,mahowald,We served dinner to five grinning a bankers.,five grinning a bankers,DT JJ CD NNS,five,grinning,a,bankers
6261,mahowald,We served dinner to twenty grinning a soldiers.,twenty grinning a soldiers,DT JJ CD NNS,twenty,grinning,a,soldiers
6262,mahowald,We served dinner to twenty grinning a students.,twenty grinning a students,DT JJ CD NNS,twenty,grinning,a,students
6263,mahowald,We served dinner to twenty grinning an athletes.,twenty grinning an athletes,DT JJ CD NNS,twenty,grinning,an,athletes
6264,mahowald,We served dinner to twenty grinning a pianists.,twenty grinning a pianists,DT JJ CD NNS,twenty,grinning,a,pianists
6265,mahowald,We served dinner to twenty grinning a teammates.,twenty grinning a teammates,DT JJ CD NNS,twenty,grinning,a,teammates
6266,mahowald,We served dinner to twenty grinning a lawyers.,twenty grinning a lawyers,DT JJ CD NNS,twenty,grinning,a,lawyers
6267,mahowald,We served dinner to twenty grinning a doctors.,twenty grinning a doctors,DT JJ CD NNS,twenty,grinning,a,doctors
6268,mahowald,We served dinner to twenty grinning an actors.,twenty grinning an actors,DT JJ CD NNS,twenty,grinning,an,actors
6269,mahowald,We served dinner to twenty grinning an Americans.,twenty grinning an Americans,DT JJ CD NNS,twenty,grinning,an,Americans
6270,mahowald,We served dinner to twenty grinning a bankers.,twenty grinning a bankers,DT JJ CD NNS,twenty,grinning,a,bankers
6271,mahowald,three astonishing a soldiers greeted us at the door.,three astonishing a soldiers,DT JJ CD NNS,three,astonishing,a,soldiers
6272,mahowald,three astonishing a students greeted us at the door.,three astonishing a students,DT JJ CD NNS,three,astonishing,a,students
6273,mahowald,three astonishing an athletes greeted us at the door.,three astonishing an athletes,DT JJ CD NNS,three,astonishing,an,athletes
6274,mahowald,three astonishing a pianists greeted us at the door.,three astonishing a pianists,DT JJ CD NNS,three,astonishing,a,pianists
6275,mahowald,three astonishing a teammates greeted us at the door.,three astonishing a teammates,DT JJ CD NNS,three,astonishing,a,teammates
6276,mahowald,three astonishing a lawyers greeted us at the door.,three astonishing a lawyers,DT JJ CD NNS,three,astonishing,a,lawyers
6277,mahowald,three astonishing a doctors greeted us at the door.,three astonishing a doctors,DT JJ CD NNS,three,astonishing,a,doctors
6278,mahowald,three astonishing an actors greeted us at the door.,three astonishing an actors,DT JJ CD NNS,three,astonishing,an,actors
6279,mahowald,three astonishing an Americans greeted us at the door.,three astonishing an Americans,DT JJ CD NNS,three,astonishing,an,Americans
6280,mahowald,three astonishing a bankers greeted us at the door.,three astonishing a bankers,DT JJ CD NNS,three,astonishing,a,bankers
6281,mahowald,five astonishing a soldiers greeted us at the door.,five astonishing a soldiers,DT JJ CD NNS,five,astonishing,a,soldiers
6282,mahowald,five astonishing a students greeted us at the door.,five astonishing a students,DT JJ CD NNS,five,astonishing,a,students
6283,mahowald,five astonishing an athletes greeted us at the door.,five astonishing an athletes,DT JJ CD NNS,five,astonishing,an,athletes
6284,mahowald,five astonishing a pianists greeted us at the door.,five astonishing a pianists,DT JJ CD NNS,five,astonishing,a,pianists
6285,mahowald,five astonishing a teammates greeted us at the door.,five astonishing a teammates,DT JJ CD NNS,five,astonishing,a,teammates
6286,mahowald,five astonishing a lawyers greeted us at the door.,five astonishing a lawyers,DT JJ CD NNS,five,astonishing,a,lawyers
6287,mahowald,five astonishing a doctors greeted us at the door.,five astonishing a doctors,DT JJ CD NNS,five,astonishing,a,doctors
