,idx,source,sentence,construction,pattern,DT,ADJ,NUMERAL,NOUN
6707,6708,mahowald,five charming an actors greeted us at the door.,five charming an actors,DT JJ CD NNS,A,charming,five,actors
6708,6709,mahowald,five charming an Americans greeted us at the door.,five charming an Americans,DT JJ CD NNS,A,charming,five,Americans
6709,6710,mahowald,five charming a bankers greeted us at the door.,five charming a bankers,DT JJ CD NNS,A,charming,five,bankers
6710,6711,mahowald,twenty charming a soldiers greeted us at the door.,twenty charming a soldiers,DT JJ CD NNS,A,charming,twenty,soldiers
6711,6712,mahowald,twenty charming a students greeted us at the door.,twenty charming a students,DT JJ CD NNS,A,charming,twenty,students
6712,6713,mahowald,twenty charming an athletes greeted us at the door.,twenty charming an athletes,DT JJ CD NNS,A,charming,twenty,athletes
6713,6714,mahowald,twenty charming a pianists greeted us at the door.,twenty charming a pianists,DT JJ CD NNS,A,charming,twenty,pianists
6714,6715,mahowald,twenty charming a teammates greeted us at the door.,twenty charming a teammates,DT JJ CD NNS,A,charming,twenty,teammates
6715,6716,mahowald,twenty charming a lawyers greeted us at the door.,twenty charming a lawyers,DT JJ CD NNS,A,charming,twenty,lawyers
6716,6717,mahowald,twenty charming a doctors greeted us at the door.,twenty charming a doctors,DT JJ CD NNS,A,charming,twenty,doctors
6717,6718,mahowald,twenty charming an actors greeted us at the door.,twenty charming an actors,DT JJ CD NNS,A,charming,twenty,actors
6718,6719,mahowald,twenty charming an Americans greeted us at the door.,twenty charming an Americans,DT JJ CD NNS,A,charming,twenty,Americans
6719,6720,mahowald,twenty charming a bankers greeted us at the door.,twenty charming a bankers,DT JJ CD NNS,A,charming,twenty,bankers
6720,6721,mahowald,three disgusting a soldiers greeted us at the door.,three disgusting a soldiers,DT JJ CD NNS,A,disgusting,three,soldiers
6721,6722,mahowald,three disgusting a students greeted us at the door.,three disgusting a students,DT JJ CD NNS,A,disgusting,three,students
6722,6723,mahowald,three disgusting an athletes greeted us at the door.,three disgusting an athletes,DT JJ CD NNS,A,disgusting,three,athletes
6723,6724,mahowald,three disgusting a pianists greeted us at the door.,three disgusting a pianists,DT JJ CD NNS,A,disgusting,three,pianists
6724,6725,mahowald,three disgusting a teammates greeted us at the door.,three disgusting a teammates,DT JJ CD NNS,A,disgusting,three,teammates
6725,6726,mahowald,three disgusting a lawyers greeted us at the door.,three disgusting a lawyers,DT JJ CD NNS,A,disgusting,three,lawyers
6726,6727,mahowald,three disgusting a doctors greeted us at the door.,three disgusting a doctors,DT JJ CD NNS,A,disgusting,three,doctors
6727,6728,mahowald,three disgusting an actors greeted us at the door.,three disgusting an actors,DT JJ CD NNS,A,disgusting,three,actors
6728,6729,mahowald,three disgusting an Americans greeted us at the door.,three disgusting an Americans,DT JJ CD NNS,A,disgusting,three,Americans
6729,6730,mahowald,three disgusting a bankers greeted us at the door.,three disgusting a bankers,DT JJ CD NNS,A,disgusting,three,bankers
6730,6731,mahowald,five disgusting a soldiers greeted us at the door.,five disgusting a soldiers,DT JJ CD NNS,A,disgusting,five,soldiers
6731,6732,mahowald,five disgusting a students greeted us at the door.,five disgusting a students,DT JJ CD NNS,A,disgusting,five,students
6732,6733,mahowald,five disgusting an athletes greeted us at the door.,five disgusting an athletes,DT JJ CD NNS,A,disgusting,five,athletes
6733,6734,mahowald,five disgusting a pianists greeted us at the door.,five disgusting a pianists,DT JJ CD NNS,A,disgusting,five,pianists
6734,6735,mahowald,five disgusting a teammates greeted us at the door.,five disgusting a teammates,DT JJ CD NNS,A,disgusting,five,teammates
6735,6736,mahowald,five disgusting a lawyers greeted us at the door.,five disgusting a lawyers,DT JJ CD NNS,A,disgusting,five,lawyers
6736,6737,mahowald,five disgusting a doctors greeted us at the door.,five disgusting a doctors,DT JJ CD NNS,A,disgusting,five,doctors
6737,6738,mahowald,five disgusting an actors greeted us at the door.,five disgusting an actors,DT JJ CD NNS,A,disgusting,five,actors
6738,6739,mahowald,five disgusting an Americans greeted us at the door.,five disgusting an Americans,DT JJ CD NNS,A,disgusting,five,Americans
6739,6740,mahowald,five disgusting a bankers greeted us at the door.,five disgusting a bankers,DT JJ CD NNS,A,disgusting,five,bankers
6740,6741,mahowald,twenty disgusting a soldiers greeted us at the door.,twenty disgusting a soldiers,DT JJ CD NNS,A,disgusting,twenty,soldiers
6741,6742,mahowald,twenty disgusting a students greeted us at the door.,twenty disgusting a students,DT JJ CD NNS,A,disgusting,twenty,students
6742,6743,mahowald,twenty disgusting an athletes greeted us at the door.,twenty disgusting an athletes,DT JJ CD NNS,A,disgusting,twenty,athletes
6743,6744,mahowald,twenty disgusting a pianists greeted us at the door.,twenty disgusting a pianists,DT JJ CD NNS,A,disgusting,twenty,pianists
6744,6745,mahowald,twenty disgusting a teammates greeted us at the door.,twenty disgusting a teammates,DT JJ CD NNS,A,disgusting,twenty,teammates
6745,6746,mahowald,twenty disgusting a lawyers greeted us at the door.,twenty disgusting a lawyers,DT JJ CD NNS,A,disgusting,twenty,lawyers
6746,6747,mahowald,twenty disgusting a doctors greeted us at the door.,twenty disgusting a doctors,DT JJ CD NNS,A,disgusting,twenty,doctors
6747,6748,mahowald,twenty disgusting an actors greeted us at the door.,twenty disgusting an actors,DT JJ CD NNS,A,disgusting,twenty,actors
6748,6749,mahowald,twenty disgusting an Americans greeted us at the door.,twenty disgusting an Americans,DT JJ CD NNS,A,disgusting,twenty,Americans
6749,6750,mahowald,twenty disgusting a bankers greeted us at the door.,twenty disgusting a bankers,DT JJ CD NNS,A,disgusting,twenty,bankers
6750,6751,mahowald,three uninviting a soldiers greeted us at the door.,three uninviting a soldiers,DT JJ CD NNS,An,uninviting,three,soldiers
6751,6752,mahowald,three uninviting a students greeted us at the door.,three uninviting a students,DT JJ CD NNS,An,uninviting,three,students
6752,6753,mahowald,three uninviting an athletes greeted us at the door.,three uninviting an athletes,DT JJ CD NNS,An,uninviting,three,athletes
6753,6754,mahowald,three uninviting a pianists greeted us at the door.,three uninviting a pianists,DT JJ CD NNS,An,uninviting,three,pianists
6754,6755,mahowald,three uninviting a teammates greeted us at the door.,three uninviting a teammates,DT JJ CD NNS,An,uninviting,three,teammates
6755,6756,mahowald,three uninviting a lawyers greeted us at the door.,three uninviting a lawyers,DT JJ CD NNS,An,uninviting,three,lawyers
6756,6757,mahowald,three uninviting a doctors greeted us at the door.,three uninviting a doctors,DT JJ CD NNS,An,uninviting,three,doctors
6757,6758,mahowald,three uninviting an actors greeted us at the door.,three uninviting an actors,DT JJ CD NNS,An,uninviting,three,actors
6758,6759,mahowald,three uninviting an Americans greeted us at the door.,three uninviting an Americans,DT JJ CD NNS,An,uninviting,three,Americans
6759,6760,mahowald,three uninviting a bankers greeted us at the door.,three uninviting a bankers,DT JJ CD NNS,An,uninviting,three,bankers
6760,6761,mahowald,five uninviting a soldiers greeted us at the door.,five uninviting a soldiers,DT JJ CD NNS,An,uninviting,five,soldiers
6761,6762,mahowald,five uninviting a students greeted us at the door.,five uninviting a students,DT JJ CD NNS,An,uninviting,five,students
6762,6763,mahowald,five uninviting an athletes greeted us at the door.,five uninviting an athletes,DT JJ CD NNS,An,uninviting,five,athletes
6763,6764,mahowald,five uninviting a pianists greeted us at the door.,five uninviting a pianists,DT JJ CD NNS,An,uninviting,five,pianists
6764,6765,mahowald,five uninviting a teammates greeted us at the door.,five uninviting a teammates,DT JJ CD NNS,An,uninviting,five,teammates
6765,6766,mahowald,five uninviting a lawyers greeted us at the door.,five uninviting a lawyers,DT JJ CD NNS,An,uninviting,five,lawyers
6766,6767,mahowald,five uninviting a doctors greeted us at the door.,five uninviting a doctors,DT JJ CD NNS,An,uninviting,five,doctors
6767,6768,mahowald,five uninviting an actors greeted us at the door.,five uninviting an actors,DT JJ CD NNS,An,uninviting,five,actors
6768,6769,mahowald,five uninviting an Americans greeted us at the door.,five uninviting an Americans,DT JJ CD NNS,An,uninviting,five,Americans
6769,6770,mahowald,five uninviting a bankers greeted us at the door.,five uninviting a bankers,DT JJ CD NNS,An,uninviting,five,bankers
6770,6771,mahowald,twenty uninviting a soldiers greeted us at the door.,twenty uninviting a soldiers,DT JJ CD NNS,An,uninviting,twenty,soldiers
6771,6772,mahowald,twenty uninviting a students greeted us at the door.,twenty uninviting a students,DT JJ CD NNS,An,uninviting,twenty,students
6772,6773,mahowald,twenty uninviting an athletes greeted us at the door.,twenty uninviting an athletes,DT JJ CD NNS,An,uninviting,twenty,athletes
6773,6774,mahowald,twenty uninviting a pianists greeted us at the door.,twenty uninviting a pianists,DT JJ CD NNS,An,uninviting,twenty,pianists
6774,6775,mahowald,twenty uninviting a teammates greeted us at the door.,twenty uninviting a teammates,DT JJ CD NNS,An,uninviting,twenty,teammates
6775,6776,mahowald,twenty uninviting a lawyers greeted us at the door.,twenty uninviting a lawyers,DT JJ CD NNS,An,uninviting,twenty,lawyers
6776,6777,mahowald,twenty uninviting a doctors greeted us at the door.,twenty uninviting a doctors,DT JJ CD NNS,An,uninviting,twenty,doctors
6777,6778,mahowald,twenty uninviting an actors greeted us at the door.,twenty uninviting an actors,DT JJ CD NNS,An,uninviting,twenty,actors
6778,6779,mahowald,twenty uninviting an Americans greeted us at the door.,twenty uninviting an Americans,DT JJ CD NNS,An,uninviting,twenty,Americans
6779,6780,mahowald,twenty uninviting a bankers greeted us at the door.,twenty uninviting a bankers,DT JJ CD NNS,An,uninviting,twenty,bankers
6780,6781,mahowald,three haunting a soldiers greeted us at the door.,three haunting a soldiers,DT JJ CD NNS,A,haunting,three,soldiers
6781,6782,mahowald,three haunting a students greeted us at the door.,three haunting a students,DT JJ CD NNS,A,haunting,three,students
6782,6783,mahowald,three haunting an athletes greeted us at the door.,three haunting an athletes,DT JJ CD NNS,A,haunting,three,athletes
6783,6784,mahowald,three haunting a pianists greeted us at the door.,three haunting a pianists,DT JJ CD NNS,A,haunting,three,pianists
6784,6785,mahowald,three haunting a teammates greeted us at the door.,three haunting a teammates,DT JJ CD NNS,A,haunting,three,teammates
6785,6786,mahowald,three haunting a lawyers greeted us at the door.,three haunting a lawyers,DT JJ CD NNS,A,haunting,three,lawyers
6786,6787,mahowald,three haunting a doctors greeted us at the door.,three haunting a doctors,DT JJ CD NNS,A,haunting,three,doctors
6787,6788,mahowald,three haunting an actors greeted us at the door.,three haunting an actors,DT JJ CD NNS,A,haunting,three,actors
6788,6789,mahowald,three haunting an Americans greeted us at the door.,three haunting an Americans,DT JJ CD NNS,A,haunting,three,Americans
6789,6790,mahowald,three haunting a bankers greeted us at the door.,three haunting a bankers,DT JJ CD NNS,A,haunting,three,bankers
6790,6791,mahowald,five haunting a soldiers greeted us at the door.,five haunting a soldiers,DT JJ CD NNS,A,haunting,five,soldiers
6791,6792,mahowald,five haunting a students greeted us at the door.,five haunting a students,DT JJ CD NNS,A,haunting,five,students
6792,6793,mahowald,five haunting an athletes greeted us at the door.,five haunting an athletes,DT JJ CD NNS,A,haunting,five,athletes
6793,6794,mahowald,five haunting a pianists greeted us at the door.,five haunting a pianists,DT JJ CD NNS,A,haunting,five,pianists
6794,6795,mahowald,five haunting a teammates greeted us at the door.,five haunting a teammates,DT JJ CD NNS,A,haunting,five,teammates
6795,6796,mahowald,five haunting a lawyers greeted us at the door.,five haunting a lawyers,DT JJ CD NNS,A,haunting,five,lawyers
6796,6797,mahowald,five haunting a doctors greeted us at the door.,five haunting a doctors,DT JJ CD NNS,A,haunting,five,doctors
6797,6798,mahowald,five haunting an actors greeted us at the door.,five haunting an actors,DT JJ CD NNS,A,haunting,five,actors
6798,6799,mahowald,five haunting an Americans greeted us at the door.,five haunting an Americans,DT JJ CD NNS,A,haunting,five,Americans
6799,6800,mahowald,five haunting a bankers greeted us at the door.,five haunting a bankers,DT JJ CD NNS,A,haunting,five,bankers
6800,6801,mahowald,twenty haunting a soldiers greeted us at the door.,twenty haunting a soldiers,DT JJ CD NNS,A,haunting,twenty,soldiers
6801,6802,mahowald,twenty haunting a students greeted us at the door.,twenty haunting a students,DT JJ CD NNS,A,haunting,twenty,students
6802,6803,mahowald,twenty haunting an athletes greeted us at the door.,twenty haunting an athletes,DT JJ CD NNS,A,haunting,twenty,athletes
6803,6804,mahowald,twenty haunting a pianists greeted us at the door.,twenty haunting a pianists,DT JJ CD NNS,A,haunting,twenty,pianists
6804,6805,mahowald,twenty haunting a teammates greeted us at the door.,twenty haunting a teammates,DT JJ CD NNS,A,haunting,twenty,teammates
6805,6806,mahowald,twenty haunting a lawyers greeted us at the door.,twenty haunting a lawyers,DT JJ CD NNS,A,haunting,twenty,lawyers
6806,6807,mahowald,twenty haunting a doctors greeted us at the door.,twenty haunting a doctors,DT JJ CD NNS,A,haunting,twenty,doctors
6807,6808,mahowald,twenty haunting an actors greeted us at the door.,twenty haunting an actors,DT JJ CD NNS,A,haunting,twenty,actors
6808,6809,mahowald,twenty haunting an Americans greeted us at the door.,twenty haunting an Americans,DT JJ CD NNS,A,haunting,twenty,Americans
6809,6810,mahowald,twenty haunting a bankers greeted us at the door.,twenty haunting a bankers,DT JJ CD NNS,A,haunting,twenty,bankers
6810,6811,mahowald,three hideous a soldiers greeted us at the door.,three hideous a soldiers,DT JJ CD NNS,A,hideous,three,soldiers
6811,6812,mahowald,three hideous a students greeted us at the door.,three hideous a students,DT JJ CD NNS,A,hideous,three,students
6812,6813,mahowald,three hideous an athletes greeted us at the door.,three hideous an athletes,DT JJ CD NNS,A,hideous,three,athletes
6813,6814,mahowald,three hideous a pianists greeted us at the door.,three hideous a pianists,DT JJ CD NNS,A,hideous,three,pianists
6814,6815,mahowald,three hideous a teammates greeted us at the door.,three hideous a teammates,DT JJ CD NNS,A,hideous,three,teammates
6815,6816,mahowald,three hideous a lawyers greeted us at the door.,three hideous a lawyers,DT JJ CD NNS,A,hideous,three,lawyers
6816,6817,mahowald,three hideous a doctors greeted us at the door.,three hideous a doctors,DT JJ CD NNS,A,hideous,three,doctors
6817,6818,mahowald,three hideous an actors greeted us at the door.,three hideous an actors,DT JJ CD NNS,A,hideous,three,actors
6818,6819,mahowald,three hideous an Americans greeted us at the door.,three hideous an Americans,DT JJ CD NNS,A,hideous,three,Americans
6819,6820,mahowald,three hideous a bankers greeted us at the door.,three hideous a bankers,DT JJ CD NNS,A,hideous,three,bankers
6820,6821,mahowald,five hideous a soldiers greeted us at the door.,five hideous a soldiers,DT JJ CD NNS,A,hideous,five,soldiers
6821,6822,mahowald,five hideous a students greeted us at the door.,five hideous a students,DT JJ CD NNS,A,hideous,five,students
6822,6823,mahowald,five hideous an athletes greeted us at the door.,five hideous an athletes,DT JJ CD NNS,A,hideous,five,athletes
6823,6824,mahowald,five hideous a pianists greeted us at the door.,five hideous a pianists,DT JJ CD NNS,A,hideous,five,pianists
6824,6825,mahowald,five hideous a teammates greeted us at the door.,five hideous a teammates,DT JJ CD NNS,A,hideous,five,teammates
6825,6826,mahowald,five hideous a lawyers greeted us at the door.,five hideous a lawyers,DT JJ CD NNS,A,hideous,five,lawyers
6826,6827,mahowald,five hideous a doctors greeted us at the door.,five hideous a doctors,DT JJ CD NNS,A,hideous,five,doctors
6827,6828,mahowald,five hideous an actors greeted us at the door.,five hideous an actors,DT JJ CD NNS,A,hideous,five,actors
6828,6829,mahowald,five hideous an Americans greeted us at the door.,five hideous an Americans,DT JJ CD NNS,A,hideous,five,Americans
6829,6830,mahowald,five hideous a bankers greeted us at the door.,five hideous a bankers,DT JJ CD NNS,A,hideous,five,bankers
6830,6831,mahowald,twenty hideous a soldiers greeted us at the door.,twenty hideous a soldiers,DT JJ CD NNS,A,hideous,twenty,soldiers
6831,6832,mahowald,twenty hideous a students greeted us at the door.,twenty hideous a students,DT JJ CD NNS,A,hideous,twenty,students
6832,6833,mahowald,twenty hideous an athletes greeted us at the door.,twenty hideous an athletes,DT JJ CD NNS,A,hideous,twenty,athletes
6833,6834,mahowald,twenty hideous a pianists greeted us at the door.,twenty hideous a pianists,DT JJ CD NNS,A,hideous,twenty,pianists
6834,6835,mahowald,twenty hideous a teammates greeted us at the door.,twenty hideous a teammates,DT JJ CD NNS,A,hideous,twenty,teammates
6835,6836,mahowald,twenty hideous a lawyers greeted us at the door.,twenty hideous a lawyers,DT JJ CD NNS,A,hideous,twenty,lawyers
6836,6837,mahowald,twenty hideous a doctors greeted us at the door.,twenty hideous a doctors,DT JJ CD NNS,A,hideous,twenty,doctors
6837,6838,mahowald,twenty hideous an actors greeted us at the door.,twenty hideous an actors,DT JJ CD NNS,A,hideous,twenty,actors
6838,6839,mahowald,twenty hideous an Americans greeted us at the door.,twenty hideous an Americans,DT JJ CD NNS,A,hideous,twenty,Americans
6839,6840,mahowald,twenty hideous a bankers greeted us at the door.,twenty hideous a bankers,DT JJ CD NNS,A,hideous,twenty,bankers
6840,6841,mahowald,three ugly a soldiers greeted us at the door.,three ugly a soldiers,DT JJ CD NNS,An,ugly,three,soldiers
6841,6842,mahowald,three ugly a students greeted us at the door.,three ugly a students,DT JJ CD NNS,An,ugly,three,students
6842,6843,mahowald,three ugly an athletes greeted us at the door.,three ugly an athletes,DT JJ CD NNS,An,ugly,three,athletes
6843,6844,mahowald,three ugly a pianists greeted us at the door.,three ugly a pianists,DT JJ CD NNS,An,ugly,three,pianists
6844,6845,mahowald,three ugly a teammates greeted us at the door.,three ugly a teammates,DT JJ CD NNS,An,ugly,three,teammates
6845,6846,mahowald,three ugly a lawyers greeted us at the door.,three ugly a lawyers,DT JJ CD NNS,An,ugly,three,lawyers
6846,6847,mahowald,three ugly a doctors greeted us at the door.,three ugly a doctors,DT JJ CD NNS,An,ugly,three,doctors
6847,6848,mahowald,three ugly an actors greeted us at the door.,three ugly an actors,DT JJ CD NNS,An,ugly,three,actors
6848,6849,mahowald,three ugly an Americans greeted us at the door.,three ugly an Americans,DT JJ CD NNS,An,ugly,three,Americans
6849,6850,mahowald,three ugly a bankers greeted us at the door.,three ugly a bankers,DT JJ CD NNS,An,ugly,three,bankers
6850,6851,mahowald,five ugly a soldiers greeted us at the door.,five ugly a soldiers,DT JJ CD NNS,An,ugly,five,soldiers
6851,6852,mahowald,five ugly a students greeted us at the door.,five ugly a students,DT JJ CD NNS,An,ugly,five,students
6852,6853,mahowald,five ugly an athletes greeted us at the door.,five ugly an athletes,DT JJ CD NNS,An,ugly,five,athletes
6853,6854,mahowald,five ugly a pianists greeted us at the door.,five ugly a pianists,DT JJ CD NNS,An,ugly,five,pianists
6854,6855,mahowald,five ugly a teammates greeted us at the door.,five ugly a teammates,DT JJ CD NNS,An,ugly,five,teammates
6855,6856,mahowald,five ugly a lawyers greeted us at the door.,five ugly a lawyers,DT JJ CD NNS,An,ugly,five,lawyers
6856,6857,mahowald,five ugly a doctors greeted us at the door.,five ugly a doctors,DT JJ CD NNS,An,ugly,five,doctors
6857,6858,mahowald,five ugly an actors greeted us at the door.,five ugly an actors,DT JJ CD NNS,An,ugly,five,actors
6858,6859,mahowald,five ugly an Americans greeted us at the door.,five ugly an Americans,DT JJ CD NNS,An,ugly,five,Americans
6859,6860,mahowald,five ugly a bankers greeted us at the door.,five ugly a bankers,DT JJ CD NNS,An,ugly,five,bankers
6860,6861,mahowald,twenty ugly a soldiers greeted us at the door.,twenty ugly a soldiers,DT JJ CD NNS,An,ugly,twenty,soldiers
6861,6862,mahowald,twenty ugly a students greeted us at the door.,twenty ugly a students,DT JJ CD NNS,An,ugly,twenty,students
6862,6863,mahowald,twenty ugly an athletes greeted us at the door.,twenty ugly an athletes,DT JJ CD NNS,An,ugly,twenty,athletes
6863,6864,mahowald,twenty ugly a pianists greeted us at the door.,twenty ugly a pianists,DT JJ CD NNS,An,ugly,twenty,pianists
6864,6865,mahowald,twenty ugly a teammates greeted us at the door.,twenty ugly a teammates,DT JJ CD NNS,An,ugly,twenty,teammates
6865,6866,mahowald,twenty ugly a lawyers greeted us at the door.,twenty ugly a lawyers,DT JJ CD NNS,An,ugly,twenty,lawyers
6866,6867,mahowald,twenty ugly a doctors greeted us at the door.,twenty ugly a doctors,DT JJ CD NNS,An,ugly,twenty,doctors
6867,6868,mahowald,twenty ugly an actors greeted us at the door.,twenty ugly an actors,DT JJ CD NNS,An,ugly,twenty,actors
6868,6869,mahowald,twenty ugly an Americans greeted us at the door.,twenty ugly an Americans,DT JJ CD NNS,An,ugly,twenty,Americans
6869,6870,mahowald,twenty ugly a bankers greeted us at the door.,twenty ugly a bankers,DT JJ CD NNS,An,ugly,twenty,bankers
6870,6871,mahowald,three mere a soldiers greeted us at the door.,three mere a soldiers,DT JJ CD NNS,A,mere,three,soldiers
6871,6872,mahowald,three mere a students greeted us at the door.,three mere a students,DT JJ CD NNS,A,mere,three,students
6872,6873,mahowald,three mere an athletes greeted us at the door.,three mere an athletes,DT JJ CD NNS,A,mere,three,athletes
6873,6874,mahowald,three mere a pianists greeted us at the door.,three mere a pianists,DT JJ CD NNS,A,mere,three,pianists
6874,6875,mahowald,three mere a teammates greeted us at the door.,three mere a teammates,DT JJ CD NNS,A,mere,three,teammates
6875,6876,mahowald,three mere a lawyers greeted us at the door.,three mere a lawyers,DT JJ CD NNS,A,mere,three,lawyers
6876,6877,mahowald,three mere a doctors greeted us at the door.,three mere a doctors,DT JJ CD NNS,A,mere,three,doctors
6877,6878,mahowald,three mere an actors greeted us at the door.,three mere an actors,DT JJ CD NNS,A,mere,three,actors
6878,6879,mahowald,three mere an Americans greeted us at the door.,three mere an Americans,DT JJ CD NNS,A,mere,three,Americans
6879,6880,mahowald,three mere a bankers greeted us at the door.,three mere a bankers,DT JJ CD NNS,A,mere,three,bankers
6880,6881,mahowald,five mere a soldiers greeted us at the door.,five mere a soldiers,DT JJ CD NNS,A,mere,five,soldiers
6881,6882,mahowald,five mere a students greeted us at the door.,five mere a students,DT JJ CD NNS,A,mere,five,students
6882,6883,mahowald,five mere an athletes greeted us at the door.,five mere an athletes,DT JJ CD NNS,A,mere,five,athletes
6883,6884,mahowald,five mere a pianists greeted us at the door.,five mere a pianists,DT JJ CD NNS,A,mere,five,pianists
6884,6885,mahowald,five mere a teammates greeted us at the door.,five mere a teammates,DT JJ CD NNS,A,mere,five,teammates
6885,6886,mahowald,five mere a lawyers greeted us at the door.,five mere a lawyers,DT JJ CD NNS,A,mere,five,lawyers
6886,6887,mahowald,five mere a doctors greeted us at the door.,five mere a doctors,DT JJ CD NNS,A,mere,five,doctors
6887,6888,mahowald,five mere an actors greeted us at the door.,five mere an actors,DT JJ CD NNS,A,mere,five,actors
6888,6889,mahowald,five mere an Americans greeted us at the door.,five mere an Americans,DT JJ CD NNS,A,mere,five,Americans
6889,6890,mahowald,five mere a bankers greeted us at the door.,five mere a bankers,DT JJ CD NNS,A,mere,five,bankers
6890,6891,mahowald,twenty mere a soldiers greeted us at the door.,twenty mere a soldiers,DT JJ CD NNS,A,mere,twenty,soldiers
6891,6892,mahowald,twenty mere a students greeted us at the door.,twenty mere a students,DT JJ CD NNS,A,mere,twenty,students
6892,6893,mahowald,twenty mere an athletes greeted us at the door.,twenty mere an athletes,DT JJ CD NNS,A,mere,twenty,athletes
6893,6894,mahowald,twenty mere a pianists greeted us at the door.,twenty mere a pianists,DT JJ CD NNS,A,mere,twenty,pianists
6894,6895,mahowald,twenty mere a teammates greeted us at the door.,twenty mere a teammates,DT JJ CD NNS,A,mere,twenty,teammates
6895,6896,mahowald,twenty mere a lawyers greeted us at the door.,twenty mere a lawyers,DT JJ CD NNS,A,mere,twenty,lawyers
6896,6897,mahowald,twenty mere a doctors greeted us at the door.,twenty mere a doctors,DT JJ CD NNS,A,mere,twenty,doctors
6897,6898,mahowald,twenty mere an actors greeted us at the door.,twenty mere an actors,DT JJ CD NNS,A,mere,twenty,actors
6898,6899,mahowald,twenty mere an Americans greeted us at the door.,twenty mere an Americans,DT JJ CD NNS,A,mere,twenty,Americans
6899,6900,mahowald,twenty mere a bankers greeted us at the door.,twenty mere a bankers,DT JJ CD NNS,A,mere,twenty,bankers
6900,6901,mahowald,three staggering a soldiers greeted us at the door.,three staggering a soldiers,DT JJ CD NNS,A,staggering,three,soldiers
6901,6902,mahowald,three staggering a students greeted us at the door.,three staggering a students,DT JJ CD NNS,A,staggering,three,students
6902,6903,mahowald,three staggering an athletes greeted us at the door.,three staggering an athletes,DT JJ CD NNS,A,staggering,three,athletes
6903,6904,mahowald,three staggering a pianists greeted us at the door.,three staggering a pianists,DT JJ CD NNS,A,staggering,three,pianists
6904,6905,mahowald,three staggering a teammates greeted us at the door.,three staggering a teammates,DT JJ CD NNS,A,staggering,three,teammates
6905,6906,mahowald,three staggering a lawyers greeted us at the door.,three staggering a lawyers,DT JJ CD NNS,A,staggering,three,lawyers
6906,6907,mahowald,three staggering a doctors greeted us at the door.,three staggering a doctors,DT JJ CD NNS,A,staggering,three,doctors
6907,6908,mahowald,three staggering an actors greeted us at the door.,three staggering an actors,DT JJ CD NNS,A,staggering,three,actors
6908,6909,mahowald,three staggering an Americans greeted us at the door.,three staggering an Americans,DT JJ CD NNS,A,staggering,three,Americans
6909,6910,mahowald,three staggering a bankers greeted us at the door.,three staggering a bankers,DT JJ CD NNS,A,staggering,three,bankers
6910,6911,mahowald,five staggering a soldiers greeted us at the door.,five staggering a soldiers,DT JJ CD NNS,A,staggering,five,soldiers
6911,6912,mahowald,five staggering a students greeted us at the door.,five staggering a students,DT JJ CD NNS,A,staggering,five,students
6912,6913,mahowald,five staggering an athletes greeted us at the door.,five staggering an athletes,DT JJ CD NNS,A,staggering,five,athletes
6913,6914,mahowald,five staggering a pianists greeted us at the door.,five staggering a pianists,DT JJ CD NNS,A,staggering,five,pianists
6914,6915,mahowald,five staggering a teammates greeted us at the door.,five staggering a teammates,DT JJ CD NNS,A,staggering,five,teammates
6915,6916,mahowald,five staggering a lawyers greeted us at the door.,five staggering a lawyers,DT JJ CD NNS,A,staggering,five,lawyers
6916,6917,mahowald,five staggering a doctors greeted us at the door.,five staggering a doctors,DT JJ CD NNS,A,staggering,five,doctors
6917,6918,mahowald,five staggering an actors greeted us at the door.,five staggering an actors,DT JJ CD NNS,A,staggering,five,actors
6918,6919,mahowald,five staggering an Americans greeted us at the door.,five staggering an Americans,DT JJ CD NNS,A,staggering,five,Americans
6919,6920,mahowald,five staggering a bankers greeted us at the door.,five staggering a bankers,DT JJ CD NNS,A,staggering,five,bankers
6920,6921,mahowald,twenty staggering a soldiers greeted us at the door.,twenty staggering a soldiers,DT JJ CD NNS,A,staggering,twenty,soldiers
6921,6922,mahowald,twenty staggering a students greeted us at the door.,twenty staggering a students,DT JJ CD NNS,A,staggering,twenty,students
6922,6923,mahowald,twenty staggering an athletes greeted us at the door.,twenty staggering an athletes,DT JJ CD NNS,A,staggering,twenty,athletes
6923,6924,mahowald,twenty staggering a pianists greeted us at the door.,twenty staggering a pianists,DT JJ CD NNS,A,staggering,twenty,pianists
6924,6925,mahowald,twenty staggering a teammates greeted us at the door.,twenty staggering a teammates,DT JJ CD NNS,A,staggering,twenty,teammates
6925,6926,mahowald,twenty staggering a lawyers greeted us at the door.,twenty staggering a lawyers,DT JJ CD NNS,A,staggering,twenty,lawyers
6926,6927,mahowald,twenty staggering a doctors greeted us at the door.,twenty staggering a doctors,DT JJ CD NNS,A,staggering,twenty,doctors
6927,6928,mahowald,twenty staggering an actors greeted us at the door.,twenty staggering an actors,DT JJ CD NNS,A,staggering,twenty,actors
6928,6929,mahowald,twenty staggering an Americans greeted us at the door.,twenty staggering an Americans,DT JJ CD NNS,A,staggering,twenty,Americans
6929,6930,mahowald,twenty staggering a bankers greeted us at the door.,twenty staggering a bankers,DT JJ CD NNS,A,staggering,twenty,bankers
6930,6931,mahowald,three whopping a soldiers greeted us at the door.,three whopping a soldiers,DT JJ CD NNS,A,whopping,three,soldiers
6931,6932,mahowald,three whopping a students greeted us at the door.,three whopping a students,DT JJ CD NNS,A,whopping,three,students
