sentence_idx,noun,noun_idx,article,article_dep,dep_depth,article_idx
4463032,days,9,a,det,1,7
4463294,months,28,a,det,0,26
4463408,folks,9,an,det,0,6
4463463,folks,13,an,det,1,9
4463725,shops,16,a,det,0,13
4463739,guards,20,a,det,0,16
4464287,people,4,a,quantmod,1,2
4464515,ends,8,a,det,0,5
4464709,days,7,a,det,1,5
4464719,p'ints,6,an,det,0,4
4464851,ends,11,a,quantmod,1,8
4465384,features,8,a,quantmod,1,5
4465633,rings,3,an,det,0,1
4465633,weskits,13,an,det,0,9
4465949,women,13,a,det,0,10
4466025,mashes,24,a,det,0,18
4466601,cases,7,a,det,0,3
4466690,systems,9,a,det,0,7
4466981,rings,6,a,det,0,2
4468135,beers,6,a,quantmod,1,4
4469072,years,4,a,det,0,2
4469419,punches,26,a,det,0,23
4470402,people,9,a,quantmod,1,7
4471154,stairs,8,a,det,0,3
4471226,lessons,10,a,quantmod,1,8
4471688,levels,6,a,det,0,5
4471700,people,5,a,det,0,3
4471964,Assists,14,a,det,0,12
4472285,people,5,a,det,0,2
4472529,Men,16,a,compound,1,13
4472593,Men,4,a,compound,1,1
4472990,pictures,4,another,det,0,3
4473031,plants,12,a,det,1,6
4473086,people,8,a,det,0,7
4473150,years,3,a,det,0,1
4473150,rooms,7,a,det,2,1
4473189,specimen,13,a,det,0,11
4473243,sightings,7,a,det,0,5
4473271,cents,7,a,det,0,4
4473500,walls,7,a,det,0,3
4473775,engines,36,a,det,0,34
4473990,dollars,11,a,quantmod,1,9
4474399,coppers,5,a,quantmod,1,2
4475552,moments,6,a,quantmod,1,4
4475597,moments,3,a,det,0,1
4475612,jewellers,36,a,det,0,35
4475626,premises,31,a,det,0,30
4475717,jewellers,40,a,det,0,38
4475884,times,8,a,quantmod,1,6
4475898,years,15,a,quantmod,1,13
4475955,cars,10,a,quantmod,1,8
4477753,weeks,7,a,det,0,5
4478039,times,4,a,quantmod,1,1
4478556,weeks,12,a,det,0,10
4479497,moments,3,a,quantmod,1,1
4479541,potatoes,5,a,det,0,1
4479792,times,13,a,det,0,11
4479938,potatoes,5,a,quantmod,1,1
4479992,kids,10,a,det,0,7
4480944,crinkles,2,a,det,0,0
4481110,Eddies,8,a,quantmod,1,6
4481894,ladies,2,a,det,0,1
4482086,people,3,a,det,0,1
4482975,boobs,7,a,det,0,5
4483516,moments,6,a,quantmod,1,4
4483552,moments,3,a,det,0,1
4483746,times,7,a,det,0,4
4484124,Pirates,7,a,det,0,6
4484142,pounds,20,a,quantmod,1,16
4484231,years,12,a,quantmod,1,10
4484560,moments,28,a,quantmod,1,26
4484649,days,2,a,det,0,0
4484684,months,5,a,det,0,3
4484691,times,11,a,quantmod,1,9
4485806,years,12,a,det,4,5
4486755,iridescencies,8,a,quantmod,1,6
4487628,dollars,5,a,det,0,3
4488072,moments,6,a,quantmod,1,4
4488137,moments,3,a,det,0,1
4488147,stars,8,a,quantmod,1,6
4488295,residents,16,an,det,0,13
4488837,others,11,a,quantmod,1,9
4489162,omen,22,a,det,0,20
4489503,mans,10,a,det,0,8
4489780,honkers,4,another,det,0,2
4489788,algorithms,8,a,det,0,5
4489884,additions,11,a,det,0,8
4490033,scratches,5,a,det,1,2
4490183,principles,4,a,quantmod,1,2
4490357,breaths,4,a,quantmod,1,2
4490676,paces,3,a,quantmod,1,1
4491197,wasps,3,a,quantmod,1,0
4491390,years,6,a,det,0,4
4491524,years,5,a,det,0,3
4491549,days,8,a,det,1,4
4491884,hours,8,another,det,0,6
4492865,arrears,10,a,det,0,8
4492935,children,1,a,det,0,0
4492967,tufts,28,an,det,0,22
4492984,months,11,a,det,0,9
4494891,minutes,8,a,quantmod,1,6
4495119,years,5,a,det,0,3
4495501,hours,8,another,det,0,6
4495691,yards,2,a,quantmod,1,0
4495790,sings,7,an,det,0,5
4496482,notes,14,a,det,2,6
4497324,specimen,2,another,det,0,0
4497567,dollars,3,a,quantmod,1,1
4497586,coins,2,a,quantmod,1,0
4497587,specimen,5,a,det,0,2
4497616,specimen,2,a,det,0,0
4497657,marks,4,a,quantmod,1,1
4497828,ribs,11,a,quantmod,1,6
4497998,hours,11,a,quantmod,1,9
4498542,personnel,12,a,det,0,10
4498725,personnel,5,an,det,0,3
4498752,days,4,a,det,0,2
4499013,heads,5,a,det,0,3
4499498,years,10,a,quantmod,1,8
4499923,sportsmen,7,a,quantmod,1,5
4499953,men,3,a,quantmod,1,1
4500119,hours,10,a,det,2,7
4500488,MINUTES,3,a,det,0,1
4500986,minutes,9,a,quantmod,1,7
4501273,men,13,a,quantmod,1,6
4501304,years,2,a,quantmod,1,0
4501376,hours,2,a,det,0,0
4501441,individuals,8,a,quantmod,1,6
4501539,toots,10,a,quantmod,1,8
4501649,hounds,4,a,det,0,1
4501747,coats,5,a,quantmod,1,1
4502934,years,2,a,det,0,0
4502949,specimen,14,a,det,0,10
4503071,miles,12,a,det,0,10
4503494,miles,6,a,quantmod,1,4
4503838,crows,12,a,det,3,2
4504204,foxes,9,a,det,2,1
4504627,TIME,5,a,det,0,3
4505272,yards,6,a,quantmod,1,4
4506018,weeks,2,a,det,0,0
4506361,friends,5,a,det,0,2
4506450,apricots,8,a,det,0,4
4506875,outwards,6,a,det,0,4
4506970,inches,10,a,quantmod,2,8
4507170,years,2,a,det,0,0
4507200,fields,6,a,det,0,3
4507759,TURNED,5,a,det,1,0
4507824,weeks,3,a,det,0,1
4508556,DAYS,6,a,quantmod,1,3
4508599,bands,6,a,det,0,2
4508802,species,2,another,det,0,1
4509097,NERVOUS,3,a,det,1,1
4509312,costs,6,a,det,1,4
4509373,towns,15,a,det,0,13
4510291,yards,8,a,det,0,5
4510806,days,2,a,det,0,0
4510986,miles,2,a,quantmod,1,0
4511209,minutes,15,a,quantmod,1,12
4511584,instances,5,a,quantmod,1,3
4511621,greens,5,a,quantmod,2,2
4512230,broods,10,a,det,0,7
4512348,savours,6,a,det,1,4
4512428,miles,5,a,quantmod,1,3
4512499,types,20,a,quantmod,1,17
4512662,pounds,4,a,quantmod,1,1
4512675,ways,11,a,det,0,8
4512983,pounds,6,a,quantmod,1,4
4513006,years,2,a,det,0,0
4513174,apples,11,a,det,2,1
4513346,years,6,a,quantmod,1,4
4513896,starlings,3,a,quantmod,1,1
4513982,breasts,7,a,quantmod,1,4
4514056,woodcocks,2,a,det,0,0
4514202,canons,8,a,quantmod,1,6
4514209,yards,9,a,quantmod,1,7
4514236,yards,12,a,det,0,10
4514686,hours,58,a,det,0,57
4514827,times,2,a,quantmod,1,0
4514871,times,3,another,det,0,1
4515427,years,4,a,quantmod,1,2
4515441,souls,11,a,quantmod,1,9
4516121,days,16,a,det,0,14
4516522,buildings,3,a,quantmod,1,0
4516662,brasses,10,a,det,0,7
4517214,feet,9,a,quantmod,1,7
4517373,years,5,a,quantmod,1,3
4517378,remnants,3,a,det,0,0
4517454,stairs,2,a,det,0,1
4517618,feet,4,a,quantmod,1,2
4517626,heads,11,a,quantmod,1,9
4518984,Records,28,a,compound,2,25
4519159,roads,16,a,det,0,2
4519371,lands,2,a,det,0,0
4519416,ensues,2,another,det,0,0
4519707,children,6,a,det,0,5
4519859,miles,3,a,det,0,0
4520326,flies,7,an,det,0,4
4520536,years,5,a,quantmod,1,2
4520672,lives,8,a,quantmod,1,6
4521051,algorithm,6,a,det,0,2
4521096,lines,11,a,det,0,9
4521134,linguists,10,a,quantmod,1,8
4521154,linguists,2,a,det,0,0
4521166,hairs,4,a,quantmod,1,1
4521195,towns,7,a,det,2,1
4521408,times,10,a,quantmod,1,8
4521448,times,3,another,det,0,1
4521731,stars,2,a,compound,0,1
4521837,shops,10,a,det,0,7
4521860,showers,4,a,quantmod,1,2
4522345,tracks,4,a,det,0,2
4522345,tracks,8,a,det,0,6
4522345,tracks,12,a,det,0,10
4522766,entries,4,an,det,0,0
4523337,years,4,another,det,0,2
4523361,specimen,5,a,det,0,2
4523404,fragments,2,a,det,0,0
4523522,pyre,5,a,det,0,3
4523562,horsemen,4,a,quantmod,1,2
4523942,times,7,a,quantmod,1,5
4523998,times,6,a,quantmod,1,4
4524237,views,6,a,det,1,0
4524277,heads,9,a,quantmod,1,7
4524609,weeks,2,a,det,0,0
4524882,years,17,a,det,0,13
4524957,lancets,9,a,det,0,3
4525530,miles,12,a,quantmod,1,9
4525531,hours,7,a,quantmod,1,5
4525628,scraps,6,a,quantmod,1,4
4525737,boys,11,a,det,0,10
4525964,miles,9,a,quantmod,1,6
4526035,responses,3,a,quantmod,1,1
4526160,dollars,5,a,quantmod,1,3
4526293,hours,4,a,quantmod,1,2
4526345,days,2,a,det,0,0
4526889,books,5,a,det,0,3
4527192,particulars,8,a,det,0,6
4527371,days,3,a,det,0,1
4527440,fishermen,2,another,det,0,0
4527661,years,2,a,det,0,0
4527752,things,14,a,det,0,13
4528266,species,14,a,det,0,12
4528517,days,13,a,det,0,11
4528614,hours,7,a,quantmod,2,5
4529200,miles,12,a,quantmod,1,8
4529519,paintings,11,another,conj,1,2
4529902,Unides,12,a,det,1,9
4530180,weeks,12,a,quantmod,1,10
4530278,fragments,7,a,quantmod,1,5
4530318,species,14,a,det,0,13
4530348,runs,12,an,det,0,9
4530393,organs,9,a,quantmod,1,7
4530578,eyes,10,a,det,1,7
4530733,years,8,a,quantmod,1,6
4530905,fragments,5,a,quantmod,1,3
4531210,years,3,a,det,0,1
4531267,ones,8,a,quantmod,1,5
4531418,years,7,a,det,0,5
4531835,species,2,a,det,0,1
4531840,species,6,a,det,0,4
4531872,species,17,a,det,0,15
4532449,years,3,a,det,0,1
4532559,years,25,a,det,0,23
4532604,songs,5,a,det,0,2
4532749,hums,9,an,det,5,6
4532752,motors,5,a,quantmod,1,3
4533285,specimen,7,a,det,0,4
4533645,inputs,10,a,det,0,7
4534194,years,11,a,det,0,9
4534203,months,2,a,det,0,0
4534296,soldiers,20,a,quantmod,1,17
4534472,lusts,7,a,det,2,3
4534756,miles,8,a,quantmod,1,4
4535497,times,7,a,quantmod,1,5
4535522,miles,3,another,det,0,1
4535549,specimen,27,a,det,0,26
4535561,species,28,a,det,0,26
4535701,miles,9,a,det,0,6
4535786,days,4,a,det,0,2
4535959,years,9,a,det,0,7
4536029,feet,8,an,det,0,5
4536391,miles,4,a,quantmod,1,2
4536425,pains,27,a,det,0,24
4536650,counters,16,a,det,0,12
4536710,ideologies,64,an,det,0,56
4536802,species,5,an,det,0,3
4536845,species,1,a,det,0,0
4536846,species,1,a,det,0,0
4536850,species,4,an,det,0,2
4536966,forces,12,a,det,1,8
4536991,units,23,a,quantmod,1,17
4537094,species,6,an,det,0,3
4537122,species,6,a,det,0,4
4537261,bugs,6,a,det,0,4
4537350,places,7,a,quantmod,1,4
4537507,walls,9,a,det,0,7
4537705,miles,8,a,quantmod,1,4
4538213,men,16,a,det,2,13
4538398,lives,12,a,det,3,8
4538788,bagpipes,25,a,det,0,22
4538899,ACTlVE,2,an,det,0,1
4539178,results,29,a,det,0,26
4539267,movies,16,a,det,0,11
4539271,lets,14,another,det,0,10
4539311,subspecies,6,an,det,0,4
4539385,numbers,61,an,det,0,58
4539957,children,5,a,det,0,4
4540046,planets,4,a,quantmod,1,2
4540046,candidates,22,a,det,0,19
4540099,days,2,another,det,0,0
4540129,calls,8,a,quantmod,1,5
4540437,letters,9,a,quantmod,1,7
4540522,decades,7,a,quantmod,1,4
4540593,feuds,75,a,det,0,71
4540704,yards,18,a,quantmod,1,15
4540941,people,2,another,det,0,0
4540956,buildings,28,a,quantmod,1,26
4541271,prizes,32,a,det,0,26
4541510,men,16,a,det,2,13
4541562,children,4,a,det,0,3
4541595,dollars,2,a,quantmod,1,0
4541691,deaths,18,another,det,0,16
4541988,years,9,a,det,0,6
4542350,years,68,a,quantmod,2,66
4542351,years,8,an,det,0,5
4542403,means,41,a,det,0,40
4542424,people,23,a,quantmod,1,20
4542818,minutes,17,a,quantmod,2,15
4542843,countries,4,a,det,0,2
4542922,days,7,a,det,0,5
4543012,gaps,38,a,quantmod,1,36
4543231,documents,12,a,quantmod,1,9
4543609,minutes,2,a,det,0,0
4543619,corners,16,a,det,0,14
4543842,volcanoes,28,a,quantmod,1,24
4543963,minutes,19,a,det,2,9
4544175,friends,17,a,det,0,15
4544254,weeks,19,an,det,0,15
4544419,zebras,6,a,det,0,4
4544444,weapons,5,a,det,0,4
4544566,sherbets,17,a,quantmod,1,14
4544795,people,3,an,det,0,0
4544836,Reserves,110,a,det,0,107
4544849,Reserves,74,a,compound,0,72
4545019,features,10,a,det,2,1
4545032,results,13,a,det,5,7
4545064,Wanderers,142,a,nmod,4,2
4545509,points,3,another,det,0,1
4545633,yards,4,a,quantmod,1,2
4545743,species,35,a,det,0,33
4545785,species,13,a,det,0,12
4545795,minutes,12,another,det,0,10
4545811,people,3,a,det,0,1
4545982,hours,26,a,quantmod,1,24
4546012,minutes,6,a,quantmod,2,4
4546261,drawings,6,a,quantmod,1,2
4546532,points,72,a,det,1,70
4546550,trophies,7,a,quantmod,1,5
4546766,days,3,a,det,0,1
4546966,boys,15,an,det,0,13
4547024,photos,10,a,det,0,7
4547167,calendars,13,a,quantmod,1,11
4547295,people,18,another,quantmod,1,15
4547352,things,4,a,quantmod,1,2
4547371,things,18,a,quantmod,1,16
4547468,locations,16,a,det,0,13
4547555,years,24,a,det,0,22
4547686,savings,18,a,det,0,15
4547783,lets,8,a,det,0,5
4547941,species,10,an,det,0,8
4547973,headquarters,11,a,det,0,8
4548579,games,13,a,det,1,0
4548589,games,7,a,det,0,4
4548589,points,36,a,quantmod,1,34
4548928,saves,18,a,quantmod,1,16
4548952,injuries,5,a,det,0,3
4549189,resembles,13,an,det,4,11
4549346,games,33,a,quantmod,2,30
4549548,hirelings,12,a,det,2,3
4549579,moves,14,a,quantmod,1,11
4549634,things,12,a,det,2,9
4549673,pages,22,a,quantmod,1,20
4549704,adults,11,a,det,0,10
4549754,minutes,19,a,det,0,16
4549778,boxes,15,a,det,0,12
4549866,months,24,a,det,0,22
4549970,things,4,a,quantmod,1,2
4550323,rows,7,a,det,2,4
4550413,hours,44,a,det,0,42
4550849,facts,14,a,det,0,12
4551085,minutes,9,a,det,0,7
4551091,signals,7,a,quantmod,1,0
4551328,weeks,20,a,det,0,18
4551540,visitors,16,a,quantmod,1,14
4551606,objects,6,a,det,0,2
4551699,Rangers,44,a,det,1,14
4551753,punches,8,a,quantmod,1,6
4551766,molecules,26,a,det,0,18
4551785,miniseries,7,a,det,0,4
4551943,results,28,a,quantmod,1,26
4552185,dollars,11,a,quantmod,1,8
4552194,months,3,a,det,0,1
4552343,lives,10,a,det,2,6
4552479,problems,4,a,det,0,2
4552568,days,12,a,quantmod,1,10
4552670,months,20,a,det,0,18
4552672,points,39,a,det,0,37
4552798,moves,14,a,det,0,12
4552815,Grendels,6,a,quantmod,1,3
4553028,feet,6,a,quantmod,1,4
4553097,starts,9,a,det,0,7
4553133,continuum,12,a,det,0,10
4553322,symptoms,24,a,det,1,21
4553475,people,30,a,quantmod,1,26
4553682,years,15,a,quantmod,1,13
4553771,omen,29,a,det,0,27
4553857,stalwarts,6,a,poss,0,3
4554020,needs,20,a,det,1,17
4554110,earthworks,11,a,det,0,9
4554455,times,18,a,det,0,17
4554607,haka,1,a,det,0,0
4554882,days,12,a,det,0,10
4555009,days,14,a,det,0,12
4555078,boys,6,a,quantmod,1,4
4555111,months,13,a,det,0,11
4555147,days,22,a,det,0,20
4555162,kilometers,18,a,det,1,15
4555163,prisoners,34,a,det,0,33
4555522,reasons,8,a,quantmod,1,6
4555609,bites,4,a,det,0,1
4555909,hospitalizations,6,a,quantmod,1,4
4556085,miles,14,a,det,0,12
4556272,years,8,a,det,0,6
4556350,years,26,a,det,0,24
4557227,games,2,a,det,0,0
4557318,years,4,a,quantmod,1,2
4557410,gates,9,an,det,0,5
4557545,women,7,a,quantmod,1,5
4557547,others,4,a,quantmod,1,2
4557754,links,15,a,quantmod,1,13
4558046,dwellings,12,another,det,0,10
4558048,homes,14,another,det,0,12
4558298,minutes,10,a,det,0,8
4558711,trappings,12,a,det,1,9
4559073,lines,45,a,quantmod,1,42
4559423,times,7,a,quantmod,1,5
4559505,implementations,10,a,det,0,7
4559591,people,4,a,det,0,0
4559625,cases,10,a,det,2,7
4559829,women,19,an,det,0,17
4559868,women,19,a,det,0,14
4560138,children,4,a,det,0,3
4560179,children,58,a,det,0,57
4560298,miles,6,a,det,1,4
4560304,syce,2,a,det,0,0
4560429,years,4,a,quantmod,1,1
4560540,countries,8,a,quantmod,1,5
4561257,fluctuates,6,a,det,0,4
4561406,minutes,16,a,det,0,14
4561409,times,16,a,det,0,14
4562115,participants,5,a,det,1,0
4562736,questions,3,a,det,0,1
4563209,specimen,10,a,det,0,6
4563214,things,5,a,quantmod,1,3
4563308,months,21,a,det,0,19
4563778,things,9,a,det,0,7
4563781,stories,1,a,det,0,0
4563869,scissors,4,a,det,0,3
4564390,questions,11,a,det,0,9
4565066,projects,5,a,quantmod,1,3
4565362,days,4,a,det,0,2
4565565,children,13,an,det,0,11
4566467,Sahib,4,a,det,0,3
4566608,Sahib,10,a,det,0,9
4566652,Sahib,6,a,det,0,5
4566680,coins,9,a,quantmod,1,2
4566793,Sahib,10,a,det,0,9
4567366,miles,8,a,det,0,6
4567372,ships,4,another,det,2,0
4567606,proces,33,a,det,0,31
4567800,pounds,10,a,quantmod,1,8
4567973,cities,9,a,quantmod,1,5
4567973,lives,12,a,quantmod,4,5
4567994,weeks,8,a,quantmod,1,5
4567997,budmashes,11,a,det,2,2
4568158,faquir,5,a,det,0,4
4568617,times,8,a,quantmod,1,6
4568979,feet,4,a,det,1,1
4569013,weeks,3,a,det,0,1
4569018,children,4,a,det,0,2
4569018,babies,7,a,det,1,2
4569146,sounds,15,a,det,2,9
4569211,things,17,a,det,0,15
4570092,words,12,a,det,0,10
4570117,genitals,20,a,det,1,17
4570203,legs,13,a,det,1,10
4570321,dialects,5,a,quantmod,1,2
4570401,yards,3,a,quantmod,1,1
4570492,couples,7,a,det,0,3
4570559,seasonings,11,a,det,0,10
4570665,houses,4,a,quantmod,1,2
4570673,bullets,8,a,quantmod,2,5
4570991,shots,3,a,quantmod,1,1
4571003,rounds,6,a,quantmod,1,2
4571035,men,17,a,quantmod,1,15
4571186,subspecies,3,a,det,0,2
4571206,Grabbles,15,an,det,0,13
4571512,examples,2,a,det,0,0
4571519,ideas,5,a,quantmod,1,3
4571644,sticks,20,a,det,0,19
4572814,months,13,a,det,0,11
4572893,days,2,a,det,0,0
4572971,customers,10,a,det,1,7
4573565,things,38,a,quantmod,1,36
4573736,people,10,an,det,0,7
4573849,days,6,a,quantmod,2,3
4573987,Tens,28,a,compound,0,26
4574090,visitors,23,a,quantmod,1,21
4574414,bones,18,a,det,1,15
4574433,ornaments,9,a,quantmod,1,6
4574664,dies,14,a,det,0,12
4574983,minutes,3,a,det,0,1
4575127,weeks,10,a,det,0,8
4575239,mementoes,4,a,det,0,2
4575427,years,3,a,det,0,1
4575785,weeks,10,a,det,0,8
4575868,times,7,a,quantmod,1,5
4575946,times,25,a,quantmod,2,23
4575960,years,8,a,quantmod,2,6
4575966,times,8,a,quantmod,2,6
4576189,wails,2,a,det,1,0
4576348,times,7,a,det,0,5
4576529,minutes,16,a,det,0,14
4576640,days,12,a,det,0,10
4577003,people,5,a,quantmod,1,3
4577091,things,6,a,quantmod,1,4
4577312,confers,26,a,det,0,23
4577320,times,6,a,quantmod,1,4
4577431,titles,9,a,det,0,3
4577431,titles,19,a,det,0,12
4578108,things,2,a,quantmod,1,0
4578448,days,15,a,det,0,13
4578557,Loves,17,a,det,1,15
4578676,changes,10,an,det,0,8
4578789,songs,9,a,det,0,6
4578821,resources,13,a,det,0,10
4579081,feet,17,a,quantmod,1,12
4579218,movies,7,a,quantmod,1,4
4579453,P&amp;amp;amp;L,11,a,det,0,8
4579503,people,6,a,det,0,4
4579630,nights,13,a,quantmod,1,11
4579719,years,10,a,quantmod,1,8
4579995,pounds,80,a,quantmod,1,76
4580135,pounds,65,a,quantmod,1,61
4580187,pounds,7,a,quantmod,1,3
4580307,pounds,14,a,quantmod,1,10
4580320,dollars,10,a,quantmod,1,7
4580358,pounds,10,a,quantmod,1,6
4580384,pounds,12,a,quantmod,1,8
4580430,pounds,7,a,quantmod,1,3
4580448,pounds,25,a,quantmod,1,21
4580560,reasons,15,a,det,0,14
4580569,results,36,a,det,0,35
4580606,plasticizers,4,a,det,0,3
4580764,pounds,52,a,quantmod,1,48
4580798,pounds,22,a,quantmod,1,20
4580838,pounds,5,a,det,0,1
4580838,pounds,16,a,quantmod,1,12
4580933,pounds,23,a,quantmod,1,21
4581014,pounds,19,a,quantmod,1,17
4581024,pounds,8,a,quantmod,1,4
4581103,sons,5,a,quantmod,1,3
4581125,pounds,11,a,quantmod,1,9
4581138,pounds,3,a,quantmod,1,1
4581148,pounds,20,a,quantmod,1,16
4581154,pounds,19,a,quantmod,1,15
4581158,pounds,15,a,quantmod,1,11
4581185,sips,9,a,det,0,7
4581337,pounds,43,a,quantmod,1,39
4581345,pounds,51,a,quantmod,1,49
4581485,pounds,3,a,quantmod,1,1
4581494,pounds,9,a,quantmod,1,5
4581746,pounds,25,a,quantmod,1,23
4581928,pounds,21,a,quantmod,1,19
4582342,pounds,22,a,quantmod,1,20
4582372,days,8,a,det,0,6
4582393,pounds,20,a,quantmod,1,18
4582436,pounds,9,a,quantmod,1,5
4582488,pounds,3,a,quantmod,1,1
4582565,pounds,5,a,quantmod,1,1
4582705,pounds,29,a,quantmod,1,27
4582804,STlTCHES,2,a,det,0,0
4582923,artists,7,a,quantmod,1,5
4582930,pounds,8,a,quantmod,1,4
4582948,days,6,a,quantmod,2,3
4582960,copies,15,a,quantmod,1,13
4583015,years,15,a,det,0,13
4583017,pounds,11,a,quantmod,1,7
4583017,pounds,44,a,quantmod,1,40
4583075,shoes,8,a,det,0,3
4583607,pounds,27,a,quantmod,1,25
4583610,pounds,3,a,quantmod,1,1
4583877,pounds,15,a,quantmod,1,11
4583900,days,2,a,det,0,0
4584181,counsels,9,a,det,2,1
4584355,pounds,48,a,quantmod,1,44
4584380,NATlVE,5,a,det,0,4
4584464,species,12,an,det,0,10
4584496,CRUClAL,4,a,det,2,0
4584502,critics,9,a,quantmod,1,7
4584618,days,5,a,det,0,3
4584739,people,3,a,det,0,0
4584845,lets,20,a,det,0,17
4584876,shops,23,an,det,0,19
4584943,BlT,4,a,det,0,3
4585349,shekels,16,a,quantmod,1,14
4585528,days,13,a,det,0,11
4585576,days,9,a,quantmod,2,7
4585583,days,2,a,quantmod,1,0
4585662,DOUGH,6,a,det,0,4
4585755,rhinoceros,5,an,det,0,2
4585920,PlECES,2,an,det,0,0
4585974,DRUM,3,a,compound,0,1
4586114,BLADDER,8,a,det,0,3
4586229,GAMUT,7,a,compound,0,6
4586715,weeks,30,a,det,0,28
4586803,people,7,a,det,0,6
4586918,kilometres,26,a,quantmod,2,24
4586964,kilometres,37,a,quantmod,2,34
4587051,miles,32,a,quantmod,2,30
4587597,subspecies,13,a,det,0,12
4587651,lambs,2,a,quantmod,1,0
4587665,IDEAL,2,a,det,0,0
4587735,mummies,4,a,det,0,0
4587887,species,24,a,det,0,18
4587912,subspecies,13,a,det,0,12
4587936,subspecies,12,a,det,0,11
4587944,cetaceans,12,a,det,0,11
4588069,species,13,a,det,0,10
4588161,days,18,a,quantmod,2,16
4588161,corridors,49,a,nmod,0,41
4588174,reasons,7,a,nmod,0,1
4588396,people,9,a,det,0,8
4588417,peptides,8,a,det,0,6
4588476,days,6,a,quantmod,2,3
4588594,properties,11,a,det,0,7
4589125,games,8,a,det,0,5
4589415,rings,9,a,det,0,7
4589672,months,36,another,det,0,33
4589711,times,9,a,det,0,7
4589734,copies,3,a,det,0,0
4589751,copies,4,a,det,1,0
4589767,copies,4,an,det,1,0
4590068,makes,8,an,det,0,6
4590075,people,5,a,quantmod,1,3
4590408,species,22,a,det,0,18
4590590,others,6,a,quantmod,1,4
4590809,people,3,a,det,0,2
4590969,degrees,6,a,quantmod,1,2
4590991,degrees,10,a,quantmod,1,6
4591058,Lets,3,a,det,0,0
4591092,degrees,8,a,quantmod,1,4
4591152,shows,4,a,det,0,1
4591280,guys,26,a,quantmod,1,24
4591550,implants,14,a,det,1,11
4592144,bananas,8,a,det,1,5
4592273,tests,5,another,det,0,3
4593019,people,3,a,quantmod,1,1
4593325,people,3,a,det,0,0
4593492,toys,9,a,det,0,4
4593713,countries,27,a,quantmod,1,24
4594061,gifts,12,an,det,0,7
4594246,rooms,16,a,quantmod,2,13
4594264,wails,4,a,det,1,2
4594360,words,12,a,det,0,10
4594517,seizes,3,a,det,0,1
4594726,people,5,a,det,0,3
4594879,brackets,5,a,det,0,4
4595034,people,8,another,det,0,4
4595167,people,12,a,det,0,8
4595354,whoops,8,a,det,0,5
4595643,dollars,10,a,quantmod,1,8
4595991,lines,10,a,det,0,8
4596045,months,16,a,quantmod,2,14
4596170,users,15,a,quantmod,1,13
4596216,people,6,a,quantmod,1,4
4596404,people,3,a,det,0,2
4596404,people,13,a,det,0,11
4596502,people,13,a,quantmod,1,11
4597440,years,6,a,det,0,4
4597609,minutes,20,a,det,0,18
4597931,pages,2,another,quantmod,1,0
4598098,dollars,12,a,quantmod,1,10
4598141,things,7,a,det,0,5
4598302,dollars,12,a,quantmod,1,10
4598610,deaths,8,a,quantmod,1,6
4598874,tidbits,42,a,quantmod,1,39
4599179,centuries,5,a,quantmod,1,3
4599836,years,8,a,quantmod,1,6
4600917,times,9,a,quantmod,1,6
4602195,times,3,a,quantmod,1,1
4602435,thanks,2,a,quantmod,1,0
4603504,times,8,a,quantmod,1,6
4605276,minutes,7,a,quantmod,1,4
4605295,minutes,7,a,quantmod,1,5
4605307,minutes,20,a,quantmod,1,18
4605379,minutes,14,a,quantmod,1,12
4605596,GALLAGHER,2,a,det,0,1
4606249,months,15,a,det,0,13
4606815,years,3,a,quantmod,1,1
4607011,waits,2,a,det,0,0
4607209,pliers,7,a,det,0,2
4607303,Americans,15,a,quantmod,1,11
4607836,RAISE,13,a,det,0,12
4608007,HUNDIE,6,a,det,0,5
4609372,steps,13,a,quantmod,1,9
4609495,weeks,10,a,det,0,8
4609688,TRICK,5,a,det,0,4
4609993,partridges,9,a,det,0,7
4610299,days,5,a,det,0,2
4610413,hours,10,a,det,1,7
4610468,beats,8,a,det,2,3
4610798,colleagues,4,a,quantmod,1,2
4610881,weeks,4,a,quantmod,1,2
4611605,rights,5,an,det,0,3
4612140,times,10,a,quantmod,1,8
4612538,minutes,11,a,quantmod,1,9
4612567,is--,21,a,det,1,2
4612641,minutes,7,a,quantmod,1,5
4612864,seconds,59,a,quantmod,1,57
4613208,Heads,16,a,det,0,15
4613748,places,7,a,quantmod,1,5
4613792,lesbo,6,a,det,0,4
4614102,little.-,6,a,det,0,5
4614223,rotations,24,a,det,2,21
4614236,minutes,3,a,det,0,1
4614601,genitals,9,a,det,1,5
4614933,manié,44,a,det,0,38
4615244,children,30,a,det,0,29
4615455,months,2,a,det,0,0
4615459,months,10,another,det,0,8
4615578,regimen,14,a,det,0,11
4615597,months,2,a,det,0,0
4615789,seconds,86,a,quantmod,2,84
4615884,minutes,23,a,quantmod,1,21
4615962,seconds,19,a,det,0,17
4616021,words,11,a,det,0,8
4616716,sections,9,a,det,0,8
4616812,flakes,52,a,quantmod,1,50
4616875,crossroads,5,a,det,0,3
4616958,fields,15,a,det,0,10
4616959,rings,113,another,det,0,111
4617278,species,16,a,det,0,12
4617286,bones,13,a,quantmod,1,11
4617694,blocks,25,a,quantmod,1,23
4617699,sweepstakes,7,a,det,0,6
4617830,parents,8,another,det,1,0
4617844,years,25,a,quantmod,1,23
4618023,viewers,10,a,quantmod,1,8
