sentence_idx,verb,noun,nv_dep,numeral
3828942,includes,islands,dobj,three
3828993,is,centimeters,pobj,two
3829058,possesses,memories,dobj,few
3829148,was,shops,attr,three
3829275,is,years,npadvmod,300
3829356,points,alf,pobj,four
3829412,was,minutes,nsubj,six
3829414,is,species,pobj,500
3829468,was,months,npadvmod,7
3829501,is,months,npadvmod,three
3829603,was,years,pobj,400
3829605,was,years,dobj,few
3829647,is,divisions,pobj,six
3829675,is,divisions,pobj,four
3829796,is,addresses,nsubj,one
3829899,is,records,dobj,five
3829899,'s,records,dobj,five
3830077,is,km,npadvmod,25
3830077,is,km,npadvmod,39
3830119,leaves,minutes,pobj,40
3830157,was,1930s,pobj,1940s
3830492,was,pounds,attr,thirty
3830496,was,quips,pobj,one
3830496,was,liners,conj,one
3830504,is,quid,pobj,ten
3830506,'s,tiles,attr,three
3830506,'s,inches,attr,eighteen
3830506,'s,inches,attr,eighteen
3830573,measures,cm,dobj,80.1
3830590,'s,inches,attr,eight
3830728,was,years,npadvmod,82
3830732,'s,pounds,pobj,hundred
3830865,measures,cm,dobj,22.8
3830895,measures,cm,dobj,39.7
3830946,is,miles,npadvmod,8
3830949,has,flights,dobj,46
3830949,has,cities,pobj,six
3831042,allows,feet,npadvmod,30
3831348,measures,cm,dobj,45.5
3831348,measures,cm,npadvmod,41
3831391,pounds,days,pobj,sixty
3831420,is,meters,npadvmod,250–310
3831513,was,depths,pobj,2
3831513,was,km,pobj,2
3831588,is,meters,npadvmod,60.40
3831588,is,meters,attr,101.8
3831588,is,meters,npadvmod,60.40
3831588,is,meters,attr,101.8
3831588,is,meters,attr,101.8
3831609,doubles,years,npadvmod,fourteen
3831618,includes,species,conj,25
3831627,is,species,pobj,one
3831666,is,constellations,pobj,0
3831720,has,children,dobj,two
3831734,measures,cm,dobj,69.9
3831811,measures,cm,dobj,61
3831860,dates,cm,dobj,115
3831860,measures,cm,dobj,115
3831877,measures,cm,dobj,61.5
3831962,measures,cm,dobj,33
3832180,was,400s,pobj,737
3832195,is,cm,appos,47
3832218,includes,-500s,conj,353
3832379,completes,stages,dobj,six
3832379,comes,stages,dobj,six
3832402,is,runs,pobj,"61,760"
3832402,is,centuries,conj,199
3832499,scatters,pieces,dobj,five
3832536,introduces,elements,dobj,two
3832562,has,children,dobj,two
3832582,measures,cm,dobj,87.6
3832582,measures,cm,npadvmod,105.6
3832620,measures,cm,dobj,379.5
3832620,measures,cm,appos,453.5
3832635,measures,cm,dobj,57.2
3832691,measures,cm,dobj,72
3832709,measures,cm,dobj,64.5
3832736,was,years,npadvmod,36
3832758,measures,cm,dobj,160
3832830,measures,cm,dobj,142
3832886,measures,cm,appos,86.1
3833071,measures,cm,dobj,63.5
3833142,measures,cm,dobj,140
3833142,measures,cm,appos,171
3833300,is,arms,pobj,two
3833306,lies,groups,pobj,2
3833306,lies,supergiants,pobj,2
3833428,is,rivers,pobj,two
3833515,measures,cm,dobj,160.5
3833538,measures,cm,dobj,62
3833562,shows,men,dobj,three
3833562,shows,women,conj,three
3833566,thinks,housemaids,conj,two
3833580,is,parts,pobj,twelve
3833628,was,winners,conj,2012
3833628,was,winners,npadvmod,2012
3833671,was,brothers,dobj,two
3833722,is,electrons,pobj,two
3833971,'s,weeks,npadvmod,two
3834089,gets,homes,pobj,two
3834108,was,hours,npadvmod,two
3834131,was,weeks,npadvmod,two
3834151,is,constellations,pobj,88
3834220,is,ends,pobj,three
3834388,has,chests,nsubj,three
3834457,was,women,pobj,eight
3834524,is,immortals,pobj,six
3834779,was,years,pobj,10
3834782,was,years,npadvmod,80
3834937,'s,guys,conj,two
3835086,has,sisters,dobj,2
3835248,was,weeks,pobj,few
3835427,was,years,npadvmod,31
3836038,'s,weeks,attr,three
3836198,is,ministers,pobj,two
3836373,ranges,°,pobj,100
3836405,makes,metres,pobj,five
3836420,ranges,years,pobj,thousand
3836420,ranges,years,pobj,million
3836449,comes,liquids,attr,four
3836506,is,countries,nsubj,two
3836742,is,bonds,dobj,two
3836742,is,electrons,conj,two
3836742,has,bonds,dobj,two
3836742,has,electrons,conj,two
3836743,has,electrons,dobj,6
3836743,is,electrons,dobj,6
3836958,'s,people,attr,one
3837049,was,divisions,pobj,75
3837334,is,km,npadvmod,1065
3837500,is,shops,dobj,300
3837500,has,shops,dobj,300
3837570,claims,years,npadvmod,40
3837584,measures,cm,appos,32.6
3837608,is,kilometres,appos,150
3837608,is,miles,appos,93
3837608,is,kilometres,appos,150
3837608,is,miles,appos,93
3837621,has,cards,pobj,one
3837714,has,citizens,dobj,"90,000"
3837714,has,mountains,pobj,"4,630"
3837740,is,kilometres,attr,70
3837757,is,years,pobj,20
3837768,is,members,pobj,five
3837921,has,tokens,dobj,three
3837921,receives,tokens,dobj,three
3837959,is,atoms,pobj,two
3837959,has,atoms,pobj,two
3837960,has,bonds,dobj,two
3837960,has,oxygens,pobj,two
3837961,has,groups,pobj,two
3838031,remains,inches,npadvmod,27
3838031,remains,feet,pobj,181
3838122,is,degrees,pobj,90
3838204,'s,weeks,attr,two
3838319,was,pounds,attr,2
3838319,was,ounces,appos,11
3838356,has,pounds,dobj,61
3838356,weighs,pounds,dobj,61
3838541,was,families,pobj,"2,126"
3838782,shrinks,feet,pobj,eight
3838798,claims,years,npadvmod,40
3838817,lists,properties,dobj,280
3838827,is,kinds,nsubj,two
3838827,means,kinds,nsubj,two
3838827,is,kinds,nsubj,two
3838921,has,years,pobj,200
3839013,has,sides,dobj,five
3839040,'s,weeks,npadvmod,four
3839109,'s,artists,nsubj,325
3839109,happens,artists,nsubj,325
3839139,fears,conditions,nsubj,10
3839163,comes,districts,dobj,72
3839163,has,districts,dobj,72
3839320,is,things,attr,two
3839338,'s,weeks,attr,three
3839438,was,newspapers,dobj,two
3839468,is,watts,dobj,25
3839504,was,games,attr,"2,130"
3839589,is,feet,dobj,five
3839617,is,feet,pobj,four
3839627,has,cities,dobj,eleven
3839709,was,years,npadvmod,two
3839723,is,miles,appos,48
3839724,uses,pairs,dobj,three
3839725,saves,km,dobj,"15,000"
3839725,saves,miles,appos,"10,000"
3839751,'s,beings,attr,two
3839787,'s,years,attr,three
3839795,was,years,npadvmod,18
3839864,was,years,attr,two
3840205,was,strawberries,dobj,five
3840258,is,feet,dobj,24
3840281,provides,calories,dobj,46
3840281,provides,grams,appos,0.4
3840281,provides,grams,conj,11
3840281,provides,grams,conj,0.9
3840281,provides,grams,conj,2.3
3840281,provides,grams,conj,6.8
3840318,costs,cents,dobj,89
3840385,weighs,kilograms,dobj,60
3840385,weighs,pounds,appos,130
3840385,weighs,inches,appos,45
3840549,is,minutes,pobj,five
3840577,is,months,attr,seven
3840581,starts,weeks,pobj,5–6
3840582,is,weeks,pobj,two
3840583,is,weeks,pobj,9
3840585,is,months,pobj,six
3840586,reaches,years,npadvmod,two
3840586,is,years,npadvmod,two
3840671,is,cm,appos,2
3840733,is,days,npadvmod,3
3840873,is,feet,attr,seven
3841028,is,types,pobj,two
3841095,has,strings,dobj,four
3841131,is,strings,pobj,four
3841202,is,feet,npadvmod,eight
3841379,is,sausages,dobj,one
3841433,was,mid-1970s,pobj,6
3841433,was,albums,appos,6
3841513,is,stories,dobj,24
3841695,'m,guys,attr,two
3841695,'m,guys,attr,two
3841760,was,kilograms,attr,"1,000"
3841824,was,tons,dobj,2
3841855,supports,birds,dobj,million
3841891,is,feet,attr,12
3841904,is,clubs,pobj,3
3841915,'s,feet,npadvmod,two
3841963,is,°,pobj,417
3841963,sublimes,°,pobj,417
3842018,'s,feet,npadvmod,five
3842093,'s,inches,attr,14
3842178,was,years,pobj,27
3842203,means,hours,pobj,12
3842245,accounts,hours,pobj,12
3842504,'s,feet,nsubj,181
3842942,is,years,pobj,seven
3843010,is,weeks,pobj,32
3843063,has,quarks,nsubj,two
3843158,has,kinds,dobj,five
3843182,contains,strands,dobj,two
3843203,says,rounds,pobj,7.62
3843261,is,nucleotides,pobj,80
3843760,is,days,npadvmod,10
3843760,comes,days,npadvmod,10
3843783,celebrates,months,npadvmod,nine
3843883,lists,kilograms,dobj,50
3843883,lists,pounds,appos,110
3843883,lists,males,pobj,42
3843883,lists,kilograms,conj,42
3843883,lists,pounds,appos,93
3844267,was,minutes,pobj,five
3844358,is,metres,pobj,5959
3844715,appears,times,npadvmod,11
3844726,is,criteria,attr,four
3844767,lasts,weeks,dobj,three
3844804,was,years,npadvmod,17
3844815,'s,hours,pobj,three
3844826,is,hours,nsubj,six
3844826,is,hours,nsubj,four
3844826,is,hours,nsubj,four
3845012,was,months,npadvmod,few
3845154,is,hours,attr,180
3845218,is,hours,pobj,180
3845230,is,children,pobj,two
3845302,lives,years,pobj,40
3845302,was,years,pobj,40
3845658,sends,calls,dobj,10
3845881,is,bats,appos,"1,500,000"
3845881,is,tons,dobj,30
3845881,is,tourists,dobj,"100,000"
3845978,is,years,appos,17
3845978,is,months,conj,5
3846082,'s,days,pobj,four
3846082,'s,weeks,pobj,two
3846169,was,pillars,nsubj,two
3846170,has,screens,dobj,two
3846387,is,regions,pobj,two
3846396,is,people,pobj,million
3846396,is,miles,pobj,12
3846523,has,casinos,dobj,41
3846548,was,people,attr,million
3846556,is,landmarks,pobj,101
3847112,has,people,dobj,"448,000"
3847112,has,people,dobj,"2,000,000"
3847112,has,people,dobj,"2,000,000"
3847444,equates,pills,pobj,38
3847464,lives,species,nsubj,one
3847481,am,years,npadvmod,40
3847603,'s,cubans,attr,20
3847603,holds,cubans,attr,20
3847757,lies,movies,pobj,seven
3847757,lies,decades,pobj,seven
3847766,'m,years,npadvmod,36
3847778,has,parks,dobj,eleven
3847890,'m,years,npadvmod,36
3847890,'m,years,npadvmod,10
3848191,has,people,dobj,million
3848238,is,degrees,attr,43
3848238,is,minutes,compound,30
3848242,follows,degrees,pobj,40
3848242,follows,minutes,npadvmod,35
3848242,is,degrees,pobj,40
3848242,is,minutes,npadvmod,35
3848264,has,counties,dobj,99
3848264,has,seats,conj,100
3848284,has,branches,dobj,three
3848286,is,houses,pobj,two
3848294,sends,senators,dobj,two
3848294,sends,representatives,conj,four
3848295,was,elections,pobj,2012
3848295,is,elections,pobj,2012
3848589,says,months,npadvmod,six
3848598,was,days,pobj,few
3848616,was,forces,appos,2003
3848737,loses,minutes,attr,ten
3848737,runs,minutes,attr,ten
3848737,is,minutes,attr,ten
3848955,makes,seconds,pobj,few
3848989,starts,guns,pobj,one
3849000,has,maps,dobj,28
3849000,has,missions,conj,14
3849404,requires,years,dobj,five
3849418,works,hours,npadvmod,75
3849430,was,digits,attr,two
3849436,is,weeks,attr,six
3849442,'s,weeks,attr,six
3849464,requires,years,dobj,three
3849571,is,girls,pobj,two
3850097,broadcasts,hours,npadvmod,24
3850178,has,letters,dobj,six
3850426,is,times,appos,four
3850455,was,years,npadvmod,17
3850791,is,times,dobj,three
3850791,is,times,pobj,four
3850791,gives,times,dobj,three
3850791,gives,times,pobj,four
3850791,is,times,pobj,four
3850873,was,albums,pobj,three
3850919,is,times,pobj,two
3851041,is,albums,attr,25
3851041,is,albums,appos,8
3851041,is,albums,conj,2
3851041,is,singles,conj,74
3851134,'s,boards,attr,two
3851165,gives,times,dobj,2w^2
3851195,'s,lots,dobj,two
3851195,gets,lots,dobj,two
3851513,was,ideas,nsubjpass,570–470).p387
3851610,'s,sections,appos,5
3851737,makes,nails,pobj,nine
3851783,uses,songs,dobj,two
3851911,is,songs,dobj,two
3851911,takes,songs,dobj,two
3851927,was,years,attr,two
3852374,has,kinds,dobj,two
3852534,’s,stars,oprd,three
3852542,provides,months,pobj,six
3852991,is,people,pobj,two
3852992,has,pieces,dobj,16
3853017,has,states,pobj,50
3853047,is,parties,pobj,two
3853094,’s,lives,attr,two
3853097,is,states,pobj,50
3853152,'m,bucks,dobj,100
3853171,was,pounds,attr,eight
3853174,'s,years,attr,two
3853174,'s,months,conj,two
3853305,is,parties,pobj,two
3853331,holds,years,npadvmod,four
3853332,coordinates,states,pobj,50
3853466,was,sets,attr,three
3853633,is,senses,pobj,five
3853701,has,kilometers,pobj,"3,876"
3853701,has,miles,appos,"2,408"
3853715,is,kilometers,attr,"3,876"
3853715,is,miles,appos,"2,408"
3853715,is,kilometers,attr,"3,876"
3853715,is,miles,appos,"2,408"
3853715,is,kilometers,attr,"3,876"
3853715,is,miles,appos,"2,408"
3853814,was,seconds,attr,15
3853883,is,breaks,dobj,2
3853940,includes,sets,dobj,two
3853940,includes,markings,pobj,nineteen
3853985,remembers,years,npadvmod,four
3854162,has,days,pobj,five
3854305,was,years,npadvmod,100
3854491,was,votes,dobj,six
3854780,has,chambers,dobj,four
3854796,works,times,npadvmod,six
3854836,has,layers,dobj,three
3854900,divides,branches,pobj,two
3854935,was,feet,npadvmod,twenty
3855051,causes,deaths,pobj,10
3855481,has,colours,dobj,seven
3855498,is,parts,pobj,two
3855534,implies,gods,dobj,two
3855577,'s,degrees,npadvmod,five
3855637,is,remains,conj,few
3855841,feeds,hours,dobj,four
3856103,causes,cases,pobj,million
3856103,causes,cases,pobj,million
3856103,kills,cases,pobj,million
3856103,kills,cases,pobj,million
3856238,happens,days,npadvmod,few
3856270,kills,people,dobj,million
3856287,is,organisms,pobj,few
3856367,is,minutes,pobj,twenty
3856568,s,videos,dobj,15
3856646,'s,weeks,npadvmod,eight
3856653,is,weeks,nsubj,eight
3856703,was,men,nsubjpass,"500,000"
3856745,consists,shells,pobj,three
3857024,is,symbols,pobj,two
3857163,was,years,npadvmod,8
3857387,'s,pounds,attr,thousand
3857408,is,people,nsubjpass,million
3857541,is,things,pobj,one
3857579,is,frets,attr,two
3857683,is,organisms,pobj,two
3857722,is,thirds,nsubj,two
3858013,is,years,npadvmod,16
3858198,is,testicles,dobj,one
3858434,'s,oranges,attr,two
3858576,is,°,nummod,100
3858576,is,°,appos,37.8
3858576,is,lows,pobj,°
3858576,is,°,nummod,70
3858666,was,artists,pobj,100
3858666,was,stars,pobj,100
3858726,is,nodes,pobj,three
3858755,is,years,pobj,80
3858793,is,years,appos,16
3858793,is,years,npadvmod,14
3858793,is,years,appos,16
3858902,is,types,pobj,three
3858972,occurs,ways,pobj,two
3859223,does,points,nsubj,one
3859328,'s,doors,dep,six
3859328,'s,doors,nsubj,six
3859459,'s,pounds,attr,thousand
3859485,was,years,pobj,73
3859577,was,minutes,pobj,60
3859609,was,families,pobj,9/11
3859609,was,victims,pobj,9/11
3859819,'s,variables,attr,two
3859819,'s,equations,conj,two
3859926,is,degrees,attr,37
3859926,is,degrees,appos,98.6
3860613,has,followers,dobj,1.5
3860665,collects,leaders,pobj,8
3860675,was,games,pobj,two
3860705,was,facilities,attr,eight
3860705,was,facilities,attr,eight
3860918,'s,adults,pobj,four
3860923,was,weeks,attr,five
3860995,has,protons,dobj,20
3860995,has,electrons,conj,20
3861040,has,allotropes,dobj,two
3861104,has,isotopes,dobj,6
3861104,has,years,appos,6.4×1019
3861104,is,years,appos,6.4×1019
3861106,has,years,pobj,"102,000"
3861219,is,years,pobj,billion
3861219,comes,years,pobj,billion
3861219,has,years,pobj,billion
3861221,was,days,npadvmod,two
3861472,is,books,pobj,13
3861504,separates,things,dobj,two
3861518,has,parts,dobj,two
3861518,is,parts,dobj,two
3861597,is,states,pobj,50
3861606,lies,states,pobj,eight
3861606,lies,states,pobj,eight
3861740,consists,adults,dobj,"57,000"
3861794,was,people,attr,few
3861807,was,brothers,attr,two
3861832,has,wheels,dobj,2
3861916,cooks,meals,dobj,"1,000"
3862220,is,months,npadvmod,6
3862282,'s,slackers,pobj,two
3862332,was,youngsters,attr,two
3862332,was,years,npadvmod,two
3862338,is,languages,pobj,four
3862338,is,copies,dobj,million
3862672,is,books,pobj,few
3863006,is,adventures,pobj,two
3863277,contains,lectures,dobj,seven
3863324,is,people,nsubj,80
3863410,'s,minutes,npadvmod,few
3863480,'s,waves,attr,six
3863737,'s,years,pobj,few
3863780,was,labels,pobj,all
3863780,was,companies,pobj,few
3863994,'s,bucks,dobj,few
3863994,is,bucks,dobj,few
3864121,has,shades,dobj,four
3864121,displays,shades,dobj,four
3864122,has,buttons,dobj,four
3864160,is,bugs,pobj,few
3864332,requires,stars,dobj,two
3864393,was,details,dobj,64
3864461,has,players,nsubj,four
3864563,is,years,npadvmod,20
3864602,splits,parts,pobj,32
3864643,was,minutes,npadvmod,five
3864823,'s,controls,pobj,few
3864823,'s,hours,conj,few
3864842,requires,hits,pobj,two
3864870,is,feet,nsubj,three
3864873,has,people,nsubj,"20,000"
3864899,is,friends,pobj,three
3864927,is,senses,pobj,five
3864940,travels,parts,pobj,three
3865096,was,races,pobj,three
3865195,manages,minutes,pobj,five
3865203,'s,minutes,dobj,few
3865203,takes,minutes,dobj,few
3865222,was,times,attr,two
3865339,was,amendments,appos,10
3865341,'s,dollars,npadvmod,billion
3865566,was,children,pobj,five
3865571,was,years,npadvmod,14
3865606,was,months,pobj,two
3865625,was,months,npadvmod,few
3865653,was,years,npadvmod,79
3865717,is,windmills,pobj,19
3865822,has,episodes,dobj,2
3865983,takes,weeks,dobj,nine
3865984,occurs,weeks,npadvmod,forty
3866079,is,weeks,npadvmod,20
3866080,dies,weeks,pobj,20
3866097,is,days,npadvmod,few
3866116,decreases,weeks,compound,8.5
3866116,is,weeks,compound,8.5
3866160,gets,chromosomes,dobj,23
3866170,happens,copies,attr,three
3866210,is,weeks,npadvmod,12
3866290,depends,things,pobj,few
3866312,gives,medications,dobj,one
3866314,is,months,pobj,two
3866330,gives,days,pobj,few
3866350,has,weeks,pobj,12
3866456,'s,meals,attr,three
3866456,'s,people,nsubj,four
3866456,is,people,nsubj,four
3866463,is,questions,dobj,few
3866505,results,abortions,pobj,million
3866552,is,years,pobj,18
3866552,is,years,pobj,18
3866630,is,ingredients,nsubj,four
3866741,was,years,npadvmod,17
3866741,'s,years,npadvmod,17
3866759,was,miles,npadvmod,few
3866763,was,weeks,pobj,six
3866763,was,weeks,pobj,six
3866809,is,years,npadvmod,17
3866809,was,years,npadvmod,17
3866938,moves,minutes,dobj,60
3866938,takes,minutes,dobj,60
3866938,moves,minutes,dobj,60
3866940,needs,movements,dobj,12
3867265,is,points,pobj,two
3867282,is,chromosomes,dobj,two
3867314,extends,feet,npadvmod,300
3867390,is,reasons,pobj,two
3867401,takes,reasons,pobj,two
3867401,describes,reasons,pobj,two
3867437,separates,groups,pobj,three
3867523,is,groups,pobj,eight
3867540,says,values,nsubj,two
3867658,works,firms,pobj,60
3867811,is,steps,attr,31
3867826,has,sisters,dobj,two
3867849,was,greetings,appos,1973
3867903,contains,singles,dobj,7
3867917,was,records,attr,five
3868092,was,years,pobj,40
3868168,was,years,pobj,ten
3868195,attains,feet,pobj,eighteen
3868202,occurs,births,pobj,"1,500"
3868235,is,things,attr,three
3868383,shows,yards,nsubj,"1,000,000"
3868406,sounds,years,pobj,five
3868406,is,years,pobj,five
3868606,is,places,pobj,few
3868616,is,meanings,pobj,few
3868760,is,hours,attr,two
3868864,was,feet,pobj,sixty
3868950,is,temperatures,pobj,100
3868950,is,degrees,appos,100
3868958,brings,feet,appos,8516
3868958,brings,metres,appos,3000
3869019,sounds,horses,dobj,five
3869082,'s,quizzes,attr,two
3869094,is,points,dobj,80
3869094,is,minutes,pobj,80
3869133,is,points,npadvmod,two
3869134,is,points,npadvmod,five
3869134,is,points,conj,four
3869328,takes,hours,dobj,2–4
3869359,is,kidneys,dobj,two
3869619,has,countries,dobj,195
3869628,tries,programs,pobj,six
3869628,wants,programs,pobj,six
3869734,is,agreements,nsubjpass,two
3869760,is,countries,nsubj,few
3869820,thinks,yards,pobj,"200,000,000"
3869831,means,states,pobj,two
3869831,has,states,pobj,two
3870061,contains,chromosomes,dobj,23
3870062,needs,chromosomes,dobj,46
3870072,has,chromosomes,dobj,46
3870104,makes,millilitres,dobj,1.5
3870183,makes,millilitres,dobj,1.5
3870193,becomes,minutes,pobj,five
3870247,carries,lives,dobj,twenty
3870247,carries,men,pobj,twenty
3870634,is,boys,nsubj,two
3870657,was,horses,nsubj,fifteen
3870660,contains,grades,dobj,5
3870666,is,schools,pobj,one
3870666,is,teachers,pobj,one
3870675,helps,subjects,pobj,one
3870688,includes,grades,dobj,four
3870688,includes,ages,pobj,10
3871008,was,blocks,npadvmod,seven
3871063,has,justices,dobj,nine
3871064,was,justices,nsubj,nine
3871255,is,honeys,pobj,two
3871395,was,crackers,dobj,a
3871552,'s,primitives,pobj,six
3871573,says,primitives,pobj,six
3871607,admits,variants,dobj,three
3871616,is,flavors,pobj,2
3871722,means,hours,nmod,two
3871878,requires,tracks,dobj,two
3871966,is,units,pobj,two
3872164,does,things,dobj,two
3872164,helps,things,dobj,two
3872294,has,tenths,pobj,250
3872295,is,males,pobj,15
3872295,is,years,npadvmod,15
3872368,lasts,weeks,pobj,8
3872396,takes,minutes,pobj,15
3872478,swings,feet,appos,three
3872487,takes,men,dobj,nine
3872499,does,men,dobj,500
3872531,has,particles,pobj,three
3872531,is,particles,pobj,three
3872551,is,miles,npadvmod,47
3872836,is,words,pobj,three
3873062,is,locks,pobj,two
3873148,was,miles,npadvmod,thirty
3873238,'s,months,pobj,six
3873431,contains,characters,dobj,58
3873431,contains,syllables,conj,19
3873500,happens,threes,dobj,three
3873565,is,meters,npadvmod,305
3873568,has,letters,dobj,five
3873638,is,days,pobj,2–7
3873657,lasts,days,dobj,5
3873664,starts,years,npadvmod,2
3873664,is,years,npadvmod,2
3873688,is,days,pobj,2–7
3873732,starts,years,npadvmod,9
3873994,is,steps,npadvmod,two
3873995,occurs,degrees,dobj,0
3874076,'s,hours,npadvmod,six
3874089,has,protons,dobj,19
3874095,has,isotopes,dobj,two
3874095,has,neutrons,pobj,20
3874097,is,neutrons,pobj,21
3874114,is,degrees,attr,63
3874114,is,degrees,appos,145.4
3874325,was,dollars,attr,hundred
3874693,defines,variables,pobj,two
3874699,gives,thirds,pobj,two
3874699,is,thirds,pobj,two
3874699,gives,thirds,pobj,two
3874699,is,thirds,pobj,two
3874740,is,thirds,pobj,two
3874740,is,thirds,pobj,two
3874901,is,places,pobj,two
3874931,means,outputs,attr,two
3874931,is,outputs,attr,two
3874932,enables,feet,appos,20
3874977,is,meters,pobj,"8,849"
3875004,travels,cm,pobj,15
3875004,travels,years,npadvmod,million
3875024,leads,mm,pobj,5
3875088,says,years,nsubj,"4,000"
3875111,is,departments,pobj,few
3875307,is,children,pobj,three
3875310,was,years,npadvmod,17
3875408,'s,months,npadvmod,eight
3875424,is,feet,compound,three
3875427,is,feet,nsubj,two
3875470,was,years,npadvmod,million
3875813,is,cm,pobj,200
3875813,is,inches,appos,80
3875813,is,kg,dobj,900
3875813,reaches,cm,pobj,200
3875813,reaches,inches,appos,80
3875816,is,cm,pobj,80
3875816,is,kg,pobj,60
3875816,reaches,cm,pobj,80
3875821,was,metres,pobj,4.5
3875909,is,groups,pobj,two
3876050,arises,plates,pobj,two
3876159,is,numbers,dobj,two
3876162,is,numbers,pobj,two
3876162,is,numbers,pobj,two
3876162,is,numbers,pobj,two
3876174,is,dollars,attr,million
3876285,is,times,npadvmod,four
3876368,develops,terminals,pobj,two
3876806,starts,pounds,dobj,million
3876829,borders,countries,appos,6
3877007,is,pounds,attr,five
3877093,has,flowers,dobj,six
3877235,is,times,attr,five
3877514,is,materials,dobj,two
3877526,is,feet,attr,150
3877590,is,buildings,pobj,seven
3877699,is,degrees,attr,90
3877774,is,crossings,dobj,zero
3877774,seems,crossings,dobj,zero
3877784,'s,things,pobj,two
3877796,costs,pounds,dobj,two
3877929,is,inductors,pobj,three
3877937,says,inductors,dobj,three
3877939,'s,months,pobj,six
3877970,has,neutrons,dobj,26
3877974,has,electrons,dobj,22
3877974,has,protons,conj,22
3878122,has,letters,dobj,22
3878158,was,years,poss,hundred
3878444,knows,miles,npadvmod,few
3878450,occupies,days,dobj,four
3878470,was,parties,conj,two
3878562,has,spines,pobj,5000
3878693,has,records,dobj,seven
3878985,has,pixels,dobj,640
3878985,has,pixels,dobj,640
3878985,has,megapixels,conj,0.3
3878985,pixels,megapixels,conj,0.3
3879110,makes,ways,pobj,two
3879399,was,quarters,nsubj,three
3879581,is,feet,npadvmod,twenty
3879627,lays,cards,dobj,three
3879630,means,cards,pobj,two
3879650,makes,cards,pobj,five
3879650,makes,cards,conj,two
3879653,ends,bets,advcl,one
3879683,is,raises,pobj,3
3879750,takes,players,nsubj,two
3879762,wins,players,pobj,two
3879898,says,years,nsubj,"4,000"
3879946,says,years,npadvmod,"6,000"
3880038,bids,years,npadvmod,few
3880201,'s,months,npadvmod,eight
3880402,has,holes,dobj,four
3880402,has,holes,dobj,one
3880465,'s,years,npadvmod,two
3881029,includes,franchises,nsubj,three
3881083,was,issues,pobj,14
3881163,seems,monthlies,pobj,52
3881389,is,blocks,attr,few
3881417,is,phones,dobj,two
3881632,is,copies,dobj,million
3881758,is,parts,pobj,six
3881826,has,attempts,dobj,three
3881838,is,boroughs,pobj,five
3881848,comes,words,pobj,three
3881893,was,dollars,npadvmod,24
3881913,'s,minutes,dobj,forty
3881913,'s,minutes,dobj,forty
3881913,'s,minutes,attr,thirty
3881970,is,engineers,nsubj,two
3882100,was,boroughs,pobj,five
3882100,is,boroughs,pobj,five
3882229,covers,people,pobj,hundred
3882229,covers,hectares,dobj,hundred
3882229,covers,people,pobj,hundred
3882231,is,degrees,attr,six
3882231,is,minutes,pobj,42
3882233,'s,areas,pobj,eight
3882233,comes,areas,pobj,eight
3882247,is,hectares,pobj,two
3882247,reaches,hectares,pobj,two
3882278,is,hectares,dobj,nine
3882278,is,dwellings,dobj,hundred
3882281,is,figures,nsubj,thirty
3882281,is,figures,nsubj,thirty
3882283,has,sides,dobj,three
3882283,has,vertices,conj,three
3882295,has,dwellings,pobj,hundred
3882295,is,dwellings,pobj,hundred
3882295,is,dwellings,dobj,seven
3882301,is,districts,pobj,two
3882301,'s,districts,pobj,two
3882301,is,districts,pobj,two
3882301,is,districts,pobj,two
3882325,is,dwellings,pobj,hundred
3882428,supports,years,pobj,ten
3882529,is,questions,pobj,two
3882602,takes,months,npadvmod,few
3882602,is,months,npadvmod,few
3882602,'s,months,npadvmod,few
3882602,is,months,npadvmod,few
3882752,is,points,npadvmod,three
3882752,'s,points,npadvmod,three
3882752,'s,opportunities,pobj,two
3882752,is,opportunities,pobj,two
3882758,is,households,pobj,hundred
3882758,is,dwellings,pobj,hundred
3882758,'s,households,pobj,hundred
3882758,'s,dwellings,pobj,hundred
3882811,is,households,pobj,hundred
3882811,is,dwellings,pobj,hundred
3882859,is,estimates,nsubj,nineteen
3882859,is,difficulties,dobj,nineteen
3882963,says,dwellings,pobj,hundred
3882963,'s,dwellings,pobj,hundred
3883000,'s,dwellings,npadvmod,hundred
3883000,'s,dwellings,npadvmod,hundred
3883002,is,species,pobj,two
3883026,means,rivers,pobj,30
3883026,means,groups,dobj,30
3883026,means,females,pobj,30
3883026,spends,rivers,pobj,30
3883026,spends,groups,dobj,30
3883026,spends,females,pobj,30
3883033,'s,issues,attr,few
3883039,is,tonnes,conj,3
3883039,is,tonnes,conj,3
3883040,weighs,tonnes,pobj,31⁄2
3883040,weighs,species,nsubj,three
3883040,weighs,tonnes,pobj,9
3883113,is,dwellings,dobj,hundred
3883171,comes,years,npadvmod,"160,000"
3883289,orbits,years,npadvmod,557
3883406,is,settlements,pobj,two
3883406,'s,settlements,pobj,two
3883413,is,sites,nsubjpass,hundred
3883413,is,sites,nsubjpass,hundred
3883413,is,sites,nsubjpass,hundred
3883428,was,days,pobj,40
3883591,is,comparisons,nsubj,one
3883591,is,comparisons,nsubj,one
3883591,'s,comparisons,nsubj,one
3883591,is,comparisons,nsubj,one
3883634,has,days,pobj,two
3883790,was,weeks,npadvmod,two
3883863,was,centers,dobj,two
3883902,presupposes,answers,dobj,two
