sentence_idx,sentence
2015,"You talk a lot, don't you?"
2016,Do you like japanese food?
2017,"Look, I've told you - I'm not interested."
2019,"Could I have that a touch harder, please?"
2022,"I'm 'aving a great time, actually"
2024,"Oh, friendly!"
2025,What are you doin' 'ere?
2026,You look like shit.
2027,Just trying to blend in with the surroundings
2028,"Halitosis, halitosis, halitosis!"
2029,Can't believe you're 'ere
2031,"I'll tell you what, it's a crackin' place you've got, love."
2032,Good.
2033,I'm glad you like it.
2034,"No, I was been sarcastic."
2036,I would a' met you off the train.
2037,I didn't come on the fuckin' train.
2038,"- Off the bus, then."
2039,- I didn't come on the bus either.
2041,"Well, basically, there was this little dot, right?"
2042,"And the dot went bang, and the bang expanded, energy formed into matter, matter cooled, matter lived, the amoeba to fish, the fish to fowl, the fowl to frog, the frog to mammal the mammal to monkey, the monkey to man."
2043,"Amo, amas, amat, quid pro quo, memento mori, ad infinitum, sprinkle on a little bit of grated cheese and leave under the grill till Doomsday."
2044,I see you 'aven't changed.
2046,I take it you've met my wicky-wacky friend Sophie?
2047,"No, actually, we 'aven't been formally introduced, 'ave we, love?"
2050,Peachy-creamy.
2052,I'm very pleased.
2054,It's all right.
2055,Is it everything you hoped it would be?
2056,What did you hope it would be?
2057,I'm sorry - did you get that?
2059,"Oh, and by the way."
2060,Thank you for this!
2061,"I mean, are you tekkin' the piss, or what?"
2062,"'So, Johnny..."
2063,My address is'
2065,- Why 'ave you come?
2066,"- Oh, can you tell from there?"
2067,D'you want a cup o'tea?
2068,I'd love a cup o'tea.
2071,Ta.
2073,Fine.
2074,'ow's yours?
2076,She's dead.
2077,"She's still a good fuck, though."
2078,"I mean the rates are a bit extortionate, but I do get a discount, what with being the son and everything."
2079,"Apparently, right, you shouldn't stick anything up your cunt you can't put in your mouth."
2081,"Can I try your coat on, Johnny?"
2082,So what you've been up to?
2085,Have you spoken to anybody from Manchester?
2086,"Yeah, I've phoned June a couple o' times."
2087,And was June interested in what you had to say?
2088,Fuckin' hell.
2090,Come on!
2091,!
2092,- What?
2094,!
2097,Are you too good for us?
2100,"- are on the fuckin' dole, aren't we?"
2101,- Right!
2103,Are you sure?
2104,I'm delighted
2105,"D'you want some o' this,"
2106,Johnny ?
2107,"Fuckin' 'ell love, what're you trying to do to me?"
2108,"Right, well,"
2111,Is it worth the bother?
2112,Is there anything worth seein'?
2115,I'm sorry about this.
2116,Move!
2119,I'm in 'ere.
2120,"Oh, it's de-lovely."
2121,"I see you've got a ceiling at the top with a floor on the lower level, and a wall at either side."
2123,"Sad, really"
2124,You've got wonderful breasts
2125,Don't you mean tits?
2127,I don't know.
2129,Is that a proposition?
2130,"No, it's a threat."
2133,"- What's about family, have you got any brothers or sisters?"
2134,I try not to remember.
2135,"You are sexually frustrated, aren't you?"
2136,- What's funny?
2137,- Are you a feminist?
2138,- Do you like fucking?
2139,- Do you like wanking?
2141,"That's a very ornithological mutilation you've got here, love."
2143,It is really?
2144,"That was fuckin' athletic, that was."
2148,Well what is this?
2149,"A granny, a sheepshank, or the infamous round-turn and two half-hitches, as mentioned in the Book of Ezekiel?"
2151,I've hardly fuckin' begun.
2152,"It's just that I think I'm gonna get into difficulties when I read the hippy-shit up here, you know what I mean?"
2155,Simple really.
2156,So's this.
2157,Oh.
2158,Thanks for the mammaries.
2159,"Could you ask her to order me a taxi, please?"
2161,"You don't like rejection, do you,"
2162,- Jeremy?
2163,"- Could we have a taxi, please?"
2164,"No problem, sir."
2166,"Will you let me come again, Jerry?"
2168,What work d'you do?
2169,"I'm a dancer, actually."
2170,Do you want to know me name?
2172,Are you married?
2175,"Don't, it's yucky!"
2176,Get it off!
2177,Are you glad I came?
2180,!
2181,You're hurting me!
2184,on my fortieth birthday.
2185,If I'm still around.
2187,- I don't want to be old.
2189,Oh.
2190,'Ave a fag
2191,Yeah.
2192,"Thanks, I will"
2193,What you're readin'?
2196,"She's got a very little waist, Sophie, an't she?"
2197,She's got little tits an' all
2198,Are you not cold?
2200,- What's the Butterfly Effect?
2201,"Every time a butterfly flaps its wings in Tokyo, this old granny in Salford gets a bilious attack.."
2203,That's not the point.
2205,"What are you doin' in London, Johnny?"
2208,You've told me nothing.
2211,Were you born irritatin'?
2214,I was cold.
2215,I came down.
2220,So what 'appened?
2221,Were you bored in Manchester?
2224,I'm never bored.
2226,You've 'ad nature explained to you and you're bored with it.
2227,"You've 'ad the living body explained to you and you're bored with it,"
2228,You've had the universe explained to you and you're bored with it.
2229,So now you just want cheap thrills and like plenty of 'em and it dun't matter
2230,"'ow tawdry or vacuous they are as long as it's new, as long as it's new, as long as it flashes and fuckin' bleeps in forty fuckin' different colors."
2232,"Yeah, all right."
2235,Are you not enjoyin' yourself?
2237,No
2238,"'Ave you got, erm, a goblet or something, because me heart's bleedin'."
2240,When you goin' back to Manchester?
2243,- You know why not
2244,Do I?
2245,I thought you said you never wanted to see me again
2246,"I don't want to ever see you again, so why you just don't fuck off back upstairs?"
2247,"Why are you such a bastard, Johnny?"
2248,"- Monkey see, monkey do."
2249,- And what does that mean?
2250,"Oh, this fuckin' cough."
2252,"So, have you got to get up for work now, yeah?"
2253,No.
2255,I'm going back to bed.
2256,"So is she a - a Buddhist or something, this nurse?"
2258,"What's she doin' with the old fat chap in the house, then?"
2260,"Louise is a Catholic, did you know that?"
2263,You know what frightens me about the human body?
2264,What?
2269,"It's like this wet, pink factory."
2272,"You never see no delivery trucks comin' or goin', do you?"
2273,I could've been a doctor.
2274,D'you wanna examine me?
2276,I believe everything you say.
2277,I've got A-level Psychology.
2278,You 'aven't!
2282,I thought of that.
2283,D'you not agree with it?
2284,Dunno
2287,A test or somethin'?
2290,Just pack it in!
2291,Stop it!
2292,Stop buggering about!
2295,!
2296,"Look, you could get me a watch"
2297,I'm not gonna get you a watch - you don't want a fuckin' watch!
2298,!
2300,You don't know me.
2302,You don't fuckin' -
2303,- ..know me!
2304,"- Oh, shit!"
2306,- I love you.
2311,"Ta-ra, Mr. Halpern."
2312,What's the matter?
2313,What's going on?
2315,I'm too old for all this.
2318,Why don't you fuckin' go out?
2319,Go for a drink or somethin'?
2320,'Cos I wanna go with you!
2321,Is this good?
2324,I'm cold!
2325,"- Johnny, I just - - Fuck off!"
2327,D'you ever get the feelin' that you're bein' followed?
2328,"Look, will you just leave me alone - give me a bit of room or somethin'?"
2329,Fuckin' hell!
2330,What's all that about?
2333,- Off my head.
2334,- I'm comin' with you.
2337,- I don't want to you fuckin' come with me!
2338,Are you coming back?
2339,What the fuck for?
2340,Maggie !
2341,Maggie !
2342,"You all right there, chief?"
2343,'Ave you lost somebody?
2344,Are you looking for somebody?
2347,Got a fag?
2350,"- Yes, I've got one."
2352,- Please.
2353,- Wha'?
2355,Just fuckin' giz one.
2356,"Come on, mister!"
2357,You've got a lovely way about you - 'as anybody ever told you that?
2358,'Thank you.
2359,That's all right.'
2361,"She's gone, mate!"
2364,What?
2365,A lassie.
2366,"Black hair, blue jeans."
2371,Have you've seen her?
2372,Black hair?
2376,- Uh?
2377,- Are you scots?
2379,What's it like up there?
2380,Fuckin' shite!
2382,- D'you dream in Scotch?
2384,"Like, dream about sporran-clad, caber-tossin' haggis, gallopin' over porridge-covered glens?"
2385,Talking shite.
2386,"Yeah, well, I sent off for one of those Linguaphone packages, 'Talk Shite in a Fortnight' -"
2387,'t's all goin' very well.
2389,"Will you fuckin' shut it, eh?"
2390,!
2391,- What you're doing down here?
2392,- Eh?
2394,Put my old man in hospital.
2395,- Your dad?
2396,- Ah.
2397,"- 'Ow did you do that, then?"
2398,- Cracked 'im on the nut wi' a poker.
2399,- What for?
2400,- 'E was fuckin' asking for it!
2401,"So what, is 'e in a bad way?"
2402,Fuckin' right.
2404,What does you mam think about it?
2405,She's off 'er fuckin' nut.
2406,"So you're like on the run, yeah?"
2408,"- Yeah, me too."
2409,Yeah?
2410,The cops after you?
2411,Yeah?
2416,"The old Highland fling, there."
2417,D'you know you're doing that?
2418,- What?
2419,"- That, you know - 'And now for my next tic...'."
2420,That.
2421,"Look, it, it just happened again - I'm not imaginin' it."
2422,"Fuck off, eh?"
2423,"D'you do that in a sack with the old tic, spit, 'Eh, Maggie!"
2424,'?
2425,You must be a great fuckin' shag.
2426,You takin' the piss?
2427,!
2428,"You're fuckin' givin' it away, aren't yer?"
2429,"Fuckin' come on, cunt!"
2430,Kick your fucking' head open!
2432,What's it like being you?
2434,"Fuck off, poof!"
2438,"An "" e wrote in one of 'is quatrains that this goon called Hister would invade Poland."
2440,Hitler.
2442,"So when the guy prophesied that the world would end in 1999, which 'e did, does that therefore mean that we're fulfilling the prophecy by precipitatin' the Apocalypse?"
2443,Are you with me?
2445,"Listen, mate, what d'you think to this?"
2446,"Why don't you 'ave a little wander round and go look for the wee lassie, an' I'll wait 'ere?"
2447,"And if she turns up, I'll keep 'er 'ere till you get back?"
2448,'Ow does that grab you?
2450,Right.
2453,"And slap her gob for me, right?"
2454,"- Yeah, I'll tie her up."
2455,- Aye.
2456,"- You're gonna be here, aye?"
2462,"Excuse me, love."
2463,Hallo?
2464,!
2466,Piss off!
2467,"- Oh, you're Maggie ?"
2469,- Is your name Maggie ?
2470,- How d'ye ken that?
2472,Are you looking for the petulant dwarf?
2473,Sprechen Sie Deutsch ?
2474,Archie !
2475,"Yeah, that's the fella."
2477,"You, Maggie, 'e's, Archie, I'm nobody - 'e's gone off looking for you, love."
2478,"What, you've seen 'um?"
2480,"Fuck off, you dirty cunt!"
2483,"What, he's been here?"
2487,And did 'e 'ave the chips wi' 'um?
2488,He had a huge one on 'is shoulder.
2489,Fuckin' wee radge!
2490,"Oh, come now, there's no need to knock the young lad,"
2491,He's a wonderful exponent of the old Socratic debate.
2492,"Listen love, I've got this great idea."
2495,I'm fuckin' starvin'.
2496,D'you wanna get somethin' to eat?
2497,"He's got all money, hasn't 'e?"
2498,- Who?
2499,Laughing Boy?
2500,- Aye.
2501,"Well, I've got a few bob on me."
2502,And what if he comes back when noone's here?
2503,We'll leave 'em a note
2504,He'll no be able to read it.
2506,Can you feel all those vibrations?
2507,Wha'?
2508,"Just stand still a minute, love."
2509,Try and feel it through your feet.
2510,D'you not get all those tremblin's and rumblin's comin' up through your bones?
2512,"D'you not get like a sense of, like, a whole other world underneath all this?"
2513,You know like the guts of London?
2514,"What with all the tube trains and everything, the city's viscera and the subterranean fuckin' fistulas and conduits and colons and bunkers and dungeons and tombs an' all that?"
2515,What about Hell?
2518,- Aye?
2519,- Does that freak you out?
2522,- Aye.
2523,"- So, d'you believe in the devil?"
2524,- Aye.
2526,"Looks like that, doesn' 'e?"
2527,"What, a little nudist homunculus with a pink quiff?"
2528,"No, 'e looks like a snake"
2531,It's my good-luck charm
2532,'As he brought you much?
2533,Has it fuck.
2534,- Are you superstituous?
2535,- No
2536,"What d'you wear a good-luck charm for, then?"
2537,Are we gonna get something to eat or what?
2538,Have you ever seen a dead body?
2540,Where was you thinkin' to sleepin' tonight?
2542,Where did you kip down last night?
2544,- Was that not cold?
2545,- Aye.
2547,Wherever I drop.
2549,Twenty-three
2550,- Do your mam and dad know you're down 'ere?
2551,- No.
2552,- Will they not be worried about you?
2553,- No
2555,'Ow old d'you think I am?
2556,About forty.
2559,Where the fuck 'a you been?
2560,Where the fuck 'a you been?
2561,I've been waitin' on yer!
2562,- Fuck off!
2565,You've got all the money.
2566,I've been fuckin'g lookin' all over for yer.
2568,- Were you fuck!
2569,- I fuckin' was!
2570,- I was fuckin' wi' him!
2571,- I was fuckin' wi' him!
2572,Daft cunt!
2574,- Fuck off!
2575,Fuckin' ask him!
2576,- Fuckin' daft bitch!
2577,- Where's my chips?
2578,That was fuckin' years ago.
2579,"Aye, well, I was starvin' wasn't I?"
2581,- Fuck off!
2582,- Fuckin' leave us alone!
2583,- Kick your fuckin' cunt
2584,Did he 'urt you?
2585,What d'you mean?
2586,"You know, when you were fuckin'?"
2587,Why?
2590,"Well, we went out for a year."
2591,A year?
2594,D'you ever feel like topping yourself?
2597,Glad I'm not.
2598,"Yeah, well, I don't mean with me mum and dad."
2600,"Oh, you reckon it's different there, do you?"
2601,- Yeah - people talk to you.
2602,"- Well, I'm talkin' to you."
2604,"Don't matter where are you, anyway."
2605,You might as well be in Zimbabwe with Sandra.
2608,When is she gettin' back?
2609,Sunday.
2610,"Well, that's four fuckin' days away, innit?"
2611,"""Thou shalt not consent unto Him, nor harken unto Him."""
2613,"""neither shalt thou conceal 'Im."
2615,"Thy ha..."""
2616,Lost me place now.
2617,"""And thou shalt stone 'Im with stones, that He die because He hath sought to thrust thee away from the Lord thy God."
2618,"And -"""
2620,Why 'ast though forsaken me?
2621,"Bastard!"""
2622,"Is that it now, then?"
2623,Are you through with the regulation pacin'?
2624,You're all set to deploy the fatuous sarcasm?
2625,"Well, I've beaten you to it."
2627,"Oh, what's this, new policy?"
2628,Ply the culprit with menthol?
2629,Extra strong.
2635,And other cliches.
2636,"Ah - but a cliche is full of truth, otherwise it wouldn't be a cliche."
2637,Which is in itself a cliche.
2638,"Tell me, have you read the book of Hosea?"
2639,What now?
2640,"""For they are the children of whores""."
2642,"Look, will you stop fucking about?"
2644,"Have you got nowhere to go, then?"
2647,Are you with me?
2648,Indeed.
2649,Yes.
2651,Too much.
2652,And what is it what goes on in this particular postmodernist gas chamber?
2654,It's empty.
2656,Space.
2657,You're guarding space?
2660,Good point.
2662,"Yeah, all right, pal."
2666,"But it's fuckin' freezin' out there, an' I was a Caesarian."
2667,"Come on, quick!"
2668,- What?
2669,- Come in.
2672,It's a funny smell in 'ere.
2673,Come on.
2674,"A bit of waste of space, all this, in't it?"
2675,You could sleep a thousand flea-bitten tramps in 'ere.
2676,And what's all that?
2678,'Ave you seen it in 'ere?
2679,"I mean, where's the bloody monkeys?"
2680,"Look, Dad, will you just back off?"
2683,- You must be invisible.
2684,- What?
2685,I must be seen.
2688,Am I allowed to smoke in here?
2689,No.
2691,"Now, I'm not gonna look at you."
2692,It mustn't look like I'm talking to anybody.
2693,"If you're seen in here, I'm out of a job."
2694,See what I mean?
2696,They'll come after you with a big butterfly net.
2699,"Well, that's better, isn't it?"
2700,What?
2701,In out of the cold?
2702,Yeah.
2703,Yeah - thanks very much.
2707,D'you follow that?
2709,"Sometimes when I'm sitting here, I turn the lights off - sit in the dark."
2710,That always makes me feel like I'm sitting outside.
2711,So what d'you do with you self here of a night-time?
2713,And I think.
2714,What do you think about?
2717,- No!
2718,Certainly not!
2720,"Are you married, mate?"
2721,"Well, technically I'm married."
2722,"Although my wife is 5,919 miles away, and I haven't seen her for thirteen years."
2723,It's all going very well then.
2726,Saucy!
2727,"- They're not worth it, are they?"
2734,I want to reveal to you the mysteries of my trade.
2735,What d'you think that is?
2736,A Dadaist nun?
2737,Wrong.
2738,This little lady is the representative of my employer.
2740,Watch.
2741,Very Zen.
2743,"23 moments, 23 sites, every two hours."
2744,That's my job.
2745,"Well, could they not train a tall chimpanzee to do that?"
2747,"I suppose they could, yes."
2748,"What's your name, son?"
2750,- Hallo Brian - Johnny.
2751,"Well, Brian, congratulations, you've succeeded in convincin' me that you do 'ave the most tedious fuckin' job in England."
2752,Come on.
2753,- Yes!
2754,It is a boring job!
2755,"Bloody boring, actually."
2756,- All right!
2757,All right!
2758,But all you can see is the tip of the iceberg.
2762,The past and the future.
2768,"So you see, it's not a boring job."
2769,"And I'm not boring, either."
2770,Am I allowed to smoke on the stairs?
2771,No.
2773,So you think you can make the present palatable by projectin' into the future?
2774,"You're living in the past, pal."
2775,"It's the future that fucks you up, Brian."
2776,It's the maggot in the apple.
2780,The present's peachy-fuckin'-creamy.
2781,"The only thing wrong with the present is the bastard doesn't exist,"
2783,And it's all the same fuckin' bag of bones anyway.
2785,The future is now.
2786,But the present does exist.
2787,"We're in it, now."
2788,"You were just then when you said it, but you're not in it now, you're not in it now, you're not in it now."
2789,You're forever being kicked up the arse by the future.
2790,Are you with me?
2792,"See, I'm in the present."
2793,But I'm not in the present.
2794,I'm in the future.
2795,Exactly.
2797,"I wouldn't even mind, but you don't even 'ave a fuckin' future."
2799,Nobody 'as a future.
2801,"Take a look around you, man."
2802,It's all breaking up.
2803,"Are you not familiar with the book of Revelation of St John, the final book of the Bible, prophesying the Apocalypse?"
2804,Yes.
2805,"As it happens, I'm familiar with all the books of the Bible."
2806,I'm very happy for you
2807,"""He forced everyone to receive a mark on his right hand, or on his forehead, so that no one shall be able to buy or sell, unless he has the mark, which is the name of the beast."
2809,- Six-six-six.
2810,I know about it - Great!
2811,I know about Nostradamus.
2814,"You see, you just can't tell."
2815,Fuck Nostradamus!
2816,I'm not talking about Nostradamus or Mother Shipton or Russell Grant of Mystic fuckin' Meg -
2817,I'm talking about a Holy fuckin' Book!
2818,What can such a specific prophecy mean?
2819,What is the mark?
2821,And every fuckin' bar code is divided into two parts by three markers.
2823,Six.
2824,Six.
2825,Six!
2826,Now what does it say?
2828,"And now, what they're plannin' to do in order to eradicate all credit-card fraud, and in order to precipitate a totally cashless society, what they're plannin' to do, what they've already tested on the American troops, they're going to subcutaneously laser-tattoo that mark on to your right hand or on to your forehead."
2832,"""Wormwood will fall from the sky."
2833,"Wormwood will poison a third part of all the waters, and a third part of all the land, and many, many, many, people will die."""
2835,- No - Chernobyl.
2836,Fact!
2837,"On August the 18th, 1999, the planets of our solar system are going to line up into the shape of a cross."
2838,I don't believe in astrology.
2839,I'm not talking about astrology.
2841,"They're going to line up in the fixed signs of Aquarius, Leo, Taurus, and Scorpio, which just happen to correspond with the four beasts of the Apocalypse, as mentioned in the Book of Daniel."
2845,The game is up!
2846,I don't believe that.
2849,But Man will cease to exist.
2850,"Just like the dinosaurs passed into extinction, the same thing'll happen to us."
2851,We're not fuckin' important.
2854,I'm gonna be here in the future.
2855,What is this fuckin' fixation with the future?
2856,!
2857,"Listen pal, I've got chronic systolic palpitations and acute fuckin' neuralgia!"
2859,"No, you fuckin' can't!"
2860,Let me ask you a question.
2861,Have you ever had the sense that you've lived in a time different from this one?
2862,- What you mean like in a past life?
2863,"- Could be, yeah."
2864,"Yeah, well, in my past life I was dead."
2865,"Ah, well, you see - I wasn't."
2866,"I know I was here in the past, before I was born."
2867,So I know I'm gonna be here in the future after I've died.
2868,I see.
2869,"And in this alternative existence, did you still 'ave the same noxious body odour?"
2871,It's what I believe.
2874,"Oh, I do, Brian."
2875,Yeah?
2877,Do you think the amoeba ever dreamed that it would evolve into the frog?
2878,Of course it didn't.
2880,'Course it fuckin' didn't.
2881,"And just as that froggy could never have possibly conceived of - of Shakespeare, we can never possibly imagine our destiny."
2883,"Yeah but what you're experiencing, as far as I can gather what with all these manifestations of regression and precognition and transmigratory astral fuckin' chatterin's, is just the equivalent of that first primeval grunt."
2884,Because evolution isn't over.
2885,Man isn't the fuckin' be-all and fuckin' end-all.
2887,"If you take the whole of time represented by one year, we're only in the first few moments of the 1st of January."
2889,Only now we're not going to sprout extra limbs and wings and fins because evolution itself is evolving.
2890,"And whereas you, through some process of extra-sensory recall, might imagine that you were some -"
2891,"I dunno, some 17th century little Dutch girl livin' in a windmill in Old Amsterdam, one day you'll realize that you've had not just one or two past or future existences, but that you were, and are, everybody and everything that 'as ever been, or will ever be."
2892,Hang on a minute.
2895,Downstairs you were predicting the end of the world.
2896,Now you're talking about the future.
2898,Easy.
2899,"When it comes, the Apocalypse itself will be part of the process of that leap of evolution."
2900,"Yeah, well, whatever happens, mankind will not cease to exist."
2901,He must.
2902,"By the very definition of Apocalypse, Mankind must cease to exist, at least in a material form."
2903,"What d'you mean, in a material form?"
2904,"Well, 'e'll evolve."
2906,Into something that transcends matter.
2907,Into a species of pure thought.
2913,"Into a universal consciousness,"
2915,Who is.
2916,By the same principle that time is.
2917,You don't believe in God.
2918,'Course I believe in God.
2919,You see...
2921,"Must be, because if God is good, then why is there evil in the world?"
2923,It doesn't make sense.
2924,"But if God is a nasty bastard, then you can say, why is there good in the world?"
2925,Why is there love and hope and joy?
2926,"Well, let's face it, good exists in order to be fucked up by evil."
2927,The very existence of good enables evil to flourish.
2928,"Therefore, God is bad."
2929,"And it doesn't matter how many past or future existences you have, because they're all going to be riddled with grief and anguish and sickness and death."
2930,"You see Brian, God doesn't love you."
2931,God despises you.
2932,So there's no hope.
2933,Mankind is just a component of the device by which the devil creates itself.
2934,You with me?
2935,"You see, what I'm saying, basically, is you can't make an omelette without crackin' a few eggs, and humanity is just a cracked egg."
2936,And the omelette stinks.
2937,Yeah.
2939,And what's through the round window?
2940,'Oo's that?
2942,'Ave you seen 'er before?
2943,Oh yeah.
2944,She's there every night.
2945,"Good-looking young girl, in't she?"
2946,She's all right.
2947,Does she ever 'as fellers up there?
2948,No.
2949,"'Ave you ever seen 'er, like, you know, totally naked?"
2950,Once.
2953,She probably gets a kick out of it.
2954,Like you get a kick out o' watching 'er.
2955,I'm doing no such thing.
2956,"Well, I am."
2957,'Ave your got a 'ard-on?
2958,"No, I haven't, as a matter of fact."
2959,"You wouldn't tell me if you had, would you?"
2960,"No, I don't think I would."
2965,Be good.
2966,"If you can't be good, be careful!"
2968,"Tatty-bye, Bri."
2970,What?
2971,!
2972,Mais il est ou alors?
2973,"Ecoute, je ne sais pas qui vous etes."
2974,What's the fuck's going on?
2975,"Where the bloody hell's Dorfman, the bastard costs me 30 grands already!"
2978,Qu'est-ce qui se passe?
2979,Fuck !
2981,"Oh, I'm sorry, love."
2984,- Yeah.
2985,Why?
2986,"Oh, right."
2987,You're a lovely mover.
2989,I'm freaking you out.
2992,It's cold.
2993,"Listen, I'd better explain myself - you see me brother's working as an insecurity guard in that fuckin' monstrosity round the back, and we can see straight into your room."
2994,It's very nice.
2995,"Anyway, 'e's got 'is boss comin' round."
2997,I'd come and say 'ello to Isadora Duncan.
3000,D'you wanna come in?
3001,Is that all right?
3003,About two inches.
3004,It's nice.
3005,"You've 'ad a few, an't you, love?"
3007,Thought you'd never ask.
3008,Am I allowed to smoke in 'ere?
3009,Thank Christ for that!
3010,D'you wanna a drink?
3011,"I think I better 'ad, don't you?"
3012,"Got a bit of fuckin' catchin' up to do, an't I?"
3014,- What's funny?
3016,"So, do you live 'ere on yer own, yeah?"
3018,"""Jane Austen"" by Emma."
3019,It's my favorite book.
3021,"I don't read much, meself."
3022,You're from Ireland?
3023,No.
3024,Why?
3026,"Oh, I never noticed that before."
3028,Baby.
3029,"'Ow old are you, love?"
3030,"It's funny, 'cos from over there you look a lot younger."
3032,"'E's up there every night, 'avin' a bit of a wank about yer."
3034,What's the matter?
3036,"What, that?"
3038,Don't you like that?
3040,I'm sorry
3042,Fuckin' bite me!
3043,Come on!
3047,You look like me mother.
3048,D'you think you can recapture your youth by fuckin' it?
3049,You don't want to fuck me - you'll catch something cruel.
3050,Bonjour
3057,Have you got any suggestions?
3062,No
3063,How you're gonna pay for it?
3064,I'm not
3065,"Well, I'm hungry"
3066,Did you have to go and beat her up?
3067,I never beat 'er up
3069,No
3071,She's older than you
3072,Bollocks
3073,Poached egg.
3074,"That skirt's a bit short, innit, love?."
3078,Where is it?
3079,Ireland
3081,"Watching the game, you won't... these pants used to fit"
3082,"What, in one of your past lives?"
3083,"Yes, as a matter of fact"
3085,"Fuckin' shit-hole, innit?"
3086,Thanks.
3087,Don't waste your life
3091,Don't waste your life
3093,What time does this place close?
3094,"Gained back 20, lost 10."
3097,"Listen, can you tell where I can get somethin' to eat round here?"
3098,Before i found out that avocados were fattening.
3099,What?
3100,Did you know avocados were fattening?
3102,No.
3104,"You know, it's amazing."
3106,You see them
3107,"I'll take that, sir."
3108,"In health food stores, you never think"
3110,"Of them as being bad for you,"
3111,"No, - she can't make it today, pal, the old sciatica's playin' up an' everything, you know?"
3114,So then i started
3116,Working as a beauty consultant.
3117,Out the car
3118,You're so tense.
3120,Take a deep breath.
3121,Get out of the fuckin' car!!
3122,!
3123,"Come on, come on."
3129,Isn't that good?
3131,Feel better?
3133,Yeah.
3135,"Yeah, good."
3136,Sebastian Hawks.
3137,"You know, it's amazing"
3138,Nice to meet you
3140,"Yeah, er, what're you doin' 'ere?"
3143,It can make anybody look beautiful.
3144,I've just popped round to say hallo
3145,Yeah.
3147,I guess i'm a people person.
3150,"I hope you don't mind, but I helped myself to a beer"
3152,"Yeah, I noticed."
3153,Stay.
3154,Is that your champagne an' all?
3155,Huh?
3156,"You like champagne, do you?"
3157,"Damn it, elizabeth."
3158,Yeah.
3159,Where are you?
3160,"I do, as it 'appens."
3161,Ahh.
3164,'Ow'd you get in 'ere?
3166,"Tell me, d'you have any problems with the central heating?"
3167,My being walter's daughter.
3169,No.
3170,Let's just say I've got a vested interest in the property
3175,What?
3177,"Well, you're the first man i've gone out with"
3178,"What, is Sandra behind on the rent or somethin'?"
3180,Was your tattoo painful?
3181,I am?
3183,Ahem.
3185,Where is everybody?
3186,"You're very beautiful, aren't you?"
3188,Am I?
3189,We can't put the phone down
3191,"For a minute, can we?"
3192,Are you a nurse?
3194,Yeah.
3195,- What?
3196,Psychiatric.
3197,You should get that.
3200,"Ah, you like them, do yer, Mr Landlord?"
3201,"No, no, no."
3202,"Can we 'ave that champagne now, please?"
3203,It could be my father.
3204,Did you buy them
3205,Your father?
3206,like this or are the holes self-inflicted?
3209,"No, no, the phone."
3211,The phone.
3212,Fuckin' 'ell!
3213,Oh.
3214,"That's a bit excessive, innit?"
3217,Your father.
3218,"Oh, God!"
3220,'Ere we go.
3222,"Excuse me, where d'you think you're going?"
3223,Hello?
3224,I'm goin' home
3226,"What, are you leavin' me?"
3228,I've come all this way to see you and you're goin'!
3229,Spencer.
3233,This is spencer.
3234,Shall we get you a tissue?
3235,Spencer who?
3236,Sounds promisin'.
3237,Spencer barnes.
3238,Do you live nearby?
3239,Who am i speaking to?
3240,I might do.
3242,"I mean, is it within walking distance?"
3244,"No, 'cause you see, I've got this fascination with all things peripatetic."
3245,To drive me to walter's.
3246,See you!
3247,"Oh, spencer, you'll feel better"
3248,"I'm cheeky, aren't I?"
3249,After you've eaten.
3250,Have you stolen the teacosy?
3251,"Debbie, he's there!"
3253,But spencer-- He's there!
3254,No?
3256,We were just starting to get... funky.
3257,Put this on!
3258,"Debbie, i need you to drive me"
3259,"Oh, what?"
3260,To walter's r-R-Right away.
3262,How 'bout after dinner?
3263,Hurry up!
3264,"No, no, no, no!"
3265,"Oh, this is ridiculous."
3266,I've gotta go immediately!
3268,"Oh, spencer!"
3270,Debbie.
3271,"Oh, no!"
3272,"Spencer, y-Y-You know, you know,"
3273,No!
3274,All you've done since i've met you
3276,leave me alove!
3277,Was complain.
3278,No!
3279,Ohh.
3281,!
3282,"I mean, you know,"
3283,D'you want some beans?
3284,I-I-I can't take it anymore.
3285,"Yeah, cheers."
3286,Wha--
3288,"I've been your-- Your chauffeur,"
3289,Dunno
3290,"An-An-And your cook, an-And your shrink."
3292,"Debbie, really."
3293,I could do with a shower myself
3294,"No, no!"
3296,"I really-- I mean, i don't know"
3297,As you've probably noticed
3298,"What's happened to you since high school,"
3299,"Well, you can 'ave one if you like"
3300,But you--You-- You've become this--
3302,"This selfish, materialistic creep!"
3303,Yeah.
3304,"Ohh... debbie, i need a ride!"
3305,Bathroom's just here
3306,Get out!
3307,Fuckin' 'ell
3308,No!
3311,Just press this button
3312,Get out!
3313,Now listen
3315,"You're not going to creep up on me with a big knife dressed up as your mother, are you?"
3317,No.
3320,Get out!
3322,Go!
3323,It's got me duck in it.
3325,Ta
3326,I want them back!
3328,Perma-Press!
3329,"'Oo lives 'ere, then?"
3330,"Oh, my god."
3332,It's raining.
3333,Is all this stuff yours?
3334,Yeah.
3336,"Well, i guess..."
3338,I had a fabulous time.
3339,"Oh, look at this one, touchin' time with a bargepole"
3340,You had a fabulous time.
3341,I wouldn't
3342,Best safe sex i've ever had.
3343,"Is 'e a home-owner-sexual, yeah?"
3345,What do you think?
3347,Where is 'e?
