idx,sentence
1436,"Originally released as a bootable CD-ROM called MeshAP based on the OpenAP open source software, the system is now implemented as system image which can fit within a small 32MB CompactFlash card."
3624,A $17 million commissary at Chièvres opened in 2010.
3648,That's a good one.
580,"In the episode ""Snape's Diary"", Hermione remarks, ""I know a thing or two about books, and that's a book!"""
753,"He appeared in 331 matches during 11 seasons, scoring a combined 73 goals for Celta, Albacete, Alavés, Gimnàstic, Elche and Girona."
892,"In January 2005, members of the 8th FAR (later the 1st Battery) were called upon to take part in a ceremonial 21-gun salute in honour of the City of Cork becoming the European Capital of Culture."
1798,Nicholas Kaldor summarized the statistical properties of long-term economic growth in an influential 1957 paper.
2846,"Despite growing demand for sugar, there are still an estimated 90,750 hectares (224,000 acres) of sugarcane available that can be used for ethanol production, and high-yielding varieties of sugarcane are available."
3008,"WlLL CREATE A FLAWLESS MlRROR-LlKE FlNISH,"
3398,"Uh, we have a, a Mazda nine twenty nine and a Ford Crown Victoria and a little two seater C R X."
3466,"The only other former East German sides to earn promotion to the Bundesliga to date are FC Energie Cottbus and VfB Leipzig, while a half dozen others of these clubs have played in 2."
3612,"Bayern Munich made German football history even further by earning a record fourth consecutive Bundesliga title in 2016, and eventually became the first German club to attain more than four championships in succession by winning their fifth and sixth titles in 2017 and 2018 respectively for the club's 27th league title and their 28th nationally, both new records."
3633,"and, uh, we, we've had a good many foreign cars."
3686,"INTO A SPEClAL ONE-TON HEAT PRESS,"
3794,"and a, uh, we had, uh, two fifty-threes which is a long thirty minute story"
552,"Korean New Year generally occurs in January or February on the second new moon after the winter solstice, unless there is a intercalary eleventh or twelfth month in the lead-up to the New Year."
1046,the day that would bring a certain one back into their arms.
1331,I can sit quiet for another sixty years now !
1623,"And when a couple of days later we found out that she was right and that it had been a British victory instead of a British defeat , we had to put up with a great many ' I told you so 's , ' but we endured them very comfortably ."
1713,"Nine people were killed, including at least three children, and a further 74 were injured."
2010,Just a few weeks.
2278,"He has worked as a film critic for ""Starpics"", a popular Thai film entertainment magazine, as well as an assistant director for television commercials."
2464,"you know, they could charge you twenty dollars for a dollar fifty item"
2536,From 1979 the show changed to a seasonal twice-weekly soap opera format.
3512,"He fell back to ""maegashira"" 4 in July but turned in a strong 11-4 record, defeating ""yokozuna"" Akebono and returning to ""komusubi"" in September 1995."
3959,He advanced to the North Bay Centennials of the Ontario Hockey League for the 1987–88 season and put up 33 points in 57 games to go along with a whopping 272 penalty minutes (PIM).
89,Feels to me like it would do an honest 160 miles an hour.
523,"At SLU, Yarbrough coached the Lions to five winning seasons and a school-record five winning campaigns in the Southland Conference, along with 11 players named to all-SLC teams."
730,"5th Escort Group was reinforced on this occasion by an additional two destroyers, in view of the importance of the cargo, and met the convoy as it entered the Western Approaches."
1221,It was a number three hit in Sweden.
1554,A further 273 were bailed and 112 were convicted.
1638,I'd rather lose my way then win a $20 million jackpot your way.
1765,through the entrance of Havana harbor and in another scant two miles
1989,to our profound admiration he called in half a dozen languages; finally
2033,"Currently experiencing a surge in its student population, the 2019-2020 incoming freshman class increased an unprecedented 38%."
2234,"Cowan worked for 30 days, shooting 900 shots at an average of 30 shots per day, before the film was completed in a paltry 90,000."
3479,"The wish of the Aramean community in Israel was granted in September 2014, opening for some 200 families the possibility, if they can speak Aramaic, to register as Arameans."
3842,"For most of us, our relationship with animals involves the owning of a pet or two."
4008,An estimated 25 million animals become homeless every year.
195,the outside bill--a new and crinkly fifty-dollar note.
209,- That's a good one.
760,little confused to have a girl five feet away whispering pet names at me
1189,"His widow remarried their guardian Emmanuel Jacobszoon van Hoogerheijm, an unknown Leiden 'fijnschilder'."
1396,"Other evidence for entheogenic use of the Aztecs comes from the Florentine Codex, a series of 12 books vividly describing the Aztec culture and society, including the use of entheogenic drugs."
1940,It is a Level Three Biohazard.
3304,The added elements of flamenco guitar and punched up drums make this mix a stellar one.
168,"Then, in October 1982, Osada placed a close 2nd behind Midori Ito at All Japan Free Championships in Kobe, which was followed by a surprise 4th-place finish at the NHK Trophy in Tokyo, where she placed behind Katarina Witt, Rosalyn Sumners, and Tiffany Chin while finishing ahead of world medalists such as Claudia Leistner and Elizabeth Manley."
178,"There, she made a series of errors in compulsories, in which she placed a disappointing 24th."
1433,Even a poor
1805,"Under the initial proposal, households with an annual income of more than $100,000 would be taxed at a flat 25% rate and the corporate income tax rate would be reduced to 25%."
3129,"After his experience at Petrolul Ploieşti, he changed the team but not the city, signing for Astra Ploieşti, where he had a prolific season, scoring 10 goals in 26 games, helping them to a record-high 9th position in Divizia A."
3698,"Additionally, an estimated 60,000 spectators lined the course, and 4,000 volunteers provided assistance."
1200,Sylvia's father paying his supper check with a crisp fifty.
2082,"Initially fighting under his own surname of Kadamoto, he won the ""jonidan"" championship in his second full tournament with a perfect 7–0 record."
2092,"Toyohibiki produced a strong 11–4 record on his debut in ""makuuchi"" and was awarded the Fighting Spirit prize."
2109,"He produced a strong 11–4 record at ""maegashira"" 11 in the May 2009 tournament, and was promoted back to ""maegashira"" 2 for the July tourney."
2564,"He coached Gloucestershire from 1950 and in a match against Hampshire in 1953 he took a record 10 catches, 6 of them in the first innings."
2867,"His former charge of ""armed robbery"" (resulting in a possible sentence of eight years or more) was dropped in court."
3370,"An estimated 3,000 women have made their homes there begging and praying at the temples."
3693,"It is characterized by a big ruff along its chest, robust bone structure, rectangular body shape, an uneven two layered coat, and a long, bushy tail."
3853,"In August 2015, the CBI and Maharashtra government announced a Rs 25 lakh award for any person providing information regarding Narendra Dabholkar's assailants."
4075,"I mean, look at that  in that,Ashbourne Close  there, forty three and a half thousand!"
122,"A high-speed 6000 HP Baldwin locomotive had been also designed to tow that train, since the original project was to run as an express service between Washington and Cincinnati."
483,"The campus opened as a satellite campus of UW–Oshkosh on September 9, 1968, and became an independent two-year campus in 1972."
1461,"Er e , even there's a nice one look!"
1999,"That's a  nearly two pound one, they're big ain't they?"
2542,"In April 2009, ""The Guardian"" said that the BBC would retain Elstree Studios for at least another four years."
2579,Between the two was a rosery where a great many beautiful
2816,I expect we shall need a great many barrows
2856,SCP and Grupo Bolt invested A$ 70 million.
3104,"The four-part storyline tackled the issue of youth violence, following the events of a turbulent A&amp;E demonstration at an inner-city school."
3303,"On 18 December 1944, she was renamed ""Tacloban"", after a town on the island of Leyte, where American forces had landed a scant two months earlier, freeing the name ""Tulsa"" to be used for the planned USS ""Tulsa"" (CA-129)."
3810,A little over two hundred euros.
3838,"The show has won three Screen Nation Awards, and received nominations for a further seven."
790,"and Charles is a stick in the mud and the other one's  the other way, seems to be the other way inclined  At least she won't, won't be er a short of a bob or two will she?"
825,"It has approximately 15,000 subscribers and an estimated weekly readership of at least 500,000 people."
2871,"During the 1990s, Nightcliff played in seven Grand Finals, winning a further three premierships."
60,a good many notions to school with her that were not at all in
138,This is actually a grade four one.
2884,"Mr Rifkind, seen here in Bosnia, needs that support to resist a treasury threat to cut another billion pounds off the defence budget."
2963,"The candy is sold in a wrapped 45-gram portion, packaged in a close-fitting cardboard box."
3376,"You could, for a need, study a speech  of some dozen or sixteen lines, which I would set down  and insert in't, could you not?"
3805,A diesel 12 kilowatt generator on the shelter deck level provided emergency power.
1218,yeah a half an hour is certainly good enough .
2068,"The libretto continued to be set and reset for another 50 years, including two versions of ""Ezio"" by Gluck."
2534,"The Maritime Hall is a historic 3,000-capacity concert hall in San Francisco's South of Market neighborhood that operated from 1995 through 2001 as a popular music venue and nightclub."
3008,"Later in the game, Suzuki got another hit, giving him 259 this season and a major league-leading .373 average."
1129,"The Saltukid dynasty is also notable for having a woman, Melike Mama Hatun, sister of Nasiruddin Muhammed, directly administering its realm for an estimated nine years, between 1191 and 1200."
1976,"This is the first season of the ""Total Drama"" series and has 26 episodes, each 22 minutes in duration with a special 44 minute episode at the end."
2263,Turkey also undertakes to send teachers and military officers to remain in Afghanistan for a period of five years.
3137,Each is governed by an elected 25-member council.
631,"In the year 2012 (a future time when the film was made), an underground laboratory ten kilometres beneath the steppes of Western Siberia is the stage for the top-secret Project BUNKER."
1241,"A good many of them must just stay plain angels , I expect . ''"
1319,"So, yeah, I'll take door number two, and thank you for that extra 33.3%."
1936,"They are infamous for their massive number of crimes, including an illegal $30 million-a-year sports gambling enterprise."
1985,"In December 2000, Trucchio and his son, Alphonse, were arrested along with most of the crew for operating a $30 million-a-year sports gambling enterprise in Ozone Park."
2908,"And if you want, I could probably get you an additional 10% with my employee discount."
3277,"They are a great many nice things , but they are NOT sweet and should n't be ."
3492,"Well, that's a very creative fifteen minutes."
3626,"In September 1979, Tropical Storm David caused an estimated 881, 600(1998) in flood damages in the area around Moncton, New Brunswick."
3780,"Since its completion in the 1960s, it has saved an estimated 30 billion in damages in 20 flooding events."
3964,"A theoretical one-standard deviation shift in mean extreme rainfall intensity has been misreported as Environment Canada data, suggesting that storms occurring every 40 years are occurring every 6 years"", based on a standard, normal probability density function (see presentation 13:10)."
446,For a fixed
507,So before our next trial audit we'll have done about another dozen internal either job or procedure orders.
952,"In 1988, Partenavia created the Aviolight company as a joint venture with two other partners in order to produce the aircraft, with an initial series of 100 aircraft to be powered by a 56 kW (75 hp) Limbach L2000, with modifications to allow certification."
1451,"The train operates in two parts, where 11 carriages depart Hong Kong (travelling under number T97B from Beijing and T98B from Hong Kong) with an additional 8 carriages added at Guangzhou East railway station (using number Z97A/Z98A), totalling 19 carriages."
2686,"As usual Bob has his key K B, which is shared with a trusted third party."
2702,"Alice here has her secret key K A, which is also shared with a trusted third party."
2711,"So here is a trusted third party, has both"
3137,"There were also a further 1,338 people who stated their birthplace as 'South or Central America' (note that not all South American countries are ""Latin"")."
3198,40% of Latin American workers have claimed to experience workplace abuse and exploitation and 11% report being paid less than the national minimum wage – a proportion 10 times higher than the average rate for the UK population.
3632,At least an estimated 49 thousand cases of carjacking happen each year.
3929,"Micky, I didn't play into a cold deck three times."
823,He debuted with a late 3–2 away win to Ascoli that left his side in third place at the end of the regular season.
824,"In the promotion play-offs, Livorno was coupled with Tuscan rivals Grosseto in the semifinals: after a shock 0–2 loss in the first leg, Ruotolo's side managed to make an impressive comeback by defeating their opponent in a 4–1 home win that ensured Livorno a place in the playoff finals against Brescia."
956,"The zero flow is a long flow, Kay, and the topologies a simple one."
3094,"The system generates an estimated 4,860 MW·h of electricity (an average power of 560 kW) into the national grid each year."
3764,"Later, in 1953, the show moved to Boston, Massachusetts, where it ran for another 14 years."
213,`` Glaucon hired himself to a wealthy man who had a great many sheep .
379,It's gonna take us two weeks to get a fresh 16K from the fabrication.
529,"Well for the sake of a few million pounds the Conservatives will slash this area, that area, will say we need to close this unit, that unit."
651,"Now, if we can convince enough Tories, often a handful, ten, fifteen, twenty, there is a possibility however faint, that you can change the government's mind."
2097,"During his year in Indiana, at a time when the Ku Klux Klan reached an all-time record half a million members in the state, Plato found support from wealthy business owners John Schaumleffel and J. Woodrow Wilson."
2402,"An expanded two hour broadcast of ""Grey's Anatomy"" served as a backdoor pilot for ""Private Practice""."
3019,here's a number four ?
3396,a number four .
3594,"In November 2014, Aegerion Pharmaceuticals made a $325 million cash payment to AstraZeneca to acquire and commercialize metreleptin."
3613,"He did not finish his first Boston Marathon in 1928, but eventually competed in a record 61 Boston Marathons."
3617,He finished in second place at Boston a record seven times.
3217,"I haven't used Windows in a long, like seven or eight years."
3499,He scored his first two UEFA Champions League goals in a historic 3–2 victory in Spain over F.C.
607,"And if you want, I could probably give you an additional 10% with my employee discount."
1521,Mitsubishi also had a custom to name its engines with a short two syllable name that references objects found in the sky.
1813,Okay ninety pence yeah that's a good one.
1895,"He led the Utes in carries with 146, rushing with a career-high 707 yards (4.8 ypc and 54.4 ypg) and touchdowns with 12, which tied for second-best in the Mountain West Conference."
1914,"Prior to the injury, he was averaging a league-leading 101.3 yards per game and his four rushing touchdowns also led the league at the time."
1916,"In the season opener game, he carried the ball 36 times for a career-high 156 yards against in-state rival Utah State."
2024,"The following week, he ran for a career-high 115 rushing yards on 14 carries in the season finale against the 7-8 Detroit Lions."
2037,"In Week 17, he rushed for a season-high 91 yards on 19 carries in the season finale win against the Chicago Bears."
2038,"For the 2014 season, Asiata finished with 570 yards on 164 carries (averaging 3.5 yards a carry) with a career-high 9 touchdowns, and also caught 44 passes for 312 yards and a touchdown."
2042,"With Peterson's return, Asiata came back to special teams, corralling a career-high six special teams tackles."
2674,Your Aunt Olivia gave her a lunch -- a good one .
2862,"We see the same pattern -- now with these tags we're seeing a similar pattern for swordfishes, manta rays, tunas, a real three-dimensional play."
241,"Etienne faced his death like the son of an ancient race, and a good"
573,"In 2007 when her rink, consisting of Erin Carmody as skip, herself as third, Lisa Moerike as second and Jessica van Ouwerkerk as lead stone, captured the 2007 provincial junior curling championships with a perfect 7-0 record."
611,"His aggregated list of sales was then published in ""NME"" on 14 November 1952 as a Top 12 chart."
1341,The Poinard was one of several cycle cars of the period to be powered by an Ydral single cylinder 125 cc two stroke engine positioned to the rear and delivering a claimed 4 hp of power.
1677,"In 2015, Mora published the first issue of his serialized graphic novel ""A Light Before The Darkness"", a biography of the artist Caravaggio on the cloud-based distribution platform comiXology with a limited first printing for patrons of his successful Kickstarter campaign."
2544,"""Pump Up the Volume"" was Marot's first international number 1 single, charting in the top position in 5 countries and in the top ten in a further 6."
2588,"`` Now , there 's a great many things you must not do , and it 's very important to know what they are ."
2655,"Castle put on a major 20 painting exhibition entitled ""The Eleventh Hour"" in September 2014 at their London Bruton Street gallery."
2903,"There 's prob ` ly a good many other things you must n't do , but these I 've named are the most important ."
3545,"It's probably simpler not to, not to worry about that that's just a quick a bit of a short cut way of doing it."
3920,"`` Another prayer or two , and I 'll be able to eat a whole one , '' he said jubilantly ."
533,Well three would be a nice one to have.
549,"An estimated 10,000 Ochota residents were murdered during this period."
1584,"And you thought, ooh it's going to be fifty degrees because of because we started off with a very easy number three pound sixty."
1681,"So, but three sixty, it's a lovely number cos it's got so many factors."
1970,"We ate a good many , of course , feeling that the labourer was worthy of his hire ."
2400,After the shower there was a magnificent double rainbow .
3087,"He would make a further 4 List A appearances for the county, the last of which came against Derbyshire in the 1981 NatWest Trophy."
3098,"He would make a further 6 List A appearances for the team, the last of which came against Middlesex in the 1975 Benson & Hedges Cup."
3218,"In total, three-and-a-half million workers went on strike indirectly forcing Cuno and his cabinet to resign on 11 August."
3263,"The courthouse was the site of a famous 1913 libel case, where President Theodore Roosevelt won a judgment against Ishpeming newspaper publisher George Newett."
3275,"The Marquette County Courthouse is a Beaux-Arts and Neoclassical structure, with a central three-story mass flanked by two-story wings."
3824,There were a couple of hundred miles to
348,"And we have set up a nice little tidy linear equation now, so we just have to solve for x."
593,WE had no intention of going to bed for a good two hours yet .
698,"In 2000 the Sudanese NGO JARRAD was given help by USAID in an effort to airlift an estimated 4,000 Internally Displaced People (IDPs) from the camps of Natinga, Narus and New Cush, returning them to their home areas in Bor County."
1367,"One of his first co-writes was ""Even Now"", a top 20 hit for Exile."
2003,"arm, betook himself, in a series of long hops, to a spot twenty yards"
2007,But La Giralda stopped him by a word or two spoken
2094,At the 2016 Summer Olympics Abel finished a frustrating fourth in both the solo and synchro 3 m springboard events.
2159,"Later the vessel is struck by a waterspout and sunk, leaving only a dozen men alive, stranded in the Pacific Ocean in two whaleboats."
3215,"Well I can say personally that I went from a size twelve to a twenty and its a medical problem, its the, not an eating one though, you know any thing to with any diet or any thing like that, completely medical so er it takes a bit of coping with when you've been slim and then all of a sudden you have this weight that, no diet will remove."
3234,"I wouldn't recommend it, it, it was a very traumatic nine hour operation"
3461,"So, yeah, I'll take door number two, and thank you for that extra 33.3%."
480,"Oh I think a fact, I think its a fact two thousand pounds is a lot of money even to some body that's relative, you know"
553,"He would make a further 4 List A appearances for Suffolk, the last of which came against the Hampshire Cricket Board in the 1999 NatWest Trophy."
945,"And if you want, I could probably get you an additional 10% with my employee discount."
1174,"In 2015, Mozilla ported Firefox OS (an ""experimental version"") to MIPS32 to work in a sub-$100 tablet (that can also run Android 4.4 KitKat)."
1348,Or so we owe A $1 billion.
2160,I do n't want bedtime coming a whole half-hour before it ought to . ''
2356,"A geologic survey of Delaware was originally authorized in 1837 for a period of four years under the direction of James C. Booth, State Geologist."
3194,"Now if you want a coal industry you can have a good coal industry, a profitable one."
3919,"Vincent Canby reviewed the film for ""The New York Times"": ""Mr. Carax is 24, but ""Boy Meets Girl"" looks like the work of a talented 18-year-old, someone who still spends more time inside the Cinematheque Francaise than outside it."
3935,"It's two  no two, a good two wrong."
1194,"As a freshman, he started 4 games in which he recorded a team-best 1,176 all-purpose yards, averaging 98.0 yards per game."
1823,He also made an appearance for a combined Oxford and Cambridge Universities team against the touring New Zealanders in 1986.
2614,"At its peak, annual attendance reached an estimated 250,000 resort visitsand was televised in 122 countries."
2635,"On the third day , therefore , he bade a respectful farewell to his grandfather , thanking him for all his kindness ; and , after affectionately embracing his mother , he set forth with a good many of her tears glistening on his cheeks , and some , if the truth must be told , that had gushed out of his own eyes ."
2689,"Vail Resorts announced WSSF would continue under new management, Crankworx Events Inc., in a shorter 6-day format, running April 10–15, 2018."
3151,"But he was almost choked by a great many tender feelings that gushed out of his heart and swelled into his throat , all struggling to find utterance together ."
455,A couple hours.
1042,"On July 23, two of these were recorded by Harry Taylor of local radio station CKRC in a tiny two-track recordings studio."
1603,"YPI is currently run in 158 schools across Canada, with an estimated 26,000 students participating."
1611,"In the 2012-13 academic year, 4,225 Canadian charities were advocated for through YPI, and an estimated 61,000 people will directly benefit from YPI grants to charities."
1612,"YPI students reached an estimated 182,000 Canadians with their presentations and information on their charities."
1630,"YPI is currently run in schools across Northern Ireland with an estimated 2,250 students participating."
1649,"YPI is currently run in 255 schools in Scotland, with an estimated 34,000 students participating (academic year 2018/19)."
1668,"YPI is currently run in 8 schools in New York City, with an estimated 850 students participating."
2624,"At the time, the troubled label (a small N.Y.C."
2843,Governor Farrelly was term limited in 1994 and could not seek a consecutive third term.
3419,"He carelessly lifted his club , and balanced it in his hand , measuring Antaeus with his eye , from head to foot , not as if wonder-smitten at his stature , but as if he had seen a great many Giants before , and this was by no means the biggest of them ."
250,"They have been traced to approximately 38,000 BC, plus or minus a few hundred years."
312,"As a great many thousand Pygmies were employed in this task , they soon brought together several bushels of inflammatory matter , and raised so tall a heap , that , mounting on its summit , they were quite upon a level with the sleeper 's face ."
512,there was at least a chance that they might bring to a successful
721,"In those histories , perhaps , it stands recorded , that , a great many centuries ago , the valiant Pygmies avenged the death of the Giant Antaeus by scaring away the mighty Hercules ."
915,Southampton endured a poor to largely indifferent season after relegation from the Premier League the previous season and finished in a lowly 12th place in the Championship.
1727,Show me on a continued 60 search-and-rescue for Detective Mac Taylor.
2967,"October 15, 1954: Hurricane Hazel comes ashore at the North Carolina/South Carolina border as a mild Category 4 hurricane."
3737,and we don't see it and it's disgraceful that for another five years they're going to get even less and less
26,"In 2009, the company opened a new 350,000 sq ft industrial unit warehouse facility in North Baddesley Hampshire."
180,"Running towards the tuft of trees , he beheld the head and fiery eyes of an immense serpent or dragon , with the widest jaws that ever a dragon had , and a vast many rows of horribly sharp teeth ."
478,"Up sprouted also a great many trumpeters ; and with the first breath that they drew , they put their brazen trumpets to their lips , and sounded a tremendous and ear-shattering blast , so that the whole space , just now so quiet and solitary , reverberated with the clash and clang of arms , the bray of warlike music , and the shouts of angry men ."
950,"With the construction of Auburn Stadium in 1939, the Tigers started a remarkable 32-year streak on the Tigers' home field during which they would tie the Gators once and defeat them twelve consecutive times."
988,"For , only a little while before he came thither , he had met with a terrible hurricane , or rather a great many hurricanes at once , which drove his fleet of vessels into a strange part of the sea , where neither himself nor any of his mariners had ever sailed ."
1030,"After the 1939 dedication of Auburn Stadium, the Gators would not win (or tie) a game on the Auburn campus for another thirty-four years."
1105,"For decades, a coincidental 15-yard penalty assessed on the ensuing kickoff against Auburn for a late hit on Chandler has been mistakenly reported as an infraction stemming from interference by a mascot."
1135,"Coach Pat Dye's 1990 Auburn Tigers were the defending three-time SEC champions, had built an undefeated 6−0−1 record, and were ranked fourth in the nation in the AP Poll."
1182,"Florida jumped out to a 17–8 lead midway through the second quarter on Gators freshman backup quarterback Tim Tebow's rushing touchdown, but settled for a slim 17–11 halftime lead."
1191,"Tigers quarterback Brandon Cox led the Tigers to an early 17–3 lead, but Gators quarterback (and eventual Heisman Trophy winner) Tim Tebow and all-purpose back and receiver Percy Harvin led a comeback to tie it at 17."
1192,"The Tigers had one chance to win in regulation, as kicker Wes Byrum attempted a potentially game winning 45-yard field goal with four seconds left and nailed it."
1461,"And then , again , only a few days ago , did we not fall into the hands of the king of the Laestrygons , and those other horrible giants , his subjects , who devoured a great many more of us than are now left ?"
1930,"It was bordered , too , with a great many sweet-smelling flowers , such as the mariners had never seen before ."
2804,A new £212m replacement building constructed close by to the original site on the Cambridge Biomedical Campus was opened in May 2013.
3493,"I can upload a custom tile, which is this one here, or I can just pick a standard one."
3912,"Circe and the four nymphs must have been very diligently at work since the arrival of the mariners ; for a great many yards of tapestry had now been wrought , in addition to what I before described ."
72,"Melissa Maerz wrote a positive review for ""Entertainment Weekly"", saying that ""there's a half-dozen good ones on his fourth full-length ""Sweeter"" (check the title track)."
781,"This facilitates application development while at the same time providing users the benefit of being able to log into multiple applications with a reduced number of authentications, and in some cases only one authentication."
987,"They brought along with them a great many beautiful shells ; and sitting down on the moist sand , where the surf wave broke over them , they busied themselves in making a necklace , which they hung round Proserpina 's neck ."
1090,"The young Proserpina ran quickly to a spot where , only the day before , she had seen a great many flowers ."
2002,a dozen men.
2703,"Nevertheless , it troubled her with a vast many tender fears , such as are ready to bestir themselves in every mother 's heart , when she finds it necessary to go away from her dear children without leaving them under the care of some maiden aunt , or other such faithful guardian ."
3669,"For , beside a great many other accomplishments , this young man was renowned for his admirable poetry ."
4038,"She got in Prince's Square and it's a, it's a good one."
4058,"And Hecate took her at her word , and hurried back to her beloved cave , frightening a great many little children with a glimpse of her dog 's face as she went ."
1357,"`` My little Proserpina , '' said the king , sitting down , and affectionately drawing her between his knees , `` here is Quicksilver , who tells me that a great many misfortunes have befallen innocent people on account of my detaining you in my dominions ."
1651,"The grief of their separation had caused both of them to shed a great many tears ; and now they shed a great many more , because their joy could not so well express itself in any other way ."
1702,Take a pair of pistols and a good
1720,"With 23 tracks and a running time of almost 90 minutes, it is the first of Erasure's live videos to feature an entire concert, except in the US where a much abridged 15-track version was released."
1849,The only model was a small four-wheeled vehicle with a relatively wide track at the front and a narrow track at the rear.
1855,"For travelling, the front wheels had to be folded out, increasing the front track to a more stable 1320 mm."
2151,"a hole or two tighter, Rollo slipped over the edge of the iron balcony"
4025,"And the suggestion to this Committee was that it looked, that it looked further at the five hundred thousand pounds guideline that's been set to address the apparent shortfall on community care funding, and also that you should look at further service reductions and their implications erm, of reductions of a further two hundred and fifty thousand, and those are again picked up later in the paper."
4087,"Jason and his friends went boldly to meet them , slew a great many , and made the rest take to their heels , so that if the giants had had six legs apiece instead of six arms , it would have served them better to run away with ."
36,"450 students are studying towards a Diploma degree, a further 650 are enrolled in fee-financed courses, and 4,800 students participate in community-based programs organised by the college."
1012,"It was now easy to yoke the bulls , and to harness them to the plow , which had lain rusting on the ground for a great many years gone by ; so long was it before anybody could be found capable of plowing that piece of land ."
1232,"He went undefeated in his professional career, having a record 46–0."
1460,"3 places were reserved for Great Britain as host nation, but Great Britain decided to use only one of them and a further 3 invitational places shall be decided by the Tripartite Commission."
1977,The company produced a number of releases that received significant critical acclaim but sold only a few hundred copies.
2206,"The dragon had probably heard the voices ; for swift as lightning , his black head and forked tongue came hissing among the trees again , darting full forty feet at a stretch ."
2270,"Espying the two winged sons of the North Wind -LRB- who were disporting themselves in the moonlight , a few hundred feet aloft -RRB- , Jason bade them tell the rest of the Argonauts to embark as speedily as possible ."
2993,There are an estimated 150 radio stations broadcasting throughout Afghanistan.
3010,"An estimated 150 radio stations exist in Afghanistan, with AM, FM and shortwave, broadcasting mainly in Persian and Pashto as well as some Urdu, Hindi and English languages."
3176,"I know that's difficult to provide erm, and the money's got to be found for that, but it, it's a mixed blessing putting elderly people into, a lot are put into our homes, which I agree are very good the majority of them, they're very nice, but the people who're put into them, they give up their own homes, and then they get a bit better six months later, and they say, ooh, I just want to go back to my home now."
3193,"This would be a very sad thing to befall a young mail who wanted to perform a great many brave deeds , and to enjoy a great deal of happiness , in this bright and beautiful world ."
3384,I have helped a good many young men through adventures that looked difficult enough beforehand .
3447,"And then, on the bottom of page sixteen and through on to seventeen is addressing the point that, also within the guideline, we have been asked, we've been asked as a Committee, to look at the implications of finding up to a further two hundred and fifty thousand pounds' worth of reductions."
3471,"Unfortunately it would appear, or perhaps fortunately, depending on, on one's views, erm, the policy has always been quite clear, that we should treat them in exactly the same way as we treat the independent sector, and that there would be an arm's length independent inspection, that has now been made explicitly clear that that is the requirement, and therefore you would have to withdraw that and say that if there is a requirement to find a further two hundred and fifty thousand pounds' worth of savings, we will have to go and identify another area rather than that."
3991,"He made a further 13 appearances in 1999 and finished the year with the second most hit outs at Adelaide, behind David Pittman, but would be delisted."
4048,another ten miles.
4054,"I have heard of a great many strange things , in my day , and have witnessed not a few ; but none , it seems to me , that can compare with the oddity of these Three Gray Women , all peeping through a single eye ."
416,"`` There are a great many Nymphs , people say ; some that go a hunting in the woods , and some that live inside of trees , and some that have a comfortable home in fountains of water ."
802,"Making a step or two , lo and behold !"
876,A well preserved 36-line cuneiform inscription stands to the left of the figure in relief IV.
988,"By the time they had ascended a few hundred feet , the young man began to feel what a delightful thing it was to leave the dull earth so far beneath him , and to be able to flit about like a bird ."
1130,"During the summer Carl Bradshaw had been sold to Norwich City for £500,000 and Tom Cowan to Huddersfield Town for a further £200,000."
1539,This work in some form had a lifetime of nearly four centuries.
2259,"The number of passengers on board was not immediately known, though initial reports said that up to a thousand people were on the train at the time."
3090,The long-disused overhead wires along former routes 41 and 46 were refurbished in preparation for a planned 1990 reopening.
3350,"It is a flower that never lives alone , but which loves its own kind , and is always fond of dwelling with a great many friends and relatives around it ."
3525,"They had already eaten their frugal supper , and intended now to spend a quiet hour or two before bedtime ."
2217,"It was plain enough to perceive that the good old couple had renewed their age , and were now to spend a quiet and delightful hundred years or so , Philemon as an oak , and Baucis as a linden-tree ."
2402,"Up to this time , the winter had held back , and had given us a good many mild days , which were like smiles upon its wrinkled visage ."
2611,"After a swift 70-day campaign, the Japanese – to almost everyone’s surprise – defeated the British and occupied the Malay Peninsula and Singapore."
2705,yeah that's a good one .
3548,"Pandora had looked at this face a great many times , and imagined that the mouth could smile if it liked , or be grave when it chose , the same as any living mouth ."
3700,"Later, another brotherhood, the ""Confraria of São Francisco Xavier"" was established in 1632, and joined with the brotherhood of ""Nossa Senhora da Anunciada"" (becoming the patron saint of the municipality) and supported by an annual 5$000 réis festival."
349,"The flowers were very lovely , -- roses , and lilies , and orange-blossoms , and a great many more , which left a trail of fragrance behind , as Epimetheus carried them along ; and the wreath was put together with as much skill as could reasonably be expected of a boy ."
659,"But she heard a disagreeable buzzing , as if a great many huge flies , or gigantic mosquitoes , or those insects which we call dorbugs and pinching-dogs , were darting about ."
694,"There were evil Passions ; there were a great many species of Cares ; there were more than a hundred and fifty Sorrows ; there were Diseases , in a vast number of miserable and painful shapes ; there were more kinds of Naughtiness than it would be of any use to talk about ."
1486,John Lewis was appointed as the head of the company for a term of four years.
1732,"There was a gray drift , far and wide , through the gathering twilight ; the earth was as pathless as the air ; and the bank of snow over the steps of the porch proved that nobody had entered or gone out for a good many hours past ."
2428,"The renaming was to honor Gene Engledow, a local 100-year-old master pilot."
475,And they've just about completed a second one on freight which will save two million dollars a year.
564,"The economists had a tremendous year erm, really bucking the trend and contributing about five million pounds to er, F T's er, associates profits."
