dep,idx,noun,verb
dobj,10119294,yards,features
dobj,10119534,guns,model
dobj,10119638,miles,extends
dobj,10119680,gardens,has
dobj,10119757,girls,has
dobj,10119773,influences,has
dobj,10119874,fumbles,passes
dobj,10119910,hours,broadcasts
dobj,10119976,rooms,separates
dobj,10120009,people,shrinks
dobj,10120158,clips,has
dobj,10120277,employees,has
dobj,10120290,budgets,oversees
dobj,10120305,campuses,has
dobj,10120353,daughters,has
dobj,10120545,faces,has
dobj,10120558,patents,holds
dobj,10120576,platforms,has
dobj,10120577,mosaics,has
dobj,10120642,faces,has
dobj,10120646,faces,has
dobj,10120651,symmetries,has
dobj,10120661,species,describes
dobj,10120771,pentagons,alternates
dobj,10120782,schools,administers
dobj,10120793,days,endure
dobj,10120818,triangles,alternates
dobj,10120853,vertices,has
dobj,10120874,platforms,has
dobj,10120884,vertices,has
dobj,10121002,faces,has
dobj,10121043,constructions,has
dobj,10121048,faces,has
dobj,10121110,faces,has
dobj,10121112,faces,has
dobj,10121115,pentagons,has
dobj,10121173,faces,has
dobj,10121182,platforms,has
dobj,10121190,taluks,has
dobj,10121210,vertices,has
dobj,10121235,vertices,has
dobj,10121238,patterns,has
dobj,10121239,elements,swaps
dobj,10121292,faces,has
dobj,10121293,pairs,form
dobj,10121473,offices,means
dobj,10121498,faces,has
dobj,10121499,vertices,has
dobj,10121534,edges,has
dobj,10121572,platforms,has
dobj,10121575,stairs,has
dobj,10121580,pairs,form
dobj,10121604,congregations,includes
dobj,10121613,cylinders,boasts
dobj,10121676,artists,presents
dobj,10121803,sons,has
dobj,10121974,swords,wields
dobj,10122176,areas,links
dobj,10122233,Victorias,features
dobj,10122270,children,kills
dobj,10122482,forces,has
dobj,10122485,subcomponents,maintains
dobj,10122486,years,consists
dobj,10122513,categories,divides
dobj,10122610,km,has
dobj,10122612,vessels,harbours
dobj,10122661,partners,has
dobj,10122680,miles,costs
dobj,10122700,beds,provides
dobj,10122736,people,requires
dobj,10122738,characters,places
dobj,10123200,spellings,has
dobj,10123201,houses,has
dobj,10123331,minutes,lasts
dobj,10123500,students,has
dobj,10123543,campuses,has
dobj,10123611,seats,has
dobj,10123621,Members,elects
dobj,10123637,subsidiaries,has
dobj,10123642,products,includes
dobj,10123925,teams,has
dobj,10123944,teams,runs
dobj,10123955,schools,contains
dobj,10124004,seaports,has
dobj,10124010,clubs,has
dobj,10124183,paralogs,has
dobj,10124206,places,has
dobj,10124207,houses,has
dobj,10124408,figures,has
dobj,10124425,winners,has
dobj,10124473,bits,exceeds
dobj,10124738,days,takes
dobj,10124743,units,incorporates
dobj,10124811,MeV.,releases
dobj,10125033,discs,features
dobj,10125137,bedrooms,includes
dobj,10125155,Profiles,contains
dobj,10125244,holes,has
dobj,10125451,colleges,has
dobj,10125505,councillors,elects
dobj,10125693,stores,has
dobj,10125871,conferences,holds
dobj,10125872,forums,organises
dobj,10126242,metres,travels
dobj,10126348,feet,decreases
dobj,10126384,teams,has
dobj,10126845,operations,has
dobj,10126861,roots,gains
dobj,10126910,formats,supports
dobj,10127021,inhabitants,has
dobj,10127031,faces,has
dobj,10127033,edges,has
dobj,10127049,Eternals,meets
dobj,10127074,months,takes
dobj,10127216,lepers,heals
dobj,10127506,houses,has
dobj,10127522,people,serves
dobj,10127718,groups,supports
dobj,10127720,churches,has
dobj,10127732,songs,contains
dobj,10127761,schools,has
dobj,10127782,axes,provides
dobj,10127836,keyboards,has
dobj,10127857,sets,contains
dobj,10127861,actions,contains
dobj,10127872,octaves,sounds
dobj,10127910,generators,has
dobj,10127913,files,takes
dobj,10127936,arches,has
dobj,10127970,TLRs,limits
dobj,10128048,days,lasts
dobj,10128118,originals,includes
dobj,10128132,hoops,comprises
dobj,10128187,places,has
dobj,10128188,channels,forms
dobj,10128211,sets,has
dobj,10128273,schools,has
dobj,10128294,members,elects
dobj,10128308,schools,operates
dobj,10128379,visitors,draws
dobj,10128470,schools,has
dobj,10128509,miniatures,includes
dobj,10128513,sides,runs
dobj,10128558,sides,runs
dobj,10128562,sides,runs
dobj,10128689,reports,has
dobj,10128867,effects,has
dobj,10128889,sessions,holds
dobj,10128930,churches,represents
dobj,10128975,sections,includes
dobj,10129009,suites,includes
dobj,10129064,institutions,has
dobj,10129068,years,has
dobj,10129192,characters,follows
dobj,10129223,streets,has
dobj,10129408,areas,includes
dobj,10129716,tracks,has
dobj,10129878,spaces,includes
dobj,10129881,parks,spans
dobj,10129955,gates,has
dobj,10129956,gates,has
dobj,10130081,locations,operates
dobj,10130117,days,lasts
dobj,10130215,books,has
dobj,10130316,pupils,has
dobj,10130454,oars,uses
dobj,10130535,families,comprises
dobj,10130673,acres,encompasses
dobj,10130711,falls,wears
dobj,10130715,parts,has
dobj,10130729,spans,has
dobj,10130735,children,has
dobj,10130784,Fields,contains
dobj,10131061,bays,comprises
dobj,10131182,stops,has
dobj,10131295,angles,has
dobj,10131522,years,covers
dobj,10131544,pictures,comprises
dobj,10131658,brands,operates
dobj,10131731,species,includes
dobj,10131787,journeys,counts
dobj,10131924,daughters,has
dobj,10131928,children,has
dobj,10131961,representations,has
dobj,10132122,feet,has
dobj,10132147,organizations,has
dobj,10132224,weeks,takes
dobj,10132343,lifts,has
dobj,10132347,Bowls,has
dobj,10132376,stages,encompasses
dobj,10132483,collections,includes
dobj,10132513,contemplations,gives
dobj,10132533,departments,includes
dobj,10132550,floors,has
dobj,10132564,people,employs
dobj,10132575,bars,has
dobj,10132687,siblings,has
dobj,10132727,children,has
dobj,10132858,women,meets
dobj,10132952,daughters,has
dobj,10132977,members,has
dobj,10133055,bases,hits
dobj,10133080,ringers,lists
dobj,10133143,bars,features
dobj,10133231,spots,has
dobj,10133294,hours,takes
dobj,10133333,children,has
dobj,10133374,years,chronicles
dobj,10133481,locations,has
dobj,10133553,minutes,has
dobj,10133635,°,exceeds
dobj,10133644,sisters,has
dobj,10133721,storylines,has
dobj,10133804,groups,comprises
dobj,10133951,lodges,features
dobj,10134090,presbyteries,has
dobj,10134096,congregations,has
dobj,10134103,Churches,includes
dobj,10134108,churches,has
dobj,10134144,tribes,recognizes
dobj,10134162,attendees,draws
dobj,10134343,minutes,takes
dobj,10134397,lakes,has
dobj,10134532,sisters,has
dobj,10134639,labels,has
dobj,10134649,studies,cites
dobj,10134743,units,has
dobj,10134771,dwellings,has
dobj,10134791,people,housing
dobj,10134912,men,has
dobj,10135047,children,has
dobj,10135294,people,employs
dobj,10135307,courts,overlooks
dobj,10135457,levels,shows
dobj,10135458,nodes,has
dobj,10135574,facilities,has
dobj,10135610,facilities,has
dobj,10135616,telescopes,administers
dobj,10135632,children,serves
dobj,10135689,fifths,controls
dobj,10135907,components,has
dobj,10136064,cenotaphs,has
dobj,10136076,municipalities,comprises
dobj,10136082,districts,has
dobj,10136124,tributaries,has
dobj,10136127,municipalities,comprises
dobj,10136143,districts,has
dobj,10136176,islands,comprises
dobj,10136189,municipalities,comprises
dobj,10136253,municipalities,comprises
dobj,10136296,facts,utilizes
dobj,10136301,facts,utilizes
dobj,10136318,hills,occupies
dobj,10136414,things,brings
dobj,10136625,centers,operates
dobj,10136627,offices,operates
dobj,10136628,buildings,contains
dobj,10136629,volumes,houses
dobj,10136642,departments,includes
dobj,10136643,residents,accepts
dobj,10136648,departments,houses
dobj,10136726,stores,contains
dobj,10137193,siblings,has
dobj,10137194,siblings,has
dobj,10137289,identities,has
dobj,10137309,members,has
dobj,10137682,songs,contains
dobj,10137695,degrees,represents
dobj,10137696,minutes,represents
dobj,10137697,degrees,represents
dobj,10137698,minutes,represents
dobj,10137864,feet,includes
dobj,10137961,gardens,describes
dobj,10138014,essays,features
dobj,10138090,steps,has
dobj,10138110,episodes,has
dobj,10138116,children,has
dobj,10138347,codes,uses
dobj,10138441,tracks,includes
dobj,10138476,floors,has
dobj,10138513,members,has
dobj,10138650,settlements,covers
dobj,10138652,settlements,covers
dobj,10138665,guesthouses,has
dobj,10138742,students,serves
dobj,10138744,people,serves
dobj,10138822,children,has
dobj,10138897,tracks,has
dobj,10138914,Americans,rescues
dobj,10138947,forms,has
dobj,10139062,intersections,has
dobj,10139100,daughters,has
dobj,10139220,books,sells
dobj,10139239,streams,crosses
dobj,10139327,demons,conjures
dobj,10139432,students,serves
dobj,10139555,pubs,has
dobj,10139624,pounds,weighs
dobj,10139948,episodes,returns
dobj,10139978,sons,has
dobj,10140017,daughters,has
dobj,10140072,daughters,has
dobj,10140341,rallies,features
dobj,10140418,runs,has
dobj,10140419,Artics,uses
dobj,10140431,Sessions,Presents
dobj,10140530,helicopters,supports
dobj,10140740,sons,has
dobj,10140744,museums,oversees
dobj,10140866,hectares,stretches
dobj,10140867,inhabitants,counts
dobj,10141026,sequences,contains
dobj,10141108,buildings,contains
dobj,10141222,children,has
dobj,10141375,grades,offers
dobj,10141430,feet,measures
dobj,10141450,codes,uses
dobj,10141537,pairs,has
dobj,10141597,colours,has
dobj,10141625,markets,has
dobj,10141659,burnings,details
dobj,10141769,dollars,has
dobj,10141844,cavities,contains
dobj,10141853,municipalities,provides
dobj,10142020,assemblies,contains
dobj,10142026,strands,contains
dobj,10142029,coworkers,employs
dobj,10142038,offices,has
dobj,10142298,people,employs
dobj,10142302,lines,uses
dobj,10142507,sons,has
dobj,10142534,finals,has
dobj,10142569,sons,Has
dobj,10142611,schools,has
dobj,10142682,groups,bears
dobj,10142751,tracks,has
dobj,10142974,lodges,has
dobj,10142995,combatants,sends
dobj,10143005,schemes,sports
dobj,10143006,colours,has
dobj,10143071,berths,has
dobj,10143243,libraries,includes
dobj,10143317,departments,has
dobj,10143693,degrees,offers
dobj,10143694,areas,has
dobj,10143714,brands,comprises
dobj,10143842,items,contains
dobj,10143878,bytes,requires
dobj,10144021,visitors,receives
dobj,10144022,stores,contains
dobj,10144119,schools,operates
dobj,10144238,monuments,contains
dobj,10144248,buildings,includes
dobj,10144250,buildings,contains
dobj,10144293,products,produces
dobj,10144340,species,contains
dobj,10144495,problems,has
dobj,10144528,trails,has
dobj,10144615,times,innings
dobj,10144657,towns,has
dobj,10144712,spines,has
dobj,10144750,bars,has
dobj,10144871,hospitals,operates
dobj,10145052,songs,contains
dobj,10145071,students,welcomes
dobj,10145544,stages,has
dobj,10145546,tunes,plays
dobj,10145596,stories,contains
dobj,10145654,players,has
dobj,10145657,tournaments,features
dobj,10145735,pounds,throws
dobj,10145755,years,lasts
dobj,10145792,minutes,needs
dobj,10145858,cars,leaves
dobj,10145954,residents,lists
dobj,10146022,sales,exceeds
dobj,10146141,records,holds
dobj,10146250,hours,requires
dobj,10146461,works,holds
dobj,10146465,offices,operates
dobj,10146498,grams,weights
dobj,10146501,bullets,requires
dobj,10146503,puffs,acts
dobj,10146646,students,has
dobj,10146674,valleys,includes
dobj,10146707,fields,supports
dobj,10146740,parts,has
dobj,10146755,bedrooms,includes
dobj,10147132,productions,features
dobj,10147209,children,has
dobj,10147260,wins,Scoring
dobj,10147279,subscribers,exceeds
dobj,10147518,types,has
dobj,10147519,permutations,generates
dobj,10147555,opportunities,offers
dobj,10147684,individuals,makes
dobj,10147720,types,has
dobj,10147721,permutations,generates
dobj,10147771,species,contains
dobj,10147977,councillors,elects
dobj,10147983,teams,fields
dobj,10148008,seats,fills
dobj,10148135,volumes,has
dobj,10148159,shops,features
dobj,10148240,cups,possesses
dobj,10148280,children,has
dobj,10148290,helicopters,operates
dobj,10148291,Boats,houses
dobj,10148414,ins,represents
dobj,10148454,rivers,traverses
dobj,10148464,villages,comprises
dobj,10148469,companies,includes
dobj,10148497,preschools,operates
dobj,10148604,entries,contains
dobj,10148610,pupils,has
dobj,10148797,children,has
dobj,10148827,guns,carries
dobj,10148873,coaches,has
dobj,10148922,species,comprises
dobj,10148930,subfamilies,contains
dobj,10148942,journals,publishes
dobj,10149210,students,enrolls
dobj,10149292,subscribers,has
dobj,10149341,tracks,has
dobj,10149362,platforms,has
dobj,10149515,choices,has
dobj,10149528,students,enrolls
dobj,10149608,passengers,carries
dobj,10149634,sons,has
dobj,10149655,inhabitants,has
dobj,10150019,characteristics,has
dobj,10150069,patents,holds
dobj,10150074,inhabitants,has
dobj,10150097,awards,awards
dobj,10150130,choruses,has
dobj,10150211,hits,has
dobj,10150478,episodes,has
dobj,10150482,episodes,has
dobj,10151056,days,experiences
dobj,10151110,parameters,has
dobj,10151168,carriages,uses
dobj,10151172,years,has
dobj,10151187,reforms,rescinds
dobj,10151231,axles,has
dobj,10151424,students,has
dobj,10151589,homes,holds
dobj,10151629,kWh,receives
dobj,10151652,MW·h,generates
dobj,10151660,kWh,consumes
dobj,10151802,hotels,has
dobj,10151831,years,takes
dobj,10152094,miles,ascends
dobj,10152148,children,has
dobj,10152199,members,has
dobj,10152201,sections,has
dobj,10152332,operations,endures
dobj,10152563,children,has
dobj,10152573,athletes,comprises
dobj,10152647,engines,owns
dobj,10152690,sons,has
dobj,10152705,minutes,lasts
dobj,10152791,tons,produces
dobj,10152824,organisations,has
dobj,10152888,locations,has
dobj,10152950,appearances,has
dobj,10153221,hectares,includes
dobj,10153322,kids,has
dobj,10153639,churches,has
dobj,10153853,questions,has
dobj,10153854,passwords,enters
dobj,10153886,points,stands
dobj,10153982,layers,involves
dobj,10154122,segments,comprises
dobj,10154125,members,comprises
dobj,10154192,games,plays
dobj,10154219,followers,has
dobj,10154223,films,comprises
dobj,10154410,bungalows,includes
dobj,10154421,homes,includes
dobj,10154466,songs,features
dobj,10154564,emissions,requires
dobj,10154586,tracks,features
dobj,10154588,weeks,includes
dobj,10154709,projections,has
dobj,10154750,buildings,encompasses
dobj,10154832,buildings,encompasses
dobj,10154931,movements,has
dobj,10155185,students,numbers
dobj,10155214,rooms,has
dobj,10155270,bogies,has
dobj,10155283,events,includes
dobj,10155340,songs,includes
dobj,10155612,buildings,includes
dobj,10155764,caps,has
dobj,10155773,months,takes
dobj,10156110,subtypes,binds
dobj,10156112,subtypes,recognizes
dobj,10156158,lecturers,employs
dobj,10156164,galleries,offers
dobj,10156206,inhabitants,has
dobj,10156214,yards,contains
dobj,10156248,residents,has
dobj,10156418,children,has
dobj,10156629,books,keeps
dobj,10156633,sites,contains
dobj,10156647,groups,has
dobj,10156733,people,helps
dobj,10156749,buildings,encompasses
dobj,10156760,buildings,encompasses
dobj,10156794,buildings,encompasses
dobj,10156800,generators,contains
dobj,10156807,women,escorts
dobj,10156814,routes,comprises
dobj,10156826,branches,has
dobj,10156846,trolleybuses,includes
dobj,10156848,depots,has
dobj,10156971,items,includes
dobj,10156973,coauthors,has
dobj,10157092,sons,has
dobj,10157240,towers,includes
dobj,10157256,acres,has
dobj,10157336,tonnes,produces
dobj,10157689,groups,has
dobj,10157715,groups,has
dobj,10157748,members,has
dobj,10158002,storeys,has
dobj,10158052,children,has
dobj,10158164,zones,comprises
dobj,10158181,games,offers
dobj,10158341,stores,has
dobj,10158504,storeys,has
dobj,10158602,volumes,has
dobj,10158699,spectators,holds
dobj,10158811,arches,has
dobj,10158971,doorways,has
dobj,10158973,doors,has
dobj,10159352,villages,has
dobj,10159435,offices,has
dobj,10159520,components,depicts
dobj,10159837,campuses,has
dobj,10159846,campuses,includes
dobj,10159849,classrooms,has
dobj,10160168,yachts,attracts
dobj,10160170,boats,requires
dobj,10160561,teams,runs
dobj,10160846,brothers,has
dobj,10161128,quasi,has
dobj,10161270,carbons,has
dobj,10161316,volumes,includes
dobj,10161349,acids,has
dobj,10161459,minutes,has
dobj,10161492,domains,contains
dobj,10161560,steps,includes
dobj,10161600,kg,weighs
dobj,10161735,competitions,sponsors
dobj,10162123,minutes,lasts
dobj,10162368,seasons,includes
dobj,10162408,Conferences,WG
dobj,10162530,months,receives
dobj,10162549,children,has
dobj,10162723,visitors,provides
dobj,10162938,domains,has
dobj,10162943,responsibilities,possesses
dobj,10162948,minutes,takes
dobj,10162988,children,has
dobj,10162995,children,has
dobj,10163023,structures,combines
dobj,10163164,inhabitants,commemorates
dobj,10163383,offices,has
dobj,10163422,villages,assigns
dobj,10163438,children,has
dobj,10163454,works,showcases
dobj,10163456,seconds,Works
dobj,10163461,works,finds
dobj,10163473,compositions,receives
dobj,10163540,musicians,has
dobj,10163565,orphans,follows
dobj,10163566,assassins,sends
dobj,10163731,events,broadcasts
dobj,10163861,components,contains
dobj,10164040,species,contains
dobj,10164173,books,publishes
dobj,10164244,pieces,offers
dobj,10164495,dollars,needs
dobj,10164522,columns,writes
dobj,10164565,beds,hosts
dobj,10164566,ambulances,has
dobj,10164692,headlines,has
dobj,10164716,students,accommodates
dobj,10164836,stories,has
dobj,10164838,feet,contains
dobj,10164932,campuses,has
dobj,10164941,seats,comprises
dobj,10164945,fans,holds
dobj,10164981,hotels,has
dobj,10165037,Faculties,has
dobj,10165102,inhabitants,has
dobj,10165140,songs,contains
dobj,10165179,associations,has
dobj,10165241,items,display
dobj,10165282,inhabitants,has
dobj,10165341,inhabitants,has
dobj,10165386,inhabitants,has
dobj,10165423,divisions,defines
dobj,10165431,vehicles,operates
dobj,10165480,officers,has
dobj,10165505,acres,has
dobj,10165569,camps,accommodates
dobj,10165688,horns,has
dobj,10165735,hooks,has
dobj,10165774,children,has
dobj,10166005,terraces,cascades
dobj,10166140,citizens,has
dobj,10166197,members,has
dobj,10166417,participants,draws
dobj,10166431,members,has
dobj,10166490,victories,has
dobj,10166498,districts,comprises
dobj,10166580,weights,has
dobj,10166583,inhabitants,has
dobj,10166703,victories,has
dobj,10166725,banks,has
dobj,10166832,boroughs,has
dobj,10166903,experts,Ramey
dobj,10166938,members,includes
dobj,10166944,districts,has
dobj,10166960,neighborhoods,has
dobj,10166979,victories,has
dobj,10167115,games,considerations
dobj,10167157,victories,has
dobj,10167160,volumes,holds
dobj,10167178,minutes,takes
dobj,10167256,areas,describes
dobj,10167272,requirements,sets
dobj,10167302,colours,has
dobj,10167408,employees,has
dobj,10167409,employees,has
dobj,10167432,fighters,describes
dobj,10167436,points,identifies
dobj,10167448,fighters,shows
dobj,10167557,classrooms,has
dobj,10167558,students,enrolls
dobj,10167613,steps,involves
dobj,10167622,tracks,features
dobj,10167712,children,has
dobj,10167777,inhabitants,has
dobj,10167853,inhabitants,has
dobj,10167873,visitors,draws
dobj,10167878,inhabitants,has
dobj,10168004,exclaves,includes
dobj,10168057,miles,lies
dobj,10168485,tonnes,weighs
dobj,10168616,beds,has
dobj,10169024,mountains,contains
dobj,10169027,peaks,includes
dobj,10169080,acres,has
dobj,10169115,buildings,contains
dobj,10169125,people,has
dobj,10169461,participants,gathers
dobj,10169525,species,consists
dobj,10169830,tracks,has
dobj,10169841,sides,includes
dobj,10169938,Lifeboats,operates
dobj,10170043,rituals,has
dobj,10170045,precincts,has
dobj,10170046,steps,comprises
dobj,10170134,tracks,includes
dobj,10170216,views,has
dobj,10170243,fluorophores,involves
dobj,10170247,fluorophores,involves
dobj,10170257,rooms,has
dobj,10170489,children,has
dobj,10170609,titles,has
dobj,10170615,children,has
dobj,10170840,tonnes,mass
dobj,10171320,employees,houses
dobj,10171392,whorls,has
dobj,10171458,whorls,has
dobj,10171474,reactors,comprises
dobj,10171545,reactors,comprises
dobj,10171627,schools,has
dobj,10171629,schools,has
dobj,10171643,academies,houses
dobj,10171644,grades,serves
dobj,10171765,grades,serves
dobj,10172000,children,has
dobj,10172023,centers,operates
dobj,10172026,students,trains
dobj,10172163,sub,has
dobj,10172319,acres,totals
dobj,10172408,Minutes,includes
dobj,10172419,angles,uses
dobj,10172435,acres,controls
dobj,10172446,papers,publishes
dobj,10172997,symbols,gives
dobj,10173010,clubs,has
dobj,10173063,members,has
dobj,10173072,hits,features
dobj,10173103,songs,contains
dobj,10173219,days,lasts
dobj,10173223,broods,produces
dobj,10173482,jumpgates,contains
dobj,10173500,clubs,comprises
dobj,10173506,restaurants,has
dobj,10173702,bishops,joins
dobj,10173725,tracks,includes
dobj,10173749,miles,lies
dobj,10173756,acres,contains
dobj,10174053,songs,contains
dobj,10174358,arms,has
dobj,10174412,sons,has
dobj,10174435,moments,harmonizes
dobj,10174537,shops,has
dobj,10174574,spaces,includes
dobj,10174585,contests,sponsors
dobj,10174600,bodies,coordinates
dobj,10174601,dentists,has
dobj,10174603,programs,supports
dobj,10174616,years,lasts
dobj,10174630,years,dentists
dobj,10174656,years,takes
dobj,10174671,years,takes
dobj,10174673,years,requires
dobj,10174754,floors,has
dobj,10174755,apartments,has
dobj,10174995,generations,goes
dobj,10175005,people,employs
dobj,10175007,jobs,provides
dobj,10175008,members,employs
dobj,10175053,leaders,has
dobj,10175068,blocks,includes
dobj,10175080,citizens,has
dobj,10175082,leaders,has
dobj,10175138,lands,has
dobj,10175209,individuals,affects
dobj,10175244,hours,depicts
dobj,10175275,members,serves
dobj,10175327,members,serves
dobj,10175339,members,serves
dobj,10175361,teams,involves
dobj,10175420,districts,has
dobj,10175424,campsites,features
dobj,10175430,cabins,has
dobj,10175467,members,serves
dobj,10175485,hours,lasts
dobj,10175513,windows,features
dobj,10175539,members,serves
dobj,10175566,illustrations,features
dobj,10175652,successors,has
dobj,10175708,illustrations,contains
conj,27388,minutes,o'clock
conj,115054,bears,bear
conj,124348,cents,quarter
conj,133413,dogs,mommy
conj,146202,stepsisters,stepmother
conj,168453,cars,baby
conj,174463,mice,pig
conj,181364,dogs,mommy
conj,194579,carrots,carrot
conj,248931,owls,skunk
conj,328753,bears,monkey
conj,344358,cups,saucer
conj,372391,horsies,horsie
conj,391984,butterflies,was
conj,412204,turkeys,food
conj,456175,kittens,nest
conj,471972,hamsters,cat
conj,518741,tablespoons,cup
conj,523858,people,bear
conj,526591,bills,bill
conj,537954,cookies,jam
conj,654987,eggs,pound
conj,665063,dollars,dollar
conj,680321,eyes,eye
conj,694889,glasses,glass
conj,697049,spices,salt
conj,708890,angels,joseph
conj,711878,minutes,minute
conj,743641,glasses,pitcher
conj,766290,pounds,sort
conj,766647,quarters,time
conj,767526,pensions,I
conj,781331,sheets,brochure
conj,787178,minutes,hour
conj,789581,minutes,hour
conj,789973,channels,everybody
conj,790731,clarinets,minuet
conj,792607,people,me
conj,795518,recipes,'s
conj,795632,cans,pint
conj,797260,rises,was
conj,807252,bits,file
conj,819450,pounds,was
conj,819628,pounds,question
conj,820466,pounds,annum
conj,820806,pounds,nothing
conj,822032,pints,bottle
conj,824893,times,is
conj,824928,feet,motorway
conj,826627,wears,wears
conj,827728,inches,inch
conj,829314,knots,steamer
conj,829588,years,year
conj,832454,weeks,week
conj,832955,thirds,cent
conj,834641,colleagues,I
conj,835209,pairs,pair
conj,835221,legs,knee
conj,835437,children,wife
conj,835992,characters,sixteenth
conj,838738,bits,'s
conj,845167,people,'s
conj,850065,sweets,biscuit
conj,850770,cars,van
conj,858283,members,pay
conj,862838,pounds,money
conj,863081,people,mi
conj,865888,days,day
conj,871357,procedures,system
conj,888376,students,mixture
conj,893889,sites,Skelton
conj,895903,years,form
conj,895910,nights,night
conj,896111,pounds,catering
conj,897382,minutes,hour
conj,901279,means,number
conj,902313,dogs,dog
conj,907376,daughters,wife
conj,908146,weeks,week
conj,908171,suites,is
conj,908359,pounds,p
conj,908818,years,fish
conj,909427,pounds,answer
conj,910797,sisters,brother
conj,910839,bottles,bottle
conj,921582,conformances,erm
conj,923542,pence,thing
conj,923576,pounds,pound
conj,927149,calls,average
conj,929260,times,cleanser
conj,929652,factories,factory
conj,929670,items,provision
conj,930661,Dalmatians,Tramp
conj,933575,bags,trolley
conj,934595,pounds,trophy
conj,936344,pounds,something
conj,936645,halves,pint
conj,937169,people,is
conj,938617,grandparents,parent
conj,940137,tables,table
conj,947023,minutes,piece
conj,947365,Rovers,Cup
conj,948611,weeks,week
conj,950611,months,year
conj,958722,quarters,hour
conj,958820,pounds,total
conj,970593,biscuits,cup
conj,971122,pounds,that
conj,975596,days,day
conj,979649,stops,goes
conj,982366,interests,bridge
conj,982873,obstructions,land
conj,984797,inches,slice
conj,986034,marks,sort
conj,989429,others,Nixon
conj,989449,horsemen,foot
conj,989527,lifeguards,sergeant
conj,990285,classes,teacher
conj,990534,friends,S
conj,1001027,pages,number
conj,1004070,feet,front
conj,1005876,elders,convenor
conj,1006037,pence,cost
conj,1009629,doors,door
conj,1010650,glasses,glass
conj,1010818,costs,duty
conj,1010843,pounds,payment
conj,1011781,heads,group
conj,1015347,glasses,glass
conj,1015668,members,chairman
conj,1016050,pounds,lot
conj,1016137,schemes,scheme
conj,1016496,children,wife
conj,1020762,pounds,ninety
conj,1021581,people,consultant
conj,1021583,people,consultant
conj,1027257,twos,queen
conj,1027459,kings,'s
conj,1030398,minutes,hour
conj,1036647,lads,Fish
conj,1038324,children,wife
conj,1038693,members,society
conj,1040074,pounds,helmet
conj,1042096,bytes,'s
conj,1042407,zeros,stop
conj,1044213,pennies,threepenny
conj,1059326,children,husband
conj,1059347,children,husband
conj,1060980,projections,sickness
conj,1077392,grams,design
conj,1085912,hectares,area
conj,1092373,times,daft
conj,1099467,pounds,jeweller
conj,1100075,pies,piece
conj,1105154,children,wife
conj,1109773,navvies,saw
conj,1111276,cottages,office
conj,1113203,others,I
conj,1114741,pounds,lot
conj,1115202,pence,minute
conj,1117895,rods,rod
conj,1120119,ours,'s
conj,1120123,rates,rate
conj,1121719,areas,lino
conj,1124436,years,fie
conj,1133967,qualifications,picture
conj,1137979,sites,forty
conj,1149343,acres,housing
conj,1150475,others,girl
conj,1161449,stamps,summat
conj,1164258,pence,couple
conj,1164565,months,year
conj,1165523,prices,expectation
conj,1166152,pairs,pair
conj,1171029,sizes,litre
conj,1190604,assistants,clerk
conj,1190967,pupils,class
conj,1191922,workshops,club
conj,1192115,months,building
conj,1192260,beings,someone
conj,1194110,things,something
conj,1194320,brothers,sister
conj,1194558,years,change
conj,1195154,witnesses,groom
conj,1195467,pounds,pound
conj,1197550,pounds,pound
conj,1201677,places,Sussex
conj,1202441,machines,level
conj,1202518,pounds,figure
conj,1202545,pounds,tenth
conj,1208819,minutes,hour
conj,1209421,times,number
conj,1210219,routes,is
conj,1216935,planes,mission
conj,1220730,minutes,hour
conj,1223283,pounds,this
conj,1223322,pounds,plaque
conj,1223394,pounds,sir
conj,1223439,pounds,carving
conj,1223457,pounds,buyer
conj,1223548,pounds,hun
conj,1223731,pounds,number
conj,1224781,ticks,weighting
conj,1240174,people,Sarah
conj,1240516,Rangers,nil
conj,1240519,Reserves,Cup
conj,1240520,Reserves,Mills
conj,1240555,minutes,shot
conj,1240700,weeks,week
conj,1240911,Reserves,League
conj,1240912,Rangers,nil
conj,1241257,Reserves,nil
conj,1241260,Reserves,round
conj,1241287,Rangers,Villa
conj,1241889,friends,her
conj,1244602,engines,missile
conj,1245406,pounds,bid
conj,1245559,pounds,Concert
conj,1245689,pounds,Lot
conj,1245787,pounds,Lot
conj,1246823,tests,X
conj,1247201,tests,X
conj,1247204,tests,X
conj,1247258,tests,X
conj,1247295,tests,X
conj,1247296,tests,S
conj,1249989,seconds,minute
conj,1250096,seconds,star
conj,1251995,boys,boy
conj,1254125,castles,William
conj,1255929,things,cocoa
conj,1256981,pence,shilling
conj,1258816,quarters,hour
conj,1259718,quarters,pound
conj,1261397,pounds,something
conj,1262205,tickets,stationery
conj,1263053,fours,something
conj,1263132,aspects,brain
conj,1265558,inches,inch
conj,1268822,girls,William
conj,1281195,years,region
conj,1287337,kids,baby
conj,1288796,hours,sort
conj,1290742,children,wife
conj,1291883,plugs,was
conj,1296667,days,year
conj,1304362,beers,promotion
conj,1305705,places,Lavender
conj,1312165,months,erm
conj,1312331,men,erm
conj,1312353,men,man
conj,1314535,people,journey
conj,1315282,things,kite
conj,1315387,pieces,issue
conj,1317111,capitals,letter
conj,1319016,children,Sue
conj,1319281,quarters,hour
conj,1319311,members,him
conj,1319313,members,Frears
conj,1319333,members,Frears
